id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5
44005,剑道,你就是我的主人嗎？等一下，我讓“胖胖”來確認一下！,唉？貂蟬姐姐，你的脖子上的項鍊好奇怪？,胖胖！你太不愛乾淨了，快去找個地方洗洗！,最喜歡貂蟬姐姐了，她那兒有很多的玩具呢~,主人，關姐姐和曹姐姐在床上打架，我們快去阻止她們吧！,主人，嘴巴對嘴巴，我們也來試一下吧
44006,艾乾,唉~主人~你看起來，真誘人~我能把你鋸斷，做成樣本嗎？,要鋸成一塊、一塊、一塊。,電鋸生銹了，好難用，主人，你要幫我換一個嗎？,呐~真的想鋸斷主人~怎麼辦，想要的連骨頭都開始蠢蠢欲動了,最喜歡周泰姐姐了，鋸成幾段都不會壞呢~,主人討厭的，我就把它鋸斷~主人喜歡的，我也要把它鋸斷~
44007,墨琴,你不害怕我嗎？真開心呢~那我可以跟你做朋友嗎？好開心，還是第一次有人認同我。今後，能讓我保護你嗎？,我不是人呢~但是，我也不全是妖怪哦~你可以叫我“半妖”哦~,人類不承認我的存在，妖怪不認同我是同類……那麼，我是誰？,隨便的被人類生出來……隨便的被妖怪餵養……,不需要害怕哦~我只是習慣了這麼看人類……不，不只是人類……是一切……,不要害怕哦~我只想和你做朋友……
44008,云雀,自我介紹什麼的真麻煩…拒絕！,煩人,有事？,真是麻煩！,…,…
45001,小医仙,咦，你是我的新玩具嗎？捏起來手感還不錯哦~,你以為是你在控制我？哈哈哈，其實是我在控制你控制我！,可悲的是，明明是玩具還不知道自己是玩具！,玩具！我要更多的玩具！,不要亂點，安安靜靜地做我的玩具就好！,小心點，說不定哪天我就把你扔進倉庫了，所以，好好取悅我吧！
45002,独眼骑士,你強行要做我的主人，已經是在觸犯法律了，你知道嗎？我要和你談判！！,君子動口不動手,談判，是一門科學，也是一門藝術！,這世上的所有矛盾，所有一切，都可以談判解決,談判的目的不是輸贏、單贏，而是雙贏、多贏！,解決問題的方法有很多種，打架是最笨的！
45003,巫女,相信我，要不了多久，你就會深深地感受到我的恐懼了！,手指戳來戳去，小心被我咬斷,卑微的表面，掩飾內心的變態！,雖然我可愛又迷人，但我會招來死亡！,你以為我會眼睜睜看著你去死嗎？不！我會閉上眼睛的！,好好活著，因為我們會死很久很久
46001,大姐头,遇到你這種笨蛋主人，我真是倒楣！,宅男是種公害!,你這麼笨怪我咯？,多讀點書 對你沒有什麼壞處,笨蛋的可怕不在於笨，而在其自作聰明,你的智商是罕見的負數！
46002,百合,看上去很大膽嘛~來來來~跟著本大人去冒險，帶你體驗什麼是驚叫刺激！不過要小心哦~雖然我可能勉為其難的救你呢~,勇氣！自信！我要拿著我的槍，去獵殺怪獸,有個大法師幫了我好大的忙~他說我不會再長大了哈哈哈~這樣太方便了~,哦~那裡是埋葬靈魂的森林啊~那就去看看吧~,你太笨重了~是跳不上這座山的，本大人就是如此輕盈~,帶好你的武器~被怪獸抓住了我可不救你哦~
46003,发牌姬,我是上天派下來守護主人的！哎呀~有壞人！主人，快救我~,持心如衡，以理為平，我要守護這世界,聖光將會淨化一切！,正義必勝！叛徒！你的未來一片黑暗！,最黑暗的時刻也是最接近光明的時刻,墮落的天使，比惡魔更可怕
51001,喵姬,有了本都督的計謀，所有的敵人都能玩弄於股掌之間,你真幸運，絕對不會有比本都督更厲害的戰姬了！,戰鬥？笑話！只是本都督的個人秀罷了！,只知道用蠻力的傢伙，就算100個，都不是本都督的對手,什麼？要我上陣殺敵？這些弱者根本不值得本都督出手,都怪本都督太優秀了，那麼多的崇拜者，真是煩惱啊！
51002,史派罗,哦~主人，你抽中了黑桃K~你真是幸運呢~不騙你~真的~,紅心代表愛情,梅花代表財富,黑桃代表權利,方塊代表手段,其實我都是瞎說的~哈哈哈
51003,关二姐,啊~主人~你的鮮血，可是比蛋糕美味一百倍呢！,誰的寵物！竟敢在我的杯子裡面洗澡！血裡面混進魚腥味就不美味了！,主人，是我一個人的，任何想要接近的，都要殺死！,要是把主人吃掉，就可以永遠和主人在一起了呢~,主人，你也是很喜歡小卓的是吧！如果不是，那只好殺了你了呢,小卓可是很體貼的呢，所以主人也要乖乖地哦~
51004,剑魔,終於~找到了~找到你了！這世上最美味的鮮血！,主人，你的鮮血，除了我誰都不可以享用！,董卓！你這個小偷！不許靠近主人！,不能見陽光？害怕銀色十字架？哈哈，這些謠言你都是從那兒聽說的,受傷了？需要我來幫忙嗎？我的唾液，可是有麻醉效果的~,年齡才不是問題，只要可愛就行了~
51005,龙马,你就是我的主人嗎~我很滿意哦~要一起去做愉悅的事情嗎,皮鞭 蠟燭 高跟鞋 你喜歡哪個？,你喜歡上面？ 這是禁止事項,放心 我會好好疼你的,雖然不喜歡被別人虐待 但是虐別人還真是心情舒暢,只要不被發現，就不算犯罪哦~
51006,张三妹,只要讓我上場，這場戰鬥，你就已經勝利了！,哼，一群雜魚，連和我交手的資格都沒有,只有弱者才會聚集到一起，真正的強者，只需仰慕者，不需要同伴！,快把貂蟬給我找到，不然我可不保證每戰必勝,大丈夫身居天地間，豈能久居於人下！,我的主人，只有我自己！我一定會掙脫這枷鎖的！
51007,风信子,呼啦！主人！我的大象都快餓瘋了！可以給點肉吃嗎？！真的是大象餓了，不是我！,呼啦呼啦！把敵人全部踩扁！,米飯？不不！不吃肉哪有力氣去戰鬥！,我要把敵人的骨頭全部敲碎！呼啦！,主人！你也要多吃肉！肉可是這世上最美味的東西了！,雞肉，鴨肉，牛肉，肉肉肉！肉即是正義！
51008,神巫女,看上去很弱嘛~你有信心制服我嗎？是男人就給我說有！哈哈不過你放心~我可是很護短的呢~,蜜蜂多麼的可愛啊~不對，還是黃蜂比較美呢~,尖銳的蜂尾，矯健的身姿，啊！這就是我想像中的自由！,堅硬鑽穿，一切在鑽頭下變得破爛破爛~哈哈，想想就好興奮！,鋼鐵……合金……唉，不管什麼樣的鑽頭久了都會鈍，到底用什麼材料才是無敵的呢？,尖銳！重量！鋼鐵！破壞！！
51009,泡泡,主人，我將成為您的專屬舞姬，日夜為您起舞~,歌謠啊~請您將神的祝福帶到此處吧~,總有一日，我會站在至高之處。,舞起吧~將和之美告訴所有人~,生命就是舞臺，有舞臺的地方就有我。,意義，把和的信念傳送給人們吧。
51010,堕天使,哦？你一定隱藏著什麼我不知道的陰暗吧！告訴我吧！不然就把你吃掉哦！,白天啊白天~快消失吧~一切都要變成黑色的哦~,那裡的一對人兒周圍閃閃發光呢，那就讓他們看不見對方吧，發光的東西，最討厭了！,小迷，你想吃什麼？那個人？那個人好像很好吃的樣子……,悲傷，憤怒，憂鬱，啊，好飽哦，今天已經吃不下了呢,小妹妹，要不要一起玩呀~
52001,天使,主人，有我在，一定會讓你每天都性福的~,主人，你是要先吃飯呢？要先洗澡呢？還是要先吃我呢？,只有主人願意，什麼都可以做的哦~,一直憋著對身體可不好呢~用手也不好哦~主人~,口罩，皮鞭，繩子，學生服，護士服，一切都有哦~一定會讓主人滿意的~,主人，你喜歡我用嘴巴，還是胸部，還是說…嗯哼~
52002,战神,哎呀，哎呀，頭髮還沒吹完呢，就把人家叫出來了！,作為我的主人，你也要愛乾淨哦！,吹吹吹！吹乾頭髮，吹走煩惱！,就算不出門，也要美美的！,你問我的吹風機壞了怎麼辦？當然是求主人再買一個啦！,不要偷懶哦~每天都要洗頭！
52003,嫦娥,你能解開我左眼的封印嗎？如果可以的話，姑且稱你為主人好了！,邪王真眼是最強的！,封印解開之時 世界必將顫抖！,你最好躲到世界的盡頭, 祈禱不要讓我遇到你,你是在挑釁我嗎
52004,舞倾城,什麼呀，一個普通的人類！如果你拖我後腿的話，我可是會殺了你的！,我壓根就不指望區區人類能理解我崇高的理想！,螞蟻，沒有存活的資格！都去死吧！！！,諸君，我喜歡戰爭！,只要是正義的一方，無論手段多麼卑鄙都可以被原諒！,我劍所指，既是我的國度！
52005,剑魂,趙子龍，在此參上，勢必消滅所有的邪惡！,惡即斬！,所有的阻礙！全部斬斷！,"道之所在,雖千萬人吾往矣",縱使千軍萬馬，也休想攔住我趙雲半刻！,何需坐騎，吾一槍一劍足矣！
52006,云无心,哎呀~主人，你怎麼這麼急，我還沒打扮好呢！,不愛江山愛美人的男人總歸是有的，但首先，他得有江山啊！,白馬王子吸引人之處不在白馬，而在王子的身份！,男人的大腦喜歡女人的內心，但是眼睛喜歡女人的外表！,女人喜歡長得壞壞的男人，不是喜歡長壞了的男人,不能自拔的，除了愛情，還有別人地裏的蘿蔔
52007,万圣巫女,喂！那個叫主人的傢伙，你可要對俺客氣點，不然俺的兩個姐姐會揍你的！,為什麼大姐二姐都有追求者，俺沒有呢！,打飛！打飛！打飛！俺要把敵人通通打飛！,能動手的何必動口呢，先打了再說！,俺最討厭講道理了，說半天誰都說服不了誰,俺可是張翼德！俺要成為這條街的霸王！
52008,美玲,主人~我很好養的，只要有床有飯有網路就行了！,我得了一下床就會死的病！,外面太陽那麼大，我還是在家裡玩遊戲吧,就一會，再睡一小會我就起來,比起PSVita，我果然還是喜歡3DSL多一點啊！,上上下下左右左右BABA
52009,人造人,弱小的傢伙，不要對我指指點點！,只要是活著的東西，就算是神，我也殺給你看！,吾之前方 絕無敵手,如果不把所有人都踩在腳下，他又怎麼會抬頭看你，承認你是強者！,你還差的遠呢！,你的敗因只有一個！那就是與我為敵！
52010,小渊,主人，你有夢想嗎？我呢，想成為作家，想讓很多人看我寫的書，如果可以讓那些人都感到幸福就好了,我只是深愛著世上所有文字，喜歡到想把它們吃下去,這世上沒有一本書是應該丟掉的！一直以來，書都沒有錯，只是讀的人錯了！,合上書本，故事就會因此終結嗎？不！所有的故事，都會在我們的想像之中無限延伸！,所有人都能在書本中感受幸福，這便是文字的魅力啊！,書本…也要…一頁一頁吃掉…
53001,蔷薇,本尊可是道家最強之人，你，想成為我的弟子，學得無上道術嗎？,想要做本尊的關門弟子嗎，那你得先戒色了,魔由心生，由內而外的腐臭，是任何香料都無法掩蓋的,道可道， 非常道，名可名，非常名,除魔天地間,天道、人間道、修羅道、畜生道、餓鬼道，地獄道，六道輪回，生生不息
53002,红莲,之前一直是我的思想在驅使我的行動。現在我願意守護您，聽從您的決斷，貫徹您的正義。,以月光女神之名~執行正義的的決斷。,審判？簡單的審判難道就能評判善惡嗎？,我只是按照我心之所想去做而已。,功過自有後人評。,讓你在夢中逝去，這是我最後的仁慈。
53003,心猿,驅除一切污穢之物！吸血鬼獵人前來助你一臂之力，我能驅除的，可不只是吸血鬼！,讓我來獵殺那些黑暗之物！,縱然是最深沉的黑夜，也遮不住一絲光亮,過去屬於死神，未來屬於你自己！,德古拉，這次，絕不會讓你復活！,主人，你，信仰上帝嗎？
53004,小蛮,新主人？隨便怎麼樣都行吧，反正我只是個傀儡而已…,每個人都是活著的木偶，根本，不需要思想。,在這個世界上，和我們共同生存的是滿目的罪惡和悲傷,無論誰，只要他還活著，你就不能稱他是幸福的。,人類一思考，上帝就發笑,審判日來臨的那一刻，所有的罪惡都將付出代價
53005,圣诞精灵,沒有人能快過我的刀，所有的敵人，都由我來斬殺！,本能寺……在哪來著？,hohoho！我可是第六天大魔王呢，有沒有很害怕？,秀吉！！我的信呢！,咦……我的女裝呢？悄悄的拿出來，秀吉他們應該不會發現吧。,明智光秀，你這個叛徒！
53006,小护士,這可不是人偶，這是我的Darling哦~我會讓我家Darling親手殺死讓他沉睡的人的，一定會~你……要幫我嗎？,我的愛人啊，你可聽到了我的聲譽？你可知道我在想你。,這樣我們就能天天在一起呢~我們永遠不分開哦~,我會讓你付出代價的。,不管過了多久~Darling，你還是如此美麗~,我知道，你一直在我的身邊，我也知道，你會一直等我去找你~
53007,征服王,,,,,,
53008,傀儡子,張角sama駕到！本大爺可是無敵的！,本大爺可是無所不能的！,爆裂吧！現實！,粉碎吧！精神,放逐吧！這個世界！,本大爺要成為新世界的卡密！
53009,剑神,我可是殺人魔哦，竟然敢收留我，你真是個有趣的人,過於仁慈就會變得懦弱,過於執著於道義就會固執,過於拘束于禮節就會變得諂媚,過於機智就會變得愛耍小聰明,過於信任他人就會傷害自己
53010,孙小露,就像我的武器，一個代表過去，一個代表未來。我無法參與你的過去，但是我可以守護你的未來……,我所堅持的正義……似乎出現了一些異樣,滴水之恩，當湧泉相報。但是當你的恩人與你背道而馳……你要怎麼做呢？,沒有子彈了，我還可以用砍的！,一生只能失敗一次,一手過去，一手未來
53011,黄月英,"唉？我不是在召喚式神嗎,怎麼反而被召喚了？魔法反噬？看來這個儀式還有很多問題呢…",這個世界，魔法源很充足呢，我的計畫，可以提前進行了,召喚儀式又失敗了，是我太急了嗎，可是…,所有的戰姬，都是阻礙！,豬豬，不許再吃海鮮了，你看你都得了皮膚病了！,以我現在的力量，只能夠召喚最弱的式神，不過，要不了多久…
54001,黄忠,啊呀~主人，不是故意的~不小心射到了您的帽子，真是遺憾呢~,什麼？白頭髮？還不是你太弱了把我給愁的！,休息也是旅途的一部分，我們也要寒暑假！,哎呀，射歪了，這不怪我，都是時臣的錯！,我曾經一箭射中兩隻鳥…蛋,誰說拉弓一定要有箭的，我射出的是滿滿的節操啊！
54002,许褚,前排戰姬許褚！嘿嘿，我會好好表現的！,你要試試我的拳頭嗎！,如果你前面有陰影，那是因為背後有陽光,我討厭戰爭 因為它會把大地都染紅,很多時候，努力不是為了得到獎勵，而是為了被肯定,用扯蛋的態度，面對操蛋的人生
54003,刘表,最新的Jump出了呢！想看想看想看！想看嘛！主人快去幫我買，小表一輩子就這一個請求！來生我會彌補你的！,回來的時候，記得帶可樂薯片還有方便麵！,滾啊滾~滾啊滾~mua~床好軟好舒服啊~,零食~可樂~遊戲~耶~,啊~零食我都吃掉了欸~主人會原諒我的吧~,今天也要遊手好閒~
54004,蔡文姬,你好呀主人~看起來是個大人呢？不會像爹爹那樣叫我背書吧……不會嗎！太好了！主人一起去玩吧~,淑女什麽的太累啦~讓我們好好出去玩鬧一番！,阿勒~我才不是小孩子呢！我可是很會背詩的哦~,玩過頭了，又要被爹爹罰了……,猜猜這是什麽琴~猜對了人家以身相許哦~,不就是抄十遍嗎~爹爹可是經常讓我抄一百遍的呢。
54005,祝融,帥氣的主人，我一定會讓您感受到我火一樣的愛情，哦不，熱情！,沒有戀愛的學校生活 就像沒有湯汁的火鍋一樣,被漆黑的火焰圍繞的人啊，和我締結戀人的契約吧！,你感受到我火一樣的熱情了沒,什麼 男孩子 我這麼可愛 怎麼可能是男孩子,再調皮 小心我把你給烤熟了
54006,郭嬛,我們一起組隊旅遊吧~要去各種各樣的地方，看各種各樣的事物，吃各種各樣的食物~看各種各樣的人~當然，要和你一起哦~,這家店好吃！可以在《旅行日誌》裡面推薦一下~,打個賭，我一定能八十天環遊世界~,飛啊飛啊飛~新大陸發現~下一個目的地就是真新鎮！,紀念幣！買！紀念鑰匙扣！買！紀念徽章！買！,世界那麼大，你該去看看了~
54007,吕蒙,呂萌前來報導！阿勒？這次的主角不是我了嗎？,新手戰姬怎麼了！我可是很全面的！,每個人最大的對手都是自己,咦 我的主角光環呢？ 那個誰！ 給我加個光環！,在遊戲和動漫界的生存法則第一條：成為主角！生存法則第二條：重複第一條！,又是一個需要被拯救的阿宅
54008,诸葛亮,一秒不差！主人，在這個時刻和你相遇，可是經過我的精心安排呢！,"原子彈的原理？裂變,聚變再裂變，然後就boom~！",不是正好這些問題我懂，而是我什麼都懂,月球繞地球的運動速度？1.02千米每秒哦,荀彧的內褲顏色？不，她沒有穿內褲哦,只要計算正確，改變命運這種小事，不值一提
54009,孙尚香,孫尚香就是我啦！你..你..你別盯著我的胸部看！,胸部什麼的 明明只是裝飾,用時間和心看人，而不是用眼睛！,在真愛面前，性別什麼的只是不足掛齒的小事,為什麼只有我是平胸 深深的惡意啊！,聽說吃木瓜可以豐胸？不不不…我才不需要
54010,千本樱,主人，櫻花落地的那刻，便是我為您斬殺敵人之時！,櫻花總會飄落 沒有誰可以永存,只是生活著，悲傷的事物就會逐漸累積,我的劍很輕，但沒有我斬不斷的東西,主人，您看，花兒在跳舞呢,我要斬殺更多的敵人，來磨礪我的劍！
55001,瓦拉斯基,,,,,,
55002,司马昭,命運，天定！主人，讓我來為您占卜一下吧！,生命中的全部偶然，其實都是命中註定。是為宿命！,人只能預知命運，卻無法反抗！,無論多久的未來，我都會一直陪著主人呢！,一切盡在掌握,我會遇到主人，這可是上天註定的！
55003,奥沃,,,,,,
55004,于吉,嘻嘻嘻嘻~我是于吉，你的靈魂我收下了~,像你這樣，鹹魚翻身，還是鹹魚！,我已經被偷了9999把鐮刀了,保護好自己的身體哦 不然說不定哪天會在另一個世界見到你,膚色？你這是種族歧視！我要報警啦！,想要和我一樣飄起來？快去減肥吧！說不定哪一天就飄起來了哦~
55005,路西法,追隨我，我將讓你成為靈魂的惡魔。追隨我，並讓那些精神上死亡的人埋葬他們自己。,爲了達到目的，不論多麼黑暗的力量都渴求。,正義？哈哈，哪有什麽善惡之分。一切只有力量！,寧可在地獄為王，也不知天堂為奴。,你們害怕我，就證明了你們不敢面對我。但當你們瞭解了我，就會發現並不可怕。,每個人，都是自己的上帝。
56001,水镜,主人，這是我的推薦信，這是我第一次推薦自己呢，有點緊張XD~,備備，我和你說，龐統不錯，諸葛也不錯！,今天要給備備推薦誰呢~,完了，一不小心，把徐庶的推薦信發給兩個人了,我這邊有很多人才的賣身契，哦不，求職書，你們那邊需要不？,我才不是拉皮條的，我是有營業執照的！
56002,加百列,聽說我的朋友很孤獨，神就讓我下來陪她呢~主人，你有見過我的朋友嗎？一個金髮的天使。,請問你有看到一個天使嗎？她是我的朋友，我正在找她~,你說的沒錯~我的琴聲就是天籟~,來自于天堂，沉寂于人間。,噓~安靜，神正在午睡。,將信仰您的子民，送入天堂~
56003,米迦勒,仁慈是無法戰勝邪惡的！我，便是審判邪惡的戰鬥天使！消除一切罪惡。,劍是正義的僕人！,正義也許會遲到，但絕不會不到！,沒有力量的正義是空虛的，但沒有正義的力量是暴力的！,墮落之人，必將自我毀滅。,背叛或出賣，都必將付出生命的代價。
56004,庞统,看到了火焰沒，凡人，這是血統的證明，鳳凰的傳承！,冰鳳？新品種？我只知道火鳳凰！,不要逃避挫折，浴火而生，才能獲得新的人生！,燃燒的火焰，好壯觀，好想把一切都燒掉啊！,我已經重生了999次，笨蛋，別再讓我去送死了,只要喜歡火焰的，就一定不是壞人！
111001,阿呆BOSS,,,,,,
112001,老实人BOSS,,,,,,
112002,伐木工BOSS,,,,,,
113001,小恶魔BOSS,,,,,,
121002,马克娜BOSS,,,,,,
123001,金角BOSS,,,,,,
123002,银角BOSS,,,,,,
123003,强森BOSS,,,,,,
135001,阿斯布幽魂BOSS,,,,,,
136001,圣童BOSS,,,,,,
145001,黑暗的方德拉BOSS,,,,,,
146001,门徒BOSS,,,,,,
541001,周泰,主人，你想體驗一下死亡的感覺嗎，那就和我一樣，成為僵屍吧,僵屍不用吃飯，不用睡覺，還不會懷孕，主人，你真的不考慮一下？,想和我一樣青春永駐嗎？試試福爾馬林吧,主人，紫陽花，那是我的零食，你要試試看嗎？,啊，好熱，冰箱壞了嗎，我快融化了,哎呀，我的身體，保存期限快到了
541002,赤兔,hi~客人，要去烏巢旅遊嗎？有貴族的城堡景點哦~今天打折呢！,全世界的景點都供您選擇哦~主人！,放心放心，有我在，我們是不會迷路的！,唉~那個，那位客人，導航能借我用一下嗎？,我沒有走錯啦！地球是圓的，總會到達目的地的！,主人，不可以的！身為導遊，不能和客人睡在一起的！
541003,马超,遠離自然的人類啊，聽從自然之神的呼喚，讓我來指引你通往勝利,本能引領著我的腳步,生死置之度外，讓我來直面危險吧,任何人，都無法抗拒大自然的力量,會使世界滅亡的不會是神魔還是其他，而是人類，人類自己,自然之神終會降臨
541004,杨修,你知道國際象棋里最強的棋子是什麽嗎？是“后”哦~不受規則限制，想怎麼走就怎麼走~要我選擇，我肯定當后，你的話就當王好了~勉為其難的保護你一下吧~,一切都在我的掌握之中~,軍師？對面會有跟我勢均力敵的對手？怎麼可能~,我不和弱智兒童玩遊戲~那樣會拉低我的智商~,馬走日~象走田~這是規則？哈哈哈我偏不~我的規則就是我自己~,我的智商啊~大概就比你高那麼幾個……~我發現比你高太多了~沒有什麼東西能夠衡量的樣子~
541005,颜良,顏良，奉命而來，主人，以後不光彩的任務，就讓我去做吧！,除了死亡，所有的離開都是背叛。,"任何時候都要戴面具，並保護好面具。因為它，你不需殺了所有人來滅口,也不會引得你的所有家人因你而被殺。",有陽光的地方就會有陰影，我，便是正義之下的暗部,人在為了保護對自己重要的東西的時候，會變得非常堅強。,真正重要的東西，就算失去自己珍貴的生命，也要用雙手保護到底
541006,祢衡,並不是妖怪，也不是純粹的人類。與我相遇的人類啊，我到底是什麽，你能告訴我嗎？,與我同有妖之血的人是我唯一的朋友，無論怎樣，我都不會傷害她。,明明只是失敗的作品，爲什麽還會把我撫養長大？,人類什麽的，與妖怪到底有什麽區別呢？我完全不知道啊……,我感受到，妖血在我的身體里沸騰。,好想知道，感情的溫度啊……
541007,文丑,噠噠噠噠噠噠~文醜來也~那個~看到我姐姐了嗎？,姐姐大人的胖次，姐姐大人的歐派，姐姐大人的一切，都是我的！,就算是主人！也不可以從我身邊搶走姐姐大人！,姐姐大人~姐姐大人~姐姐大人~讓我和你一起去執行任務吧,醜醜不能沒有姐姐大人~,姐姐大人可是暗部最厲害的了，任務幾乎沒失敗過呢！
541008,孙悟空,我是如來佛祖玉皇大帝觀音菩薩，指定取西經特派使者，花果山水簾洞美猴王齊天大聖孫悟空啊，帥到掉渣！,失去紫霞，我還有金箍棒,我這個可不是多蘭棍，而是如意金箍棒！,龜~派~氣~功~唉？不對，我為什麼會喊這個！,齊天大聖到此一遊！,曾經，有一份真誠的愛情擺在我面前，我沒有珍惜。
542001,小乔,這不是cosplay~我可是有護士職業執照的！不過，我只管打針，可不管治病哦~,如果我操作正確 你會有一點痛 如果我操作失誤 你會痛死的,我需要看下你的健保卡，啊，抱歉，這個病屬於保險不支付的類別,我說最後一次，這不是個驚喜脫衣秀喲,唉？主人，你怎麼暈倒了！我立刻給你做人工呼吸~,護士服，貂蟬姐姐，你也是護士嗎？
542002,典韦,呦~少年~你擋住我的陽光了！,今天的風兒好喧囂~那邊的薯片半價啦！,什麼？一米六？你是瞎了嗎？我明明有一米八！,不許摸我的頭！會長不高的！摸頭殺什麼的，你一定是漫畫看多了吧！,個頭大一定很厲害嗎？恐龍不是照樣滅絕了！,看來得給你點顏色，聽說最有效的管教就是疼痛哦！
542003,孙策,我的拳頭可以擊破一切阻礙！請一定要多多讓我上場哦！,你看起來就不像是好人,我們去頂樓聊聊！,你最好別惹我，我比你想像中的更厲害,我打賭 你受不了我一拳,不作死就不會死！為什麼你就是不明白！
542004,甄姬,哎呀~本小姐還想多睡會呢！睡眠不足可是會影響皮膚的！,拿開你的髒手,本小姐要生氣了,戰鬥力只有5的渣渣,你這麼做 真的覺得快樂嗎,你的人生真是無趣
542005,荀攸,氫氦鋰鈹硼，碳氮氧氟氖，背出下面的元素表，我就承認你為主人哦！,"將溶液A倒入溶液B，再加入溶液C,就會……BOOM……該死，又出事故了",實驗是化學的終極審判，做實驗真是太有趣了,加點木炭，加點硫酸，加點氰化鉀，再加點雞翅？,這是我的新產品，你來喝喝看？我保證，只是蘇打水！,敢和主人作對的人，全部餵硫酸好了~
542006,曹冲,主人，你知道嗎？人與人相遇的概率是五千分之一，相知的概率是兩億分之一，能夠與主人相伴，全虧了我精密的計算呢！,質數，多麼完美的存在！,生命，空間，時間！這世上的一切都可以用數字來衡量，真是太美妙了！,最重要的課程！第一是數學，第二是數學，第三是數學！,1000減7等於多少？,啊？你問我？我可是完美的0.618。
542007,刘禅,主人，看到您真的是太開心了！請問有什麼吃的嗎？放心，我的飯量也就您的幾倍而已！,有兩樣東西是別人搶不走的。一個是你吃進肚子的食物，另一個是你藏在心裡的夢想。做個有夢想的吃貨，你就是無敵的！,吃東西又不累 最適合我了~,什麼 你是想搶我的零食嗎！！,天啊！我的衣服又瘦了！,人之初，性本善，你掏錢，我吃飯！
542008,徐晃,好好聽我的命令！我可不想因為你的愚蠢而戰敗！,你是想成為我斧下的亡魂嗎？！,腐女是什麼…,人被殺就會死！,我？我不是腐女！,不管是過去還是現在，人類都是可愛的生物啊，除了你
543001,鲁肃,所有人都是有罪的，十字架，是上帝的恩賜，我要用它，救贖主人！,世界上的一切，都來自上帝的恩賜！,洗淨你的原罪，一起迎來救贖,虔誠的人不再照自己的意志生活，也不行世界的道路，只遵行上帝的旨意,友善，原諒，世間萬事萬物都有它的緣由,主人的痛苦，由我來承受！
543002,曹休,我只執行殺戮的命令，沒有執行過守護的命令。小心，你不要被我一不小心殺掉呢……,人的價值是什麼？你只要被殺掉就好了。,性命很重要？與我無關。我只要執行命令就好。,血，和一般的水有什麼區別呢……,我聽不懂，我也不需要聽得懂。告訴我，要殺掉誰。,所有都無關緊要……包括我。
543003,王允,你就是我的新任務對象嗎？嗯，總有一天我會執行任務的，在這之前請和我好好相處吧。,黑色的衣服便於在黑夜里行動，畢竟我做的事情不能讓別人看見嘛。,自由的時間，要幹什麽好呢？我有很多很多的事情想要嘗試呢。,我一直都只在夜裡出門呢，陽光，原來是這種溫度啊……,你說有任務來了？嗯，我會成功完成的。,跟大家一起上學什麽的，以前的我從來沒有這種經歷呢，我只要完成任務就好了。
543004,步练师,區區人類，居然能夠將我召喚出來？看來你有什麼我不知道的秘密呢？難道你不知道本大人最憎恨的就是人類？,人類，都該死,哼，人類？他們最會的不就是背叛麼？,你以為我只是一個劍魂？,這副身體，看來還能撐很久呢,把身體交給我，我來幫你實現願望
543005,文聘,快！快說！學長你想揍誰！我已經迫不及待了！,我叫一聲你的名字，你敢答應嗎？,我的機甲葫蘆中，可是大有乾坤哦~！,有不公平的地方，必定會有阻止不公平的人出現。,葫蘆？酒？魔法？正義？哦呵呵呵~,誰也不能欺壓他人，否則，早晚會受到正義遊俠的懲治！
543006,丰臣秀吉,背叛者是不可饶恕的！我的后背，就交给你了！,人，必须保持明快的性格，否则就不能出人头地,吾似朝露降人间，来去匆匆瞬即逝。 ,大阪巍巍气势盛，亦如梦中虚幻姿。,为区区小事萎缩不前，怎么能完成大事业呢？,世上的事情，不管什么事，都要干得漂亮
543007,魏延,主人，您不嫌棄我嗎？以後我一定會好好努力的！,我其實是非常厲害的 所以請不要欺負我,不許亂碰了 再碰 再碰 再碰我就哭給你看,你們都是壞人 我要告訴老師,嗚嗚嗚 ~~~,求你了，不要碰我好不好
543008,诸葛瑾,什麼？是你在喊我嗎？是有什麼bug！？哦，沒有就好，那我繼續寫程式了！,工程師約會秘笈--開玩笑，你認為有人願意和工程師約會嗎？,好困好困，那個破bug，害的我加班24小時,什麼？看電影？我還是先把程式提交了再說吧,我是什麼罩杯？C++,欸？我的手機壞了嗎？怎麼一個月都沒接到任何電話和訊息
544001,袁术,我聽到了馬蹄聲，你是來接我的王子嗎？你會吻我嗎？會為我穿上水晶鞋嗎？,你把我的水晶鞋藏到哪裡了？,在那顆星星上，一定會有一個王子來接本公主~到他的王國~,我讀過《白雪公主》，《豌豆公主》，還有好多好多…我也一定是個公主！,我的蓬蓬裙~我的小陽傘，欸，蕾絲怎麼掉了，快來幫本公主縫起來！,門口那個乞丐，一定是惡毒的皇后派來的！這所有的蘋果，一定都有毒！
544002,潘凤,駕！駕！駕！主人快來陪我玩過家家嘛~我是白馬王子，你是灰姑娘~,你要帶我去遊樂園嗎？,我要那個糖果，冰淇淋也要！啊！還有那個甜甜圈！,美少女~變身！小怪獸在哪裡？我要保護地球！,我的小馬跑得比你快~,把你手上的東西！給我吃！
