id,name,desc_1,desc_2,desc_4,desc_5,desc_6,desc_11,activity_id,mail_id,rank,charge,currency,diamond,first_extra_diamond,extra_diamond,token_amount,vip_exp,gift_id,giftbag_type,gift_type_desc,daily_diamond,days,ios_product_id,price,icon,output_percent,parameter,parameter_vip,previlege,last_time,limit_times,cd,sale_on_web,need_review,price_change,dynamic_limit
126,-1,Special Gift Pack 2,Pack Surprise 2,-1,-1,스페셜 팩 2,Glückspaket 2,130,,0,49.99,,0,,,3500,3500,10126,48,-1,,,com.carolgames.moemoegirls.skin_pack_d2,49.99,,,,,,604800,2,,1,0,1,
127,-1,Sanctuary Privilege,Parchemin de Sanctuaire,-1,-1,책의 정령 성역 특권 패스,Buchheiligtum-Vorteilskarte,132,,0,1.99,,0,,,250,250,10127,49,-1,,30,com.carolgames.moemoegirls.privileged_card,1.99,,,,,,,,,1,0,1,
128,-1,Patrol Privilege,Permis de Patrouille,-1,-1,학원 순찰 특권 패스,Patrouillen Vorteilskarte,132,,0,1.99,,0,,,250,250,10128,49,-1,,30,com.carolgames.moemoegirls.privileged_card,1.99,,,,,,,,,1,0,1,
129,-1,Soda Pack,Pack de Soda,-1,ラムネパック,사이다 팩,Soda-Paket,133,,0,4.99,,0,,,500,500,10129,50,-1,,,com.carolgames.moemoegirls.swimsuit,4.99,,,,,,,1,,1,0,1,
130,-1,Magic Gift Box 1,Boîte Magique 1,-1,マジックパック1,매직 팩1,Zauberbox 1,135,,0,49.99,,0,,,5000,5000,10130,51,-1,,,com.carolgames.moemoegirls.ice_gift1,49.99,,,,,,,2,86400,1,0,1,
131,-1,Magic Gift Box 2,Boîte Magique 2,-1,マジックパック2,매직 팩2,Zauberbox 2,135,,0,29.99,,0,,,2500,2500,10131,51,-1,,,com.carolgames.moemoegirls.ice_gift2,29.99,,,,,,,1,86400,1,0,1,
132,-1,Magic Gift Box 3,Boîte Magique 3,-1,マジックパック3,매직 팩3,Zauberbox 3,135,,0,9.99,,0,,,1000,1000,10132,51,-1,,,com.carolgames.moemoegirls.ice_gift3,9.99,,,,,,,1,86400,1,0,1,
133,-1,Magic Gift Box 4,Boîte Magique 4,-1,マジックパック4,매직 팩4,Zauberbox 4,135,,0,1.99,,0,,,250,250,10133,51,-1,,,com.carolgames.moemoegirls.ice_gift4,1.99,,,,,,,1,86400,1,0,1,
134,-1,Magic Gift Box 5,Boîte Magique 5,-1,マジックパック5,매직 팩5,Zauberbox 5,135,,0,0.99,,0,,,50,50,10134,51,-1,,,com.carolgames.moemoegirls.ice_gift5,0.99,,,,,,,1,86400,1,0,0,
135,-1,Special Girls Pack 1,Packs de Boîte 1,-1,スペシャルパック1,핫이슈 소녀 팩1,Besondere Mädchenbox 1,138,,0,29.99,,0,,,2500,2500,10135,52,-1,,,com.carolgames.moemoegirl.hot_girl1,29.99,,,,,,,1,,0,0,1,
136,-1,Special Girls Pack 2,Packs de Boîte 2,-1,スペシャルパック2,핫이슈 소녀 팩2,Besondere Mädchenbox 2,138,,0,49.99,,0,,,3500,3500,10136,52,-1,,,com.carolgames.moemoegirl.hot_girl2,49.99,,,,,,,1,,0,0,1,
137,-1,Monthly Pass Discount,Rabais sur\nCarte Mensuelle,-1,-1,월간 패스 할인,Ermäßigte Monatskarte,139,,1,1.99,,0,,,750,750,10137,53,-1,,,com.carolgames.moemoegirls.discount_30day,1.99,vip_icon07_png,,,,,,1,,0,0,1,
138,-1,Red Riding Hood's Gift,Panier Du Petit Chaperon Rouge,-1,-1,빨간 모자의 선물,Rotkäppchen-Paket,144,,3,14.99,,0,,,1000,1000,10138,54,-1,,7,com.carolgames.moemoegirls.red_gift,14.99,,,,,,,1,,1,0,1,
140,-1,Krystal's Gift 1,Miracle de Chris I,-1,クリスのプレゼント1,크리스의 마음1,Krystals Mirakel 1,145,,0,4.99,,0,,,500,500,10140,55,-1,,3,com.carolgames.moemoegirls.valentine1,4.99,,,,,,,1,,1,0,1,
141,-1,Test Fund 1,Investissement de Test 1,-1,-1,옥상 정복 펀드1,Testfonds 1,146,,0,4.99,,0,,,500,500,10141,56,-1,,,com.carolgames.moemoegirls.tower_fund,4.99,,,,,,,1,,1,0,1,
142,-1,Test Fund 2,Investissement de Test 2,-1,-1,옥상 정복 펀드2,Testfonds 2,146,,0,9.99,,0,,,1000,1000,10142,56,-1,,,com.carolgames.moemoegirls.tower_fund2,9.99,,,141,,,,1,,1,0,1,
143,-1,Test Fund 3,Investissement de Test 3,-1,-1,옥상 정복 펀드3,Testfonds 3,146,,0,19.99,,0,,,1500,1500,10143,56,-1,,,com.carolgames.moemoegirls.tower_fund3,19.99,,,142,,,,1,,1,0,1,
144,-1,Special Skin Pack 1,Pack Surprise de Skin 1,-1,-1,스페셜 스킨 팩 1,Glückspaket 1,147,,0,1.99,,0,,,250,250,10144,57,-1,,,com.carolgames.moemoegirls.skin_pack_e1,1.99,,,,,,604800,1,,1,0,1,
145,-1,Special Skin Pack 2 ,Pack Surprise de Skin 2,-1,-1,스페셜 스킨 팩 2,Glückspaket 2,147,,0,29.99,,0,,,2500,2500,10145,57,-1,,,com.carolgames.moemoegirls.skin_pack_e2,29.99,,,,,,604800,2,,1,0,1,
146,-1,Special Gift Pack 1,Pack Surprise 1,-1,-1,스페셜 팩 1,Glückspaket 1,148,,0,1.99,,0,,,250,250,10146,58,-1,,,com.carolgames.moemoegirls.skin_pack_f1,1.99,,,,,,604800,1,,1,0,1,
147,-1,Special Gift Pack 2,Pack Surprise 2,-1,-1,스페셜 팩 2,Glückspaket 2,148,,0,49.99,,0,,,3500,3500,10147,58,-1,,,com.carolgames.moemoegirls.skin_pack_f2,49.99,,,,,,604800,1,,1,0,1,
148,-1,Special Gift Pack 1_1,Pack Surprise 1_1,-1,-1,스페셜 팩 1_1,Glückspaket 1_1,157,,0,0.99,,0,,,50,50,10156,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,0,
149,-1,Special Gift Pack 1_2,Pack Surprise 1_2,-1,-1,스페셜 팩 1_2,Glückspaket 1_2,157,,0,0.99,,0,,,100,100,10157,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,1,
150,-1,Special Gift Pack 1_3,Pack Surprise 1_3,-1,-1,스페셜 팩 1_3,Glückspaket 1_3,157,,0,4.99,,0,,,500,500,10158,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,4.99,,,,,,604800,1,,1,0,1,
151,-1,Special Gift Pack 2_1,Pack Surprise 2_1,-1,-1,스페셜 팩 2_1,Glückspaket 2_1,157,,0,0.99,,0,,,50,50,10159,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,0,
152,-1,Special Gift Pack 2_2,Pack Surprise 2_2,-1,-1,스페셜 팩 2_2,Glückspaket 2_2,157,,0,1.99,,0,,,250,250,10160,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,1.99,,,,,,604800,1,,1,0,1,
153,-1,Special Gift Pack 2_3,Pack Surprise 2_3,-1,-1,스페셜 팩 2_3,Glückspaket 2_3,157,,0,4.99,,0,,,500,500,10161,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,4.99,,,,,,604800,1,,1,0,1,
154,-1,Special Gift Pack 3_1,Pack Surprise 3_1,-1,-1,스페셜 팩 3_1,Glückspaket 3_1,157,,0,0.99,,0,,,50,50,10162,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,0,
155,-1,Special Gift Pack 3_2,Pack Surprise 3_2,-1,-1,스페셜 팩 3_2,Glückspaket 3_2,157,,0,1.99,,0,,,250,250,10163,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,1.99,,,,,,604800,1,,1,0,1,
156,-1,Special Gift Pack 3_3,Pack Surprise 3_3,-1,-1,스페셜 팩 3_3,Glückspaket 3_3,157,,0,9.99,,0,,,1000,1000,10164,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,9.99,,,,,,604800,1,,1,0,1,
157,-1,Special Gift Pack 4_1,Pack Surprise 4_1,-1,-1,스페셜 팩 4_1,Glückspaket 4_1,157,,0,0.99,,0,,,50,50,10165,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,0,
158,-1,Special Gift Pack 4_2,Pack Surprise 4_2,-1,-1,스페셜 팩 4_2,Glückspaket 4_2,157,,0,1.99,,0,,,250,250,10166,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,1.99,,,,,,604800,1,,1,0,1,
159,-1,Special Gift Pack 4_3,Pack Surprise 4_3,-1,-1,스페셜 팩 4_3,Glückspaket 4_3,157,,0,9.99,,0,,,1000,1000,10167,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,9.99,,,,,,604800,1,,1,0,1,
160,-1,Special Gift Pack 5_1,Pack Surprise 5_1,-1,-1,스페셜 팩 5_1,Glückspaket 5_1,157,,0,0.99,,0,,,50,50,10168,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,0,
161,-1,Special Gift Pack 5_2,Pack Surprise 5_2,-1,-1,스페셜 팩 5_2,Glückspaket 5_2,157,,0,1.99,,0,,,250,250,10169,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,1.99,,,,,,604800,1,,1,0,1,
162,-1,Special Gift Pack 5_3,Pack Surprise 5_3,-1,-1,스페셜 팩 5_3,Glückspaket 5_3,157,,0,9.99,,0,,,1000,1000,10170,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,9.99,,,,,,604800,1,,1,0,1,
163,-1,Special Gift Pack 6_1,Pack Surprise 6_1,-1,-1,스페셜 팩 6_1,Glückspaket 6_1,157,,0,0.99,,0,,,50,50,10171,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,0,
164,-1,Special Gift Pack 6_2,Pack Surprise 6_2,-1,-1,스페셜 팩 6_2,Glückspaket 6_2,157,,0,4.99,,0,,,500,500,10172,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,4.99,,,,,,604800,1,,1,0,1,
165,-1,Special Gift Pack 6_3,Pack Surprise 6_3,-1,-1,스페셜 팩 6_3,Glückspaket 6_3,157,,0,19.99,,0,,,1500,1500,10173,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,19.99,,,,,,604800,1,,1,0,1,
166,-1,Special Gift Pack 7_1,Pack Surprise 7_1,-1,-1,스페셜 팩 7_1,Glückspaket 7_1,157,,0,0.99,,0,,,50,50,10174,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,0.99,,,,,,604800,1,,1,0,0,
167,-1,Special Gift Pack 7_2,Pack Surprise 7_2,-1,-1,스페셜 팩 7_2,Glückspaket 7_2,157,,0,9.99,,0,,,1000,1000,10175,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,9.99,,,,,,604800,1,,1,0,1,
168,-1,Special Gift Pack 7_3,Pack Surprise 7_3,-1,-1,스페셜 팩 7_3,Glückspaket 7_3,157,,0,19.99,,0,,,1500,1500,10176,70,-1,,,com.carolgames.moemoegirls.skin_pack_f1,19.99,,,,,,604800,1,,1,0,1,
177,-1,Black Friday Crazy Sale1,Offres Uniques du Black Friday1,-1,ブラックフライデースペシャルセール1,블랙 프라이데이 파격세일1,Black Friday Sonderangebote1,160,,0,49.99,,0,,,5000,5000,10177,71,-1,,,com.carolgames.moemoegirls.blackfriday1,49.99,,,,,,172800,1,,1,0,1,
178,-1,Black Friday Crazy Sale2,Offres Uniques du Black Friday2,-1,ブラックフライデースペシャルセール2,블랙 프라이데이 파격세일2,Black Friday Sonderangebote2,160,,0,99.99,,0,,,10000,10000,10178,71,-1,,,com.carolgames.moemoegirls.blackfriday2,99.99,,,,,,172800,1,,1,0,1,
179,-1,Monthly Kick Off 1,Célébration du Mois 1,-1,-1,월초 선물 1,Geschenk am Monatsanfang 1,159,,0,4.99,,0,,,500,500,10180,72,-1,,,com.carolgames.moemoegirls.month.start1,4.99,,,,,,172800,1,,1,0,1,
180,-1,Monthly Kick Off 2,Célébration du Mois 2,-1,-1,월초 선물 2,Geschenk am Monatsanfang 2,159,,0,14.99,,0,,,1500,1500,10181,72,-1,,,com.carolgames.moemoegirls.month.start2,14.99,,,,,,172800,1,,1,0,1,
181,-1,Monthly Kick Off 3,Célébration du Mois 3,-1,-1,월초 선물 3,Geschenk am Monatsanfang 3,159,,0,19.99,,0,,,2500,2500,10182,72,-1,,,com.carolgames.moemoegirls.month.start2,19.99,,,,,,172800,1,,1,0,1,
182,-1,Monthly Kick Off 4,Célébration du Mois 4,-1,-1,월초 선물 4,Geschenk am Monatsanfang 4,159,,0,29.99,,0,,,3500,3500,10183,72,-1,,,com.carolgames.moemoegirls.month.start3,29.99,,,,,,172800,1,,1,0,1,
183,-1,Monthly Kick Off 5,Célébration du Mois 5,-1,-1,월초 선물 5,Geschenk am Monatsanfang 5,159,,0,49.99,,0,,,5000,5000,10184,72,-1,,,com.carolgames.moemoegirls.month.start4,49.99,,,,,,172800,1,,1,0,1,
184,-1,Beginner Special,Grand Pack De Débutant,-1,-1,초보자 슈퍼 팩,Anfängerpaket,165,,0,0.99,,0,,,100,50,10035,73,-1,,,com.carolgames.moemoegirls.newlimittime5star,0.99,,,,,,604800,1,,1,0,0,
185,-1,Luvly's Elite Supply,Offres de Lavli,-1,-1,러블리 표류기 보급,Reiseversorgung,167,,0,29.99,,0,,,2500,2500,10185,74,-1,,,com.carolgames.moemoegirls.luvly,29.99,,,,,,,1,,1,0,1,
186,-1,Special Fund,Bonus Spécial,-1,-1,40베 보너스,40X Boni,170,,0,14.99,,0,,,1000,1000,10186,75,-1,,,com.carolgames.moemoegirls.tower_fund,14.99,,,,,,,1,,1,0,1,
187,-1,Turin Enhancement 1,Personnalisation de Turin 1,-1,-1,튜린 스킨&육성1,Personalisiertes Paket für Turin 1,174,,0,1.99,,0,,,250,250,10187,76,-1,,,com.carolgames.moemoegirls.turin1,1.99,,,,,,604800,1,,1,0,1,
188,-1,Turin Enhancement 2,Personnalisation de Turin 2,-1,-1,튜린 스킨&육성2,Personalisiertes Paket für Turin 2,174,,0,4.99,,0,,,500,500,10188,76,-1,,,com.carolgames.moemoegirls.turin2,4.99,,,,,,604800,1,,1,0,1,
189,-1,Antique Aid,Collection d'Antiquités,-1,-1,혼기 축제,Antiquitätswachstumspaket,175,,0,19.99,,0,,,1500,1500,10189,77,-1,,,com.carolgames.moemoegirls.tower_fund,19.99,,,,,,604800,1,,1,0,1,
190,-1,Beginner Funds,Investissement de Débutant,-1,-1,초보자 펀드,Neulingsfonds,176,,0,9.99,,0,,,1000,1000,10190,78,-1,,,com.carolgames.moemoegirls.tower_fund2,9.99,,,,,,604800,1,,1,0,1,
191,-1,Beginner's Capsule,Capsules de Débutant,-1,-1,초보자 캡슐 뽑기,Premiumzüge für Anfänger,177,,0,1.99,,0,,,250,250,10191,79,-1,,,com.carolgames.moemoegirls.newbee10gacha1,1.99,,,,,,604800,1,,1,0,1,
192,-1,Beginner's Capsule,Capsules de Débutant,-1,-1,초보자 캡슐 뽑기,Premiumzüge für Anfänger,177,,0,4.99,,0,,,500,500,10192,79,-1,,,com.carolgames.moemoegirls.newbee10gacha2,4.99,,,191,,,604800,1,,1,0,1,
193,-1,Beginner's Capsule,Capsules de Débutant,-1,-1,초보자 캡슐 뽑기,Premiumzüge für Anfänger,177,,0,9.99,,0,,,750,750,10193,79,-1,,,com.carolgames.moemoegirls.newbee10gacha3,9.99,,,192,,,604800,1,,1,0,1,
194,-1,Lucky Bonus,Distribution Chanceuse,-1,ラッキーボーナス,럭키 보너스,Lotto Glücksboni,178,,0,19.99,,0,,,1500,1500,10194,80,-1,,,com.carolgames.gamble.plus,19.99,,,,,,604800,1,,1,0,1,
195,-1,Beginner's Limited Capsule Pack,Offres Exclusives de Débutant,-1,-1,초보자 한정 캡슐 뽑기 팩,Kapselpakete für Anfänger,180,,0,4.99,,0,,,500,500,10195,81,-1,,,com.carolgames.moemoegirls.newbeegacha1,4.99,,,,,,604800,2,,1,0,1,
196,-1,Beginner's Limited Capsule Pack,Offres Exclusives de Débutant,-1,-1,초보자 한정 캡슐 뽑기 팩,Kapselpakete für Anfänger,180,,0,19.99,,0,,,1500,1500,10196,81,-1,,,com.carolgames.moemoegirls.newbeegacha2,19.99,,,,,,604800,2,,1,0,1,
197,-1,Beginner's Limited Capsule Pack,Offres Exclusives de Débutant,-1,-1,초보자 한정 캡슐 뽑기 팩,Kapselpakete für Anfänger,180,,0,29.99,,0,,,2500,2500,10197,81,-1,,,com.carolgames.moemoegirls.newbeegacha3,29.99,,,,,,604800,3,,1,0,1,
198,-1,daily Package (Cookies),Pack Quotidien 7,-1,-1,데일리 특가 팩7,Tagespaket 7,105,,0,1.99,,0,,,250,250,10198,38,-1,,,com.carolgames.moemoegirls.dailygift7,1.99,,,,,,86400,1,,1,0,1,
199,-1,Monthly Package 7,Pack Mensuel 7,-1,-1,월간 팩 7,Monatspaket 7,39,,0,49.99,,0,,,5000,5000,10199,14,-1,,,com.carolgames.moemoegirls.monthgift7,49.99,,,,,,2592000,1,,1,0,1,
200,-1,Weekly Package 5,Pack Hebdomadaire 5,-1,-1,주간 팩 5,Wochenpaket 5,3,,0,49.99,,0,,,4000,4000,10200,5,-1,,,com.carolgames.moemoegirls.weekgift5,49.99,,,,,,604800,1,,1,0,1,
201,-1,Weekly Package 6,Pack Hebdomadaire 6,-1,-1,주간 팩 6,Wochenpaket 6,3,,0,49.99,,0,,,5000,5000,10201,5,-1,,,com.carolgames.moemoegirls.weekgift6,49.99,,,,,,604800,1,,1,0,1,
202,-1,Krystal's Gift 2,Miracle de Chris II,-1,クリスのプレゼント2,크리스의 마음2,Krystals Mirakel 2,145,,0,19.99,,0,,,1500,1500,10202,55,-1,,7,com.carolgames.moemoegirls.valentine2,19.99,,,,,,,2,,1,0,1,
203,-1,Krystal's Gift 3,Miracle de Chris III,-1,クリスのプレゼント3,크리스의 마음3,Krystals Mirakel 3,145,,0,49.99,,0,,,5000,5000,10203,55,-1,,7,com.carolgames.moemoegirls.valentine3,49.99,,,,,,,4,,1,0,1,
204,-1,Servant Supply 1,Évolution du Serviteur 1,-1,-1,사역마 육성 팩1,Diener-Wachstumspaket 1,187,,0,1.99,,0,,,250,250,10204,82,-1,,,com.carolgames.moemoegirls.pet.giftbag1,1.99,,,,,,604800,3,,1,0,1,
205,-1,Servant Supply 2,Évolution du Serviteur 2,-1,-1,사역마 육성 팩2,Diener-Wachstumspaket 2,187,,0,4.99,,0,,,500,500,10205,82,-1,,,com.carolgames.moemoegirls.pet.giftbag2,4.99,,,,,,604800,3,,1,0,1,
206,-1,Servant Supply 3,Évolution du Serviteur 3,-1,-1,사역마 육성 팩3,Diener-Wachstumspaket 3,187,,0,19.99,,0,,,1500,1500,10206,82,-1,,,com.carolgames.moemoegirls.pet.giftbag3,19.99,,,,,,604800,3,,1,0,1,
207,-1,Servant Supply 4,Évolution du Serviteur 4,-1,-1,사역마 육성 팩4,Diener-Wachstumspaket 4,187,,0,29.99,,0,,,2500,2500,10207,82,-1,,,com.carolgames.moemoegirls.pet.giftbag4,29.99,,,,,,604800,2,,1,0,1,
208,-1,Servant Supply 5,Évolution du Serviteur 5,-1,-1,사역마 육성 팩5,Diener-Wachstumspaket 5,187,,0,49.99,,0,,,5000,5000,10208,82,-1,,,com.carolgames.moemoegirls.pet.giftbag5,49.99,,,,,,604800,1,,1,0,1,
209,-1,Easter Pack 1,Pack de Pâques I,-1,イースターパック1,부활절 팩 1,Paket zu Ostern 1,190,,0,19.99,,0,,,1500,1500,10209,83,-1,,,com.carolgames.moemoegirls.easter.giftbag1,19.99,,,,,,172800,1,,0,0,1,
210,-1,Easter Pack 2,Pack de Pâques II,-1,イースターパック2,부활절 팩 2,Paket zu Ostern 2,190,,0,49.99,,0,,,5000,5000,10210,83,-1,,,com.carolgames.moemoegirls.easter.giftbag1,49.99,,,,,,172800,1,,0,0,1,
211,-1,Bottles Adrift Pack 1,Pack de Bouteille à la mer I,-1,ボトルメールパック1,소원병 한정 팩 1,Paket zur Flaschenpost 1,192,,0,49.99,,0,,,5000,5000,10211,84,-1,,,com.carolgames.moemoegirls.easter_egg1,49.99,,,,,,604800,1,,1,0,1,
212,-1,Bottles Adrift Pack 2,Pack de Bouteille à la mer II,-1,ボトルメールパック2,소원병 한정 팩 2,Paket zur Flaschenpost 2,192,,0,29.99,,0,,,2500,2500,10212,84,-1,,,com.carolgames.moemoegirls.easter_egg2,29.99,,,,,,604800,1,,1,0,1,
213,-1,Bottles Adrift Pack 3,Pack de Bouteille à la mer III,-1,ボトルメールパック3,소원병 한정 팩 3,Paket zur Flaschenpost 3,192,,0,19.99,,0,,,1500,1500,10213,84,-1,,,com.carolgames.moemoegirls.easter_egg3,19.99,,,,,,604800,1,,1,0,1,
214,-1,Guild Member Special Lv. 10,Colis du Membre Niv.10,-1,-1,개인 한정 팩 Lv.10,Limitiertes Paket für Mitglieder Lv.10,200,,0,0.99,,0,,,100,100,10216,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
215,-1,Guild Member Special Lv. 11,Coli du Membre Niv.11,-1,-1,개인 한정 팩 Lv.11,Limitiertes Paket für Mitglieder Lv.11,200,,0,0.99,,0,,,100,100,10217,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
216,-1,Guild Member Special Lv. 12,Coli du Membre Niv.12,-1,-1,개인 한정 팩 Lv.12,Limitiertes Paket für Mitglieder Lv.12,200,,0,0.99,,0,,,100,100,10218,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
217,-1,Guild Member Special Lv. 13,Coli du Membre Niv.13,-1,-1,개인 한정 팩 Lv.13,Limitiertes Paket für Mitglieder Lv.13,200,,0,0.99,,0,,,100,100,10219,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
218,-1,Guild Member Special Lv. 14,Coli du Membre Niv.14,-1,-1,개인 한정 팩 Lv.14,Limitiertes Paket für Mitglieder Lv.14,200,,0,0.99,,0,,,100,100,10220,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
219,-1,Guild Member Special Lv. 15,Coli du Membre Niv.15,-1,-1,개인 한정 팩 Lv.15,Limitiertes Paket für Mitglieder Lv.15,200,,0,0.99,,0,,,100,100,10221,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
220,-1,Guild Member Special Lv. 16,Coli du Membre Niv.16,-1,-1,개인 한정 팩 Lv.16,Limitiertes Paket für Mitglieder Lv.16,200,,0,0.99,,0,,,100,100,10222,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
221,-1,Guild Member Special Lv. 17,Coli du Membre Niv.17,-1,-1,개인 한정 팩 Lv.17,Limitiertes Paket für Mitglieder Lv.17,200,,0,0.99,,0,,,100,100,10223,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
222,-1,Guild Member Special Lv. 18,Coli du Membre Niv.18,-1,-1,개인 한정 팩 Lv.18,Limitiertes Paket für Mitglieder Lv.18,200,,0,0.99,,0,,,100,100,10224,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
223,-1,Guild Member Special Lv. 19,Coli du Membre Niv.19,-1,-1,개인 한정 팩 Lv.19,Limitiertes Paket für Mitglieder Lv.19,200,,0,0.99,,0,,,100,100,10225,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
224,-1,Guild Member Special Lv. 20,Coli du Membre Niv.20,-1,-1,개인 한정 팩 Lv.20,Limitiertes Paket für Mitglieder Lv.20,200,,0,0.99,,0,,,100,100,10226,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
225,-1,Guild Member Special Lv. 21,Coli du Membre Niv.21,-1,-1,개인 한정 팩 Lv.21,Limitiertes Paket für Mitglieder Lv.21,200,,0,0.99,,0,,,100,100,10227,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
226,-1,Guild Member Special Lv. 22,Coli du Membre Niv.22,-1,-1,개인 한정 팩 Lv.22,Limitiertes Paket für Mitglieder Lv.22,200,,0,0.99,,0,,,100,100,10228,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
227,-1,Guild Member Special Lv. 23,Coli du Membre Niv.23,-1,-1,개인 한정 팩 Lv.23,Limitiertes Paket für Mitglieder Lv.23,200,,0,0.99,,0,,,100,100,10229,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
228,-1,Guild Member Special Lv. 24,Coli du Membre Niv.24,-1,-1,개인 한정 팩 Lv.24,Limitiertes Paket für Mitglieder Lv.24,200,,0,0.99,,0,,,100,100,10230,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
229,-1,Guild Member Special Lv. 25,Coli du Membre Niv.25,-1,-1,개인 한정 팩 Lv.25,Limitiertes Paket für Mitglieder Lv.25,200,,0,0.99,,0,,,100,100,10231,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
230,-1,Guild Member Special Lv. 26,Coli du Membre Niv.26,-1,-1,개인 한정 팩 Lv.26,Limitiertes Paket für Mitglieder Lv.26,200,,0,0.99,,0,,,100,100,10232,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
231,-1,Guild Member Special Lv. 27,Coli du Membre Niv.27,-1,-1,개인 한정 팩 Lv.27,Limitiertes Paket für Mitglieder Lv.27,200,,0,0.99,,0,,,100,100,10233,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
232,-1,Guild Member Special Lv. 28,Coli du Membre Niv.28,-1,-1,개인 한정 팩 Lv.28,Limitiertes Paket für Mitglieder Lv.28,200,,0,0.99,,0,,,100,100,10234,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
233,-1,Guild Member Special Lv. 29,Coli du Membre Niv.29,-1,-1,개인 한정 팩 Lv.29,Limitiertes Paket für Mitglieder Lv.29,200,,0,0.99,,0,,,100,100,10235,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
234,-1,Guild Member Special Lv. 30,Coli du Membre Niv.30,-1,-1,개인 한정 팩 Lv.30,Limitiertes Paket für Mitglieder Lv.30,200,,0,0.99,,0,,,100,100,10236,86,-1,,,com.carolgames.moemoegirls.chose1,0.99,,,,,,,2,,1,0,1,
235,-1,Guild Special Lv. 10,Colis de Guilde Niv.10,-1,-1,동아리 한정 팩 Lv.10,Limitiertes Paket für Gilde Lv.10,200,,0,29.99,,0,,,2500,2500,10237,86,-1,,,com.carolgames.moemoegirls.chose2,29.99,,,,,,,3,,1,0,1,
236,-1,Guild Special Lv. 11,Colis de Guilde Niv.11,-1,-1,동아리 한정 팩 Lv.11,Limitiertes Paket für Gilde Lv.11,200,,0,29.99,,0,,,2500,2500,10238,86,-1,,,com.carolgames.moemoegirls.chose2,29.99,,,,,,,3,,1,0,1,
237,-1,Guild Special Lv. 12,Colis de Guilde Niv.12,-1,-1,동아리 한정 팩 Lv.12,Limitiertes Paket für Gilde Lv.12,200,,0,29.99,,0,,,2500,2500,10239,86,-1,,,com.carolgames.moemoegirls.chose2,29.99,,,,,,,3,,1,0,1,
