id,next_id,select_next_ids,select,plot,day,activity_plot_list_id,name,image_path,type,res_path,spine_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_scale,face_pos,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
154,155,,,,,,-1,yanhui_hall,0,partner_picture_757001,,0,,,,,,,,,0.9,150|150,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,156,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,157,,,,,,-1,yanhui_hall,0,partner_picture_757001,,0,,,,,,,,,0.9,150|150,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,158,,,,,,-1,yanhui_hall,0,partner_picture_757001,,0,,,,,,,,,0.9,150|150,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,159,,,,,,-1,yanhui_hall,0,partner_picture_757001,,0,,,,,,,,,0.9,150|150,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,160,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,161,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,162,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,163,,,,,,-1,yanhui_hall,0,partner_picture_757001,,0,,,,,,,,,0.9,150|150,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,164,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,165,,,,,,-1,yanhui_hall,0,partner_picture_757001,,0,,,,,,,,,0.9,150|150,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,-1,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,167,,,,5,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,168,,,,,,-1,yanhui_hall,0,partner_picture_52007,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,169,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170,,,,,,-1,yanhui_hall,0,partner_picture_52007,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172,,,,,,-1,yanhui_hall,0,partner_picture_52007,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,174,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,175,,,,,,-1,yanhui_hall,0,partner_picture_52007,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,176,,,,,,-1,yanhui_hall,0,partner_picture_52007,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,177,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,178,,,,,,-1,yanhui_hall,0,partner_picture_52007,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,179,,,,,,-1,yanhui_hall,0,partner_picture_52007,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181,,,,,,,yanhui_hall,1,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,196,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,198,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,199,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,201,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,202,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,205,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,206,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,207,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,210,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,211,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,213,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,214,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,-1,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,216,,,,6,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,218,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,221,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,223,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,228,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,229,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,230,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,231,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,232,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,233,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,234,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,235,,,,,,-1,yanhui_hall,0,partner_picture_55011,,0,,,,,,,,,1,0|100,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,236,,,,,,*,yanhui_hall,2,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,237,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,238,,,,,,*,yanhui_hall,2,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,239,,,,,,*,yanhui_hall,2,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,240,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,241,,,,,,,yanhui_hall,1,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,,,,,,*,yanhui_hall,2,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,,,,,,-1,yanhui_hall,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,,,,,,*,yanhui_hall,2,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,245,,,,,,-1,yanhui_hall,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,246,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,,,,,,-1,yanhui_hall,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,,,,,,-1,yanhui_hall,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,,,,,,-1,yanhui_hall,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,,,,,,*,yanhui_hall,2,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,-1,,,,,,-1,yanhui_hall,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,,,,7,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,,,,,,-1,yanhui_hall,0,partner_picture_54007,,0,,,,,,,,,1,0|30,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,,,,,,-1,yanhui_hall,0,partner_picture_54007,,0,,,,,,,,,1,0|30,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,255,,,,,,-1,yanhui_hall,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,,,,,,-1,yanhui_hall,0,partner_picture_54007,,0,,,,,,,,,1,0|30,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,,,,,,-1,yanhui_hall,0,partner_picture_54007,,0,,,,,,,,,1,0|30,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,,,,,,,yanhui_hall,1,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,263,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,264,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,265,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,266,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,267,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,268,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,269,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,271,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,272,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,273,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,275,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,276,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,278,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,279,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,280,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,281,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,282,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,283,,,,,,-1,yanhui_hall,0,partner_picture_52019,,0,,,,,,,,,0.8,170|250,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,284,,,,,,,yanhui_hall,1,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,285,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,286,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,287,,,,,,,yanhui_hall,1,,,0,,,,,,,,,,,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,288,,,,,,-1,yanhui_hall,0,partner_picture_54018,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,289,,,,,,-1,yanhui_hall,0,partner_picture_54018,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,-1,,,,,,-1,yanhui_hall,0,partner_picture_52018,,0,,,,,,,,,0.85,140|300,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
