id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
3497,3498,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,3499,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,3500,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,3501,,,,,activity_tree_group_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,3502,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,3503,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,3504,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,3505,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,3506,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,3507,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,3508,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,3509,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,3510,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,3511,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,3512,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,3513,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,3514,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,3515,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,3516,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,3517,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,3518,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,3519,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,3520,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,3521,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,3522,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,3523,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,3524,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,3525,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,3526,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,3527,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,3528,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,3529,,,,-1,activity_tree_group_bg,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,3530,,,,-1,activity_tree_group_bg,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,-1,,,,,activity_tree_group_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,3532,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,3533,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,3534,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,3535,,,,-1,cherry_tree,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,3536,,,,-1,cherry_tree,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,3537,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,3538,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,3539,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,3540,,,,-1,cherry_tree,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,3541,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,3542,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,3543,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,3544,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,3545,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,3546,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,3547,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,3548,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,3549,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,3550,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,3551,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,3552,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,3553,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,3554,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,3555,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,3556,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,3557,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,3558,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,3559,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,3560,,,,-1,cherry_tree,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,3561,,,,-1,cherry_tree,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,3562,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,3563,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,3564,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,3565,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,3566,,,,*,cherry_tree,2,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,3567,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,3568,,,,*,cherry_tree,2,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,3569,,,,*,cherry_tree,2,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,3570,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,3571,,,,*,cherry_tree,2,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,3572,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,3573,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,3574,,,,*,cherry_tree,2,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,3575,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,3576,,,,-1,cherry_tree,0,partner_picture_54015,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,3577,,,,*,cherry_tree,2,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,3578,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,3579,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,3580,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,3581,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,3582,,,,-1,cherry_tree,0,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,3583,,,,-1,cherry_tree,0,partner_picture_51018,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,-1,,,,-1,cherry_tree,0,partner_picture_53001,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
