id,next_id,level,card_num,cost,point,skill,img,cloister,type
180002,180003,2,2,339#105|340#125,90,631802,time_cloister_crystal_card_3_6,3,3
180003,180004,3,2,339#105|340#125,90,631803,time_cloister_crystal_card_3_6,3,3
180004,180005,4,3,339#105|340#125,90,631804,time_cloister_crystal_card_3_6,3,3
180005,180006,5,3,339#105|340#125,90,631805,time_cloister_crystal_card_3_6,3,3
180006,180007,6,4,339#105|340#125,90,631806,time_cloister_crystal_card_3_6,3,3
180007,180008,7,4,339#105|340#125,90,631807,time_cloister_crystal_card_3_6,3,3
180008,180009,8,5,339#105|340#125,90,631808,time_cloister_crystal_card_3_6,3,3
180009,180010,9,5,339#105|340#125,90,631809,time_cloister_crystal_card_3_6,3,3
180010,180011,10,6,339#105|340#125,90,631810,time_cloister_crystal_card_3_6,3,3
180011,180012,11,6,339#105|340#125,90,631811,time_cloister_crystal_card_3_6,3,3
180012,180013,12,7,339#105|340#125,90,631812,time_cloister_crystal_card_3_6,3,3
180013,180014,13,7,339#105|340#125,90,631813,time_cloister_crystal_card_3_6,3,3
180014,180015,14,8,339#105|340#125,90,631814,time_cloister_crystal_card_3_6,3,3
180015,180016,15,8,339#105|340#125,90,631815,time_cloister_crystal_card_3_6,3,3
180016,180017,16,9,339#105|340#125,90,631816,time_cloister_crystal_card_3_6,3,3
180017,180018,17,9,339#105|340#125,90,631817,time_cloister_crystal_card_3_6,3,3
180018,180019,18,10,339#105|340#125,90,631818,time_cloister_crystal_card_3_6,3,3
180019,180020,19,10,339#105|340#125,90,631819,time_cloister_crystal_card_3_6,3,3
180020,-1,20,,339#105|340#125,90,631820,time_cloister_crystal_card_3_6,3,3
190001,190002,1,1,338#230,100,631901,time_cloister_crystal_card_4_1,3,4
190002,190003,2,2,338#230,100,631902,time_cloister_crystal_card_4_1,3,4
190003,190004,3,2,338#230,100,631903,time_cloister_crystal_card_4_1,3,4
190004,190005,4,3,338#230,100,631904,time_cloister_crystal_card_4_1,3,4
190005,190006,5,3,338#230,100,631905,time_cloister_crystal_card_4_1,3,4
190006,190007,6,4,338#230,100,631906,time_cloister_crystal_card_4_1,3,4
190007,190008,7,4,338#230,100,631907,time_cloister_crystal_card_4_1,3,4
190008,190009,8,5,338#230,100,631908,time_cloister_crystal_card_4_1,3,4
190009,190010,9,5,338#230,100,631909,time_cloister_crystal_card_4_1,3,4
190010,190011,10,6,338#230,100,631910,time_cloister_crystal_card_4_1,3,4
190011,190012,11,6,338#230,100,631911,time_cloister_crystal_card_4_1,3,4
190012,190013,12,7,338#230,100,631912,time_cloister_crystal_card_4_1,3,4
190013,190014,13,7,338#230,100,631913,time_cloister_crystal_card_4_1,3,4
190014,190015,14,8,338#230,100,631914,time_cloister_crystal_card_4_1,3,4
190015,190016,15,8,338#230,100,631915,time_cloister_crystal_card_4_1,3,4
190016,190017,16,9,338#230,100,631916,time_cloister_crystal_card_4_1,3,4
190017,190018,17,9,338#230,100,631917,time_cloister_crystal_card_4_1,3,4
190018,190019,18,10,338#230,100,631918,time_cloister_crystal_card_4_1,3,4
190019,190020,19,10,338#230,100,631919,time_cloister_crystal_card_4_1,3,4
190020,-1,20,,338#230,100,631920,time_cloister_crystal_card_4_1,3,4
200001,200002,1,1,339#220,80,632001,time_cloister_crystal_card_4_2,3,4
200002,200003,2,2,339#220,80,632002,time_cloister_crystal_card_4_2,3,4
200003,200004,3,2,339#220,80,632003,time_cloister_crystal_card_4_2,3,4
200004,200005,4,3,339#220,80,632004,time_cloister_crystal_card_4_2,3,4
200005,200006,5,3,339#220,80,632005,time_cloister_crystal_card_4_2,3,4
200006,200007,6,4,339#220,80,632006,time_cloister_crystal_card_4_2,3,4
200007,200008,7,4,339#220,80,632007,time_cloister_crystal_card_4_2,3,4
200008,200009,8,5,339#220,80,632008,time_cloister_crystal_card_4_2,3,4
200009,200010,9,5,339#220,80,632009,time_cloister_crystal_card_4_2,3,4
200010,200011,10,6,339#220,80,632010,time_cloister_crystal_card_4_2,3,4
200011,200012,11,6,339#220,80,632011,time_cloister_crystal_card_4_2,3,4
200012,200013,12,7,339#220,80,632012,time_cloister_crystal_card_4_2,3,4
200013,200014,13,7,339#220,80,632013,time_cloister_crystal_card_4_2,3,4
200014,200015,14,8,339#220,80,632014,time_cloister_crystal_card_4_2,3,4
200015,200016,15,8,339#220,80,632015,time_cloister_crystal_card_4_2,3,4
200016,200017,16,9,339#220,80,632016,time_cloister_crystal_card_4_2,3,4
200017,200018,17,9,339#220,80,632017,time_cloister_crystal_card_4_2,3,4
200018,200019,18,10,339#220,80,632018,time_cloister_crystal_card_4_2,3,4
200019,200020,19,10,339#220,80,632019,time_cloister_crystal_card_4_2,3,4
200020,-1,20,,339#220,80,632020,time_cloister_crystal_card_4_2,3,4
210001,210002,1,1,340#260,110,632101,time_cloister_crystal_card_4_3,3,4
210002,210003,2,2,340#260,110,632102,time_cloister_crystal_card_4_3,3,4
210003,210004,3,2,340#260,110,632103,time_cloister_crystal_card_4_3,3,4
210004,210005,4,3,340#260,110,632104,time_cloister_crystal_card_4_3,3,4
210005,210006,5,3,340#260,110,632105,time_cloister_crystal_card_4_3,3,4
210006,210007,6,4,340#260,110,632106,time_cloister_crystal_card_4_3,3,4
210007,210008,7,4,340#260,110,632107,time_cloister_crystal_card_4_3,3,4
210008,210009,8,5,340#260,110,632108,time_cloister_crystal_card_4_3,3,4
210009,210010,9,5,340#260,110,632109,time_cloister_crystal_card_4_3,3,4
210010,210011,10,6,340#260,110,632110,time_cloister_crystal_card_4_3,3,4
210011,210012,11,6,340#260,110,632111,time_cloister_crystal_card_4_3,3,4
210012,210013,12,7,340#260,110,632112,time_cloister_crystal_card_4_3,3,4
210013,210014,13,7,340#260,110,632113,time_cloister_crystal_card_4_3,3,4
210014,210015,14,8,340#260,110,632114,time_cloister_crystal_card_4_3,3,4
210015,210016,15,8,340#260,110,632115,time_cloister_crystal_card_4_3,3,4
210016,210017,16,9,340#260,110,632116,time_cloister_crystal_card_4_3,3,4
210017,210018,17,9,340#260,110,632117,time_cloister_crystal_card_4_3,3,4
210018,210019,18,10,340#260,110,632118,time_cloister_crystal_card_4_3,3,4
210019,210020,19,10,340#260,110,632119,time_cloister_crystal_card_4_3,3,4
210020,-1,20,,340#260,110,632120,time_cloister_crystal_card_4_3,3,4
220001,220002,1,1,338#180|339#180,120,632201,time_cloister_crystal_card_4_4,3,4
220002,220003,2,2,338#180|339#180,120,632202,time_cloister_crystal_card_4_4,3,4
220003,220004,3,2,338#180|339#180,120,632203,time_cloister_crystal_card_4_4,3,4
220004,220005,4,3,338#180|339#180,120,632204,time_cloister_crystal_card_4_4,3,4
220005,220006,5,3,338#180|339#180,120,632205,time_cloister_crystal_card_4_4,3,4
220006,220007,6,4,338#180|339#180,120,632206,time_cloister_crystal_card_4_4,3,4
220007,220008,7,4,338#180|339#180,120,632207,time_cloister_crystal_card_4_4,3,4
220008,220009,8,5,338#180|339#180,120,632208,time_cloister_crystal_card_4_4,3,4
220009,220010,9,5,338#180|339#180,120,632209,time_cloister_crystal_card_4_4,3,4
220010,220011,10,6,338#180|339#180,120,632210,time_cloister_crystal_card_4_4,3,4
220011,220012,11,6,338#180|339#180,120,632211,time_cloister_crystal_card_4_4,3,4
220012,220013,12,7,338#180|339#180,120,632212,time_cloister_crystal_card_4_4,3,4
220013,220014,13,7,338#180|339#180,120,632213,time_cloister_crystal_card_4_4,3,4
220014,220015,14,8,338#180|339#180,120,632214,time_cloister_crystal_card_4_4,3,4
220015,220016,15,8,338#180|339#180,120,632215,time_cloister_crystal_card_4_4,3,4
220016,220017,16,9,338#180|339#180,120,632216,time_cloister_crystal_card_4_4,3,4
220017,220018,17,9,338#180|339#180,120,632217,time_cloister_crystal_card_4_4,3,4
220018,220019,18,10,338#180|339#180,120,632218,time_cloister_crystal_card_4_4,3,4
220019,220020,19,10,338#180|339#180,120,632219,time_cloister_crystal_card_4_4,3,4
220020,-1,20,,338#180|339#180,120,632220,time_cloister_crystal_card_4_4,3,4
230001,230002,1,1,338#95|340#120,70,632301,time_cloister_crystal_card_4_5,3,4
230002,230003,2,2,338#95|340#120,70,632302,time_cloister_crystal_card_4_5,3,4
230003,230004,3,2,338#95|340#120,70,632303,time_cloister_crystal_card_4_5,3,4
230004,230005,4,3,338#95|340#120,70,632304,time_cloister_crystal_card_4_5,3,4
230005,230006,5,3,338#95|340#120,70,632305,time_cloister_crystal_card_4_5,3,4
230006,230007,6,4,338#95|340#120,70,632306,time_cloister_crystal_card_4_5,3,4
230007,230008,7,4,338#95|340#120,70,632307,time_cloister_crystal_card_4_5,3,4
230008,230009,8,5,338#95|340#120,70,632308,time_cloister_crystal_card_4_5,3,4
230009,230010,9,5,338#95|340#120,70,632309,time_cloister_crystal_card_4_5,3,4
230010,230011,10,6,338#95|340#120,70,632310,time_cloister_crystal_card_4_5,3,4
230011,230012,11,6,338#95|340#120,70,632311,time_cloister_crystal_card_4_5,3,4
230012,230013,12,7,338#95|340#120,70,632312,time_cloister_crystal_card_4_5,3,4
230013,230014,13,7,338#95|340#120,70,632313,time_cloister_crystal_card_4_5,3,4
230014,230015,14,8,338#95|340#120,70,632314,time_cloister_crystal_card_4_5,3,4
230015,230016,15,8,338#95|340#120,70,632315,time_cloister_crystal_card_4_5,3,4
230016,230017,16,9,338#95|340#120,70,632316,time_cloister_crystal_card_4_5,3,4
230017,230018,17,9,338#95|340#120,70,632317,time_cloister_crystal_card_4_5,3,4
230018,230019,18,10,338#95|340#120,70,632318,time_cloister_crystal_card_4_5,3,4
230019,230020,19,10,338#95|340#120,70,632319,time_cloister_crystal_card_4_5,3,4
230020,-1,20,,338#95|340#120,70,632320,time_cloister_crystal_card_4_5,3,4
240001,240002,1,1,339#105|340#125,90,632401,time_cloister_crystal_card_4_6,3,4
240002,240003,2,2,339#105|340#125,90,632402,time_cloister_crystal_card_4_6,3,4
240003,240004,3,2,339#105|340#125,90,632403,time_cloister_crystal_card_4_6,3,4
240004,240005,4,3,339#105|340#125,90,632404,time_cloister_crystal_card_4_6,3,4
240005,240006,5,3,339#105|340#125,90,632405,time_cloister_crystal_card_4_6,3,4
240006,240007,6,4,339#105|340#125,90,632406,time_cloister_crystal_card_4_6,3,4
240007,240008,7,4,339#105|340#125,90,632407,time_cloister_crystal_card_4_6,3,4
240008,240009,8,5,339#105|340#125,90,632408,time_cloister_crystal_card_4_6,3,4
240009,240010,9,5,339#105|340#125,90,632409,time_cloister_crystal_card_4_6,3,4
240010,240011,10,6,339#105|340#125,90,632410,time_cloister_crystal_card_4_6,3,4
240011,240012,11,6,339#105|340#125,90,632411,time_cloister_crystal_card_4_6,3,4
240012,240013,12,7,339#105|340#125,90,632412,time_cloister_crystal_card_4_6,3,4
240013,240014,13,7,339#105|340#125,90,632413,time_cloister_crystal_card_4_6,3,4
240014,240015,14,8,339#105|340#125,90,632414,time_cloister_crystal_card_4_6,3,4
240015,240016,15,8,339#105|340#125,90,632415,time_cloister_crystal_card_4_6,3,4
240016,240017,16,9,339#105|340#125,90,632416,time_cloister_crystal_card_4_6,3,4
240017,240018,17,9,339#105|340#125,90,632417,time_cloister_crystal_card_4_6,3,4
240018,240019,18,10,339#105|340#125,90,632418,time_cloister_crystal_card_4_6,3,4
240019,240020,19,10,339#105|340#125,90,632419,time_cloister_crystal_card_4_6,3,4
240020,-1,20,,339#105|340#125,90,632420,time_cloister_crystal_card_4_6,3,4
