id,next_id,lv,group,desc,cost,cost_total,effect
200410,200411,10,2,-1,359#14|360#140,359#95|360#950,spd#10
200411,200412,11,2,-1,359#15|360#150,359#110|360#1100,spd#11
200412,200413,12,2,-1,359#18|360#180,359#128|360#1280,spd#12
200413,200414,13,2,-1,359#21|360#210,359#149|360#1490,spd#13
200414,200415,14,2,-1,359#24|360#240,359#173|360#1730,spd#14
200415,200416,15,2,-1,359#27|360#270,359#200|360#2000,spd#15
200416,200417,16,2,-1,359#30|360#300,359#230|360#2300,spd#16
200417,200418,17,2,-1,359#33|360#330,359#263|360#2630,spd#17
200418,200419,18,2,-1,359#36|360#360,359#299|360#2990,spd#18
200419,200420,19,2,-1,359#39|360#390,359#338|360#3380,spd#19
200420,200421,20,2,-1,359#42|360#420,359#380|360#3800,spd#20
200421,200422,21,2,-1,359#45|360#450,359#425|360#4250,spd#21
200422,200423,22,2,-1,359#49|360#490,359#474|360#4740,spd#22
200423,200424,23,2,-1,359#53|360#530,359#527|360#5270,spd#23
200424,200425,24,2,-1,359#57|360#570,359#584|360#5840,spd#24
200425,200426,25,2,-1,359#61|360#610,359#645|360#6450,spd#25
200426,200427,26,2,-1,359#65|360#650,359#710|360#7100,spd#26
200427,200428,27,2,-1,359#69|360#690,359#779|360#7790,spd#27
200428,200429,28,2,-1,359#73|360#730,359#852|360#8520,spd#28
200429,200430,29,2,-1,359#77|360#770,359#929|360#9290,spd#29
200430,200431,30,2,-1,359#81|360#810,359#1010|360#10100,spd#30
200431,200432,31,2,-1,359#85|360#850,359#1095|360#10950,spd#31
200432,200433,32,2,-1,359#91|360#910,359#1186|360#11860,spd#32
200433,200434,33,2,-1,359#97|360#970,359#1283|360#12830,spd#33
200434,200435,34,2,-1,359#103|360#1030,359#1386|360#13860,spd#34
200435,200436,35,2,-1,359#109|360#1090,359#1495|360#14950,spd#35
200436,200437,36,2,-1,359#115|360#1150,359#1610|360#16100,spd#36
200437,200438,37,2,-1,359#121|360#1210,359#1731|360#17310,spd#37
200438,200439,38,2,-1,359#127|360#1270,359#1858|360#18580,spd#38
200439,200440,39,2,-1,359#133|360#1330,359#1991|360#19910,spd#39
200440,200441,40,2,-1,359#139|360#1390,359#2130|360#21300,spd#40
200441,200442,41,2,-1,359#145|360#1450,359#2275|360#22750,spd#41
200442,200443,42,2,-1,359#152|360#1520,359#2427|360#24270,spd#42
200443,200444,43,2,-1,359#159|360#1590,359#2586|360#25860,spd#43
200444,200445,44,2,-1,359#166|360#1660,359#2752|360#27520,spd#44
200445,200446,45,2,-1,359#173|360#1730,359#2925|360#29250,spd#45
200446,200447,46,2,-1,359#180|360#1800,359#3105|360#31050,spd#46
200447,200448,47,2,-1,359#187|360#1870,359#3292|360#32920,spd#47
200448,200449,48,2,-1,359#194|360#1940,359#3486|360#34860,spd#48
200449,200450,49,2,-1,359#201|360#2010,359#3687|360#36870,spd#49
200450,200451,50,2,-1,359#208|360#2080,359#3895|360#38950,spd#50
200451,200452,51,2,-1,359#215|360#2150,359#4110|360#41100,spd#51
200452,200453,52,2,-1,359#224|360#2240,359#4334|360#43340,spd#52
200453,200454,53,2,-1,359#233|360#2330,359#4567|360#45670,spd#53
200454,200455,54,2,-1,359#242|360#2420,359#4809|360#48090,spd#54
200455,200456,55,2,-1,359#251|360#2510,359#5060|360#50600,spd#55
200456,200457,56,2,-1,359#260|360#2600,359#5320|360#53200,spd#56
200457,200458,57,2,-1,359#269|360#2690,359#5589|360#55890,spd#57
200458,200459,58,2,-1,359#278|360#2780,359#5867|360#58670,spd#58
200459,200460,59,2,-1,359#287|360#2870,359#6154|360#61540,spd#59
200460,-1,60,2,-1,359#296|360#2960,359#6450|360#64500,spd#60
200500,200501,0,2,-1,359#0|360#0,359#0|360#0,
200501,200502,1,2,-1,359#50|360#500,359#50|360#500,crit#10|hit#30
200502,200503,2,2,-1,359#100|360#1000,359#150|360#1500,crit#20|hit#60
200503,200504,3,2,-1,359#150|360#1500,359#300|360#3000,crit#30|hit#90
200504,200505,4,2,-1,359#200|360#2000,359#500|360#5000,crit#40|hit#120
200505,200506,5,2,-1,359#250|360#2500,359#750|360#7500,crit#50|hit#150
200506,200507,6,2,-1,359#300|360#3000,359#1050|360#10500,crit#60|hit#180
200507,200508,7,2,-1,359#350|360#3500,359#1400|360#14000,crit#70|hit#210
200508,200509,8,2,-1,359#400|360#4000,359#1800|360#18000,crit#80|hit#240
200509,200510,9,2,-1,359#450|360#4500,359#2250|360#22500,crit#90|hit#270
200510,-1,10,2,-1,359#500|360#5000,359#2750|360#27500,crit#100|hit#300
200600,200601,0,2,-1,359#0|360#0,359#0|360#0,
200601,200602,1,2,-1,359#15|360#150,359#15|360#150,atk#260
200602,200603,2,2,-1,359#18|360#180,359#33|360#330,atk#520
200603,200604,3,2,-1,359#21|360#210,359#54|360#540,atk#780
200604,200605,4,2,-1,359#24|360#240,359#78|360#780,atk#1040
200605,200606,5,2,-1,359#27|360#270,359#105|360#1050,atk#1300
200606,200607,6,2,-1,359#30|360#300,359#135|360#1350,atk#1560
200607,200608,7,2,-1,359#33|360#330,359#168|360#1680,atk#1820
200608,200609,8,2,-1,359#36|360#360,359#204|360#2040,atk#2080
200609,200610,9,2,-1,359#39|360#390,359#243|360#2430,atk#2340
200610,200611,10,2,-1,359#42|360#420,359#285|360#2850,atk#2600
200611,200612,11,2,-1,359#45|360#450,359#330|360#3300,atk#2860
200612,200613,12,2,-1,359#54|360#540,359#384|360#3840,atk#3120
200613,200614,13,2,-1,359#63|360#630,359#447|360#4470,atk#3380
200614,200615,14,2,-1,359#72|360#720,359#519|360#5190,atk#3640
200615,200616,15,2,-1,359#81|360#810,359#600|360#6000,atk#3900
200616,200617,16,2,-1,359#90|360#900,359#690|360#6900,atk#4160
200617,200618,17,2,-1,359#99|360#990,359#789|360#7890,atk#4420
200618,200619,18,2,-1,359#108|360#1080,359#897|360#8970,atk#4680
200619,200620,19,2,-1,359#117|360#1170,359#1014|360#10140,atk#4940
200620,200621,20,2,-1,359#126|360#1260,359#1140|360#11400,atk#5200
200621,200622,21,2,-1,359#135|360#1350,359#1275|360#12750,atk#5460
200622,200623,22,2,-1,359#147|360#1470,359#1422|360#14220,atk#5720
200623,200624,23,2,-1,359#159|360#1590,359#1581|360#15810,atk#5980
200624,200625,24,2,-1,359#171|360#1710,359#1752|360#17520,atk#6240
200625,200626,25,2,-1,359#183|360#1830,359#1935|360#19350,atk#6500
200626,200627,26,2,-1,359#195|360#1950,359#2130|360#21300,atk#6760
200627,200628,27,2,-1,359#207|360#2070,359#2337|360#23370,atk#7020
200628,200629,28,2,-1,359#219|360#2190,359#2556|360#25560,atk#7280
200629,200630,29,2,-1,359#231|360#2310,359#2787|360#27870,atk#7540
200630,200631,30,2,-1,359#243|360#2430,359#3030|360#30300,atk#7800
200631,200632,31,2,-1,359#255|360#2550,359#3285|360#32850,atk#8060
200632,200633,32,2,-1,359#273|360#2730,359#3558|360#35580,atk#8320
200633,200634,33,2,-1,359#291|360#2910,359#3849|360#38490,atk#8580
200634,200635,34,2,-1,359#309|360#3090,359#4158|360#41580,atk#8840
200635,200636,35,2,-1,359#327|360#3270,359#4485|360#44850,atk#9100
200636,200637,36,2,-1,359#345|360#3450,359#4830|360#48300,atk#9360
200637,200638,37,2,-1,359#363|360#3630,359#5193|360#51930,atk#9620
200638,200639,38,2,-1,359#381|360#3810,359#5574|360#55740,atk#9880
200639,200640,39,2,-1,359#399|360#3990,359#5973|360#59730,atk#10140
200640,200641,40,2,-1,359#417|360#4170,359#6390|360#63900,atk#10400
200641,200642,41,2,-1,359#435|360#4350,359#6825|360#68250,atk#10660
200642,200643,42,2,-1,359#456|360#4560,359#7281|360#72810,atk#10920
200643,200644,43,2,-1,359#477|360#4770,359#7758|360#77580,atk#11180
200644,200645,44,2,-1,359#498|360#4980,359#8256|360#82560,atk#11440
200645,200646,45,2,-1,359#519|360#5190,359#8775|360#87750,atk#11700
200646,200647,46,2,-1,359#540|360#5400,359#9315|360#93150,atk#11960
200647,200648,47,2,-1,359#561|360#5610,359#9876|360#98760,atk#12220
200648,200649,48,2,-1,359#582|360#5820,359#10458|360#104580,atk#12480
200649,200650,49,2,-1,359#603|360#6030,359#11061|360#110610,atk#12740
200650,200651,50,2,-1,359#624|360#6240,359#11685|360#116850,atk#13000
200651,200652,51,2,-1,359#645|360#6450,359#12330|360#123300,atk#13260
200652,200653,52,2,-1,359#672|360#6720,359#13002|360#130020,atk#13520
200653,200654,53,2,-1,359#699|360#6990,359#13701|360#137010,atk#13780
200654,200655,54,2,-1,359#726|360#7260,359#14427|360#144270,atk#14040
200655,200656,55,2,-1,359#753|360#7530,359#15180|360#151800,atk#14300
200656,200657,56,2,-1,359#780|360#7800,359#15960|360#159600,atk#14560
200657,200658,57,2,-1,359#807|360#8070,359#16767|360#167670,atk#14820
200658,200659,58,2,-1,359#834|360#8340,359#17601|360#176010,atk#15080
200659,200660,59,2,-1,359#861|360#8610,359#18462|360#184620,atk#15340
200660,-1,60,2,-1,359#888|360#8880,359#19350|360#193500,atk#15600
200700,200701,0,2,-1,359#0|360#0,359#0|360#0,
200701,200702,1,2,-1,359#15|360#150,359#15|360#150,hp#32396
200702,200703,2,2,-1,359#18|360#180,359#33|360#330,hp#64792
200703,200704,3,2,-1,359#21|360#210,359#54|360#540,hp#97188
200704,200705,4,2,-1,359#24|360#240,359#78|360#780,hp#129584
200705,200706,5,2,-1,359#27|360#270,359#105|360#1050,hp#161980
200706,200707,6,2,-1,359#30|360#300,359#135|360#1350,hp#194376
200707,200708,7,2,-1,359#33|360#330,359#168|360#1680,hp#226772
200708,200709,8,2,-1,359#36|360#360,359#204|360#2040,hp#259168
200709,200710,9,2,-1,359#39|360#390,359#243|360#2430,hp#291564
200710,200711,10,2,-1,359#42|360#420,359#285|360#2850,hp#323960
200711,200712,11,2,-1,359#45|360#450,359#330|360#3300,hp#356356
200712,200713,12,2,-1,359#54|360#540,359#384|360#3840,hp#388752
200713,200714,13,2,-1,359#63|360#630,359#447|360#4470,hp#421148
200714,200715,14,2,-1,359#72|360#720,359#519|360#5190,hp#453544
200715,200716,15,2,-1,359#81|360#810,359#600|360#6000,hp#485940
200716,200717,16,2,-1,359#90|360#900,359#690|360#6900,hp#518336
200717,200718,17,2,-1,359#99|360#990,359#789|360#7890,hp#550732
200718,200719,18,2,-1,359#108|360#1080,359#897|360#8970,hp#583128
200719,200720,19,2,-1,359#117|360#1170,359#1014|360#10140,hp#615524
200720,200721,20,2,-1,359#126|360#1260,359#1140|360#11400,hp#647920
200721,200722,21,2,-1,359#135|360#1350,359#1275|360#12750,hp#680316
200722,200723,22,2,-1,359#147|360#1470,359#1422|360#14220,hp#712712
200723,200724,23,2,-1,359#159|360#1590,359#1581|360#15810,hp#745108
200724,200725,24,2,-1,359#171|360#1710,359#1752|360#17520,hp#777504
200725,200726,25,2,-1,359#183|360#1830,359#1935|360#19350,hp#809900
200726,200727,26,2,-1,359#195|360#1950,359#2130|360#21300,hp#842296
200727,200728,27,2,-1,359#207|360#2070,359#2337|360#23370,hp#874692
200728,200729,28,2,-1,359#219|360#2190,359#2556|360#25560,hp#907088
200729,200730,29,2,-1,359#231|360#2310,359#2787|360#27870,hp#939484
200730,200731,30,2,-1,359#243|360#2430,359#3030|360#30300,hp#971880
200731,200732,31,2,-1,359#255|360#2550,359#3285|360#32850,hp#1004276
200732,200733,32,2,-1,359#273|360#2730,359#3558|360#35580,hp#1036672
200733,200734,33,2,-1,359#291|360#2910,359#3849|360#38490,hp#1069068
200734,200735,34,2,-1,359#309|360#3090,359#4158|360#41580,hp#1101464
200735,200736,35,2,-1,359#327|360#3270,359#4485|360#44850,hp#1133860
200736,200737,36,2,-1,359#345|360#3450,359#4830|360#48300,hp#1166256
200737,200738,37,2,-1,359#363|360#3630,359#5193|360#51930,hp#1198652
200738,200739,38,2,-1,359#381|360#3810,359#5574|360#55740,hp#1231048
200739,200740,39,2,-1,359#399|360#3990,359#5973|360#59730,hp#1263444
200740,200741,40,2,-1,359#417|360#4170,359#6390|360#63900,hp#1295840
200741,200742,41,2,-1,359#435|360#4350,359#6825|360#68250,hp#1328236
200742,200743,42,2,-1,359#456|360#4560,359#7281|360#72810,hp#1360632
200743,200744,43,2,-1,359#477|360#4770,359#7758|360#77580,hp#1393028
200744,200745,44,2,-1,359#498|360#4980,359#8256|360#82560,hp#1425424
200745,200746,45,2,-1,359#519|360#5190,359#8775|360#87750,hp#1457820
200746,200747,46,2,-1,359#540|360#5400,359#9315|360#93150,hp#1490216
200747,200748,47,2,-1,359#561|360#5610,359#9876|360#98760,hp#1522612
200748,200749,48,2,-1,359#582|360#5820,359#10458|360#104580,hp#1555008
200749,200750,49,2,-1,359#603|360#6030,359#11061|360#110610,hp#1587404
200750,200751,50,2,-1,359#624|360#6240,359#11685|360#116850,hp#1619800
200751,200752,51,2,-1,359#645|360#6450,359#12330|360#123300,hp#1652196
200752,200753,52,2,-1,359#672|360#6720,359#13002|360#130020,hp#1684592
200753,200754,53,2,-1,359#699|360#6990,359#13701|360#137010,hp#1716988
200754,200755,54,2,-1,359#726|360#7260,359#14427|360#144270,hp#1749384
200755,200756,55,2,-1,359#753|360#7530,359#15180|360#151800,hp#1781780
200756,200757,56,2,-1,359#780|360#7800,359#15960|360#159600,hp#1814176
200757,200758,57,2,-1,359#807|360#8070,359#16767|360#167670,hp#1846572
200758,200759,58,2,-1,359#834|360#8340,359#17601|360#176010,hp#1878968
200759,200760,59,2,-1,359#861|360#8610,359#18462|360#184620,hp#1911364
200760,-1,60,2,-1,359#888|360#8880,359#19350|360#193500,hp#1943760
200800,200801,0,2,-1,359#0|360#0,359#0|360#0,
200801,200802,1,2,-1,359#15|360#150,359#15|360#150,atk#260
200802,200803,2,2,-1,359#18|360#180,359#33|360#330,atk#520
200803,200804,3,2,-1,359#21|360#210,359#54|360#540,atk#780
200804,200805,4,2,-1,359#24|360#240,359#78|360#780,atk#1040
200805,200806,5,2,-1,359#27|360#270,359#105|360#1050,atk#1300
200806,200807,6,2,-1,359#30|360#300,359#135|360#1350,atk#1560
200807,200808,7,2,-1,359#33|360#330,359#168|360#1680,atk#1820
200808,200809,8,2,-1,359#36|360#360,359#204|360#2040,atk#2080
200809,200810,9,2,-1,359#39|360#390,359#243|360#2430,atk#2340
200810,200811,10,2,-1,359#42|360#420,359#285|360#2850,atk#2600
200811,200812,11,2,-1,359#45|360#450,359#330|360#3300,atk#2860
200812,200813,12,2,-1,359#54|360#540,359#384|360#3840,atk#3120
200813,200814,13,2,-1,359#63|360#630,359#447|360#4470,atk#3380
200814,200815,14,2,-1,359#72|360#720,359#519|360#5190,atk#3640
200815,200816,15,2,-1,359#81|360#810,359#600|360#6000,atk#3900
200816,200817,16,2,-1,359#90|360#900,359#690|360#6900,atk#4160
200817,200818,17,2,-1,359#99|360#990,359#789|360#7890,atk#4420
200818,200819,18,2,-1,359#108|360#1080,359#897|360#8970,atk#4680
200819,200820,19,2,-1,359#117|360#1170,359#1014|360#10140,atk#4940
200820,200821,20,2,-1,359#126|360#1260,359#1140|360#11400,atk#5200
200821,200822,21,2,-1,359#135|360#1350,359#1275|360#12750,atk#5460
200822,200823,22,2,-1,359#147|360#1470,359#1422|360#14220,atk#5720
200823,200824,23,2,-1,359#159|360#1590,359#1581|360#15810,atk#5980
200824,200825,24,2,-1,359#171|360#1710,359#1752|360#17520,atk#6240
200825,200826,25,2,-1,359#183|360#1830,359#1935|360#19350,atk#6500
200826,200827,26,2,-1,359#195|360#1950,359#2130|360#21300,atk#6760
200827,200828,27,2,-1,359#207|360#2070,359#2337|360#23370,atk#7020
200828,200829,28,2,-1,359#219|360#2190,359#2556|360#25560,atk#7280
200829,200830,29,2,-1,359#231|360#2310,359#2787|360#27870,atk#7540
200830,200831,30,2,-1,359#243|360#2430,359#3030|360#30300,atk#7800
200831,200832,31,2,-1,359#255|360#2550,359#3285|360#32850,atk#8060
200832,200833,32,2,-1,359#273|360#2730,359#3558|360#35580,atk#8320
200833,200834,33,2,-1,359#291|360#2910,359#3849|360#38490,atk#8580
200834,200835,34,2,-1,359#309|360#3090,359#4158|360#41580,atk#8840
200835,200836,35,2,-1,359#327|360#3270,359#4485|360#44850,atk#9100
200836,200837,36,2,-1,359#345|360#3450,359#4830|360#48300,atk#9360
200837,200838,37,2,-1,359#363|360#3630,359#5193|360#51930,atk#9620
200838,200839,38,2,-1,359#381|360#3810,359#5574|360#55740,atk#9880
200839,200840,39,2,-1,359#399|360#3990,359#5973|360#59730,atk#10140
200840,200841,40,2,-1,359#417|360#4170,359#6390|360#63900,atk#10400
200841,200842,41,2,-1,359#435|360#4350,359#6825|360#68250,atk#10660
200842,200843,42,2,-1,359#456|360#4560,359#7281|360#72810,atk#10920
200843,200844,43,2,-1,359#477|360#4770,359#7758|360#77580,atk#11180
200844,200845,44,2,-1,359#498|360#4980,359#8256|360#82560,atk#11440
200845,200846,45,2,-1,359#519|360#5190,359#8775|360#87750,atk#11700
200846,200847,46,2,-1,359#540|360#5400,359#9315|360#93150,atk#11960
200847,200848,47,2,-1,359#561|360#5610,359#9876|360#98760,atk#12220
200848,200849,48,2,-1,359#582|360#5820,359#10458|360#104580,atk#12480
200849,200850,49,2,-1,359#603|360#6030,359#11061|360#110610,atk#12740
200850,200851,50,2,-1,359#624|360#6240,359#11685|360#116850,atk#13000
200851,200852,51,2,-1,359#645|360#6450,359#12330|360#123300,atk#13260
200852,200853,52,2,-1,359#672|360#6720,359#13002|360#130020,atk#13520
200853,200854,53,2,-1,359#699|360#6990,359#13701|360#137010,atk#13780
200854,200855,54,2,-1,359#726|360#7260,359#14427|360#144270,atk#14040
200855,200856,55,2,-1,359#753|360#7530,359#15180|360#151800,atk#14300
200856,200857,56,2,-1,359#780|360#7800,359#15960|360#159600,atk#14560
200857,200858,57,2,-1,359#807|360#8070,359#16767|360#167670,atk#14820
200858,200859,58,2,-1,359#834|360#8340,359#17601|360#176010,atk#15080
200859,200860,59,2,-1,359#861|360#8610,359#18462|360#184620,atk#15340
200860,-1,60,2,-1,359#888|360#8880,359#19350|360#193500,atk#15600
200900,200901,0,2,-1,359#0|360#0,359#0|360#0,
200901,200902,1,2,-1,359#15|360#150,359#15|360#150,spd#1
200902,200903,2,2,-1,359#18|360#180,359#33|360#330,spd#2
200903,200904,3,2,-1,359#21|360#210,359#54|360#540,spd#3
200904,200905,4,2,-1,359#24|360#240,359#78|360#780,spd#4
200905,200906,5,2,-1,359#27|360#270,359#105|360#1050,spd#5
200906,200907,6,2,-1,359#30|360#300,359#135|360#1350,spd#6
200907,200908,7,2,-1,359#33|360#330,359#168|360#1680,spd#7
200908,200909,8,2,-1,359#36|360#360,359#204|360#2040,spd#8
200909,200910,9,2,-1,359#39|360#390,359#243|360#2430,spd#9
200910,200911,10,2,-1,359#42|360#420,359#285|360#2850,spd#10
200911,200912,11,2,-1,359#45|360#450,359#330|360#3300,spd#11
200912,200913,12,2,-1,359#54|360#540,359#384|360#3840,spd#12
200913,200914,13,2,-1,359#63|360#630,359#447|360#4470,spd#13
200914,200915,14,2,-1,359#72|360#720,359#519|360#5190,spd#14
200915,200916,15,2,-1,359#81|360#810,359#600|360#6000,spd#15
200916,200917,16,2,-1,359#90|360#900,359#690|360#6900,spd#16
200917,200918,17,2,-1,359#99|360#990,359#789|360#7890,spd#17
200918,200919,18,2,-1,359#108|360#1080,359#897|360#8970,spd#18
200919,200920,19,2,-1,359#117|360#1170,359#1014|360#10140,spd#19
200920,200921,20,2,-1,359#126|360#1260,359#1140|360#11400,spd#20
200921,200922,21,2,-1,359#135|360#1350,359#1275|360#12750,spd#21
200922,200923,22,2,-1,359#147|360#1470,359#1422|360#14220,spd#22
200923,200924,23,2,-1,359#159|360#1590,359#1581|360#15810,spd#23
200924,200925,24,2,-1,359#171|360#1710,359#1752|360#17520,spd#24
200925,200926,25,2,-1,359#183|360#1830,359#1935|360#19350,spd#25
200926,200927,26,2,-1,359#195|360#1950,359#2130|360#21300,spd#26
200927,200928,27,2,-1,359#207|360#2070,359#2337|360#23370,spd#27
200928,200929,28,2,-1,359#219|360#2190,359#2556|360#25560,spd#28
200929,200930,29,2,-1,359#231|360#2310,359#2787|360#27870,spd#29
200930,200931,30,2,-1,359#243|360#2430,359#3030|360#30300,spd#30
200931,200932,31,2,-1,359#255|360#2550,359#3285|360#32850,spd#31
200932,200933,32,2,-1,359#273|360#2730,359#3558|360#35580,spd#32
200933,200934,33,2,-1,359#291|360#2910,359#3849|360#38490,spd#33
200934,200935,34,2,-1,359#309|360#3090,359#4158|360#41580,spd#34
200935,200936,35,2,-1,359#327|360#3270,359#4485|360#44850,spd#35
200936,200937,36,2,-1,359#345|360#3450,359#4830|360#48300,spd#36
200937,200938,37,2,-1,359#363|360#3630,359#5193|360#51930,spd#37
200938,200939,38,2,-1,359#381|360#3810,359#5574|360#55740,spd#38
200939,200940,39,2,-1,359#399|360#3990,359#5973|360#59730,spd#39
200940,200941,40,2,-1,359#417|360#4170,359#6390|360#63900,spd#40
200941,200942,41,2,-1,359#435|360#4350,359#6825|360#68250,spd#41
200942,200943,42,2,-1,359#456|360#4560,359#7281|360#72810,spd#42
200943,200944,43,2,-1,359#477|360#4770,359#7758|360#77580,spd#43
200944,200945,44,2,-1,359#498|360#4980,359#8256|360#82560,spd#44
200945,200946,45,2,-1,359#519|360#5190,359#8775|360#87750,spd#45
200946,200947,46,2,-1,359#540|360#5400,359#9315|360#93150,spd#46
200947,200948,47,2,-1,359#561|360#5610,359#9876|360#98760,spd#47
200948,200949,48,2,-1,359#582|360#5820,359#10458|360#104580,spd#48
200949,200950,49,2,-1,359#603|360#6030,359#11061|360#110610,spd#49
200950,200951,50,2,-1,359#624|360#6240,359#11685|360#116850,spd#50
200951,200952,51,2,-1,359#645|360#6450,359#12330|360#123300,spd#51
200952,200953,52,2,-1,359#672|360#6720,359#13002|360#130020,spd#52
200953,200954,53,2,-1,359#699|360#6990,359#13701|360#137010,spd#53
200954,200955,54,2,-1,359#726|360#7260,359#14427|360#144270,spd#54
200955,200956,55,2,-1,359#753|360#7530,359#15180|360#151800,spd#55
200956,200957,56,2,-1,359#780|360#7800,359#15960|360#159600,spd#56
200957,200958,57,2,-1,359#807|360#8070,359#16767|360#167670,spd#57
200958,200959,58,2,-1,359#834|360#8340,359#17601|360#176010,spd#58
200959,200960,59,2,-1,359#861|360#8610,359#18462|360#184620,spd#59
200960,-1,60,2,-1,359#888|360#8880,359#19350|360#193500,spd#60
201000,201001,0,2,-1,359#0|360#0,359#0|360#0,
201001,201002,1,2,-1,359#150|360#1500,359#150|360#1500,crit#30|hit#50
201002,201003,2,2,-1,359#300|360#3000,359#450|360#4500,crit#60|hit#100
201003,201004,3,2,-1,359#450|360#4500,359#900|360#9000,crit#90|hit#150
201004,201005,4,2,-1,359#600|360#6000,359#1500|360#15000,crit#120|hit#200
201005,201006,5,2,-1,359#750|360#7500,359#2250|360#22500,crit#150|hit#250
201006,201007,6,2,-1,359#900|360#9000,359#3150|360#31500,crit#180|hit#300
201007,201008,7,2,-1,359#1050|360#10500,359#4200|360#42000,crit#210|hit#350
201008,201009,8,2,-1,359#1200|360#12000,359#5400|360#54000,crit#240|hit#400
201009,201010,9,2,-1,359#1350|360#13500,359#6750|360#67500,crit#270|hit#450
201010,-1,10,2,-1,359#1500|360#15000,359#8250|360#82500,crit#300|hit#500
300100,300101,0,3,-1,359#0|360#0,359#0|360#0,
300101,300102,1,3,-1,359#5|360#50,359#5|360#50,hp#9256
300102,300103,2,3,-1,359#6|360#60,359#11|360#110,hp#18512
300103,300104,3,3,-1,359#7|360#70,359#18|360#180,hp#27768
300104,300105,4,3,-1,359#8|360#80,359#26|360#260,hp#37024
300105,300106,5,3,-1,359#9|360#90,359#35|360#350,hp#46280
300106,300107,6,3,-1,359#10|360#100,359#45|360#450,hp#55536
300107,300108,7,3,-1,359#11|360#110,359#56|360#560,hp#64792
300108,300109,8,3,-1,359#12|360#120,359#68|360#680,hp#74048
300109,300110,9,3,-1,359#13|360#130,359#81|360#810,hp#83304
300110,300111,10,3,-1,359#14|360#140,359#95|360#950,hp#92560
300111,300112,11,3,-1,359#15|360#150,359#110|360#1100,hp#101816
300112,300113,12,3,-1,359#18|360#180,359#128|360#1280,hp#111072
300113,300114,13,3,-1,359#21|360#210,359#149|360#1490,hp#120328
300114,300115,14,3,-1,359#24|360#240,359#173|360#1730,hp#129584
300115,300116,15,3,-1,359#27|360#270,359#200|360#2000,hp#138840
300116,300117,16,3,-1,359#30|360#300,359#230|360#2300,hp#148096
300117,300118,17,3,-1,359#33|360#330,359#263|360#2630,hp#157352
300118,300119,18,3,-1,359#36|360#360,359#299|360#2990,hp#166608
300119,300120,19,3,-1,359#39|360#390,359#338|360#3380,hp#175864
300120,300121,20,3,-1,359#42|360#420,359#380|360#3800,hp#185120
300121,300122,21,3,-1,359#45|360#450,359#425|360#4250,hp#194376
300122,300123,22,3,-1,359#49|360#490,359#474|360#4740,hp#203632
300123,300124,23,3,-1,359#53|360#530,359#527|360#5270,hp#212888
300124,300125,24,3,-1,359#57|360#570,359#584|360#5840,hp#222144
300125,300126,25,3,-1,359#61|360#610,359#645|360#6450,hp#231400
300126,300127,26,3,-1,359#65|360#650,359#710|360#7100,hp#240656
300127,300128,27,3,-1,359#69|360#690,359#779|360#7790,hp#249912
300128,300129,28,3,-1,359#73|360#730,359#852|360#8520,hp#259168
300129,300130,29,3,-1,359#77|360#770,359#929|360#9290,hp#268424
300130,300131,30,3,-1,359#81|360#810,359#1010|360#10100,hp#277680
300131,300132,31,3,-1,359#85|360#850,359#1095|360#10950,hp#286936
300132,300133,32,3,-1,359#91|360#910,359#1186|360#11860,hp#296192
300133,300134,33,3,-1,359#97|360#970,359#1283|360#12830,hp#305448
300134,300135,34,3,-1,359#103|360#1030,359#1386|360#13860,hp#314704
300135,300136,35,3,-1,359#109|360#1090,359#1495|360#14950,hp#323960
300136,300137,36,3,-1,359#115|360#1150,359#1610|360#16100,hp#333216
300137,300138,37,3,-1,359#121|360#1210,359#1731|360#17310,hp#342472
300138,300139,38,3,-1,359#127|360#1270,359#1858|360#18580,hp#351728
300139,300140,39,3,-1,359#133|360#1330,359#1991|360#19910,hp#360984
300140,300141,40,3,-1,359#139|360#1390,359#2130|360#21300,hp#370240
300141,300142,41,3,-1,359#145|360#1450,359#2275|360#22750,hp#379496
300142,300143,42,3,-1,359#152|360#1520,359#2427|360#24270,hp#388752
300143,300144,43,3,-1,359#159|360#1590,359#2586|360#25860,hp#398008
300144,300145,44,3,-1,359#166|360#1660,359#2752|360#27520,hp#407264
300145,300146,45,3,-1,359#173|360#1730,359#2925|360#29250,hp#416520
300146,300147,46,3,-1,359#180|360#1800,359#3105|360#31050,hp#425776
300147,300148,47,3,-1,359#187|360#1870,359#3292|360#32920,hp#435032
300148,300149,48,3,-1,359#194|360#1940,359#3486|360#34860,hp#444288
300149,300150,49,3,-1,359#201|360#2010,359#3687|360#36870,hp#453544
300150,300151,50,3,-1,359#208|360#2080,359#3895|360#38950,hp#462800
300151,300152,51,3,-1,359#215|360#2150,359#4110|360#41100,hp#472056
300152,300153,52,3,-1,359#224|360#2240,359#4334|360#43340,hp#481312
300153,300154,53,3,-1,359#233|360#2330,359#4567|360#45670,hp#490568
300154,300155,54,3,-1,359#242|360#2420,359#4809|360#48090,hp#499824
300155,300156,55,3,-1,359#251|360#2510,359#5060|360#50600,hp#509080
300156,300157,56,3,-1,359#260|360#2600,359#5320|360#53200,hp#518336
300157,300158,57,3,-1,359#269|360#2690,359#5589|360#55890,hp#527592
300158,300159,58,3,-1,359#278|360#2780,359#5867|360#58670,hp#536848
