id,battle_id,reward,power,map,data_record
652,200652,1#480000|10#360,5745989,24,
653,200653,1#480000|10#360,5764901,25,
654,200654,1#480000|10#360,5783813,21,
655,200655,1#480000|10#360|20#10,5802725,28,
656,200656,1#480000|10#360,5821637,22,
657,200657,1#480000|10#360,5840549,26,
658,200658,1#480000|10#360,5859461,29,
659,200659,1#480000|10#360,5878373,33,
660,200660,1#480000|10#360|1065#1,5897285,34,
661,200661,1#510000|10#370,5916197,1,1
662,200662,1#510000|10#370,5935109,2,
663,200663,1#510000|10#370,5954021,3,
664,200664,1#510000|10#370,5972933,4,
665,200665,1#510000|10#370|2065#1,5991845,5,
666,200666,1#510000|10#370,6010757,6,
667,200667,1#510000|10#370,6029669,8,
668,200668,1#510000|10#370,6048581,9,
669,200669,1#510000|10#370,6067493,10,
670,200670,1#510000|10#370|3065#1,6086405,11,
671,200671,1#540000|10#380,6105317,12,
672,200672,1#540000|10#380,6124229,13,
673,200673,1#540000|10#380,6143141,14,
674,200674,1#540000|10#380,6162053,15,
675,200675,1#540000|10#380|4065#1,6180965,16,
676,200676,1#540000|10#380,6199877,17,
677,200677,1#540000|10#380,6218789,18,
678,200678,1#540000|10#380,6237701,19,
679,200679,1#540000|10#380,6256613,20,
680,200680,1#540000|10#380|29#20,6275525,31,
681,200681,1#570000|10#390,6294437,23,1
682,200682,1#570000|10#390,6313349,30,
683,200683,1#570000|10#390,6332261,32,
684,200684,1#570000|10#390,6351173,27,
685,200685,1#570000|10#390|1065#1,6370085,24,
686,200686,1#570000|10#390,6388997,25,
687,200687,1#570000|10#390,6407909,21,
688,200688,1#570000|10#390,6426821,28,
689,200689,1#570000|10#390,6445733,22,
690,200690,1#570000|10#390|2065#1,6464645,26,
691,200691,1#600000|10#400,6483557,29,
692,200692,1#600000|10#400,6502469,33,
693,200693,1#600000|10#400,6521381,34,
694,200694,1#600000|10#400,6540293,1,
695,200695,1#600000|10#400|3065#1,6559205,2,
696,200696,1#600000|10#400,6578117,3,
697,200697,1#600000|10#400,6597029,4,
698,200698,1#600000|10#400,6615941,5,
699,200699,1#600000|10#400,6634853,6,
700,200700,1#600000|10#400|4065#1,6653765,8,
701,200701,1#650000|10#420,6691589,9,1
702,200702,1#650000|10#420,6729413,10,
703,200703,1#650000|10#420,6767237,11,
704,200704,1#650000|10#420,6805061,12,
705,200705,1#650000|10#420|36#30,6842885,13,
706,200706,1#650000|10#420,6880709,14,
707,200707,1#650000|10#420,6918533,15,
708,200708,1#650000|10#420,6956357,16,
709,200709,1#650000|10#420,6994181,17,
710,200710,1#650000|10#420|29#20,7032005,18,
711,200711,1#700000|10#440,7069829,19,
712,200712,1#700000|10#440,7107653,20,
713,200713,1#700000|10#440,7145477,31,
714,200714,1#700000|10#440,7183301,23,
715,200715,1#700000|10#440|20#10,7221125,30,
716,200716,1#700000|10#440,7258949,32,
717,200717,1#700000|10#440,7296773,27,
718,200718,1#700000|10#440,7334597,24,
719,200719,1#700000|10#440,7372421,25,
720,200720,1#700000|10#440|29#20,7410245,21,
721,200721,1#750000|10#460,7448069,28,1
722,200722,1#750000|10#460,7485893,22,
723,200723,1#750000|10#460,7523717,26,
724,200724,1#750000|10#460,7561541,29,
725,200725,1#750000|10#460|36#30,7599365,33,
726,200726,1#750000|10#460,7637189,34,
727,200727,1#750000|10#460,7675013,1,
728,200728,1#750000|10#460,7712837,2,
729,200729,1#750000|10#460,7750661,3,
730,200730,1#750000|10#460|29#20,7788485,4,
731,200731,1#800000|10#480,7826309,5,
732,200732,1#800000|10#480,7864133,6,
733,200733,1#800000|10#480,7901957,8,
734,200734,1#800000|10#480,7939781,9,
735,200735,1#800000|10#480|20#10,7977605,10,
736,200736,1#800000|10#480,8015429,11,
737,200737,1#800000|10#480,8053253,12,
738,200738,1#800000|10#480,8091077,13,
739,200739,1#800000|10#480,8128901,14,
740,200740,1#800000|10#480|29#20,8166725,15,
741,200741,1#850000|10#500,8204549,16,1
742,200742,1#850000|10#500,8242373,17,
743,200743,1#850000|10#500,8280197,18,
744,200744,1#850000|10#500,8318021,19,
745,200745,1#850000|10#500|36#30,8355845,20,
746,200746,1#850000|10#500,8393669,31,
747,200747,1#850000|10#500,8431493,23,
748,200748,1#850000|10#500,8469317,30,
749,200749,1#850000|10#500,8507141,32,
750,200750,1#850000|10#500|29#20,8544965,27,
751,200751,1#900000|10#520,8582789,24,
752,200752,1#900000|10#520,8620613,25,
753,200753,1#900000|10#520,8658437,21,
754,200754,1#900000|10#520,8696261,28,
755,200755,1#900000|10#520|20#10,8734085,22,
756,200756,1#900000|10#520,8771909,26,
757,200757,1#900000|10#520,8809733,29,
758,200758,1#900000|10#520,8847557,33,
759,200759,1#900000|10#520,8885381,34,
760,200760,1#900000|10#520|29#20,8923205,1,
761,200761,1#950000|10#540,8961029,2,1
762,200762,1#950000|10#540,8998853,3,
763,200763,1#950000|10#540,9036677,4,
764,200764,1#950000|10#540,9074501,5,
765,200765,1#950000|10#540|36#30,9112325,6,
766,200766,1#950000|10#540,9150149,8,
767,200767,1#950000|10#540,9187973,9,
768,200768,1#950000|10#540,9225797,10,
769,200769,1#950000|10#540,9263621,11,
770,200770,1#950000|10#540|29#20,9301445,12,
771,200771,1#1000000|10#560,9339269,13,
772,200772,1#1000000|10#560,9377093,14,
773,200773,1#1000000|10#560,9414917,15,
774,200774,1#1000000|10#560,9452741,16,
775,200775,1#1000000|10#560|20#10,9490565,17,
776,200776,1#1000000|10#560,9528389,18,
777,200777,1#1000000|10#560,9566213,19,
778,200778,1#1000000|10#560,9604037,20,
779,200779,1#1000000|10#560,9641861,31,
780,200780,1#1000000|10#560|29#20,9679685,23,
781,200781,1#1050000|10#580,9717509,30,1
782,200782,1#1050000|10#580,9755333,32,
783,200783,1#1050000|10#580,9793157,27,
784,200784,1#1050000|10#580,9830981,24,
785,200785,1#1050000|10#580|36#30,9868805,25,
786,200786,1#1050000|10#580,9906629,21,
787,200787,1#1050000|10#580,9944453,28,
788,200788,1#1050000|10#580,9982277,22,
789,200789,1#1050000|10#580,10020101,26,
790,200790,1#1050000|10#580|29#20,10057925,29,
791,200791,1#1100000|10#600,10095749,33,
792,200792,1#1100000|10#600,10133573,34,
793,200793,1#1100000|10#600,10171397,1,
794,200794,1#1100000|10#600,10209221,2,
795,200795,1#1100000|10#600|20#10,10247045,3,
796,200796,1#1100000|10#600,10284869,4,
797,200797,1#1100000|10#600,10322693,5,
798,200798,1#1100000|10#600,10360517,6,
799,200799,1#1100000|10#600,10398341,8,
800,200800,1#1100000|10#600|29#20,10436165,9,
801,200801,1#1150000|10#620,10473989,10,1
802,200802,1#1150000|10#620,10511813,11,
803,200803,1#1150000|10#620,10549637,12,
804,200804,1#1150000|10#620,10587461,13,
805,200805,1#1150000|10#620|940004#50,10625285,14,
806,200806,1#1150000|10#620,10663109,15,
807,200807,1#1150000|10#620,10700933,16,
808,200808,1#1150000|10#620,10738757,17,
809,200809,1#1150000|10#620,10776581,18,
810,200810,1#1150000|10#620|93#1,10814405,19,
811,200811,1#1150000|10#620,10852229,20,
812,200812,1#1150000|10#620,10890053,31,
813,200813,1#1150000|10#620,10927877,23,
814,200814,1#1150000|10#620,10965701,30,
815,200815,1#1150000|10#620|940005#50,11003525,32,
816,200816,1#1150000|10#620,11041349,27,
817,200817,1#1150000|10#620,11079173,24,
818,200818,1#1150000|10#620,11116997,25,
819,200819,1#1150000|10#620,11154821,21,
820,200820,1#1150000|10#620|940006#50,11192645,28,
821,200821,1#1200000|10#640,11230469,22,1
822,200822,1#1200000|10#640,11268293,26,
823,200823,1#1200000|10#640,11306117,29,
824,200824,1#1200000|10#640,11343941,33,
825,200825,1#1200000|10#640|956001#50,11381765,34,
826,200826,1#1200000|10#640,11419589,1,
827,200827,1#1200000|10#640,11457413,2,
828,200828,1#1200000|10#640,11495237,3,
829,200829,1#1200000|10#640,11533061,4,
830,200830,1#1200000|10#640|940004#50,11570885,5,
831,200831,1#1200000|10#640,11608709,6,
832,200832,1#1200000|10#640,11646533,8,
833,200833,1#1200000|10#640,11684357,9,
834,200834,1#1200000|10#640,11722181,10,
835,200835,1#1200000|10#640|93#1,11760005,11,
836,200836,1#1200000|10#640,11797829,12,
837,200837,1#1200000|10#640,11835653,13,
838,200838,1#1200000|10#640,11873477,14,
839,200839,1#1200000|10#640,11911301,15,
840,200840,1#1200000|10#640|940005#50,11949125,16,
841,200841,1#1250000|10#660,11986949,17,1
842,200842,1#1250000|10#660,12024773,18,
843,200843,1#1250000|10#660,12062597,19,
844,200844,1#1250000|10#660,12100421,20,
845,200845,1#1250000|10#660|940006#50,12138245,31,
846,200846,1#1250000|10#660,12176069,23,
847,200847,1#1250000|10#660,12213893,30,
848,200848,1#1250000|10#660,12251717,32,
849,200849,1#1250000|10#660,12289541,27,
850,200850,1#1250000|10#660|956001#50,12327365,24,
851,200851,1#1250000|10#660,12365189,25,
852,200852,1#1250000|10#660,12403013,21,
853,200853,1#1250000|10#660,12440837,28,
854,200854,1#1250000|10#660,12478661,22,
855,200855,1#1250000|10#660|940004#50,12516485,26,
856,200856,1#1250000|10#660,12554309,29,
857,200857,1#1250000|10#660,12592133,33,
858,200858,1#1250000|10#660,12629957,34,
859,200859,1#1250000|10#660,12667781,1,
860,200860,1#1250000|10#660|93#1,12705605,2,
861,200861,1#1300000|10#680,12743429,3,1
862,200862,1#1300000|10#680,12781253,4,
863,200863,1#1300000|10#680,12819077,5,
864,200864,1#1300000|10#680,12856901,6,
865,200865,1#1300000|10#680|940005#50,12894725,8,
866,200866,1#1300000|10#680,12932549,9,
867,200867,1#1300000|10#680,12970373,10,
868,200868,1#1300000|10#680,13008197,11,
869,200869,1#1300000|10#680,13046021,12,
870,200870,1#1300000|10#680|940006#50,13083845,13,
871,200871,1#1300000|10#680,13121669,14,
872,200872,1#1300000|10#680,13159493,15,
873,200873,1#1300000|10#680,13197317,16,
874,200874,1#1300000|10#680,13235141,17,
875,200875,1#1300000|10#680|956001#50,13272965,18,
876,200876,1#1300000|10#680,13310789,19,
877,200877,1#1300000|10#680,13348613,20,
878,200878,1#1300000|10#680,13386437,31,
879,200879,1#1300000|10#680,13424261,23,
880,200880,1#1300000|10#680|940004#50,13462085,30,
881,200881,1#1350000|10#700,13499909,32,1
882,200882,1#1350000|10#700,13537733,27,
883,200883,1#1350000|10#700,13575557,24,
884,200884,1#1350000|10#700,13613381,25,
885,200885,1#1350000|10#700|93#1,13651205,21,
886,200886,1#1350000|10#700,13689029,28,
887,200887,1#1350000|10#700,13726853,22,
888,200888,1#1350000|10#700,13764677,26,
889,200889,1#1350000|10#700,13802501,29,
890,200890,1#1350000|10#700|940005#50,13840325,33,
891,200891,1#1350000|10#700,13878149,34,
892,200892,1#1350000|10#700,13915973,1,
893,200893,1#1350000|10#700,13953797,2,
894,200894,1#1350000|10#700,13991621,3,
895,200895,1#1350000|10#700|940006#50,14029445,4,
896,200896,1#1350000|10#700,14067269,5,
897,200897,1#1350000|10#700,14105093,6,
898,200898,1#1350000|10#700,14142917,8,
899,200899,1#1350000|10#700,14180741,9,
900,200900,1#1350000|10#700|956001#50,14218565,10,
901,200901,1#1400000|10#700,14294213,11,1
902,200902,1#1400000|10#700,14369861,12,
903,200903,1#1400000|10#700,14445509,13,
904,200904,1#1400000|10#700,14521157,14,
905,200905,1#1400000|10#700|940004#50,14596805,15,
906,200906,1#1400000|10#700,14672453,16,
907,200907,1#1400000|10#700,14748101,17,
908,200908,1#1400000|10#700,14823749,18,
909,200909,1#1400000|10#700,14899397,19,
910,200910,1#1400000|10#700|93#1,14975045,20,
911,200911,1#1400000|10#700,15050693,31,
912,200912,1#1400000|10#700,15126341,23,
913,200913,1#1400000|10#700,15201989,30,
914,200914,1#1400000|10#700,15277637,32,
915,200915,1#1400000|10#700|940005#50,15353285,27,
916,200916,1#1400000|10#700,15428933,24,
917,200917,1#1400000|10#700,15504581,25,
918,200918,1#1400000|10#700,15580229,21,
919,200919,1#1400000|10#700,15655877,28,
920,200920,1#1400000|10#700|940006#50,15731525,22,
921,200921,1#1450000|10#700,15807173,26,1
922,200922,1#1450000|10#700,15882821,29,
923,200923,1#1450000|10#700,15958469,33,
924,200924,1#1450000|10#700,16034117,34,
925,200925,1#1450000|10#700|940004#50,16109765,1,
926,200926,1#1450000|10#700,16185413,2,
927,200927,1#1450000|10#700,16261061,3,
928,200928,1#1450000|10#700,16336709,4,
929,200929,1#1450000|10#700,16412357,5,
930,200930,1#1450000|10#700|93#1,16488005,6,
931,200931,1#1450000|10#700,16563653,8,
932,200932,1#1450000|10#700,16639301,9,
933,200933,1#1450000|10#700,16714949,10,
934,200934,1#1450000|10#700,16790597,11,
935,200935,1#1450000|10#700|940005#50,16866245,12,
936,200936,1#1450000|10#700,16941893,13,
937,200937,1#1450000|10#700,17017541,14,
938,200938,1#1450000|10#700,17093189,15,
939,200939,1#1450000|10#700,17168837,16,
940,200940,1#1450000|10#700|940006#50,17244485,17,
941,200941,1#1500000|10#700,17320133,18,1
942,200942,1#1500000|10#700,17395781,19,
943,200943,1#1500000|10#700,17471429,20,
944,200944,1#1500000|10#700,17547077,31,
945,200945,1#1500000|10#700|940004#50,17622725,23,
946,200946,1#1500000|10#700,17698373,30,
947,200947,1#1500000|10#700,17774021,32,
948,200948,1#1500000|10#700,17849669,27,
949,200949,1#1500000|10#700,17925317,24,
950,200950,1#1500000|10#700|93#1,18000965,25,
951,200951,1#1500000|10#700,18076613,21,
952,200952,1#1500000|10#700,18152261,28,
953,200953,1#1500000|10#700,18227909,22,
954,200954,1#1500000|10#700,18303557,26,
955,200955,1#1500000|10#700|940005#50,18379205,29,
956,200956,1#1500000|10#700,18454853,33,
957,200957,1#1500000|10#700,18530501,34,
958,200958,1#1500000|10#700,18606149,1,
959,200959,1#1500000|10#700,18681797,2,
960,200960,1#1500000|10#700|940006#50,18757445,3,
961,200961,1#1500000|10#700,18833093,4,1
962,200962,1#1500000|10#700,18908741,5,
963,200963,1#1500000|10#700,18984389,6,
964,200964,1#1500000|10#700,19060037,8,
965,200965,1#1500000|10#700|940004#50,19135685,9,
966,200966,1#1500000|10#700,19211333,10,
967,200967,1#1500000|10#700,19286981,11,
968,200968,1#1500000|10#700,19362629,12,
969,200969,1#1500000|10#700,19438277,13,
970,200970,1#1500000|10#700|93#1,19513925,14,
971,200971,1#1500000|10#700,19589573,15,
972,200972,1#1500000|10#700,19665221,16,
973,200973,1#1500000|10#700,19740869,17,
974,200974,1#1500000|10#700,19816517,18,
975,200975,1#1500000|10#700|940005#50,19892165,19,
976,200976,1#1500000|10#700,19967813,20,
977,200977,1#1500000|10#700,20043461,31,
978,200978,1#1500000|10#700,20119109,23,
979,200979,1#1500000|10#700,20194757,30,
980,200980,1#1500000|10#700|940006#50,20270405,32,
981,200981,1#1500000|10#700,20346053,27,1
982,200982,1#1500000|10#700,20421701,24,
983,200983,1#1500000|10#700,20497349,25,
984,200984,1#1500000|10#700,20572997,21,
985,200985,1#1500000|10#700|940004#50,20648645,28,
986,200986,1#1500000|10#700,20724293,22,
987,200987,1#1500000|10#700,20799941,26,
988,200988,1#1500000|10#700,20875589,29,
989,200989,1#1500000|10#700,20951237,33,
990,200990,1#1500000|10#700|93#1,21026885,34,
991,200991,1#1500000|10#700,21102533,1,
992,200992,1#1500000|10#700,21178181,2,
993,200993,1#1500000|10#700,21253829,3,
994,200994,1#1500000|10#700,21329477,4,
995,200995,1#1500000|10#700|940005#50,21405125,5,
996,200996,1#1500000|10#700,21480773,6,
997,200997,1#1500000|10#700,21556421,8,
998,200998,1#1500000|10#700,21632069,9,
999,200999,1#1500000|10#700,21707717,10,
1000,201000,1#1500000|10#700|940006#50,21783365,11,
1001,201001,1#1600000|10#800,22139422,12,1
1002,201002,1#1600000|10#800,22478828,13,
1003,201003,1#1600000|10#800,22507121,14,
1004,201004,1#1600000|10#800,22582849,15,
1005,201005,1#1600000|10#800|435#3,22640661,16,
1006,201006,1#1600000|10#800,22642427,17,
1007,201007,1#1600000|10#800,22653878,18,
1008,201008,1#1600000|10#800,22658799,19,
1009,201009,1#1600000|10#800,22760385,20,
1010,201010,1#1600000|10#800|423#10,22972371,21,
1011,201011,1#1600000|10#800,23009045,22,
1012,201012,1#1600000|10#800,23226457,23,
1013,201013,1#1600000|10#800,23287735,24,
1014,201014,1#1600000|10#800,23316891,25,
1015,201015,1#1600000|10#800|424#5,23389871,26,
1016,201016,1#1600000|10#800,23454157,27,
1017,201017,1#1600000|10#800,23640013,28,
1018,201018,1#1600000|10#800,23740461,29,
1019,201019,1#1600000|10#800,23757947,30,
1020,201020,1#1600000|10#800|435#3,23859867,31,
1021,201021,1#1600000|10#800,24016941,32,1
1022,201022,1#1600000|10#800,24046542,33,
1023,201023,1#1600000|10#800,24116746,34,
1024,201024,1#1600000|10#800,24217198,1,
1025,201025,1#1600000|10#800|423#10,24387358,2,
1026,201026,1#1600000|10#800,24578111,3,
1027,201027,1#1600000|10#800,24659060,4,
1028,201028,1#1600000|10#800,24899765,5,
1029,201029,1#1600000|10#800,24956850,6,
1030,201030,1#1600000|10#800|424#5,24983052,8,
1031,201031,1#1600000|10#800,25044053,9,
1032,201032,1#1600000|10#800,25061304,10,
1033,201033,1#1600000|10#800,25287029,11,
1034,201034,1#1600000|10#800,25330264,12,
1035,201035,1#1600000|10#800|435#3,25348265,13,
1036,201036,1#1600000|10#800,25676498,14,
1037,201037,1#1600000|10#800,25688185,15,
1038,201038,1#1600000|10#800,25782636,16,
1039,201039,1#1600000|10#800,25841069,17,
1040,201040,1#1600000|10#800|423#10,25899539,18,
1041,201041,1#1600000|10#800,26050526,19,1
1042,201042,1#1600000|10#800,26167401,20,
1043,201043,1#1600000|10#800,26198849,31,
1044,201044,1#1600000|10#800,26241124,23,
1045,201045,1#1600000|10#800|424#5,26297661,30,
1046,201046,1#1600000|10#800,26399620,32,
1047,201047,1#1600000|10#800,26615892,27,
1048,201048,1#1600000|10#800,26720953,24,
1049,201049,1#1600000|10#800,26885688,25,
1050,201050,1#1600000|10#800|418#5,26914593,21,
1051,201051,1#1800000|10#900,27257333,28,
1052,201052,1#1800000|10#900,27445277,22,
1053,201053,1#1800000|10#900,27481243,26,
1054,201054,1#1800000|10#900,27533328,29,
1055,201055,1#1800000|10#900|423#10,27561932,33,
1056,201056,1#1800000|10#900,27570113,34,
1057,201057,1#1800000|10#900,27682442,1,
1058,201058,1#1800000|10#900,27684967,2,
1059,201059,1#1800000|10#900,27720975,3,
1060,201060,1#1800000|10#900|424#5,27952763,4,
1061,201061,1#1800000|10#900,28008103,5,1
1062,201062,1#1800000|10#900,28024981,6,
1063,201063,1#1800000|10#900,28345811,8,
1064,201064,1#1800000|10#900,28354583,9,
1065,201065,1#1800000|10#900|435#3,28356734,10,
1066,201066,1#1800000|10#900,28397627,11,
1067,201067,1#1800000|10#900,28505896,12,
1068,201068,1#1800000|10#900,28646200,13,
1069,201069,1#1800000|10#900,28741655,14,
1070,201070,1#1800000|10#900|423#10,28927678,15,
1071,201071,1#1800000|10#900,29031624,16,
1072,201072,1#1800000|10#900,29186567,17,
1073,201073,1#1800000|10#900,29350318,18,
1074,201074,1#1800000|10#900,29445805,19,
1075,201075,1#1800000|10#900|424#5,29459054,20,
1076,201076,1#1800000|10#900,29480572,31,
1077,201077,1#1800000|10#900,29492198,23,
1078,201078,1#1800000|10#900,29564373,30,
1079,201079,1#1800000|10#900,29570762,32,
1080,201080,1#1800000|10#900|435#3,29625084,27,
1081,201081,1#1800000|10#900,30277050,24,1
1082,201082,1#1800000|10#900,30281342,25,
1083,201083,1#1800000|10#900,30448739,21,
1084,201084,1#1800000|10#900,30521174,28,
1085,201085,1#1800000|10#900|423#10,30541998,22,
1086,201086,1#1800000|10#900,30609234,26,
1087,201087,1#1800000|10#900,30640937,29,
1088,201088,1#1800000|10#900,30661246,33,
1089,201089,1#1800000|10#900,30746374,34,
1090,201090,1#1800000|10#900|424#5,30921086,1,
1091,201091,1#1800000|10#900,31302160,2,
1092,201092,1#1800000|10#900,31634840,3,
1093,201093,1#1800000|10#900,31644485,4,
1094,201094,1#1800000|10#900,31653971,5,
1095,201095,1#1800000|10#900|418#5,31719245,6,
1096,201096,1#1800000|10#900,31721159,8,
1097,201097,1#1800000|10#900,31744758,9,
1098,201098,1#1800000|10#900,31767565,10,
1099,201099,1#1800000|10#900,31834246,11,
1100,201100,1#1800000|10#900|418#5,31985865,12,
1101,201101,1#2000000|10#1000,32571368,13,1
1102,201102,1#2000000|10#1000,32914009,14,
1103,201103,1#2000000|10#1000,32864997,15,
1104,201104,1#2000000|10#1000,32779763,16,
1105,201105,1#2000000|10#1000|417#1000,32032368,17,
1106,201106,1#2000000|10#1000,32870829,18,
1107,201107,1#2000000|10#1000,32137504,19,
1108,201108,1#2000000|10#1000,32010752,20,
1109,201109,1#2000000|10#1000,32207855,31,
1110,201110,1#2000000|10#1000|418#5,32255154,23,
1111,201111,1#2000000|10#1000,33983166,30,
1112,201112,1#2000000|10#1000,33722836,32,
1113,201113,1#2000000|10#1000,33449918,27,
1114,201114,1#2000000|10#1000,33966365,24,
1115,201115,1#2000000|10#1000|417#1000,33150279,25,
1116,201116,1#2000000|10#1000,33784212,21,
1117,201117,1#2000000|10#1000,33723492,28,
1118,201118,1#2000000|10#1000,33960181,22,
1119,201119,1#2000000|10#1000,33657070,26,
1120,201120,1#2000000|10#1000|418#5,33437402,29,
1121,201121,1#2000000|10#1000,34095176,33,1
1122,201122,1#2000000|10#1000,34096923,34,
1123,201123,1#2000000|10#1000,34256980,1,
1124,201124,1#2000000|10#1000,34504028,2,
1125,201125,1#2000000|10#1000|417#1000,34475689,3,
1126,201126,1#2000000|10#1000,34543264,4,
1127,201127,1#2000000|10#1000,34798043,5,
1128,201128,1#2000000|10#1000,34177023,6,
1129,201129,1#2000000|10#1000,34264475,8,
1130,201130,1#2000000|10#1000|418#5,34133894,9,
1131,201131,1#2000000|10#1000,35431688,10,
1132,201132,1#2000000|10#1000,35534052,11,
1133,201133,1#2000000|10#1000,35167143,12,
1134,201134,1#2000000|10#1000,35661562,13,
1135,201135,1#2000000|10#1000|417#1000,35133030,14,
1136,201136,1#2000000|10#1000,35848123,15,
1137,201137,1#2000000|10#1000,35063920,16,
1138,201138,1#2000000|10#1000,35425787,17,
1139,201139,1#2000000|10#1000,35758203,18,
1140,201140,1#2000000|10#1000|418#5,35173350,19,
1141,201141,1#2000000|10#1000,36642180,20,1
1142,201142,1#2000000|10#1000,36289710,31,
1143,201143,1#2000000|10#1000,36472172,23,
1144,201144,1#2000000|10#1000,36114531,30,
1145,201145,1#2000000|10#1000|417#1000,36187329,32,
1146,201146,1#2000000|10#1000,36701510,27,
1147,201147,1#2000000|10#1000,36401299,24,
1148,201148,1#2000000|10#1000,36879720,25,
1149,201149,1#2000000|10#1000,36083733,21,
1150,201150,1#2000000|10#1000|418#10,36461549,28,
1151,201151,1#2000000|10#1000,37749874,22,
1152,201152,1#2000000|10#1000,37667591,26,
1153,201153,1#2000000|10#1000,37640359,29,
1154,201154,1#2000000|10#1000,37690837,33,
1155,201155,1#2000000|10#1000|417#1000,37013123,34,
1156,201156,1#2000000|10#1000,37305641,1,
1157,201157,1#2000000|10#1000,37693148,2,
1158,201158,1#2000000|10#1000,37405360,3,
1159,201159,1#2000000|10#1000,37154296,4,
1160,201160,1#2000000|10#1000|418#5,37618174,5,
1161,201161,1#2000000|10#1000,38592240,6,1
1162,201162,1#2000000|10#1000,38202222,8,
1163,201163,1#2000000|10#1000,38901886,9,
1164,201164,1#2000000|10#1000,38333138,10,
1165,201165,1#2000000|10#1000|417#1000,38053474,11,
1166,201166,1#2000000|10#1000,38911800,12,
1167,201167,1#2000000|10#1000,38038410,13,
1168,201168,1#2000000|10#1000,38275018,14,
1169,201169,1#2000000|10#1000,38134797,15,
1170,201170,1#2000000|10#1000|418#5,38558146,16,
1171,201171,1#2000000|10#1000,39497762,17,
1172,201172,1#2000000|10#1000,39231451,18,
1173,201173,1#2000000|10#1000,39692803,19,
1174,201174,1#2000000|10#1000,39831239,20,
1175,201175,1#2000000|10#1000|417#1000,39201168,31,
1176,201176,1#2000000|10#1000,39909514,23,
1177,201177,1#2000000|10#1000,39867096,30,
1178,201178,1#2000000|10#1000,39647834,32,
1179,201179,1#2000000|10#1000,39629621,27,
1180,201180,1#2000000|10#1000|418#5,39757631,24,
1181,201181,1#2000000|10#1000,40029995,25,1
1182,201182,1#2000000|10#1000,40608124,21,
1183,201183,1#2000000|10#1000,40569904,28,
1184,201184,1#2000000|10#1000,40089079,22,
1185,201185,1#2000000|10#1000|417#1000,40617156,26,
1186,201186,1#2000000|10#1000,40158045,29,
1187,201187,1#2000000|10#1000,40400340,33,
1188,201188,1#2000000|10#1000,40078864,34,
1189,201189,1#2000000|10#1000,40845394,1,
1190,201190,1#2000000|10#1000|418#5,40794355,2,
1191,201191,1#2000000|10#1000,41473955,3,
1192,201192,1#2000000|10#1000,41083371,4,
1193,201193,1#2000000|10#1000,41496491,5,
1194,201194,1#2000000|10#1000,41401921,6,
1195,201195,1#2000000|10#1000|417#1000,41682959,8,
1196,201196,1#2000000|10#1000,41156816,9,
1197,201197,1#2000000|10#1000,41195826,10,
1198,201198,1#2000000|10#1000,41557380,11,
1199,201199,1#2000000|10#1000,41909605,12,
1200,201200,1#2000000|10#1000|418#10,41666072,13,
1201,201201,9#2000000|14#1000,42547547,14,1
1202,201202,9#2000000|14#1000,42462586,15,
1203,201203,9#2000000|14#1000,42185066,16,
1204,201204,9#2000000|14#1000,42205947,17,
1205,201205,9#2000000|14#1000|4206001#5,42460635,18,
1206,201206,9#2000000|14#1000,42049679,19,
1207,201207,9#2000000|14#1000,42839050,20,
1208,201208,9#2000000|14#1000,42750112,31,
1209,201209,9#2000000|14#1000,42734084,23,
1210,201210,9#2000000|14#1000|358#3,42383778,30,
1211,201211,9#2000000|14#1000,43191878,32,
1212,201212,9#2000000|14#1000,43707996,27,
1213,201213,9#2000000|14#1000,43108892,24,
1214,201214,9#2000000|14#1000,43963345,25,
1215,201215,9#2000000|14#1000|4206001#5,43834184,21,
1216,201216,9#2000000|14#1000,43296723,28,
1217,201217,9#2000000|14#1000,43107646,22,
1218,201218,9#2000000|14#1000,43462170,26,
1219,201219,9#2000000|14#1000,43953529,29,
1220,201220,9#2000000|14#1000|358#3,43449263,33,
1221,201221,9#2000000|14#1000,44644964,34,1
1222,201222,9#2000000|14#1000,44025994,1,
1223,201223,9#2000000|14#1000,44822848,2,
1224,201224,9#2000000|14#1000,44782431,3,
1225,201225,9#2000000|14#1000|4206001#5,44140787,4,
1226,201226,9#2000000|14#1000,44773104,5,
1227,201227,9#2000000|14#1000,44906705,6,
1228,201228,9#2000000|14#1000,44875702,8,
1229,201229,9#2000000|14#1000,44077432,9,
1230,201230,9#2000000|14#1000|358#3,44460998,10,
1231,201231,9#2000000|14#1000,45677784,11,
1232,201232,9#2000000|14#1000,45622173,12,
1233,201233,9#2000000|14#1000,45554787,13,
1234,201234,9#2000000|14#1000,45123007,14,
1235,201235,9#2000000|14#1000|4206001#5,45275497,15,
1236,201236,9#2000000|14#1000,45538318,16,
1237,201237,9#2000000|14#1000,45517221,17,
1238,201238,9#2000000|14#1000,45465198,18,
1239,201239,9#2000000|14#1000,45683780,19,
1240,201240,9#2000000|14#1000|358#3,45192393,20,
1241,201241,9#2000000|14#1000,46015673,31,1
1242,201242,9#2000000|14#1000,46163919,23,
1243,201243,9#2000000|14#1000,46678360,30,
1244,201244,9#2000000|14#1000,46090656,32,
1245,201245,9#2000000|14#1000|4206001#5,46964035,27,
1246,201246,9#2000000|14#1000,46883869,24,
1247,201247,9#2000000|14#1000,46195761,25,
1248,201248,9#2000000|14#1000,46088261,21,
