id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,hit,miss,crit,unCrit,critTime,unfree,free,allDmgRate,allHarmDec,sklP,decDmg,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
2102093,754017,7267,-1,330,10,300000000000.0,360000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,1,330,0.1,,,64783,5|5|5|5
2102103,754017,7267,-1,330,10,600000000000.0,480000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,1,330,0.1,,,64783,5|5|5|5
2103011,756007,,-1,330,10,3000000000.0,18000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103021,756007,7140,-1,330,10,6000000000.0,36000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103031,756007,7140,-1,330,10,9000000000.0,54000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103041,756007,7164,-1,330,10,12000000000.0,72000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103051,756007,7164,-1,330,10,30000000000.0,96000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103061,756007,7215,-1,330,10,60000000000.0,120000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103071,756007,7215,-1,330,10,90000000000.0,180000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103081,756007,7219,-1,330,10,150000000000.0,240000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103091,756007,7219,-1,330,10,300000000000.0,320000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103101,756007,7230,-1,330,10,600000000000.0,400000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103012,755009,,-1,330,10,3000000000.0,18000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103022,755009,,-1,330,10,6000000000.0,36000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103032,755009,7196,-1,330,10,9000000000.0,54000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103042,755009,7196,-1,330,10,12000000000.0,72000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103052,755009,7207,-1,330,10,30000000000.0,96000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103062,755009,7207,-1,330,10,60000000000.0,120000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103072,755009,7220,-1,330,10,90000000000.0,180000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103082,755009,7220,-1,330,10,150000000000.0,240000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103092,755009,7250,-1,330,10,300000000000.0,320000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103102,755009,7250,-1,330,10,600000000000.0,400000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103013,2000034,,-1,330,10,3000000000.0,18000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|0|0
2103023,2000034,,-1,330,10,6000000000.0,36000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|0|0
2103033,2000034,,-1,330,10,9000000000.0,54000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|0|0
2103043,2000034,,-1,330,10,12000000000.0,72000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,300,0,0,,330,,,,,5|5|0|0
2103053,2000034,7279,-1,330,10,30000000000.0,96000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|0|0
2103063,2000034,7279,-1,330,10,60000000000.0,120000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|0|0
2103073,2000034,7279,-1,330,10,90000000000.0,180000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|0|0
2103083,2000034,7291,-1,330,10,150000000000.0,240000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|0|0
2103093,2000034,7291,-1,330,10,300000000000.0,320000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|0|0
2103103,2000034,7291,-1,330,10,600000000000.0,400000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|0|0
2103014,753019,,-1,330,10,3000000000.0,18000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103024,753019,,-1,330,10,6000000000.0,36000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103034,753019,,-1,330,10,9000000000.0,54000,1,1,1,1,,1200,200,0,0,0,0,600,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103044,753019,,-1,330,10,12000000000.0,72000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,300,0,0,,330,,,,,5|5|5|5
2103054,753019,,-1,330,10,30000000000.0,96000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103064,753019,,-1,330,10,60000000000.0,120000,1,1,1,1,,1200,200,0,0,0,0,750,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103074,753019,,-1,330,10,90000000000.0,180000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103084,753019,,-1,330,10,150000000000.0,240000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103094,753019,,-1,330,10,300000000000.0,320000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
2103104,753019,,-1,330,10,600000000000.0,400000,1,1,1,1,,1200,200,0,0,0,0,900,0,0,0,400,0,0,,330,,,,,5|5|5|5
22000101,2000011,,-1,250,10,3000000000.0,5000,1,1,1,1,,150,0,200,0,200,0,0,0,0,100,0,0,0,,250,,,,,0|0|0|0
22000102,752001,,-1,250,10,20000000,5000,1,1,1,1,,150,0,200,0,200,0,0,0,0,100,0,0,0,,250,,,,,0|0|0|0
22000103,751002,,-1,250,10,20000000,5000,1,1,1,1,,150,0,200,0,200,0,0,0,0,100,0,0,0,,250,,,,,0|0|0|0
22000104,752003,,-1,250,10,20000000,5000,1,1,1,1,,150,0,200,0,200,0,0,0,0,100,0,0,0,,250,,,,,0|0|0|0
22000105,756003,,-1,250,10,20000000,5000,1,1,1,1,,150,0,200,0,200,0,0,0,0,100,0,0,0,,250,,,,,0|0|0|0
22000501,752006,,-1,250,10,2000000000,5000000,1,1,1,1,,150,0,200,0,200,0,0,0,0,100,0,0,0,,999,,,,,0|0|0|0
22000001,751006,,-1,250,10,20000,50,1,1,1,1,,150,0,200,0,200,0,0,0,0,100,0,0,0,,20,,,,,0|0|0|0
22010101,752001,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,200,0,0,100,0,0,0,,200,,,,,0|0|0|0
22010102,751002,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,200,0,0,100,0,0,0,,200,,,,,0|0|0|0
22010103,755001,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,200,0,0,100,0,0,0,,200,,,,,0|0|0|0
22010104,752006,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,200,0,0,100,0,0,0,,200,,,,,0|0|0|0
22010105,751006,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,200,0,0,100,0,0,0,,200,,,,,0|0|0|0
22010106,756003,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,200,0,0,100,0,0,0,,200,,,,,0|0|0|0
22010201,751004,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010202,751009,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010203,756003,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010204,752002,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010205,751010,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010206,751011,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010207,752003,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010208,753011,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010209,752011,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010210,753012,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,270,0,0,100,0,0,0,,250,,,,,0|0|0|0
22010301,751011,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010302,752003,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010303,753011,,-1,300,10,,,3.5,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,100,100,0,,300,,,,,0|0|0|0
22010304,752011,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010305,753012,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010306,751009,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010307,751010,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010308,754012,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010309,754017,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010310,752016,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010311,752006,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,100,100,0,,300,,,,,0|0|0|0
22010312,756007,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,340,0,0,200,0,100,0,,300,,,,,0|0|0|0
22010401,753010,,-1,350,10,,,4.5,3,2,3.2,,250,300,400,0,400,0,410,0,0,300,200,200,0,,350,,,,,0|0|0|0
22010402,752015,,-1,350,10,,,5,3,2,3.2,,250,300,400,0,400,0,410,0,0,300,0,200,0,,350,,,,,0|0|0|0
22010403,755006,,-1,350,10,,,4.5,3,2,3.2,,250,300,400,0,400,0,410,0,0,300,100,200,0,,350,,,,,0|0|0|0
22010404,754012,,-1,350,10,,,4,3,2,3.2,,250,300,400,0,400,0,410,0,0,300,200,200,0,,350,,,,,0|0|0|0
22010405,756007,,-1,350,10,,,4.5,3.5,2,3.2,,250,300,400,0,400,0,410,0,0,300,0,200,0,,350,,,,,0|0|0|0
22010406,754017,,-1,350,10,,,4,3,2,3.2,,250,300,400,0,400,0,410,0,0,300,200,200,0,,350,,,,,0|0|0|0
22010407,756003,,-1,350,10,,,5,3,2,3.2,,250,300,400,0,400,0,410,0,0,300,0,200,0,,350,,,,,0|0|0|0
22010501,755008,,-1,400,10,,,5,4.5,2.8,3.6,,300,400,500,0,500,0,480,0,0,400,0,300,0,,400,,,,,5|5|5|5
22010502,751016,,-1,400,10,,,5,3.5,2.5,3.6,,300,400,500,0,700,0,580,0,0,400,0,300,0,,400,,,,,5|5|5|5
22010503,752016,,-1,400,10,,,5.5,3.5,2.8,3.6,,300,400,500,0,500,0,480,0,0,400,0,300,0,,400,,,,,5|5|5|5
22010504,755006,,-1,400,10,,,6,3.5,2.5,3.6,,300,400,500,0,600,0,580,0,0,400,0,300,0,,400,,,,,5|5|5|5
22010505,756007,,-1,400,10,,,6,4,2.8,3.6,,300,400,500,0,500,0,480,0,0,400,0,300,0,,400,,,,,5|5|5|5
22020101,751003,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020102,753007,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020103,752004,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020104,753003,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020105,754007,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020106,751008,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020107,753008,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020108,755003,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020109,753006,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020110,752008,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020111,752009,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,0,0,0,,200,,,,,0|0|0|0
22020201,754007,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020202,751008,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020203,753008,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020204,755003,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020205,753006,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020206,752008,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020207,752009,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020208,756002,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020209,755004,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020210,753009,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020211,754010,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020212,756004,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020213,752012,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020214,754011,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020215,752013,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020216,753007,,-1,250,10,,,2.5,2,1.3,3,,150,0,200,0,200,0,100,0,0,100,0,0,0,,250,,,,,0|0|0|0
22020301,756002,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,100,100,0,,300,,,,,0|0|0|0
22020302,755004,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,0,100,0,,300,,,,,0|0|0|0
22020303,753009,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,0,100,0,,300,,,,,0|0|0|0
22020304,754010,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,0,100,0,,300,,,,,0|0|0|0
22020305,756004,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,0,100,0,,300,,,,,0|0|0|0
22020306,752012,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,0,100,0,,300,,,,,0|0|0|0
22020307,754011,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,0,100,0,,300,,,,,0|0|0|0
22020308,753006,,-1,300,10,,,3.2,2.5,1.6,4,,200,200,300,0,300,0,200,0,0,200,0,100,0,,300,,,,,0|0|0|0
22020401,753013,,-1,350,10,,,4,3.5,2,5,,250,300,400,0,400,0,300,0,0,300,100,200,0,,350,,,,,0|0|0|0
22020402,753015,,-1,350,10,,,4,3.5,2,5,,250,300,500,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020403,753014,,-1,350,10,,,5,3,2,5,,250,300,400,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020404,752014,,-1,350,10,,,4,3.5,2,5,,250,300,500,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020405,751015,,-1,350,10,,,4,3.5,2,5,,250,300,500,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020406,755009,,-1,350,10,,,4,3.5,2,5.5,,250,300,400,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020407,752013,,-1,350,10,,,4,3.5,2,5,,250,300,400,0,400,0,400,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020408,755004,,-1,350,10,,,4,3.5,2,5,,250,300,400,0,400,0,300,0,0,400,0,200,0,,350,,,,,0|0|0|0
22020409,753009,,-1,350,10,,,4.5,4,2,5,,250,300,400,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020410,754010,,-1,350,10,,,4.5,3,2,5.5,,250,300,400,0,400,0,400,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020411,756004,,-1,350,10,,,4,3.5,2,5,,250,300,500,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020412,752012,,-1,350,10,,,4,3,2,5,,250,700,400,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020413,754011,,-1,350,10,,,5.5,3,2,5,,250,300,400,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020414,754007,,-1,350,10,,,5,3,2.5,5,,250,300,400,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020415,753003,,-1,350,10,,,5,3,2.5,5,,250,300,400,0,400,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020416,751014,,-1,350,10,,,4.5,3,2,5,,250,300,400,0,500,0,300,0,0,300,0,200,0,,350,,,,,0|0|0|0
22020417,754016,,-1,350,10,,,4,3,2,5,,250,300,400,0,500,0,400,0,0,300,0,300,0,,350,,,,,0|0|0|0
22020501,751014,,-1,400,10,,,6,3.5,2.5,6,,300,400,500,0,700,0,400,0,0,400,0,300,0,,400,,,,,5|5|5|5
22020502,754016,,-1,400,10,,,5,3.5,2.5,6,,300,400,500,0,700,0,500,0,0,400,0,300,0,,400,,,,,5|5|5|5
22020503,756008,,-1,400,10,,,5,3.5,2.5,6,,300,400,600,0,700,0,400,0,0,400,0,300,0,,400,,,,,5|5|5|5
22020504,753015,,-1,400,10,,,5,4,2.5,6,,300,400,600,0,600,0,500,0,0,400,0,300,0,,400,,,,,5|5|5|5
22020505,753014,,-1,400,10,,,6.5,3.5,2.5,6,,300,400,500,0,500,0,400,0,0,400,100,300,0,,400,,,,,5|5|5|5
22020506,751015,,-1,400,10,,,5,4,2.5,6,,300,400,500,0,700,0,400,0,0,400,0,300,0,,400,,,,,5|5|5|5
22020507,755009,,-1,400,10,,,5,4,2.5,6.5,,300,400,500,0,500,0,400,0,0,400,0,400,0,,400,,,,,5|5|5|5
22020508,754011,,-1,400,10,,,8,3.5,2.5,6,,300,400,500,0,500,0,400,0,0,400,0,300,0,,400,,,,,5|5|5|5
22020509,752013,,-1,400,10,,,5,4,2.5,6,,300,400,500,0,500,0,400,0,0,400,200,300,0,,400,,,,,5|5|5|5
22020510,754010,,-1,400,10,,,7,3.5,2.5,6.5,,300,400,500,0,500,0,500,0,0,400,0,300,0,,400,,,,,5|5|5|5
22030101,754002,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,50,0,0,,200,,,,,0|0|0|0
22030102,752005,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,50,0,0,,200,,,,,0|0|0|0
22030103,752007,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,50,0,0,,200,,,,,0|0|0|0
22030104,756001,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,50,0,0,,200,,,,,0|0|0|0
22030105,752010,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,50,0,0,,200,,,,,0|0|0|0
22030106,755002,,-1,200,10,,,2,1.5,1,2,,150,0,200,0,200,0,0,0,0,100,50,0,0,,200,,,,,0|0|0|0
22030201,756001,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030202,752010,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030203,755002,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030204,755005,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030205,751012,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030206,756005,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030207,754009,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030208,754014,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030209,752007,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030210,754008,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030211,751005,,-1,250,10,,,2.5,2,1.3,2.4,,150,0,200,0,200,0,100,0,0,100,100,0,0,,250,,,,,0|0|0|0
22030301,755005,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,200,0,0,200,150,100,0,,300,,,,,0|0|0|0
22030302,751012,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,200,0,0,200,150,100,0,,300,,,,,0|0|0|0
22030303,756005,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,200,0,0,200,150,100,0,,300,,,,,0|0|0|0
22030304,754009,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,200,0,0,200,250,100,0,,300,,,,,0|0|0|0
22030305,755007,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,200,0,0,200,150,100,0,,300,,,,,0|0|0|0
22030306,752017,,-1,300,10,,,3.2,2.5,1.6,2.8,,200,200,300,0,300,0,200,0,0,200,150,100,0,,300,,,,,0|0|0|0
22030401,756006,,-1,350,10,,,4.5,3,2,3.5,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030402,754013,,-1,350,10,,,4.5,3,2,3.2,,250,300,400,0,400,0,300,0,0,300,250,200,0,,350,,,,,0|0|0|0
22030403,754014,,-1,350,10,,,4,3,2,3.5,,250,300,400,0,400,0,300,0,0,300,250,200,0,,350,,,,,0|0|0|0
22030404,755007,,-1,350,10,,,4,3,2,3.5,,250,300,400,0,400,0,400,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030405,753017,,-1,350,10,,,4,3,2,3.2,,250,300,400,0,400,0,300,0,0,300,300,200,0,,350,,,,,0|0|0|0
22030406,751013,,-1,350,10,,,5,3,2,3.2,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030407,755005,,-1,350,10,,,4.5,4,2,3.2,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030408,751012,,-1,350,10,,,4.5,3,2,3.2,,250,500,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030409,756005,,-1,350,10,,,4,3,2,3.2,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030410,752010,,-1,350,10,,,5,3,2.5,3.2,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030411,755002,,-1,350,10,,,4,4,2,3.2,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030412,755005,,-1,350,10,,,4,3,2,3.2,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030413,751012,,-1,350,10,,,4.5,3,2,3.2,,250,500,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030414,756005,,-1,350,10,,,4,4,2,3.2,,250,300,400,0,400,0,300,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030415,753016,,-1,350,10,,,4.5,3,2,3.2,,250,300,400,0,400,0,400,0,0,300,200,200,0,,350,,,,,0|0|0|0
22030501,754015,,-1,400,10,,,6,3.5,2.5,3.6,,300,400,500,0,500,0,400,0,0,400,350,300,0,,400,,,,,5|5|5|5
