id,name,brief,desc,name1,type,type_config,qlt,group,is_economy,stack_limit,level,icon,light_effect,gift_id,is_auto_open,equip,pub_scroll_type,partner_cost,treasure_cost,get_ways,go_window,getway_item,dropbox_show,is_sell,sell_price,summon_id,show_in_bag,show_bag_type,filter_type,show_in_forge,skin_id,collection_id,para,avatar_frame_effect,effect_mask,dress_id,clear_act,jobGiftBoxID,is_change_border,sort_forward
751009,-1,,,-1,13,1002,,,0,,,icon_21,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751010,-1,,,-1,13,1002,,,0,,,icon_22,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751011,-1,,,-1,13,1002,,,0,,,icon_22,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751012,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751013,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751014,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751015,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751016,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751017,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
751018,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752001,-1,,,-1,13,1002,,,0,,,icon_23,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752002,-1,,,-1,13,1002,,,0,,,icon_24,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752003,-1,,,-1,13,1002,,,0,,,icon_1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752004,-1,,,-1,13,1002,,,0,,,icon_2,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752005,-1,,,-1,13,1002,,,0,,,icon_3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752006,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752007,-1,,,-1,13,1002,,,0,,,icon_5,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752008,-1,,,-1,13,1002,,,0,,,icon_6,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752009,-1,,,-1,13,1002,,,0,,,icon_7,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752010,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752011,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752012,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752013,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752014,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752015,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752016,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752017,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752018,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
752019,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753001,-1,,,-1,13,1002,,,0,,,icon_9,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753002,-1,,,-1,13,1002,,,0,,,icon_10,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753003,-1,,,-1,13,1002,,,0,,,icon_11,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753004,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753005,-1,,,-1,13,1002,,,0,,,icon_13,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753006,-1,,,-1,13,1002,,,0,,,icon_14,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753007,-1,,,-1,13,1002,,,0,,,icon_15,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753008,-1,,,-1,13,1002,,,0,,,icon_16,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753009,-1,,,-1,13,1002,,,0,,,icon_17,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753010,-1,,,-1,13,1002,,,0,,,icon_18,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753011,-1,,,-1,13,1002,,,0,,,icon_18,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753012,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753013,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753014,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753015,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753016,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753017,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753018,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
753019,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754001,-1,,,-1,13,1002,,,0,,,icon_18,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754002,-1,,,-1,13,1002,,,0,,,icon_20,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754003,-1,,,-1,13,1002,,,0,,,icon_21,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754004,-1,,,-1,13,1002,,,0,,,icon_22,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754005,-1,,,-1,13,1002,,,0,,,icon_23,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754006,-1,,,-1,13,1002,,,0,,,icon_24,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754007,-1,,,-1,13,1002,,,0,,,icon_1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754008,-1,,,-1,13,1002,,,0,,,icon_2,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754009,-1,,,-1,13,1002,,,0,,,icon_3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754010,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754011,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754012,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754013,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754014,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754015,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754016,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754017,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
754018,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755001,-1,,,-1,13,1002,,,0,,,icon_5,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755002,-1,,,-1,13,1002,,,0,,,icon_6,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755003,-1,,,-1,13,1002,,,0,,,icon_7,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755004,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755005,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755006,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755007,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755008,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755009,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755010,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
755011,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756001,-1,,,-1,13,1002,,,0,,,icon_9,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756002,-1,,,-1,13,1002,,,0,,,icon_10,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756003,-1,,,-1,13,1002,,,0,,,icon_11,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756004,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756005,-1,,,-1,13,1002,,,0,,,icon_12,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756006,-1,,,-1,13,1002,,,0,,,icon_4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756007,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756008,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756009,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
756010,-1,,,-1,13,1002,,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
757001,-1,,,-1,13,1002,6,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
757002,-1,,,-1,13,1002,6,,0,,,icon_8,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
800001,-1,,,-1,12,1002,1,7,0,,1,partner_avatar_800001,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
800002,-1,,,-1,12,1002,1,7,0,,1,partner_avatar_800002,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
900001,-1,,,-1,12,1002,1,7,0,,1,partner_avatar_800001,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
900002,-1,,,-1,12,1002,1,7,0,,1,partner_avatar_800002,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
1000001,-1,-1,,-1,17,,1,,0,,,icon_1000001,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000002,-1,-1,,-1,17,,1,,0,,,icon_1000002,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000003,-1,-1,,-1,17,,1,,0,,,icon_1000003,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000004,-1,-1,,-1,17,,1,,0,,,icon_1000004,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000005,-1,-1,,-1,17,,1,,0,,,icon_1000005,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000006,-1,-1,,-1,17,,1,,0,,,icon_1000006,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000007,-1,-1,,-1,17,,1,,0,,,icon_1000007,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000008,-1,-1,,-1,17,,1,,0,,,icon_1000008,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000009,-1,-1,,-1,17,,1,,0,,,icon_1000009,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000010,-1,-1,,-1,17,,1,,0,,,icon_1000010,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000011,-1,-1,,-1,17,,1,,0,,,icon_1000011,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000012,-1,-1,,-1,17,,1,,0,,,icon_1000012,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000013,-1,-1,,-1,17,,1,,0,,,icon_1000013,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000014,-1,-1,,-1,17,,1,,0,,,icon_1000014,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000015,-1,-1,,-1,17,,1,,0,,,icon_1000015,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000016,-1,-1,,-1,17,,1,,0,,,icon_1000016,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000017,-1,-1,,-1,17,,1,,0,,,icon_1000017,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000018,-1,-1,,-1,17,,1,,0,,,icon_1000018,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000019,-1,-1,,-1,17,,1,,0,,,icon_1000019,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000020,-1,-1,,-1,17,,1,,0,,,icon_1000020,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000021,-1,-1,,-1,17,,1,,0,,,icon_1000021,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000022,-1,-1,,-1,17,,1,,0,,,icon_1000022,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000023,-1,-1,,-1,17,,1,,0,,,icon_1000023,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000024,-1,-1,,-1,17,,1,,0,,,icon_1000024,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000025,-1,-1,,-1,17,,1,,0,,,icon_1000025,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000026,-1,-1,,-1,17,,1,,0,,,icon_1000026,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000027,-1,-1,,-1,17,,1,,0,,,icon_1000027,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000028,-1,-1,,-1,17,,1,,0,,,icon_1000028,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000029,-1,-1,,-1,17,,1,,0,,,icon_1000029,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000030,-1,-1,,-1,17,,1,,0,,,icon_1000030,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000031,-1,-1,,-1,17,,1,,0,,,icon_1000031,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000032,-1,-1,,-1,17,,1,,0,,,icon_1000032,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000033,-1,-1,,-1,17,,1,,0,,,icon_1000033,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000034,-1,-1,,-1,17,,1,,0,,,icon_1000034,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000035,-1,-1,,-1,17,,1,,0,,,icon_1000035,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000036,-1,-1,,-1,17,,1,,0,,,icon_1000036,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000037,-1,-1,,-1,17,,1,,0,,,icon_1000037,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000038,-1,-1,,-1,17,,1,,0,,,icon_1000038,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000039,-1,-1,,-1,17,,1,,0,,,icon_1000039,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1000040,-1,-1,,-1,17,,1,,0,,,icon_1000040,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,
1010001,-1,-1,,-1,22,1002,2,,0,,,icon_1010001,,,,,,,,,,,,,,,0,,,,,40001,,,,,,,,
1010002,-1,-1,,-1,22,1002,2,,0,,,icon_1010002,,,,,,,,,,,,,,,0,,,,,40002,,,,,,,,
1010003,-1,-1,,-1,22,1002,2,,0,,,icon_1010003,,,,,,,,,,,,,,,0,,,,,40003,,,,,,,,
1010004,-1,-1,,-1,22,1002,2,,0,,,icon_1010004,,,,,,,,,,,,,,,0,,,,,40004,,,,,,,,
1010005,-1,-1,,-1,22,1002,2,,0,,,icon_1010005,,,,,,,,,,,,,,,0,,,,,40005,,,,,,,,
1010006,-1,-1,,-1,22,1002,2,,0,,,icon_1010006,,,,,,,,,,,,,,,0,,,,,40006,,,,,,,,
1010007,-1,-1,,-1,22,1002,2,,0,,,icon_1010007,,,,,,,,,,,,,,,0,,,,,40007,,,,,,,,
1010008,-1,-1,,-1,22,1002,2,,0,,,icon_1010008,,,,,,,,,,,,,,,0,,,,,40008,,,,,,,,
1010009,-1,-1,,-1,22,1002,2,,0,,,icon_1010009,,,,,,,,,,,,,,,0,,,,,40009,,,,,,,,
1010010,-1,-1,,-1,22,1002,2,,0,,,icon_1010010,,,,,,,,,,,,,,,0,,,,,40010,,,,,,,,
1010011,-1,-1,,-1,22,1002,2,,0,,,icon_1010011,,,,,,,,,,,,,,,,,,,,40011,,,,,,,,
1010012,-1,-1,,-1,22,1002,2,,0,,,icon_1010012,,,,,,,,,,,,,,,,,,,,40012,,,,,,,,
1010013,-1,-1,,-1,22,1002,2,,0,,,icon_1010013,,,,,,,,,,,,,,,,,,,,40013,,,,,,,,
1010014,-1,-1,,-1,22,1002,2,,0,,,icon_1010014,,,,,,,,,,,,,,,,,,,,40014,,,,,,,,
1010015,-1,-1,,-1,22,1002,2,,0,,,icon_1010015,,,,,,,,,,,,,,,,,,,,40015,,,,,,,,
1010016,-1,-1,,-1,22,1002,2,,0,,,icon_1010016,,,,,,,,,,,,,,,,,,,,40016,,,,,,,,
1010017,-1,-1,,-1,22,1002,2,,0,,,icon_1010017,,,,,,,,,,,,,,,,,,,,40017,,,,,,,,
1010018,-1,-1,,-1,22,1002,2,,0,,,icon_1010018,,,,,,,,,,,,,,,,,,,,40018,,,,,,,,
1020001,-1,-1,,-1,22,1002,2,,0,,,icon_1020001,,,,,,,,,,,,,,,,,,,,40019,,,,,,,,
1020002,-1,-1,,-1,22,1002,2,,0,,,icon_1020002,,,,,,,,,,,,,,,,,,,,40020,,,,,,,,
1020003,-1,-1,,-1,22,1002,2,,0,,,icon_1020003,,,,,,,,,,,,,,,,,,,,40021,,,,,,,,
1020004,-1,-1,,-1,22,1002,2,,0,,,icon_1020004,,,,,,,,,,,,,,,,,,,,40022,,,,,,,,
1020005,-1,-1,,-1,22,1002,2,,0,,,icon_1020005,,,,,,,,,,,,,,,,,,,,40023,,,,,,,,
1020006,-1,-1,,-1,22,1002,2,,0,,,icon_1020006,,,,,,,,,,,,,,,,,,,,40024,,,,,,,,
1020007,-1,-1,,-1,22,1002,2,,0,,,icon_1020007,,,,,,,,,,,,,,,,,,,,40025,,,,,,,,
1020008,-1,-1,,-1,22,1002,2,,0,,,icon_1020008,,,,,,,,,,,,,,,,,,,,40026,,,,,,,,
1020009,-1,-1,,-1,22,1002,2,,0,,,icon_1020009,,,,,,,,,,,,,,,,,,,,40027,,,,,,,,
1020010,-1,-1,,-1,22,1002,2,,0,,,icon_1020010,,,,,,,,,,,,,,,,,,,,40028,,,,,,,,
1020011,-1,-1,,-1,22,1002,2,,0,,,icon_1020011,,,,,,,,,,,,,,,,,,,,40029,,,,,,,,
1020012,-1,-1,,-1,22,1002,2,,0,,,icon_1020012,,,,,,,,,,,,,,,,,,,,40030,,,,,,,,
1020013,-1,-1,,-1,22,1002,2,,0,,,icon_1020013,,,,,,,,,,,,,,,,,,,,40031,,,,,,,,
1020014,-1,-1,,-1,22,1002,2,,0,,,icon_1020014,,,,,,,,,,,,,,,,,,,,40032,,,,,,,,
1020015,-1,-1,,-1,22,1002,2,,0,,,icon_1020015,,,,,,,,,,,,,,,,,,,,40033,,,,,,,,
1020016,-1,-1,,-1,22,1002,2,,0,,,icon_1020016,,,,,,,,,,,,,,,,,,,,40034,,,,,,,,
1020017,-1,-1,,-1,22,1002,2,,0,,,icon_1020017,,,,,,,,,,,,,,,,,,,,40035,,,,,,,,
1020018,-1,-1,,-1,22,1002,2,,0,,,icon_1020018,,,,,,,,,,,,,,,,,,,,40036,,,,,,,,
1020019,-1,-1,,-1,22,1002,2,,0,,,icon_1020019,,,,,,,,,,,,,,,,,,,,40037,,,,,,,,
1020020,-1,-1,,-1,22,1002,2,,0,,,icon_1020020,,,,,,,,,,,,,,,,,,,,40038,,,,,,,,
1020021,-1,-1,,-1,22,1002,2,,0,,,icon_1020021,,,,,,,,,,,,,,,,,,,,40039,,,,,,,,
1020022,-1,-1,,-1,22,1002,2,,0,,,icon_1020022,,,,,,,,,,,,,,,,,,,,40040,,,,,,,,
1030001,-1,-1,,-1,22,1002,2,,0,,,icon_1030001,,,,,,,,,,,,,,,,,,,,40041,,,,,,,,
1030002,-1,-1,,-1,22,1002,2,,0,,,icon_1030002,,,,,,,,,,,,,,,,,,,,40042,,,,,,,,
1030003,-1,-1,,-1,22,1002,2,,0,,,icon_1030003,,,,,,,,,,,,,,,,,,,,40043,,,,,,,,
1030004,-1,-1,,-1,22,1002,2,,0,,,icon_1030004,,,,,,,,,,,,,,,,,,,,40044,,,,,,,,
1030005,-1,-1,,-1,22,1002,2,,0,,,icon_1030005,,,,,,,,,,,,,,,,,,,,40045,,,,,,,,
1030006,-1,-1,,-1,22,1002,2,,0,,,icon_1030006,,,,,,,,,,,,,,,,,,,,40046,,,,,,,,
1030007,-1,-1,,-1,22,1002,2,,0,,,icon_1030007,,,,,,,,,,,,,,,,,,,,40047,,,,,,,,
1030008,-1,-1,,-1,22,1002,2,,0,,,icon_1030008,,,,,,,,,,,,,,,,,,,,40048,,,,,,,,
1030009,-1,-1,,-1,22,1002,2,,0,,,icon_1030009,,,,,,,,,,,,,,,,,,,,40049,,,,,,,,
1030010,-1,-1,,-1,22,1002,2,,0,,,icon_1030010,,,,,,,,,,,,,,,,,,,,40050,,,,,,,,
1030011,-1,-1,,-1,22,1002,2,,0,,,icon_1030011,,,,,,,,,,,,,,,,,,,,40051,,,,,,,,
1030012,-1,-1,,-1,22,1002,2,,0,,,icon_1030012,,,,,,,,,,,,,,,,,,,,40052,,,,,,,,
1030013,-1,-1,,-1,22,1002,2,,0,,,icon_1030013,,,,,,,,,,,,,,,,,,,,40053,,,,,,,,
1030014,-1,-1,,-1,22,1002,2,,0,,,icon_1030014,,,,,,,,,,,,,,,,,,,,40054,,,,,,,,
1030015,-1,-1,,-1,22,1002,2,,0,,,icon_1030015,,,,,,,,,,,,,,,,,,,,40055,,,,,,,,
1030016,-1,-1,,-1,22,1002,2,,0,,,icon_1030016,,,,,,,,,,,,,,,,,,,,40056,,,,,,,,
1030017,-1,-1,,-1,22,1002,2,,0,,,icon_1030017,,,,,,,,,,,,,,,,,,,,40057,,,,,,,,
1030018,-1,-1,,-1,22,1002,2,,0,,,icon_1030018,,,,,,,,,,,,,,,,,,,,40058,,,,,,,,
1030019,-1,-1,,-1,22,1002,2,,0,,,icon_1030019,,,,,,,,,,,,,,,,,,,,40059,,,,,,,,
1040001,-1,-1,,-1,22,1002,2,,0,,,icon_1040001,,,,,,,,,,,,,,,,,,,,40060,,,,,,,,
1040002,-1,-1,,-1,22,1002,2,,0,,,icon_1040002,,,,,,,,,,,,,,,,,,,,40061,,,,,,,,
1040003,-1,-1,,-1,22,1002,2,,0,,,icon_1040003,,,,,,,,,,,,,,,,,,,,40062,,,,,,,,
1040004,-1,-1,,-1,22,1002,2,,0,,,icon_1040004,,,,,,,,,,,,,,,,,,,,40063,,,,,,,,
1040005,-1,-1,,-1,22,1002,2,,0,,,icon_1040005,,,,,,,,,,,,,,,,,,,,40064,,,,,,,,
1040006,-1,-1,,-1,22,1002,3,,0,,,icon_1040006,,,,,,,,,,,,,,,,,,,,40065,,,,,,,,
1040007,-1,-1,,-1,22,1002,2,,0,,,icon_1040007,,,,,,,,,,,,,,,,,,,,40066,,,,,,,,
1040008,-1,-1,,-1,22,1002,2,,0,,,icon_1040008,,,,,,,,,,,,,,,,,,,,40067,,,,,,,,
1040009,-1,-1,,-1,22,1002,2,,0,,,icon_1040009,,,,,,,,,,,,,,,,,,,,40068,,,,,,,,
1040010,-1,-1,,-1,22,1002,2,,0,,,icon_1040010,,,,,,,,,,,,,,,,,,,,40069,,,,,,,,
1040011,-1,-1,,-1,22,1002,2,,0,,,icon_1040011,,,,,,,,,,,,,,,,,,,,40070,,,,,,,,
1040012,-1,-1,,-1,22,1002,2,,0,,,icon_1040012,,,,,,,,,,,,,,,,,,,,40071,,,,,,,,
1040013,-1,-1,,-1,22,1002,2,,0,,,icon_1040013,,,,,,,,,,,,,,,,,,,,40072,,,,,,,,
1040014,-1,-1,,-1,22,1002,2,,0,,,icon_1040014,,,,,,,,,,,,,,,,,,,,40073,,,,,,,,
1040015,-1,-1,,-1,22,1002,2,,0,,,icon_1040015,,,,,,,,,,,,,,,,,,,,40074,,,,,,,,
1040016,-1,-1,,-1,22,1002,3,,0,,,icon_1040016,,,,,,,,,,,,,,,,,,,,40075,,,,,,,,
1040017,-1,-1,,-1,22,1002,2,,0,,,icon_1040017,,,,,,,,,,,,,,,,,,,,40076,,,,,,,,
1040018,-1,-1,,-1,22,1002,2,,0,,,icon_1040018,,,,,,,,,,,,,,,,,,,,40077,,,,,,,,
1040019,-1,-1,,-1,22,1002,2,,0,,,icon_1040019,,,,,,,,,,,,,,,,,,,,40078,,,,,,,,
1040020,-1,-1,,-1,22,1002,2,,0,,,icon_1040020,,,,,,,,,,,,,,,,,,,,40079,,,,,,,,
1050001,-1,-1,,-1,22,1002,2,,0,,,icon_1050001,,,,,,,,,,,,,,,,,,,,40080,,,,,,,,
1050002,-1,-1,,-1,22,1002,2,,0,,,icon_1050002,,,,,,,,,,,,,,,,,,,,40081,,,,,,,,
1050003,-1,-1,,-1,22,1002,2,,0,,,icon_1050003,,,,,,,,,,,,,,,,,,,,40082,,,,,,,,
1050004,-1,-1,,-1,22,1002,2,,0,,,icon_1050004,,,,,,,,,,,,,,,,,,,,40083,,,,,,,,
1050005,-1,-1,,-1,22,1002,2,,0,,,icon_1050005,,,,,,,,,,,,,,,,,,,,40084,,,,,,,,
1050006,-1,-1,,-1,22,1002,2,,0,,,icon_1050006,,,,,,,,,,,,,,,,,,,,40085,,,,,,,,
1050007,-1,-1,,-1,22,1002,2,,0,,,icon_1050007,,,,,,,,,,,,,,,,,,,,40086,,,,,,,,
1050008,-1,-1,,-1,22,1002,2,,0,,,icon_1050008,,,,,,,,,,,,,,,,,,,,40087,,,,,,,,
1050009,-1,-1,,-1,22,1002,2,,0,,,icon_1050009,,,,,,,,,,,,,,,,,,,,40088,,,,,,,,
1050010,-1,-1,,-1,22,1002,2,,0,,,icon_1050010,,,,,,,,,,,,,,,,,,,,40089,,,,,,,,
1050011,-1,-1,,-1,22,1002,3,,0,,,icon_1050011,,,,,,,,,,,,,,,,,,,,40090,,,,,,,,
1050012,-1,-1,,-1,22,1002,2,,0,,,icon_1050012,,,,,,,,,,,,,,,,,,,,40091,,,,,,,,
1050013,-1,-1,,-1,22,1002,2,,0,,,icon_1050013,,,,,,,,,,,,,,,,,,,,40092,,,,,,,,
1050014,-1,-1,,-1,22,1002,2,,0,,,icon_1050014,,,,,,,,,,,,,,,,,,,,40093,,,,,,,,
1050015,-1,-1,,-1,22,1002,2,,0,,,icon_1050015,,,,,,,,,,,,,,,,,,,,40094,,,,,,,,
