id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
4610,4611,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,-1,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,4613,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,4614,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,4615,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,4616,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,4617,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,4618,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,4619,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,4620,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,4621,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,4622,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,4623,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,4624,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,4625,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,4626,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,4627,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,4628,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,4629,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,4630,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,4631,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,4632,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,4633,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,4634,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,4635,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,4636,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,4637,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,4638,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,4639,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,4640,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,4641,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,4642,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,4643,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,4644,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,4645,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,4646,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,4647,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,4648,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,4649,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,4650,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,4651,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,4652,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,4653,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,4654,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,4655,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,4656,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,4657,,,,-1,library_maze,0,partner_picture_51011,0,,,,,,,,,1,0|50,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,4658,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,4659,,,,-1,library_maze,0,partner_picture_53016,0,,,,,,,,,1,0|100,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,4660,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,4661,,,,,library_maze,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,-1,,,,-1,library_maze,0,partner_picture_51019,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,4663,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,4664,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,4665,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,4666,,,,,market_scene2,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,4667,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,4668,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,4669,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,4670,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,4671,,,,,market_scene2,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,4672,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,4673,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,4674,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,4675,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,4676,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,4677,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,4678,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,4679,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,4680,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,4681,,,,,market_scene2,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,4682,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,4683,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,4684,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,4685,,,,-1,market_scene2,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,4686,,,,,market_scene2,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,4687,,,,,market_scene2,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,4688,,,,-1,market_scene2,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,4689,,,,,,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,4690,,,,-1,,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,4691,,,,-1,,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,4692,,,,-1,,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,4693,,,,-1,,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,4694,,,,-1,,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,4695,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,4696,,,,-1,halloween_bg1,0,mob_man,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,4697,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,4698,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,4699,,,,,halloween_bg1,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,4700,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,4701,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,4702,,,,-1,halloween_bg1,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,4703,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,4704,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,4705,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,4706,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,4707,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,4708,,,,-1,halloween_bg1,0,mob_man,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,4709,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,4710,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,4711,,,,-1,halloween_bg1,0,mob_man,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,4712,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,4713,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,4714,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,4715,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,4716,,,,,halloween_bg1,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,4717,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,4718,,,,,halloween_bg1,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,4719,,,,-1,halloween_bg1,0,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,-1,,,,-1,halloween_bg1,0,mob_man,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,4721,,,,-1,halloween_bg1,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,4722,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,4723,,,,-1,halloween_bg1,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,4724,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,4725,,,,-1,halloween_bg1,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,4726,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,4727,,,,-1,halloween_bg1,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,4728,,,,,halloween_bg1,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,4729,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,4730,,,,-1,halloween_bg1,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,4731,,,,-1,halloween_bg1,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,4732,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,4733,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,4734,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,4735,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,4736,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,4737,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,4738,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,4739,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,4740,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,4741,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,4742,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,4743,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,4744,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,4745,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,4746,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,4747,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,4748,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,4749,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,4750,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,4751,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,4752,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,4753,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,4754,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,4755,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,4756,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,4757,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,4758,,,,,login_valkyrie_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,4759,,,,,login_valkyrie_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,4760,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,4761,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,4762,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,4763,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,4764,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,4765,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,4766,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,4767,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,4768,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,4769,,,,,activity_popularity_vote_bg,1,,0,,,,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,4770,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,4771,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,4772,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,4773,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,4774,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,4775,,,,-1,activity_popularity_vote_bg,0,partner_picture_52020,0,,,,,,,,,0.8,200|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,4776,,,,-1,activity_popularity_vote_bg,0,partner_picture_52018,0,,,,,,,,,0.85,140|150,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
