id,type,buff,num,round,prob
1019016,1019,hurt,0.75,0.0,1.0
1019017,1019,hurt,0.77,0.0,1.0
1019018,1019,hurt,0.8,0.0,1.0
1019019,1019,hurt,0.83,0.0,1.0
1019020,1019,hurt,0.84,0.0,1.0
1019021,1019,hurt,0.85,0.0,1.0
1019022,1019,hurt,0.86,0.0,1.0
1019023,1019,hurt,0.87,0.0,1.0
1019024,1019,hurt,0.88,0.0,1.0
1019025,1019,hurt,0.9,0.0,1.0
1019026,1019,hurt,0.91,0.0,1.0
1019027,1019,hurt,0.94,0.0,1.0
1019028,1019,hurt,0.95,0.0,1.0
1019029,1019,hurt,0.96,0.0,1.0
1019030,1019,hurt,0.98,0.0,1.0
1019031,1019,hurt,1,0.0,1.0
1019032,1019,hurt,1.02,0.0,1.0
1019033,1019,hurt,1.03,0.0,1.0
1019034,1019,hurt,1.04,0.0,1.0
1019035,1019,hurt,1.05,0.0,1.0
1019036,1019,hurt,1.08,0.0,1.0
1019037,1019,hurt,1.1,0.0,1.0
1019038,1019,hurt,1.12,0.0,1.0
1019039,1019,hurt,1.14,0.0,1.0
1019040,1019,hurt,1.15,0.0,1.0
1019041,1019,hurt,1.16,0.0,1.0
1019042,1019,hurt,1.17,0.0,1.0
1019043,1019,hurt,1.19,0.0,1.0
1019044,1019,hurt,1.2,0.0,1.0
1019045,1019,hurt,1.21,0.0,1.0
1019046,1019,hurt,1.23,0.0,1.0
1019047,1019,hurt,1.24,0.0,1.0
1019048,1019,hurt,1.25,0.0,1.0
1019049,1019,hurt,1.26,0.0,1.0
1019050,1019,hurt,1.27,0.0,1.0
1019051,1019,hurt,1.28,0.0,1.0
1019052,1019,hurt,1.3,0.0,1.0
1019053,1019,hurt,1.32,0.0,1.0
1019054,1019,hurt,1.33,0.0,1.0
1019055,1019,hurt,1.34,0.0,1.0
1019056,1019,hurt,1.35,0.0,1.0
1019057,1019,hurt,1.36,0.0,1.0
1019058,1019,hurt,1.38,0.0,1.0
1019059,1019,hurt,1.4,0.0,1.0
1019060,1019,hurt,1.44,0.0,1.0
1019061,1019,hurt,1.45,0.0,1.0
1019062,1019,hurt,1.46,0.0,1.0
1019063,1019,hurt,1.47,0.0,1.0
1019064,1019,hurt,1.48,0.0,1.0
1019065,1019,hurt,1.5,0.0,1.0
1019066,1019,hurt,1.52,0.0,1.0
1019067,1019,hurt,1.53,0.0,1.0
1019068,1019,hurt,1.55,0.0,1.0
1019069,1019,hurt,1.56,0.0,1.0
1019070,1019,hurt,1.58,0.0,1.0
1019071,1019,hurt,1.59,0.0,1.0
1019072,1019,hurt,1.6,0.0,1.0
1019073,1019,hurt,1.61,0.0,1.0
1019074,1019,hurt,1.62,0.0,1.0
1019075,1019,hurt,1.65,0.0,1.0
1019076,1019,hurt,1.66,0.0,1.0
1019077,1019,hurt,1.67,0.0,1.0
1019078,1019,hurt,1.68,0.0,1.0
1019079,1019,hurt,1.7,0.0,1.0
1019080,1019,hurt,1.71,0.0,1.0
1019081,1019,hurt,1.73,0.0,1.0
1019082,1019,hurt,1.74,0.0,1.0
1019083,1019,hurt,1.76,0.0,1.0
1019084,1019,hurt,1.8,0.0,1.0
1019085,1019,hurt,1.84,0.0,1.0
1019086,1019,hurt,1.85,0.0,1.0
1019087,1019,hurt,1.88,0.0,1.0
1019088,1019,hurt,1.9,0.0,1.0
1019089,1019,hurt,1.92,0.0,1.0
1019090,1019,hurt,1.98,0.0,1.0
1019091,1019,hurt,2,0.0,1.0
1019092,1019,hurt,2.07,0.0,1.0
1019093,1019,hurt,2.1,0.0,1.0
1019094,1019,hurt,2.14,0.0,1.0
1019095,1019,hurt,2.15,0.0,1.0
1019096,1019,hurt,2.16,0.0,1.0
1019097,1019,hurt,2.2,0.0,1.0
1019098,1019,hurt,2.32,0.0,1.0
1019099,1019,hurt,2.4,0.0,1.0
1019100,1019,hurt,2.5,0.0,1.0
1019101,1019,hurt,2.6,0.0,1.0
1019102,1019,hurt,2.62,0.0,1.0
1019103,1019,hurt,2.7,0.0,1.0
1019104,1019,hurt,2.8,0.0,1.0
1019105,1019,hurt,3,0.0,1.0
1019106,1019,hurt,3.2,0.0,1.0
1019107,1019,hurt,3.5,0.0,1.0
1019108,1019,hurt,3.6,0.0,1.0
1019109,1019,hurt,3.7,0.0,1.0
1019110,1019,hurt,3.9,0.0,1.0
1019111,1019,hurt,4.5,0.0,1.0
1019112,1019,hurt,4.8,0.0,1.0
1019113,1019,hurt,5.1,0.0,1.0
1019114,1019,hurt,6,0.0,1.0
1019115,1019,hurt,0.5,1.0,1.0
1019116,1019,hurt,0.55,1.0,1.0
1019117,1019,hurt,0.8,1.0,1.0
1019118,1019,hurt,0.85,1.0,1.0
1019119,1019,hurt,0.9,1.0,1.0
1019120,1019,hurt,0.95,1.0,1.0
1019121,1019,hurt,1,1.0,1.0
1019122,1019,hurt,0.75,1.0,1.0
1019123,1019,hurt,1.2,1.0,1.0
1019124,1019,hurt,0.7,1.0,1.0
1019125,1019,hurt,1.1,1.0,1.0
1019126,1019,hurt,1.05,1.0,1.0
1019127,1019,hurt,1.3,1.0,1.0
1019128,1019,hurt,1.22,0.0,1.0
1019129,1019,hurt,1.95,0.0,1.0
1019130,1019,hurt,2.75,0.0,1.0
1019131,1019,hurt,2.35,0.0,1.0
1019132,1019,hurt,4,0.0,1.0
1019133,1019,hurt,1.75,0.0,1.0
1019134,1019,hurt,1.06,0.0,1.0
1019135,1019,hurt,2.72,0.0,1.0
1019136,1019,hurt,2.55,0.0,1.0
1019137,1019,hurt,1.3,0.0,1.0
1019138,1019,hurt,1.36,0.0,1.0
1019139,1019,hurt,1.32,0.0,1.0
1019140,1019,hurt,1.5,0.0,1.0
1019141,1019,hurt,1.2,0.0,1.0
1019142,1019,hurt,1.1,0.0,1.0
1019143,1019,hurt,1.8,0.0,1.0
1019144,1019,hurt,1.94,0.0,1.0
1019145,1019,hurt,2.98,0.0,1.0
1019146,1019,hurt,3.96,0.0,1.0
1019147,1019,hurt,1.75,0.0,1.0
1019148,1019,hurt,1.3,0.0,1.0
1019149,1019,hurt,2.06,0.0,1.0
1019150,1019,hurt,0,0.0,1.0
1019151,1019,hurt,1.54,0.0,1.0
1019152,1019,hurt,2.05,0.0,1.0
1019153,1019,hurt,2.25,0.0,1.0
1019154,1019,hurt,2.65,0.0,1.0
1019155,1019,hurt,1.6,0.0,1.0
1019156,1019,hurt,1,0.0,1.0
1019157,1019,hurt,2.3,0.0,1.0
1019158,1019,hurt,2.35,0.0,1.0
1019159,1019,hurt,2.9,0.0,1.0
1019160,1019,hurt,1.96,0.0,1.0
1019161,1019,hurt,2,0.0,1.0
1019162,1019,hurt,2.04,0.0,1.0
1019163,1019,hurt,2.08,0.0,1.0
1019164,1019,hurt,2.12,0.0,1.0
1019165,1019,hurt,0.95,0.0,1.0
1019166,1019,hurt,0.98,0.0,1.0
1019167,1019,hurt,0.98,0.0,1.0
1019168,1019,hurt,1.03,0.0,1.0
1019169,1019,hurt,1.05,0.0,1.0
1019170,1019,hurt,2.4,0.0,1.0
1019171,1019,hurt,2.4,0.0,1.0
1019172,1019,hurt,2.5,0.0,1.0
1019173,1019,hurt,2.5,0.0,1.0
1019174,1019,hurt,2.6,0.0,1.0
1019175,1019,hurt,1.23,0.0,1.0
1019176,1019,hurt,1.23,0.0,1.0
1019177,1019,hurt,1.28,0.0,1.0
1019178,1019,hurt,1.28,0.0,1.0
1019179,1019,hurt,1.35,0.0,1.0
1019180,1019,hurt,2.1,0.0,1.0
1019181,1019,hurt,2.14,0.0,1.0
1019182,1019,hurt,2.18,0.0,1.0
1019183,1019,hurt,2.22,0.0,1.0
1019184,1019,hurt,2.26,0.0,1.0
1019185,1019,hurt,3.06,0.0,1.0
1019186,1019,hurt,3.12,0.0,1.0
1019187,1019,hurt,3.18,0.0,1.0
1019188,1019,hurt,3.24,0.0,1.0
1019189,1019,hurt,3.3,0.0,1.0
1019190,1019,hurt,1.68,0.0,1.0
1019191,1019,hurt,1.71,0.0,1.0
1019192,1019,hurt,1.75,0.0,1.0
1019193,1019,hurt,1.79,0.0,1.0
1019194,1019,hurt,1.81,0.0,1.0
1019195,1019,hurt,1.99,0.0,1.0
1019196,1019,hurt,2.05,0.0,1.0
1019197,1019,hurt,2.1,0.0,1.0
1019198,1019,hurt,2.13,0.0,1.0
1019199,1019,hurt,2.15,0.0,1.0
1019200,1019,hurt,2.19,0.0,1.0
1019201,1019,hurt,2.25,0.0,1.0
1019202,1019,hurt,2.3,0.0,1.0
1019203,1019,hurt,2.33,0.0,1.0
1019204,1019,hurt,2.35,0.0,1.0
1019205,1019,hurt,2.8,0.0,1.0
1019206,1019,hurt,2.85,0.0,1.0
1019207,1019,hurt,2.9,0.0,1.0
1019208,1019,hurt,3,0.0,1.0
1019209,1019,hurt,3.03,0.0,1.0
1019210,1019,hurt,4.04,0.0,1.0
1019211,1019,hurt,4.11,0.0,1.0
1019212,1019,hurt,4.26,0.0,1.0
1019213,1019,hurt,4.31,0.0,1.0
1019214,1019,hurt,4.36,0.0,1.0
1019215,1019,hurt,1.84,0.0,1.0
1019216,1019,hurt,1.88,0.0,1.0
1019217,1019,hurt,1.9,0.0,1.0
1019218,1019,hurt,1.94,0.0,1.0
1019219,1019,hurt,1.98,0.0,1.0
1019220,1019,hurt,4.6,0.0,1.0
1019221,1019,hurt,4.68,0.0,1.0
1019222,1019,hurt,4.75,0.0,1.0
1019223,1019,hurt,4.85,0.0,1.0
1019224,1019,hurt,4.9,0.0,1.0
1019225,1019,hurt,1.84,0.0,1.0
1019226,1019,hurt,1.88,0.0,1.0
1019227,1019,hurt,1.9,0.0,1.0
1019228,1019,hurt,1.96,0.0,1.0
1019229,1019,hurt,1.98,0.0,1.0
1019230,1019,hurt,1.53,0.0,1.0
1019231,1019,hurt,1.56,0.0,1.0
1019232,1019,hurt,1.59,0.0,1.0
1019233,1019,hurt,1.62,0.0,1.0
1019234,1019,hurt,1.65,0.0,1.0
1019235,1019,hurt,0.92,0.0,1.0
1019236,1019,hurt,0.94,0.0,1.0
1019237,1019,hurt,0.96,0.0,1.0
1019238,1019,hurt,0.98,0.0,1.0
1019239,1019,hurt,0.99,0.0,1.0
1019240,1019,hurt,2.55,0.0,1.0
1019241,1019,hurt,2.6,0.0,1.0
1019242,1019,hurt,2.65,0.0,1.0
1019243,1019,hurt,2.7,0.0,1.0
1019244,1019,hurt,2.75,0.0,1.0
1019245,1019,hurt,1.275,0.0,1.0
1019246,1019,hurt,1.3,0.0,1.0
1019247,1019,hurt,1.325,0.0,1.0
1019248,1019,hurt,1.35,0.0,1.0
1019249,1019,hurt,1.37,0.0,1.0
1019250,1019,hurt,2.04,0.0,1.0
1019251,1019,hurt,2.08,0.0,1.0
1019252,1019,hurt,2.12,0.0,1.0
1019253,1019,hurt,2.16,0.0,1.0
1019254,1019,hurt,2.2,0.0,1.0
1019255,1019,hurt,2.55,0.0,1.0
1019256,1019,hurt,2.6,0.0,1.0
1019257,1019,hurt,2.65,0.0,1.0
1019258,1019,hurt,2.7,0.0,1.0
1019259,1019,hurt,2.75,0.0,1.0
1019260,1019,hurt,2.8,0.0,1.0
1019261,1019,hurt,1.12,0.0,1.0
1019262,1019,hurt,1.14,0.0,1.0
1019263,1019,hurt,1.16,0.0,1.0
1019264,1019,hurt,1.18,0.0,1.0
1019265,1019,hurt,1.21,0.0,1.0
1019266,1019,hurt,1.65,0.0,1.0
1019267,1019,hurt,1.68,0.0,1.0
1019268,1019,hurt,1.71,0.0,1.0
1019269,1019,hurt,1.74,0.0,1.0
1019270,1019,hurt,1.78,0.0,1.0
1019271,1019,hurt,0.97,0.0,1.0
1019272,1019,hurt,0.99,0.0,1.0
1019273,1019,hurt,1.01,0.0,1.0
1019274,1019,hurt,1.03,0.0,1.0
1019275,1019,hurt,1.05,0.0,1.0
1019276,1019,hurt,1.94,0.0,1.0
1019277,1019,hurt,1.98,0.0,1.0
1019278,1019,hurt,2.02,0.0,1.0
1019279,1019,hurt,2.05,0.0,1.0
1019280,1019,hurt,2.09,0.0,1.0
1019281,1019,hurt,2.4,0.0,1.0
1019282,1019,hurt,2.45,0.0,1.0
1019283,1019,hurt,2.5,0.0,1.0
1019284,1019,hurt,2.53,0.0,1.0
1019285,1019,hurt,2.58,0.0,1.0
1019286,1019,hurt,2.86,0.0,1.0
1019287,1019,hurt,2.92,0.0,1.0
1019288,1019,hurt,2.96,0.0,1.0
1019289,1019,hurt,3,0.0,1.0
1019290,1019,hurt,3.08,0.0,1.0
1019291,1019,hurt,1.04,0.0,1.0
1019292,1019,hurt,1.06,0.0,1.0
1019293,1019,hurt,1.08,0.0,1.0
1019294,1019,hurt,1.09,0.0,1.0
1019295,1019,hurt,1.1,0.0,1.0
1019296,1019,hurt,4.9,0.0,1.0
1019297,1019,hurt,5,0.0,1.0
1019298,1019,hurt,5.08,0.0,1.0
1019299,1019,hurt,5.18,0.0,1.0
1019300,1019,hurt,5.28,0.0,1.0
1019301,1019,hurt,1,0.0,1.0
1019302,1019,hurt,1.02,0.0,1.0
1019303,1019,hurt,1.04,0.0,1.0
1019304,1019,hurt,1.06,0.0,1.0
1019305,1019,hurt,1.08,0.0,1.0
1019306,1019,hurt,1.265,0.0,1.0
1019307,1019,hurt,1.29,0.0,1.0
1019308,1019,hurt,1.32,0.0,1.0
1019309,1019,hurt,1.34,0.0,1.0
1019310,1019,hurt,1.36,0.0,1.0
1019311,1019,hurt,1.175,0.0,1.0
1019312,1019,hurt,1.19,0.0,1.0
1019313,1019,hurt,1.22,0.0,1.0
1019314,1019,hurt,1.24,0.0,1.0
1019315,1019,hurt,1.27,0.0,1.0
1019316,1019,hurt,3.06,0.0,1.0
1019317,1019,hurt,3.12,0.0,1.0
1019318,1019,hurt,3.18,0.0,1.0
1019319,1019,hurt,3.24,0.0,1.0
1019320,1019,hurt,3.3,0.0,1.0
1019321,1019,hurt,1.33,0.0,1.0
1019322,1019,hurt,1.35,0.0,1.0
1019323,1019,hurt,1.37,0.0,1.0
1019324,1019,hurt,1.4,0.0,1.0
1019325,1019,hurt,1.43,0.0,1.0
1019326,1019,hurt,4.08,0.0,1.0
1019327,1019,hurt,4.16,0.0,1.0
1019328,1019,hurt,4.24,0.0,1.0
1019329,1019,hurt,4.32,0.0,1.0
1019330,1019,hurt,4.4,0.0,1.0
1019331,1019,hurt,1.42,0.0,1.0
1019332,1019,hurt,1.45,0.0,1.0
1019333,1019,hurt,1.48,0.0,1.0
1019334,1019,hurt,1.52,0.0,1.0
1019335,1019,hurt,1.54,0.0,1.0
1019336,1019,hurt,2.65,0.0,1.0
1019337,1019,hurt,2.7,0.0,1.0
1019338,1019,hurt,2.75,0.0,1.0
1019339,1019,hurt,2.8,0.0,1.0
1019340,1019,hurt,2.85,0.0,1.0
1019341,1019,hurt,2.04,0.0,1.0
1019342,1019,hurt,2.08,0.0,1.0
1019343,1019,hurt,2.12,0.0,1.0
1019344,1019,hurt,2.16,0.0,1.0
1019345,1019,hurt,2.2,0.0,1.0
1019346,1019,hurt,1.92,0.0,1.0
1019347,1019,hurt,1.96,0.0,1.0
1019348,1019,hurt,1.98,0.0,1.0
1019349,1019,hurt,2.03,0.0,1.0
1019350,1019,hurt,2.06,0.0,1.0
1019351,1019,hurt,2.02,0.0,1.0
1019352,1019,hurt,2.06,0.0,1.0
1019353,1019,hurt,2.1,0.0,1.0
1019354,1019,hurt,2.14,0.0,1.0
1019355,1019,hurt,2.18,0.0,1.0
1019356,1019,hurt,3.06,0.0,1.0
1019357,1019,hurt,3.12,0.0,1.0
1019358,1019,hurt,3.18,0.0,1.0
1019359,1019,hurt,3.25,0.0,1.0
1019360,1019,hurt,3.3,0.0,1.0
1019361,1019,hurt,1.82,0.0,1.0
1019362,1019,hurt,1.86,0.0,1.0
1019363,1019,hurt,1.9,0.0,1.0
1019364,1019,hurt,1.92,0.0,1.0
1019365,1019,hurt,1.96,0.0,1.0
1019366,1019,hurt,2,0.0,1.0
1019367,1019,hurt,1.225,0.0,1.0
1019368,1019,hurt,1.25,0.0,1.0
1019369,1019,hurt,1.28,0.0,1.0
1019370,1019,hurt,1.3,0.0,1.0
1019371,1019,hurt,1.32,0.0,1.0
1019372,1019,hurt,3.06,0.0,1.0
1019373,1019,hurt,3.12,0.0,1.0
1019374,1019,hurt,3.18,0.0,1.0
1019375,1019,hurt,3.24,0.0,1.0
1019376,1019,hurt,3.3,0.0,1.0
1019377,1019,hurt,3.26,0.0,1.0
1019378,1019,hurt,3.32,0.0,1.0
1019379,1019,hurt,3.4,0.0,1.0
1019380,1019,hurt,3.45,0.0,1.0
1019381,1019,hurt,3.52,0.0,1.0
1019390,1019,hurt,1,0.0,1.0
1019391,1019,hurt,1.2,0.0,1.0
1019400,1019,hurt,1.2,0.0,1.0
1019401,1019,hurt,1.6,0.0,1.0
1019402,1019,hurt,2.2,0.0,1.0
1019410,1019,hurt,1.2,0.0,1.0
1019411,1019,hurt,1.32,0.0,1.0
1019412,1019,hurt,1.56,0.0,1.0
1019413,1019,hurt,1.77,0.0,1.0
1019414,1019,hurt,1.8,0.0,1.0
1019415,1019,hurt,1.83,0.0,1.0
1019416,1019,hurt,1.87,0.0,1.0
1019417,1019,hurt,1.91,0.0,1.0
1019418,1019,hurt,1.54,0.0,1.0
1019419,1019,hurt,1.56,0.0,1.0
1019420,1019,hurt,1.58,0.0,1.0
1019421,1019,hurt,1.6,0.0,1.0
1019422,1019,hurt,1.62,0.0,1.0
1019423,1019,hurt,2.24,0.0,1.0
1019424,1019,hurt,2.28,0.0,1.0
1019425,1019,hurt,2.32,0.0,1.0
1019426,1019,hurt,2.36,0.0,1.0
1019427,1019,hurt,2.4,0.0,1.0
1019428,1019,hurt,1.02,0.0,1.0
1019429,1019,hurt,1.04,0.0,1.0
1019430,1019,hurt,1.06,0.0,1.0
1019431,1019,hurt,1.08,0.0,1.0
1019432,1019,hurt,1.1,0.0,1.0
1019440,1019,hurt,1,0.0,1.0
1019450,1019,hurt,1.25,0.0,1.0
1019451,1019,hurt,1.7,0.0,1.0
1019452,1019,hurt,2.1,0.0,1.0
1019453,1019,hurt,1.69,0.0,1.0
1019454,1019,hurt,1.72,0.0,1.0
1019455,1019,hurt,1.75,0.0,1.0
1019456,1019,hurt,1.78,0.0,1.0
1019457,1019,hurt,1.81,0.0,1.0
1019458,1019,hurt,1.39,0.0,1.0
1019459,1019,hurt,1.42,0.0,1.0
1019460,1019,hurt,1.45,0.0,1.0
1019461,1019,hurt,1.48,0.0,1.0
1019462,1019,hurt,1.51,0.0,1.0
1019463,1019,hurt,1.18,0.0,1.0
1019464,1019,hurt,1.2,0.0,1.0
1019465,1019,hurt,1.22,0.0,1.0
1019466,1019,hurt,1.25,0.0,1.0
1019467,1019,hurt,1.28,0.0,1.0
1019468,1019,hurt,0.82,0.0,1.0
1019469,1019,hurt,0.84,0.0,1.0
1019470,1019,hurt,0.86,0.0,1.0
1019471,1019,hurt,0.88,0.0,1.0
1019472,1019,hurt,0.9,0.0,1.0
1019473,1019,hurt,1.12,0.0,1.0
1019474,1019,hurt,1.252,0.0,1.0
1019475,1019,hurt,1.55,0.0,1.0
1019476,1019,hurt,1.16,0.0,1.0
1019477,1019,hurt,1.18,0.0,1.0
1019478,1019,hurt,1.2,0.0,1.0
1019479,1019,hurt,1.22,0.0,1.0
1019480,1019,hurt,1.24,0.0,1.0
1019481,1019,hurt,2.02,0.0,1.0
1019482,1019,hurt,2.04,0.0,1.0
1019483,1019,hurt,2.06,0.0,1.0
1019484,1019,hurt,2.08,0.0,1.0
1019485,1019,hurt,2.1,0.0,1.0
1019486,1019,hurt,1.49,0.0,1.0
1019487,1019,hurt,1.52,0.0,1.0
1019488,1019,hurt,1.55,0.0,1.0
1019489,1019,hurt,1.58,0.0,1.0
1019490,1019,hurt,1.61,0.0,1.0
1019491,1019,hurt,2.77,0.0,1.0
1019492,1019,hurt,2.82,0.0,1.0
1019493,1019,hurt,2.87,0.0,1.0
1019494,1019,hurt,2.92,0.0,1.0
1019495,1019,hurt,2.97,0.0,1.0
1019496,1019,hurt,1.61,0.0,1.0
1019497,1019,hurt,1.64,0.0,1.0
1019498,1019,hurt,1.67,0.0,1.0
1019499,1019,hurt,1.7,0.0,1.0
1019500,1019,hurt,1.73,0.0,1.0
1019501,1019,hurt,0.97,0.0,1.0
1019502,1019,hurt,0.99,0.0,1.0
1019503,1019,hurt,1.01,0.0,1.0
1019504,1019,hurt,1.03,0.0,1.0
1019505,1019,hurt,1.05,0.0,1.0
1019506,1019,hurt,4.08,0.0,1.0
1019507,1019,hurt,4.16,0.0,1.0
1019508,1019,hurt,4.24,0.0,1.0
1019509,1019,hurt,4.32,0.0,1.0
1019510,1019,hurt,4.4,0.0,1.0
1019511,1019,hurt,2.24,0.0,1.0
1019512,1019,hurt,2.28,0.0,1.0
1019513,1019,hurt,2.32,0.0,1.0
1019514,1019,hurt,2.36,0.0,1.0
1019515,1019,hurt,2.4,0.0,1.0
1019516,1019,hurt,1.59,0.0,1.0
1019517,1019,hurt,1.62,0.0,1.0
1019518,1019,hurt,1.65,0.0,1.0
1019519,1019,hurt,1.68,0.0,1.0
1019520,1019,hurt,1.71,0.0,1.0
1019521,1019,hurt,2.14,0.0,1.0
1019522,1019,hurt,2.18,0.0,1.0
1019523,1019,hurt,2.22,0.0,1.0
1019524,1019,hurt,2.26,0.0,1.0
1019525,1019,hurt,2.3,0.0,1.0
1019526,1019,hurt,1.58,0.0,1.0
1019527,1019,hurt,1.61,0.0,1.0
1019528,1019,hurt,1.64,0.0,1.0
1019529,1019,hurt,1.67,0.0,1.0
1019530,1019,hurt,1.7,0.0,1.0
1019531,1019,hurt,1.62,0.0,1.0
1019532,1019,hurt,1.65,0.0,1.0
1019533,1019,hurt,1.68,0.0,1.0
1019534,1019,hurt,1.71,0.0,1.0
1019535,1019,hurt,1.74,0.0,1.0
1019536,1019,hurt,1.59,0.0,1.0
1019537,1019,hurt,1.62,0.0,1.0
1019538,1019,hurt,1.65,0.0,1.0
1019539,1019,hurt,1.68,0.0,1.0
1019540,1019,hurt,1.71,0.0,1.0
1019541,1019,hurt,1.07,0.0,1.0
1019542,1019,hurt,1.09,0.0,1.0
1019543,1019,hurt,1.11,0.0,1.0
1019544,1019,hurt,1.13,0.0,1.0
1019545,1019,hurt,1.15,0.0,1.0
1019546,1019,hurt,1.53,0.0,1.0
1019547,1019,hurt,1.56,0.0,1.0
1019548,1019,hurt,1.59,0.0,1.0
1019549,1019,hurt,1.62,0.0,1.0
1019550,1019,hurt,1.65,0.0,1.0
1019551,1019,hurt,4.08,0.0,1.0
1019552,1019,hurt,4.16,0.0,1.0
1019553,1019,hurt,4.24,0.0,1.0
1019554,1019,hurt,4.32,0.0,1.0
1019555,1019,hurt,4.4,0.0,1.0
1019556,1019,hurt,1.27,0.0,1.0
1019557,1019,hurt,1.29,0.0,1.0
1019558,1019,hurt,1.31,0.0,1.0
1019559,1019,hurt,1.33,0.0,1.0
1019560,1019,hurt,1.35,0.0,1.0
1019561,1019,hurt,1.49,0.0,1.0
1019562,1019,hurt,1.52,0.0,1.0
1019563,1019,hurt,1.55,0.0,1.0
1019564,1019,hurt,1.58,0.0,1.0
1019565,1019,hurt,1.61,0.0,1.0
1019566,1019,hurt,1.65,0.0,1.0
1019567,1019,hurt,1.68,0.0,1.0
1019568,1019,hurt,1.71,0.0,1.0
1019569,1019,hurt,1.74,0.0,1.0
1019570,1019,hurt,1.77,0.0,1.0
1019571,1019,hurt,0.96,1.0,1.0
1019572,1019,hurt,0.97,1.0,1.0
1019573,1019,hurt,0.98,1.0,1.0
1019574,1019,hurt,0.99,1.0,1.0
1019575,1019,hurt,1,1.0,1.0
1019576,1019,hurt,1.93,0.0,1.0
1019577,1019,hurt,1.96,0.0,1.0
1019578,1019,hurt,1.99,0.0,1.0
1019579,1019,hurt,2.02,0.0,1.0
1019580,1019,hurt,2.05,0.0,1.0
1019581,1019,hurt,1.52,0.0,1.0
1019582,1019,hurt,1.54,0.0,1.0
1019583,1019,hurt,1.56,0.0,1.0
1019584,1019,hurt,1.58,0.0,1.0
1019585,1019,hurt,1.6,0.0,1.0
1019586,1019,hurt,1.85,0.0,1.0
1019587,1019,hurt,1.88,0.0,1.0
1019588,1019,hurt,1.91,0.0,1.0
1019589,1019,hurt,1.94,0.0,1.0
1019590,1019,hurt,1.97,0.0,1.0
1019591,1019,hurt,1.325,1.0,1.0
1019592,1019,hurt,1.35,1.0,1.0
1019593,1019,hurt,1.375,1.0,1.0
1019594,1019,hurt,1.4,1.0,1.0
1019595,1019,hurt,1.43,1.0,1.0
1019596,1019,hurt,1.82,0.0,1.0
1019597,1019,hurt,1.28,0.0,1.0
1019598,1019,hurt,1.31,0.0,1.0
1019599,1019,hurt,1.34,0.0,1.0
1019600,1019,hurt,1.37,0.0,1.0
1019601,1019,hurt,1.4,0.0,1.0
1019602,1019,hurt,1.88,0.0,1.0
1019603,1019,hurt,1.91,0.0,1.0
1019604,1019,hurt,1.94,0.0,1.0
1019605,1019,hurt,1.97,0.0,1.0
1019606,1019,hurt,2,0.0,1.0
1019607,1019,hurt,1.51,0.0,1.0
1019608,1019,hurt,1.54,0.0,1.0
1019609,1019,hurt,1.57,0.0,1.0
1019610,1019,hurt,1.6,0.0,1.0
1019611,1019,hurt,1.63,0.0,1.0
1019612,1019,hurt,1,0.0,1.0
1019613,1019,hurt,1.5,0.0,1.0
1019614,1019,hurt,2.2,0.0,1.0
1019615,1019,hurt,4.2,0.0,1.0
1019616,1019,hurt,2.65,0.0,1.0
1019617,1019,hurt,2.7,0.0,1.0
1019618,1019,hurt,2.75,0.0,1.0
1019619,1019,hurt,2.8,0.0,1.0
1019620,1019,hurt,2.85,0.0,1.0
1019621,1019,hurt,1.83,0.0,1.0
1019622,1019,hurt,1.86,0.0,1.0
1019623,1019,hurt,1.89,0.0,1.0
1019624,1019,hurt,1.92,0.0,1.0
1019625,1019,hurt,1.95,0.0,1.0
1019626,1019,hurt,1.325,0.0,1.0
1019627,1019,hurt,1.35,0.0,1.0
1019628,1019,hurt,1.375,0.0,1.0
1019629,1019,hurt,1.4,0.0,1.0
1019630,1019,hurt,1.43,0.0,1.0
1019631,1019,hurt,2.18,0.0,1.0
1019632,1019,hurt,2.22,0.0,1.0
1019633,1019,hurt,2.26,0.0,1.0
1019634,1019,hurt,2.3,0.0,1.0
1019635,1019,hurt,2.34,0.0,1.0
1019636,1019,hurt,2.24,0.0,1.0
1019637,1019,hurt,2.28,0.0,1.0
1019638,1019,hurt,2.32,0.0,1.0
1019639,1019,hurt,2.36,0.0,1.0
1019640,1019,hurt,2.4,0.0,1.0
1019641,1019,hurt,1.22,0.0,1.0
1019642,1019,hurt,1.24,0.0,1.0
1019643,1019,hurt,1.26,0.0,1.0
1019644,1019,hurt,1.28,0.0,1.0
1019645,1019,hurt,1.3,0.0,1.0
1019646,1019,hurt,1.18,0.0,1.0
1019647,1019,hurt,1.2,0.0,1.0
1019648,1019,hurt,1.22,0.0,1.0
1019649,1019,hurt,1.24,0.0,1.0
1019650,1019,hurt,1.26,0.0,1.0
1019651,1019,hurt,1.02,0.0,1.0
1019652,1019,hurt,1.04,0.0,1.0
1019653,1019,hurt,1.06,0.0,1.0
1019654,1019,hurt,1.08,0.0,1.0
1019655,1019,hurt,1.1,0.0,1.0
1019656,1019,hurt,1.51,0.0,1.0
1019657,1019,hurt,1.54,0.0,1.0
1019658,1019,hurt,1.57,0.0,1.0
1019659,1019,hurt,1.6,0.0,1.0
1019660,1019,hurt,1.63,0.0,1.0
1019661,1019,hurt,1.39,0.0,1.0
1019662,1019,hurt,1.42,0.0,1.0
1019663,1019,hurt,1.45,0.0,1.0
