id,name,suit_name,skin_text
6479,Gezackte Zähne,,"
Hammer mit gezackten Zähnen, der von Fenrir verwendet wird. Nach äußerst rauer Bearbeitung wurde er zu einer leicht zu haltenden Waffe. 

Es gibt niemanden, der Fenrirs Kraft standhalten kann. Dieser Hammer wurde von ihr Jahrelang geschwunden und ist dennoch nicht kapputt gegangen. Aus diesem Grund liebt ihn Fenrir sehr. 

Die Kreisförmigen Wachstumsspuren am Hammer zeigen, dass er ursprünglich Teil einer riesigen und alten Kreatur war. Vielleicht kann sie auf das Zeitalter der ""vergessenen Götter"" zurückgeführt werden."
6480,Gezackte Zähne,,"
Hammer mit gezackten Zähnen, der von Fenrir verwendet wird. Nach äußerst rauer Bearbeitung wurde er zu einer leicht zu haltenden Waffe. 

Es gibt niemanden, der Fenrirs Kraft standhalten kann. Dieser Hammer wurde von ihr Jahrelang geschwunden und ist dennoch nicht kapputt gegangen. Aus diesem Grund liebt ihn Fenrir sehr. 

Die Kreisförmigen Wachstumsspuren am Hammer zeigen, dass er ursprünglich Teil einer riesigen und alten Kreatur war. Vielleicht kann sie auf das Zeitalter der ""vergessenen Götter"" zurückgeführt werden."
6481,Gezackte Zähne,,"
Hammer mit gezackten Zähnen, der von Fenrir verwendet wird. Nach äußerst rauer Bearbeitung wurde er zu einer leicht zu haltenden Waffe. 

Es gibt niemanden, der Fenrirs Kraft standhalten kann. Dieser Hammer wurde von ihr Jahrelang geschwunden und ist dennoch nicht kapputt gegangen. Aus diesem Grund liebt ihn Fenrir sehr. 

Die Kreisförmigen Wachstumsspuren am Hammer zeigen, dass er ursprünglich Teil einer riesigen und alten Kreatur war. Vielleicht kann sie auf das Zeitalter der ""vergessenen Götter"" zurückgeführt werden."
6482,Gezackte Zähne,,"
Hammer mit gezackten Zähnen, der von Fenrir verwendet wird. Nach äußerst rauer Bearbeitung wurde er zu einer leicht zu haltenden Waffe. 

Es gibt niemanden, der Fenrirs Kraft standhalten kann. Dieser Hammer wurde von ihr Jahrelang geschwunden und ist dennoch nicht kapputt gegangen. Aus diesem Grund liebt ihn Fenrir sehr. 

Die Kreisförmigen Wachstumsspuren am Hammer zeigen, dass er ursprünglich Teil einer riesigen und alten Kreatur war. Vielleicht kann sie auf das Zeitalter der ""vergessenen Götter"" zurückgeführt werden."
6483,Gezackte Zähne,,"
Hammer mit gezackten Zähnen, der von Fenrir verwendet wird. Nach äußerst rauer Bearbeitung wurde er zu einer leicht zu haltenden Waffe. 

Es gibt niemanden, der Fenrirs Kraft standhalten kann. Dieser Hammer wurde von ihr Jahrelang geschwunden und ist dennoch nicht kapputt gegangen. Aus diesem Grund liebt ihn Fenrir sehr. 

Die Kreisförmigen Wachstumsspuren am Hammer zeigen, dass er ursprünglich Teil einer riesigen und alten Kreatur war. Vielleicht kann sie auf das Zeitalter der ""vergessenen Götter"" zurückgeführt werden."
6484,Gezackte Zähne,,"
Hammer mit gezackten Zähnen, der von Fenrir verwendet wird. Nach äußerst rauer Bearbeitung wurde er zu einer leicht zu haltenden Waffe. 

Es gibt niemanden, der Fenrirs Kraft standhalten kann. Dieser Hammer wurde von ihr Jahrelang geschwunden und ist dennoch nicht kapputt gegangen. Aus diesem Grund liebt ihn Fenrir sehr. 

Die Kreisförmigen Wachstumsspuren am Hammer zeigen, dass er ursprünglich Teil einer riesigen und alten Kreatur war. Vielleicht kann sie auf das Zeitalter der ""vergessenen Götter"" zurückgeführt werden."
6485,Steinklingen-Axt,,
6486,Steinklingen-Axt,,
6487,Steinklingen-Axt,,
6488,Steinklingen-Axt,,
6489,Steinklingen-Axt,,
6490,Steinklingen-Axt,,
6491,Jadeschatten,,
6492,Jadeschatten,,
6493,Jadeschatten,,
6494,Jadeschatten,,
6495,Jadeschatten,,
6496,Jadeschatten,,
7086,Blumiger Tanz,,Ich warte darauf in der Krischblüten-Saison auf dich zu treffen~
7087,Weiß-Rosa Kimono,,"Wo gehen wir dieses Jahr hin, um die Kirschblüten anzuschauen?…Kyoto~das ist ein Ort mit sehr viel Geschichte~"
7088,Doppeltes Glück,,Zwei Hände zu halten bedeuted doppeltes Glück und doppelte Verantwortung zur gleichen Zeit.
7089,Schiedsrichter,,"Schiedsrichterin Fenek hat einen Eid geleistet! Ich werde im Wettkampf niemals den Mut verlieren und niemals einen Termin verpassen…Ah, Aua, ich hab mir auf die Zunge gebissen~"
7090,Baseballstar,,"Wenn du bei einem Spiel zuschaust, kannst du meinen Home Run bewundern!"
7091,Sprinterin,,Sie sollte abnehmen! Fast hätte sie nicht gewonnen~
7092,Volleyballprofi,,"Bereite dich auf einen blauen Fleck vor, wenn du diesen Ball blockst!"
7093,Revolverheldin,,"Willst du die Kraft meiner neuen Waffe testen? Ich stelle dich gern zufrieden, Miao!"
7094,Ewige Liebe,,Unsere Liebe ist unendlich：unerschütterlich und treu!
7095,Geigenvirtuosin,,"Senpai, dieses Stück habe ich extra für dich eingeübt. Bitte hör gut zu~"
7096,Blumige Liebe,,Kennst du die Bedeutung der Kirschblüte? Sie symbolisiert Liebe und Hoffnung. Tanze mit ihr.
7097,Vorteilshafte Liebe,,So Jemand wie mich gibt es nicht so oft!
7098,Musketier,,Der Tanz mit dem Degen muss geübt sein. Willst du mal seine scharfen Kanten testen?
7099,Sommergefühle,,"Auch wenn es nicht ganz einfach ist, ist es im Grundegenommen nicht schwer sich im Wasser treiben zu lassen~"
7100,Tee-Masterin,,"Ah, die Teestiele in meinem Glas stehen nach oben… das muss ein guter Tag heute sein~"
7101,Elegante Dame,,"Das Leben auf der Bühne ist beendet, aber das Leben abseits der Bühne beginnt gerade erst. Wirst du mich bei diesem Theaterstück bis zum Ende begleiten?"
7102,Sommerlust,,"Ah, so etwas süßes ist wirklich eine Sünde… versteh mich nicht falsch. Ich liebe dein Eis!"
7103,Flügel der Zeit,,Die Verbindung von Technologie und Magie ist wunderbar. Ich hoffe du genießt sie auch so~
7104,Alpha-Wolf,,Ahhh!! Kommt heraus und kämpft! Es wird nicht besser wenn ihr darauf wartet von mir gefunden zu werden!
7105,Geburtstags-Magie,,"Schaut alle her, ihr Menschen! Das Spektakel beginnt!"
6497,Festlicher Zauberstab,,
6498,Festlicher Zauberstab,,
6499,Festlicher Zauberstab,,
6500,Festlicher Zauberstab,,
6501,Festlicher Zauberstab,,
6502,Festlicher Zauberstab,,
7106,Lila Champagner,,"Willst du etwas vom Champagner, Senpai? Mach dir keine Sorgen, er ist nicht so stark~"
7107,Kriegsgöttin,,Du willst eine neue Waffe? Dann halte nur eine Runde gegen meinen kleinen Hund statt und ich schenke dir diesen Revolver. Wie ist es? Willst du es mal probieren?
7108,Sommervibes,,Sonne und Strand! Ich spann den Sonnenschirm auf und entspanne auf meiner Strandmatte~ So sehen perfekte Ferien aus~
7109,Wasserkönigin,,Wow~Anastasias Eis ist wirklich super lecker! Yay~wirklich gut~Sommer~
7110,Sommerfrische,,"Ahhh~So ein weiches Wasserkissen! Oh... Master, seit wann bist du hier~du sollst nicht einfach heimlich herkommen und mich beobachten ohne etwas zu sagen!"
7111,Taufrisch,,Ja! Wirkliche Ferien! Wirkliches Meer! Eine wirklich tolle Erfahrung!
7112,Surferin,,Ha! Ihr dummen Menschen liegt nur am Strand herum. Schaut schnell wie toll ich bin!
7113,Schwimmendes Gold,,"Hast du gedacht, dass beim Tauchen die Flügel im Weg sind? Das ist kein bisschen so~"
7114,Süße Beere,,"Du musst nur die Zahl auf der Spielkarte erraten, dann kriegst du ein Erdbeereis~"
7115,Mitsommerschatten,,"Es gibt genug Snacks und Getränke. Wähle, was dir gefällt…Das Eis geht nicht. Das ist für Fenek~"
6503,Siegelherz·Geister,,
6504,Siegelherz·Geister,,
6505,Siegelherz·Geister,,
6506,Siegelherz·Geister,,
6507,Siegelherz·Geister,,
6508,Siegelherz·Geister,,
6509,Dämonenblut·Geister,,
6510,Dämonenblut·Geister,,
6511,Dämonenblut·Geister,,
6512,Dämonenblut·Geister,,
6513,Dämonenblut·Geister,,
6514,Dämonenblut·Geister,,
6515,Siegelschwert·Mensch,,
6516,Siegelschwert·Mensch,,
6517,Siegelschwert·Mensch,,
6518,Siegelschwert·Mensch,,
6519,Siegelschwert·Mensch,,
6520,Siegelschwert·Mensch,,
6521,Schmerzfessel·Mensch,,
6522,Schmerzfessel·Mensch,,
6523,Schmerzfessel·Mensch,,
6524,Schmerzfessel·Mensch,,
6525,Schmerzfessel·Mensch,,
6526,Schmerzfessel·Mensch,,
6527,Dornenschild·Mensch,,
6528,Dornenschild·Mensch,,
6529,Dornenschild·Mensch,,
6530,Dornenschild·Mensch,,
6531,Dornenschild·Mensch,,
6532,Dornenschild·Mensch,,
6533,Siegelherz·Monster,,
6534,Siegelherz·Monster,,
6535,Siegelherz·Monster,,
6536,Siegelherz·Monster,,
6537,Siegelherz·Monster,,
6538,Siegelherz·Monster,,
6539,Dämonenblut·Monster,,
6540,Dämonenblut·Monster,,
6541,Dämonenblut·Monster,,
6542,Dämonenblut·Monster,,
6543,Dämonenblut·Monster,,
6544,Dämonenblut·Monster,,
6545,Siegelschwert·Fee,,
6546,Siegelschwert·Fee,,
6547,Siegelschwert·Fee,,
6548,Siegelschwert·Fee,,
6549,Siegelschwert·Fee,,
6550,Siegelschwert·Fee,,
6551,Schmerzfessel·Fee,,
6552,Schmerzfessel·Fee,,
6553,Schmerzfessel·Fee,,
6554,Schmerzfessel·Fee,,
6555,Schmerzfessel·Fee,,
6556,Schmerzfessel·Fee,,
6557,Dornenschild·Fee,,
6558,Dornenschild·Fee,,
6559,Dornenschild·Fee,,
6560,Dornenschild·Fee,,
6561,Dornenschild·Fee,,
6562,Dornenschild·Fee,,
6563,Dämonenblut·Fee,,
6564,Dämonenblut·Fee,,
6565,Dämonenblut·Fee,,
6566,Dämonenblut·Fee,,
6567,Dämonenblut·Fee,,
6568,Dämonenblut·Fee,,
6569,Siegelschwert·Engel,,
6570,Siegelschwert·Engel,,
6571,Siegelschwert·Engel,,
6572,Siegelschwert·Engel,,
6573,Siegelschwert·Engel,,
6574,Siegelschwert·Engel,,
6575,Schmerzfessel·Engel,,
6576,Schmerzfessel·Engel,,
6577,Schmerzfessel·Engel,,
6578,Schmerzfessel·Engel,,
6579,Schmerzfessel·Engel,,
6580,Schmerzfessel·Engel,,
6581,Dornenschild·Engel,,
6582,Dornenschild·Engel,,
6583,Dornenschild·Engel,,
6584,Dornenschild·Engel,,
6585,Dornenschild·Engel,,
6586,Dornenschild·Engel,,
6587,Siegelherz·Engel,,
6588,Siegelherz·Engel,,
6589,Siegelherz·Engel,,
6590,Siegelherz·Engel,,
6591,Siegelherz·Engel,,
6592,Siegelherz·Engel,,
6593,Dämonenblut·Engel,,
6594,Dämonenblut·Engel,,
6595,Dämonenblut·Engel,,
6596,Dämonenblut·Engel,,
6597,Dämonenblut·Engel,,
6598,Dämonenblut·Engel,,
6599,Siegelschwert·Dämon,,
6600,Siegelschwert·Dämon,,
6601,Siegelschwert·Dämon,,
6602,Siegelschwert·Dämon,,
6603,Siegelschwert·Dämon,,
6604,Siegelschwert·Dämon,,
6605,Schmerzfessel·Dämon,,
6606,Schmerzfessel·Dämon,,
6607,Schmerzfessel·Dämon,,
6608,Schmerzfessel·Dämon,,
6609,Schmerzfessel·Dämon,,
6610,Schmerzfessel·Dämon,,
6611,Dornenschild·Dämon,,
6612,Dornenschild·Dämon,,
6613,Dornenschild·Dämon,,
6614,Dornenschild·Dämon,,
6615,Dornenschild·Dämon,,
6616,Dornenschild·Dämon,,
6617,Siegelherz·Dämon,,
6618,Siegelherz·Dämon,,
6619,Siegelherz·Dämon,,
6620,Siegelherz·Dämon,,
6621,Siegelherz·Dämon,,
6622,Siegelherz·Dämon,,
6623,Dämonenblut·Dämon,,
6624,Dämonenblut·Dämon,,
6625,Dämonenblut·Dämon,,
6626,Dämonenblut·Dämon,,
6627,Dämonenblut·Dämon,,
6628,Dämonenblut·Dämon,,
6629,Armbrust,,
6630,Armbrust,,
6631,Armbrust,,
6632,Armbrust,,
6633,Armbrust,,
6634,Armbrust,,
6635,Schicksalswürfel,,
6636,Schicksalswürfel,,
6637,Schicksalswürfel,,
6638,Schicksalswürfel,,
6639,Schicksalswürfel,,
6640,Schicksalswürfel,,
6641,Zauberzylinder,,
6642,Zauberzylinder,,
6643,Zauberzylinder,,
6644,Zauberzylinder,,
6645,Zauberzylinder,,
6646,Zauberzylinder,,
6647,Kagura-Glocke,,
6648,Kagura-Glocke,,
6649,Kagura-Glocke,,
6650,Kagura-Glocke,,
6651,Kagura-Glocke,,
6652,Kagura-Glocke,,
6653,Schutzhandschuh,,
6654,Schutzhandschuh,,
6655,Schutzhandschuh,,
6656,Schutzhandschuh,,
6657,Schutzhandschuh,,
6658,Schutzhandschuh,,
6659,Heiliger Pokal,,
6660,Heiliger Pokal,,
6661,Heiliger Pokal,,
6662,Heiliger Pokal,,
6663,Heiliger Pokal,,
6664,Heiliger Pokal,,
6665,Hammerbär,,
6666,Hammerbär,,
6667,Hammerbär,,
6668,Hammerbär,,
6669,Hammerbär,,
6670,Hammerbär,,
6671,Yume-Laterne,,
6672,Yume-Laterne,,
6673,Yume-Laterne,,
6674,Yume-Laterne,,
6675,Yume-Laterne,,
6676,Yume-Laterne,,
6677,Samuraihelm,,
6678,Samuraihelm,,
6679,Samuraihelm,,
6680,Samuraihelm,,
6681,Samuraihelm,,
6682,Samuraihelm,,
6683,Bienenstachel,,
6684,Bienenstachel,,
6685,Bienenstachel,,
6686,Bienenstachel,,
6687,Bienenstachel,,
6688,Bienenstachel,,
6689,Heilige Schelle,,
6690,Heilige Schelle,,
6691,Heilige Schelle,,
6692,Heilige Schelle,,
6693,Heilige Schelle,,
6694,Heilige Schelle,,
6695,Geheimschlüssel,,
6696,Geheimschlüssel,,
6697,Geheimschlüssel,,
6698,Geheimschlüssel,,
6699,Geheimschlüssel,,
6700,Geheimschlüssel,,
7116,Sonnenlegende,,Die Zwillinge genießen gerade ihre Ferien am Strand. Aber es wird ein Tag voller Überraschung sein...
7117,Bienentanz,,Dreh das Uhrwerk hinter mir. Dann würde ich dich zum Tanz einladen~
7118,Strandurlaub,,"In den Ferien vergisst man all seinen Kummer. Senpai, machen wir einen Mittagsschalf?"
7119,Perfekte Dynamik,,"Schwarz und weiß, eine elegante Symmetrie~"
6701,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
6702,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
6703,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
6704,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
6705,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
6706,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
7120,Rotkäppchen,,Ah~Autsch...die Pilze sind alle auf den Boden gefallen. Die habe ich für Senpai vorbereitet~
7121,Schneewittchen,,Bleibst du bei mir während ich tief und fest schlafe?
7122,Cinderella,,Würdest du mich beim nächsten Ball nochmal zum Tanz einladen?
5701,Nebel-Kristall,,
5702,Nebel-Kristall,,
5703,Nebel-Kristall,,
5704,Nebel-Kristall,,
5705,Nebel-Kristall,,
5706,Nebel-Kristall,,
5707,Nebel-Kristall,,
5708,Nebel-Kristall,,
5709,Nebel-Kristall,,
5710,Nebel-Kristall,,
5711,Nebel-Kristall,,
5712,Nebel-Kristall,,
5713,Nebel-Kristall,,
5714,Nebel-Kristall,,
5715,Nebel-Kristall,,
5716,Nebel-Kristall,,
5717,Nebel-Kristall,,
5718,Nebel-Kristall,,
5719,Nebel-Kristall,,
5720,Nebel-Kristall,,
5721,Nebel-Kristall,,
5722,Nebel-Kristall,,
5723,Nebel-Kristall,,
5724,Nebel-Kristall,,
5725,Nebel-Kristall,,
5726,Nebel-Kristall,,
5727,Nebel-Kristall,,
5728,Nebel-Kristall,,
5729,Nebel-Kristall,,
5730,Nebel-Kristall,,
5731,Nebel-Kristall,,
5732,Nebel-Kristall,,
5733,Nebel-Kristall,,
5734,Nebel-Kristall,,
5735,Nebel-Kristall,,
5736,Nebel-Kristall,,
5737,Nebel-Kristall,,
5738,Nebel-Kristall,,
5739,Nebel-Kristall,,
5740,Nebel-Kristall,,
5741,Nebel-Kristall,,
5742,Nebel-Kristall,,
5743,Nebel-Kristall,,
5744,Nebel-Kristall,,
5745,Nebel-Kristall,,
5746,Nebel-Kristall,,
5747,Nebel-Kristall,,
5748,Nebel-Kristall,,
5749,Nebel-Kristall,,
5750,Nebel-Kristall,,
5751,Nebel-Kristall,,
5752,Nebel-Kristall,,
5753,Nebel-Kristall,,
5754,Nebel-Kristall,,
5755,Nebel-Kristall,,
5756,Nebel-Kristall,,
5757,Nebel-Kristall,,
5758,Nebel-Kristall,,
5759,Nebel-Kristall,,
5760,Nebel-Kristall,,
5761,Nebel-Kristall,,
5762,Nebel-Kristall,,
5763,Nebel-Kristall,,
5764,Nebel-Kristall,,
5765,Nebel-Kristall,,
5766,Nebel-Kristall,,
5767,Nebel-Kristall,,
5768,Nebel-Kristall,,
5769,Nebel-Kristall,,
5770,Nebel-Kristall,,
5771,Nebel-Kristall,,
5772,Nebel-Kristall,,
7123,Kaguya,,Ich warte auf die Vollmondnacht... Ich werde einen Helden treffen~
7124,Herbstblatt,,"Schon wieder färben sich die Blätter rot. Ob derjenige, an den ich denke, auch an mich denkt?"
7125,Spiegelbild,,Das reine Weiß oder das böse Schwarz? Nein. Wir werden einen neuen Weg aufmachen!
7126,Innige Liebe,,Ich werde deinen Körper von allem Schmutz reinigen. Dich selber natürlich auch!
7127,Bubble-Gentlemen,,"Ein Gentleman sollte genauso wie ein Gentleman aussehen. Stock, Zylinder und Pfeife... Huh? Fragst du dich, was ich da herausgepustet habe?"
7128,Rosa Braut,,Gefalle ich dir so...?
7129,Himmlische Rhapsodie,,Phantasie? Musik? Welch eine schöne Kombination~
7130,Mitternachtskatze,,Süßes oder Saures miao~ Nein... Ich bin doch kein Kürbis!
7131,Seelenbesitzerin,,Mit dem neu geschliffenen Geisterschwert nehme ich die einsamen Seelen in Besitz.
6707,Heiliges Licht,,"
Isabella, der Engel für Heilung hat ihren Zaubertrank in dieser Kristallflasche aufbewahrt. Der Zaubertrank strahlt durch den Kristall damit die Flasche wie ein Juwel aussieht. Aber die Zauberkraft ist auf keinen Fall nur ein einfacher Schmuck.

Isabella hat mit ihrer eigenen Kraft den Zaubertrank hergestellt, weswegen der Trank in einer Flasche aus Kristall bewahrt werden muss, um die Wirkung des Mittels zu verlängern. Wenn Isabella ihre Kraft in die Flasche eingießt, verwandelt sich der Trank in dampfenden Nebel. In diesem Nebel strahlt Isabellas heiliges Licht.

Isabellas Zauber kann die Kreaturen beleben. So eine Fähigkeit ermöglicht Isabella, wirksame Medikamente herzustellen, aber natürlich auch giftige Mittel, was sie zum furchteinflößensten Mädchen gemacht hat. Aber sie hat nichts Böses gemacht und kümmert sich nur um die Verletzten. Auch das Betäubungsmittel verwendet sie nur für Operationen ---- Die Ärztin hat ihr eigenes Bekenntnis. Der Zaubertrank wurde mit Isabellas magischer Kraft hergestellt und sobald man ihn genommen hat, fühlt man sich sofort besser. Pass auf und werde nicht süchtig davon."
6708,Heiliges Licht,,"
Isabella, der Engel für Heilung hat ihren Zaubertrank in dieser Kristallflasche aufbewahrt. Der Zaubertrank strahlt durch den Kristall damit die Flasche wie ein Juwel aussieht. Aber die Zauberkraft ist auf keinen Fall nur ein einfacher Schmuck.

Isabella hat mit ihrer eigenen Kraft den Zaubertrank hergestellt, weswegen der Trank in einer Flasche aus Kristall bewahrt werden muss, um die Wirkung des Mittels zu verlängern. Wenn Isabella ihre Kraft in die Flasche eingießt, verwandelt sich der Trank in dampfenden Nebel. In diesem Nebel strahlt Isabellas heiliges Licht.

Isabellas Zauber kann die Kreaturen beleben. So eine Fähigkeit ermöglicht Isabella, wirksame Medikamente herzustellen, aber natürlich auch giftige Mittel, was sie zum furchteinflößensten Mädchen gemacht hat. Aber sie hat nichts Böses gemacht und kümmert sich nur um die Verletzten. Auch das Betäubungsmittel verwendet sie nur für Operationen ---- Die Ärztin hat ihr eigenes Bekenntnis. Der Zaubertrank wurde mit Isabellas magischer Kraft hergestellt und sobald man ihn genommen hat, fühlt man sich sofort besser. Pass auf und werde nicht süchtig davon."
6709,Heiliges Licht,,"
Isabella, der Engel für Heilung hat ihren Zaubertrank in dieser Kristallflasche aufbewahrt. Der Zaubertrank strahlt durch den Kristall damit die Flasche wie ein Juwel aussieht. Aber die Zauberkraft ist auf keinen Fall nur ein einfacher Schmuck.

Isabella hat mit ihrer eigenen Kraft den Zaubertrank hergestellt, weswegen der Trank in einer Flasche aus Kristall bewahrt werden muss, um die Wirkung des Mittels zu verlängern. Wenn Isabella ihre Kraft in die Flasche eingießt, verwandelt sich der Trank in dampfenden Nebel. In diesem Nebel strahlt Isabellas heiliges Licht.

Isabellas Zauber kann die Kreaturen beleben. So eine Fähigkeit ermöglicht Isabella, wirksame Medikamente herzustellen, aber natürlich auch giftige Mittel, was sie zum furchteinflößensten Mädchen gemacht hat. Aber sie hat nichts Böses gemacht und kümmert sich nur um die Verletzten. Auch das Betäubungsmittel verwendet sie nur für Operationen ---- Die Ärztin hat ihr eigenes Bekenntnis. Der Zaubertrank wurde mit Isabellas magischer Kraft hergestellt und sobald man ihn genommen hat, fühlt man sich sofort besser. Pass auf und werde nicht süchtig davon."
6710,Heiliges Licht,,"
Isabella, der Engel für Heilung hat ihren Zaubertrank in dieser Kristallflasche aufbewahrt. Der Zaubertrank strahlt durch den Kristall damit die Flasche wie ein Juwel aussieht. Aber die Zauberkraft ist auf keinen Fall nur ein einfacher Schmuck.

Isabella hat mit ihrer eigenen Kraft den Zaubertrank hergestellt, weswegen der Trank in einer Flasche aus Kristall bewahrt werden muss, um die Wirkung des Mittels zu verlängern. Wenn Isabella ihre Kraft in die Flasche eingießt, verwandelt sich der Trank in dampfenden Nebel. In diesem Nebel strahlt Isabellas heiliges Licht.

Isabellas Zauber kann die Kreaturen beleben. So eine Fähigkeit ermöglicht Isabella, wirksame Medikamente herzustellen, aber natürlich auch giftige Mittel, was sie zum furchteinflößensten Mädchen gemacht hat. Aber sie hat nichts Böses gemacht und kümmert sich nur um die Verletzten. Auch das Betäubungsmittel verwendet sie nur für Operationen ---- Die Ärztin hat ihr eigenes Bekenntnis. Der Zaubertrank wurde mit Isabellas magischer Kraft hergestellt und sobald man ihn genommen hat, fühlt man sich sofort besser. Pass auf und werde nicht süchtig davon."
