id,text,option1,option2,option3
10020021,"Was ist die sogenannte ""Präzision""?","Sie hilft dabei, die Rüstung der Gegner zu ignorieren. Je höher die Präzision, desto mehr Rüstung wird ignoriert.","Verringert die Wahrscheinlichkeit, dass der Gegner dem eigenen Angriff ausweicht.","Verringert die Wahrscheinlichkeit, dass der eigene Angriff blockiert wird. Außerdem erhöht jeder % der Präzision den Schaden um 0,3% (max. Erhöh.: 45%. Gilt nur für Schaden, der auf Grundlage des AW berechnet wurde)."
10020022,"Was ist die sogenannte ""Kontrollimmunität""?","Je höher die Kontrollimmunitätsrate, desto wahrscheinlicher wird es, dass man kontinuierlichem Schaden, wie zum Beispiel Bluten, ignorieren kann.","Je höher die Kontrollimmunitätsrate, desto wahrscheinlicher kann man Kontrolleffekte der Gegner vermeiden.","Je höher die Kontrollimmunitätsrate, desto wahrscheinlicher kann man ""Zeichen"" der Gegner vermeiden."
10020023,"Was ist die sogenannte ""Blockade""?","Sie beschreibt die Wahrscheinlichkeit, dass man einen Angriff des Gegners ignorieren kann. Wird ein Angriff blockiert, dann wird sein Schaden vermindert.","Senkt die Wahrscheinlichkeit, dass man von einem kritischen Treffer getroffen wird.",Senkt den erhaltenen Skill-Schaden.
10020024,"Nachdem deine Mädchen auf 10 Sterne erhöht wurden, kannst du sie durch ""Weiterentwickeln"" weiter verbessern. Dabei werden auch sogenannte Potenziale freigesetzt. Welche Funktionen haben diese Potenziale?","Sie erhöhen die Blockade, die Krit. Rate und die Kontrollimmunitätsrate","Erleiden die Mädchen einen tödlichen Schaden, erhalten sie automatisch ein Schild, dass den Schaden abfängt.",In der ersten Kampfrunde erhalten sie zusätzlich 50 Energiepunkte.
10020025,"Nachdem deine Mädchen auf 10 Sterne erhöht wurden, kannst du sie durch ""Weiterentwickeln"" weiter verbessern. Dabei werden auch sogenannte Potenziale freigesetzt. Welche Funktionen haben diese Potenziale?",Extraschaden gegen Krieger,Immun gegen Kontrolleffekte z.B. Betäubung und Versteinerung usw.,Zum Ende jeder Runde wird ein zufälliger Debuff entfernt.
10020026,"Der Wunschbaum und der Markt auf dem Campusausflug können dir unendlich Ressourcen bescheren. Weißt du denn auch, welche Ressourcen dir die beiden Gebäude bescheren?",Geschenkpakete und Möbelmünzen,Dias und Münzen,Brotdosen und EXP-Saft
10020027,"Die Basis auf dem Campusausflug kann deinen Mädchen Boni, wie zum Beispiel HP-Boni oder Angriffs-Boni, verleihen. Welche der folgenden Boni kann die Basis deinen Mädchen noch verleihen?","Krit.-Widerstand: Die Wahrscheinlichkeit, dass man von einem kritischen Treffer getroffen wird, senken.",Rüstungsbruch: Rüstung der Gegner schwächen.,Schadensreduzierungsrate: Den erlittenen Schaden senken.
10020028,"Wenn das Level von ""Abenteuer"" auf dem Campusausflug steigt, so steigt auch die Wahrscheinlichkeit, dass man dort eine sehr wertvolle Box findet. Welche der folgenden Aussagen über das Level des Abenteuers ist NICHT korrekt?","Je höher das Level, desto stärker die Gegner.","Je höher das Level, desto mehr Boxen kann man gleichzeitig einsammeln.","Je höher das Level, desto höher auch der Bedarf an schmackhaftem Brot."
10020029,"In ""Buch der Illusion"" kann man durch das Sammeln von fehlenden Seiten das Level der Bücher erhöhen, um Belohnungen zu sammeln. Es gibt viele verschiedene Möglichkeiten auf dem Campus fehlende Seiten zu erhalten. Mit welcher der folgenden Methoden bekommt man allerdings KEINE fehlenden Seiten, bzw. kann nicht das Level der Bücher erhöhen?","Indem man die täglichen und wöchentlichen Aufgaben unter ""Buch der Illusion"" erledigt.",Im Markt auf der Einkaufsstraße kann man die fehlenden Seiten in großen Mengen kaufen.,"Unter ""Buch der Illusionen"" kann man Dias verwenden, um das Level des Buches zu erhöhen."
11030001,Wer ist die Prüferin der Monster-Fraktion?,Turin,Odanna,Maska
11030002,"Maskas Haustier ist ein kleiner Hund. Weißt du, wie der Hund heißt?",Bruno,Rumpy,Bello
11030003,"Im Haus der Monster gibt es ein Mädchen, das immer sehr enge Kampfanzüge trägt, in ihrer Hand ein magisches Gewehr trägt und immer ein bisschen schläfrig wirkt. Wer ist sie?",Iron Fist,Skye,Trinity
11030004,"Iron Fist aus dem Haus der Monster hat einst einen Arm verloren, weil sie von jemandem verraten wurde. Mit wessen Hilfe bekam sie eine Armprothese?",Fenrir und Ronja,KongMing und Isabella,Joan und Historia
11030005,"Iron Fist gehört zum Haus der Monster. Kannst du dich noch daran erinnern, wer sie anfangs zu den verschiedenen Aufnahmeprüfungen begleitete?",Aquaris und Senpai,Odanna und Historia,KongMing und Knospe
11030006,"Mädchen-Geheimnis: Turin war einst eine gefühlslose Maschine. Wer war es, der sich in Gefahr begab und sogar andere Kommilitonen verletzte, nur damit Turin Gefühle entwickelt?",KongMing,Kratos,Ronja
11030007,"Mädchen-Geheimnis: Früher hatte Skye noch nicht die Fähigkeit die Winde zu kontrollieren. Als ihr Leben einst am seidenen Faden hing, tauchte plötzlich eine mysteriöse Person auf und rettete sie. Seit diesem Tag verfügt Skye über ihre besonderen Fähigkeiten. Weißt du, wer diese mysteriöse Person war?",Alberta,Kratos,Krystal
11030008,"Mädchen-Geheimnis: Die Ausrüstung an Trinitys Körper wurde von einer geheimnisvollen Person gefertigt. Da das Waffensystem immer eine große Menge an magischer Energie verbraucht, wirkt Trinity immer sehr schläfrig. Weißt du, wer dieses System entworfen hat?",Ronja,Alberta,KongMing
11030009,"Maskas Haustier Bruno hat heimlich einen Haufen von Senpais Diener-Keksen gegessen. Wenn Pippi an Stelle von Senpai wäre, wie würde sie Bruno bestrafen?",Sie wäre sehr wütend und würde ihm einen Monat lang keine Knochen geben.,"Sie würde Bruno schwere Vorwürfe machen, sodass er einen Monat lang keinen Quatsch mehr machen würde.",Sie würde ihn wahrscheinlich einmal tätscheln und ihm dann heimlich noch mehr zum Fressen geben.
11030010,"Maskas Haustier Bruno hat heimlich einen Haufen von Senpais Diener-Keksen gegessen. Wenn Turin an Stelle von Senpai wäre, wie würde sie Bruno bestrafen?","Sie würde eine böse Geste in seine Richtung machen und ihm erklären, dass man nicht immer einfach alles essen könne.","Sie würde aus lauter Wut den kleinen Hammerbär hervorziehen und Bruno damit bestrafen, sodass er diesen Tag nie wieder vergessen würde.","Sie wäre sehr unglücklich und würde ihn so lange anbrüllen, bis sie keine Kraft mehr hat."
11030011,"Maskas Haustier Bruno hat heimlich einen Haufen von Senpais Diener-Keksen gegessen. Wenn Iron Fist an Stelle von Senpai wäre, wie würde sie Bruno bestrafen?","Sie würde ihn vor lauter Wut packen und schütteln, damit alle Diener-Kekse, die noch nicht den Magen erreicht haben, wieder herausfallen.","Sie wäre einerseits besorgt, dass Senpai so viele Kekse gestohlen wurden, aber auf der anderen Seite würde sie auch Verständnis für Bruno zeigen. Letztendlich würde sie zu KongMing gehen und sie fragen, wie man an neue Diener-Kekse kommt.","Sie würde einige Chilis unter die restlichen Kekse mischen, dass Bruno beim nächsten Mal eine Lektion fürs Leben bekommt."
11030012,"Maskas Haustier Bruno hat heimlich einen Haufen von Senpais Diener-Keksen gegessen. Wenn Maska an Stelle von Senpai wäre, wie würde sie Bruno bestrafen?","Sie würde sich denken, dass sie so ein Haustier nicht mehr will und würde Bruno vom Campus vertreiben.","Sie wäre zwar sauer auf Bruno, aber würde letztendlich nur ängstlich zu Senpai schauen und hoffen, dass er Bruno vergibt.",Sie würde vor Brunos Angesicht alle seine Lieblingssnacks konfiszieren.
12030001,"Im Haus der Monster gibt es ein Mädchen, dessen aktive Fertigkeit den Gegnern ein Yin&Yang-Zeichen zufügt und dadurch ihren eigenen Schaden erhöht. Wenn man mehrere dieses Mädchens im Team hat und den Gegnern mehrere Stufen des Yin&Yang-Zeichens zufügt, kann der Schaden massiv erhöht werden. Weißt du, wie das Mädchen heißt?",Priesterin,Skye,Turin
12030002,"Schmetterling aus dem Haus der Monster kann betäubten Gegnern Schaden gemäß deren HP zufügen. Was glaubst du, welches der folgenden Mädchen passt besonders gut zu Schmetterling?","Maska (Bei geringen HP hat sie eine große Wahrscheinlichkeit, die Gegner zu betäuben)","Fenek (Sie kann Gegner einfrieren, versteinern und vergiften)",Isabella (Wenn sie stirbt kann sie die HP der Verbündeten heilen)
12030003,"Trinity aus dem Haus der Monster kann die Blockrate der Gegner senken und blutenden Gegnern großen Schaden zufügen. Was glaubst du, welches der folgenden Mädchen passt besonders gut zu Trinity?","Phönix (Betäubt die Gegner, deren HP mehr als eigene HP sind)","Puppe (Fügt Gegnern, deren HP niedriger sind als ihre eigenen, einen großen Schaden zu, der gemäß der HP berechnet wird)",Fenrir (Ihre aktive Fertigkeit bringt Gegner zum Bluten)
12030004,"Pippi aus dem Haus der Monster hat ganz besondere Fähigkeiten. Je mehr verschiedene Debuffs auf dem Gegner lasten, desto höher wird ihr Schaden. In welchem der folgenden Teams könnte Pippi wahrscheinlich ihr größtes Potenzial entfalten?","Joan, Vera, Aquaris, Isabella, Anastasia","Lucifal, Skye, Maska, Königin Historia, Vivian","Apate, Ronja, Michaela, KongMing, Reika"
12030005,"Schmetterling aus dem Haus der Monster kann betäubten Gegnern Schaden gemäß deren HP zufügen. Was glaubst du, welche der folgenden Antiquitäten passt besonders gut zu Schmetterling?","Illusions-Klingen (Erhöhen Angriff, Speed und Kontrollrate)","Zwillingsstäbe (Erhöhen Angriff, Speed und Block)","Die Flügel des Ikarus (Erhöhen Präzision, Angriff und den Skill-Schaden)"
12030006,Skye aus dem Haus der Monster kann den Speed der Verbündeten erhöhen. Welches der folgenden Mädchen würde am meisten von Skye als Supporterin profitieren?,"Mädchen, die mit der Dauer des Kampfes immer stärker werden, wie zum Beispiel Kratos, Van Helsing oder Trinity.","Mädchen, die hauptsächlich durch Block oder Zurückwerfen Schaden an Gegnern verursachen, wie zum Beispiel Fenrir, Sonya oder Turin.","Mädchen, die einen Vorteil davon haben, wenn sie ihre Fähigkeiten als erstes einsetzen können, wie zum Beispiel Vivian, Izanami oder Apate."
12030007,"Wenn Nia aus dem Haus der Monster stirbt, kann sie das gesamte gegnerische Team vergiften. Was glaubst du, welches der folgenden Mädchen passt besonders gut zu Nia?",Pandaria (Fügt vergifteten Gegnern extra Schaden zu),Alice (Fügt Kriegern extra Schaden zu),Amelia (Versteinert Gegner und stiehlt deren Energie)
11060001,Wer ist die Prüferin der Feen-Fraktion?,Yuri,KongMing,Aquaris
11060002,Welche der folgenden Charaktereigenschaften passt laut KongMing besonders gut zum Haus der Feen?,Aufrichtig,Selbständig,Intelligent
11060003,"Welches Mädchen aus dem Haus der Feen sieht aus wie ein kleiner, süßer Pilz?",Yuri,Joan,Lavia
11060004,"Du kommst am Ende des Tages zurück in dein Zimmer und merkst, dass alles super ordentlich und aufgeräumt ist. Welches Mädchen war das wahrscheinlich?",Kira,Aquaris,Vera
11060005,"Eine neue Studentin hat sich verspätet und nimmt eine Abkürzung durch die Büsche und über eine Wiese, auf der sie ihr halb aufgegessenes Sandwich fallen lässt. Eine wütende Knospe stellt sich ihr in den Weg. Was wird sie wohl als nächstes sagen?",Das Sandwich war doch noch gut! Warum schmeißt du das einfach weg? Was eine Verschwendung!,Wie kannst du schon an einem deiner ersten Tage zu spät kommen? Du solltest dich schämen!,"Wie kannst du es wagen wie ein Tölpel einfach über meine neu eingepflanzten Blumen und Pflanzen zu trampeln?? Na warte, dir werde ich es zeigen!"
11060006,Wie heißt der Kristall auf Krystals Schwanz?,Mirakel-Kristall,Stein der Weisen,Auge des Vulkans
11060007,"Ein neues Restaurant hat auf dem Campus eröffnet, aber es läuft nicht so gut. Die Besitzerin bittet dich darum, ein Mädchen aus dem Haus der Feen mit der Umwerbung des Restaurants zu beauftragen. Was meinst du, welches der folgenden Mädchen sich besonders gut für diese Aufgabe eignet?",Kira,Krystal,Joan
11060008,Welches Mädchen ist im Haus der Feen für die Abrechnungen und Finanzen zuständig?,KongMing,Vera,Beary
11060009,"Aus welchem Diener-Stamm kam Kira, bevor sie an die Yume Akademie kam?",Jäger,Flora,Hirsch
11060010,"Aquaris schwärmt vor allem für ein Mädchen an der Akademie, das sie einst vor den vom Chaos Infizierten gerettet hat. Wer ist sie?",Guan Yin,Iron Fist,Sonya
11060011,Welcher Organisation gehört KongMing an?,Disziplinarkomitee,Studierendenvertretung,DEF
11060012,"Die Yume-Truppen wurden von ""Li"" gegründet, um gegen das Chaos zu kämpfen. Anastasia, Fenek, Phönix und weitere Mädchen waren Teil des Trupps. Zu welchem Regiment der Truppe gehörte Leila?",Beta,Delta,Alpha
11060013,"Lucifer ist die Lead-Sängerin der Band ""Shining Band"". Welche der folgenden Mädchen sind ebenfalls Mitglieder der Band?",Nani und Amazone,Knospe und KongMing,Cassie und Leila
11060014,Joan hat einst zusammen mit Sonya und Guan Yin eine Band gegründet. Wie hieß die Band?,The Apple,The Peach,The Orange
11060015,"Rätsel: Holly ist eigentlich ein sehr ängstliches Mädchen, die sich immer zurückhält und mit leiser Stimme spricht. Aber bei einem Thema ist sie immer voller Eifer. Was ist das?",Freiheit,Das Leben,Die Liebe
11060016,"Rätsel: Veras Gerichte sind zwar äußerst nahrhaft und reich an Nährstoffen, aber ihr Aussehen und Geschmack sind einfach abstoßend. Man kann Leute wortwörtlich damit jagen. Um ihre Rezepte noch gesünder zu machen, fragte sie einst eine Mitschülerin nach geheimen Heilkräutern mit besonderen Wirkungen. Wen fragte sie?",Sensina,Isabella,Priesterin
11060017,"Rätsel: Cassie ist eigentlich eine geborene Killerin. Doch seit sie nicht mehr im Dschungel haust, sondern auf dem Campus lebt, kommt sie noch nicht so gut zurecht mit der neuen Umgebung. Sie muss sich eingestehen, dass sie doch nicht so gut ist wie eine andere Killerin auf dem Campus. Wer ist sie?",Moonie,Anastasia,Reika
11060018,"Rätsel: Auch wenn KongMing oft geheimnistuerisch tut und arrogant wirkt, so wünscht sie sich dennoch Freunde und fürchtet die Einsamkeit. Sie schloss sich eines Tages dem Musikclub der Akademie an und lernte ein Mädchen kennen, das äußerst talentiert am Klavier war. Wer ist dieses Mädchen?",Apate,Michaela,Saphira
11060019,Welchen der folgenden Sätze würde Kira am wahrscheinlichsten sagen?,Hmmm! Mehr davon! Ich könnte den ganzen Tag essen~,"Miaooo~ Lecker, Trockenfisch~","Wenn du nochmal zu spät kommst, dann werde ich dich bestrafen~"
11060020,"Das Haus der Monster veranstaltet eine Technologie-Messe, auf der unter anderem die Forschungen von Alberta vorgestellt werden sollen. Wer aus dem Haus der Feen würde sich eignen, um an der Messe teilzunehmen?",Krystal,Amazone,KongMing
12060001,Gegen Mädchen welcher Fraktion sind die Mädchen der Feenfraktion besonders stark?,Geisterfraktion,Monsterfraktion,Menschenfraktion
12060002,"Was würde passieren, wenn ein Mädchen aus dem Haus der Feen ein Mädchen aus dem Haus der Menschen angreift?",Sie würde 30% zusätzlichen Schaden verursachen und ihre Präzision um 15% erhöhen.,Erhöht die Krit. um 15% und den Krit. Schaden um 25%,Nichts besonderes.
12060003,"Welche Effekte gibt es, wenn ein Team aus 6 Mädchen der Feenfraktion besteht?",HP +20%; Präzision +18%,HP +20%; Angriff +15%,HP +20%; Blockade +30%
12060004,"Welchen Effekt hat Leilas ""Hornissen-Zeichen""?","Gegner, die mit Hornissen-Zeichen belegt sind, erleiden bei einem Angriff zusätzlichen Schaden.","Erleidet ein Gegner, der mit dem Hornissen-Zeichen belegt ist Schaden, so werden auch umliegende Gegner Schaden abbekommen.","Stirbt der Gegner, der mit dem Hornissen-Zeichen belegt ist, so erleidet das gesamte gegnerische Team einen Schaden."
12060005,Ein bestimmtes Mädchen aus dem Haus der Feen kann immer zum Ende einer Runde einen beliebigen Kontrolleffekt von sich entfernen. Von wem ist hier die Rede?,Cassie,KongMing,Holly
12060006,"Manche Mädchen haben extrem starke aktive Fähigkeiten, weshalb es sehr hilfreich sein kann diese Mädchen zu lähmen. Welches Mädchen aus dem Haus der Feen hat solche Fähigkeiten?",Amazone,Kira,Aquaris
12060007,"Kira kann ihren Gegnern durch ihren Standardangriff, ihre aktive Fähigkeit und selbst wenn sie kontrolliert wird einen Brennschaden zufügen. Welches Mädchen passt besonders gut zu Kira?",Königin Historia,Saphira,Gabriel
12060008,"Es gibt eine Mörderin aus dem Haus der Feen, die sowohl eine hohe Angriffsstärke hat und gleichzeitig auch die HP ihrer Verbündeten heilen kann. Wer ist sie?",Leila,Cassie,Himoto
12060009,"Vera kann ihre Ziele ""verkleinern"", wodurch sich deren erlittene Schäden erhöhen und die Schäden, die sie anderen zufügen verringern. Unter bestimmten Umständen erleiden die Gegner außerdem einen Schaden, der sich nach ihren max. HP berechnet. Wann wird dieser Effekt ausgelöst?",Wenn Gegner einen Standardangriff ausführen,Wenn Gegner Brennschaden erleiden,Wenn Gegner kontrolliert werden
12060010,"Wenn ein Gegner von Krystal kristallisiert wurde, was kann der Gegner dann tun?",Die aktive Fertigkeit und Standardangriffe einsetzen,Einen Folge- oder Gegenangriff durchführen,Nichts
