id,fort_name,fort_name2,name,description,skill
97,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Trennung,"Unter den Angriffen der Feinde werden Esau und Jakob voneinander getrennt.\nWährend Esau nach einem anderen Weg nach draußen sucht, tritt Jakob dem Feind mit den anderen zusammen entgegen.",
98,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Rückkehr,"Dire nutzt die Situation der müden Jakob aus, um das Siegel zu brechen.\nJakob nimmt die negativen Emotionen auf, da sie Dire die ganze Zeit in ihrem Inneren getragen hat,\nwährend Dire all seine Kräfte wiedererlangt…",
99,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Grausam,"Esau, die einen anderen Weg gefunden hatte, kehrte endlich zu Jakob zurück.\nAber was sie erwartete waren die leblosen Körper ihrer Teammitglieder und eine von Dire kontrollierte Jakob.",
100,Esau&Jacob·\nDas Schicksal,Esau&Jacob·Das Schicksal,Tiefschlaf,"Von Dire kontrolliert übernimmt Jakob Kontrolle über Esaus Körper und wird so zum Material um den Stein der Weisen herzustellen.\nUm Dire zu stoppen nutzt Jakob ihre letzten Kräfte, um ihren Körper zu zerstören und endet Dires Leben gleichzeitig mit ihrem eigenen.\nUm ihre Schwester zu retten, opfert Esau ihren Körper und bewahrt die Seelen der beiden Schwestern. Auf diese Weise miteinander verbunden treten die beiden Seelen in einen endlosen Schlaf ein…",
101,Anastasia·\nMondlicht,Anastasia·Mondlicht,Mondlicht,"Wenn die Truppen der Yume gegen das Chaos mit aller Kraft kämpfen\ngibt es ein Team, das heimlich an die gefährlichsten Orte vordringt und als Späher der Yume-Truppen fungiert.\nWer zu dieser Truppe gehört, hat einen sehr besonderen Charakter.",
102,Anastasia·\nMondlicht,Anastasia·Mondlicht,Sanfte Magie,"Anastasias Dienstmädchenuniform ist ihr Schutzschild, dass sie vom äußeren Lärm beschützt.\nAnderen zeigt sie nie, dass es ihr schlecht geht, sondern erträgt es in Stille bis es an einem Tag von einem jungen Mädchen entdeckt wurde.",
103,Anastasia·\nMondlicht,Anastasia·Mondlicht,Zukunftspläne,"Der Krieg mit dem Chaos ist vorbei, aber es gibt viele Dinge die nicht so einfach vergessen werden können. \nAnastasia und Fenek denken dennoch optimistisch an die Zeit nach dem Krieg.",
104,Anastasia·\nMondlicht,Anastasia·Mondlicht,Seltsam,"Auch wenn es eine schwierige Mission ist, hat Anastasia früh schon viel gefährlichere Situationen erlebt. \nAbgesehen von der Aufgabe gibt es eine ganz andere Sache, die Anastasia Sorgen bereitet.",
105,Anastasia·\nMondlicht,Anastasia·Mondlicht,Versteckte Bedrohnung,Als Anastasia das Geheimnis des Chaos erfährt entscheidet sie sich\nvielleicht aus Sympathie oder Barmherzigkeit nichts zu tun. Dennoch lässt es ihr Herz nicht zur Ruhe kommen.,
106,Anastasia·\nMondlicht,Anastasia·Mondlicht,Ist der Krieg vorbei?,"Der letzte Kampf ist vorbei und auch der Krieg ist zuende. \nAnastasia glaubt sie kann nun endlich einmal richtig ausruhen, aber…",
107,Anastasia·\nMondlicht,Anastasia·Mondlicht,Glühwürmchen,"Nachdem sie einen hohen Preis gezahlt hat, gelangt Anastasia endlich zurück zur Basis. \nAber dort erwartet sie nur eine Katastrophe.",
108,Anastasia·\nMondlicht,Anastasia·Mondlicht,Die neue Era,"Auch wenn es unerträglich war wusste Anastasia, dass es nicht der richtige Moment für Trauer war, sondern sie nun stark sein musste und nach vorne sehen musste. Anastasia entschied deshalb das Angebot der mystischen Stimme anzunehmen und das Mondlicht einer neuen Era zu werden.",
109,Anastasia·\nMondlicht,Anastasia·Mondlicht,Eine lange Reise,"Auch wenn die Yume Akademie eröffnet und auf dem richtigen Weg war, verließ das unruhige Gefühl Anastasia niemals. Da sie das Gefühl hatte, die Schule brauche sie nun nicht mehr, traf sie eine Entscheidung.",
110,Anastasia·\nMondlicht,Anastasia·Mondlicht,Glühwürmchen unter dem Mondhimmel,"100 Jahre später, als die Yume Akademie in Gefahr war, erschien in der Dunkelheit leise eine Gestalt.",
111,Krystal·\nKristallwunder,Krystal·Kristallwunder,Wüste und ein junges Mädchen,"In der Nähe des Ödland des Föhn und der Bailu-Wüste, steigt die Sonne auf. Ein neuer Tag beginnt.\n一Ein junges Mädchen erwacht…",
112,Krystal·\nKristallwunder,Krystal·Kristallwunder,Mädchen mit einem langen Schwanz,Flache Kristalle können überall in der Wüstenlandschaft gesichtet werden. Die Energie in den Kristallen zieht alle möglichen Energie-hungigen Kreaturen an. Zum Beispiel Chaos-Kreaturen. Als sich das junge Mädchen den Kristallen nähert stößst sie auch auf einige Chaos-Kreaturen…,
113,Krystal·\nKristallwunder,Krystal·Kristallwunder,Seltsamer Morgen,"And diesem neuen Tag wachst sie auf und findet sich in einer ungewohnten Umgebung.\n…Mutter? Kristall hat noch nie ein Wort gehört, dass mit so viel Wärme gesprochen worden war.",
114,Krystal·\nKristallwunder,Krystal·Kristallwunder,Langer Bart,"Bei einem Spaziergang durch das Dorf erscheint plötzlich der bärtige Mann vom Vormittag und will Krystal herausfordern.\nIst er nicht etwas zu selbstbewusst dafür, dass er nur ein normaler Mensch ist?",
115,Krystal·\nKristallwunder,Krystal·Kristallwunder,Herausforderung,"Wie bereits vorhergesagt, wurde Langer Bart gleich zu Anfang des Kampfes zu Boden geworfen.\nBeim zweiten Mal konnte er durch seine Erfahrung vorhersehen wohin Krystal ihren Kristall schleudern würde, dennoch war der Kristall viel stärker als er sich jemals vorgestellt hätte…","Wenn 1 Verbündete kristallisiert ist, sinkt die Heilung der HP um 50%."
116,Krystal·\nKristallwunder,Krystal·Kristallwunder,Ackerland,"Heute bring die Mutter Krystal und den jungen zu den Feldern. Um den Wüstenstürmen und den Angriffen der Chaos-Kreaturen zu entgehen, sind die Felder tief unter der Erde versteckt. Die Dorfbewohner müssen den Untergrund umgraben, um sicherzugehen, dass die Pflanzen die Nährstoffe der Erdoberfläche aufnehmen können.\nPlötzlich passiert etwas unerwartetes und die Chaos-Kreaturen greifen an…",1 zufällige Verbündete erhält 1 Kristallmarkierung (ausgelöst in 2 Runden)\nHeilung der HP von kristallisierter Verbündete sinkt um 50%.
117,Krystal·\nKristallwunder,Krystal·Kristallwunder,Krystal-Göttin (Teil 1),"Gerade als der Kampf beendet ist entdecken die Dorfbewohner wieder an einem anderen Ort Chaos-Kreaturen. Langer Bart führt den Trupp an, um zu helfen.\nUnter der Anstrengung aller ist der Kampf endlich zuende. Die Felder der Dorfbewohner wurden bei dem Kampf jedoch total verwüstet. Durch den erlittenen Verlust sind die Dorfbewohner völlig verzweifelt…",2 zufällige Verbündete erhalten eine Kristallmarkierung (ausgelöst in 2 Runden)\nHeilung der HP von kristallisierter Verbündete sinkt um 50%.
118,Krystal·\nKristallwunder,Krystal·Kristallwunder,Krystal-Göttin (Teil 2),"Unter dem Gejammer der Dorfbewohner fühlt Krystal plötzlich starke Energie. Sie schließt ihre Augen und tritt Barfuß auf das Feld, wo sie das Leben unter sich spürt. Der Kristall an ihrer Schwanzspitze glitzert…",3 zufällige Verbündete erhalten eine Kristallmarkierung (ausgelöst in 2 Runden)\nHeilung der HP und Energieerholung beim Angriff von kristallisierter Verbündete sinken um 50%.
119,Krystal·\nKristallwunder,Krystal·Kristallwunder,Hoffnung,An der Straßenecke betet ein Mädchen zu Krystal…\nKrystal fühlt sich gut in ihrer Rolle als Göttin.\nGenau an diesem Tag erscheint eine ungewöhnliche Chaos-Kreatur in der Nähe des Dorfes.,2 zufällige Verbündete erhalten eine Kristallmarkierung (ausgelöst in 1 Runde)\nHeilung der HP und Energieerholung beim Angriff von kristallisierter Verbündete sinken um 50%.
120,Krystal·\nKristallwunder,Krystal·Kristallwunder,Ich bin Krystal,"Glühendes Feuer hat das Dorf heimgesucht.\nAls Göttin hat Krystal vergessen, dass normale Menschen viel schwächer sind und auch, dass Tote nicht wiederbelebt werden können.\nAm Dorfeingang trifft Krystal erneut auf die besondere Chaos-Kreatur…",3 zufällige Verbündete erhalten eine Kristallmarkierung (ausgelöst in 1 Runde)\nHeilung der HP und Energieerholung beim Angriff von kristallisierter Verbündete sinken um 50%.
