id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,failed_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
653012,Lightin,Ich bin die unbesiegbare Königin! Geh auf die Knie und bitte um mein Mitleid!,Ich habe nichts zu befürchten!,Ich werde die Königin dieser neuen Welt! Gehorche mir,"Hahaha, hast du meinen Charme miterlebt? Ah, naja, es gibt nichts auf der Welt, was mit meiner Schönheit vergleichbar wäre!",Diese Welt gehört mir!,Ah! Ich würde dich sehr weit bringen! Mir steht nichts mehr im Weg!,Donner! Blitz! Hört meinen Ruf!,Komm zu mir Blitz!,Toyosaki Aki,Ist das dein Ernst?,Ein Geschenk! Ich akzeptiere es gerne!~,Ich mag es wirklich. Vielen Dank~,"Sen-Senpai, kannst du meinen Antrag annehmen? Ich könnte ein ""Nein"" nicht ertragen!","Willkommen zurück, Senpai!","Ich bin stärker geworden, was soll so komisch daran sein?","Worüber machst du dir noch Sorgen? Wer kann dich denn ärgern, wenn ich da bin?","Ein neues Schuljahr? Heißt das es gibt neue Schülerinnen, die ich rekrutieren kann?",Spüre die Energie des Blitzes! Niemand kann mich stoppen~,"Ich muss nur die Blitze in meinem Körper verwenden, Münzen oder ähnliches kann ich nicht gebrauchen.","Kein Problem, schau dir meine Show einfach vom Rand aus an~","Ich bin selbst gekommen, euch bleibt nichts anderes übrig als euch zu ergeben.",Dieses Zimmer... scheint ganz passabel.,"Bist du gekommen, um mit mir zu spielen?","So allein wie du mich hier warten lässt, scheint es als wolltest du mal meine Blitze austesten!",Solltest du deinem eigenen Plan zufolge nicht bei der Arbeit sein? Was tust du noch hier?,"Diese schwere Aufgabe von der du letztens gesprochen hast, hast du sie bereits beendet? Wieso muss ich auf deine Belohnungen aufpassen?","Was? Jemand stiftet auf dem Campus Unruhe und aktzeptiert meine Autorität nicht? Führ mich schnell dorhin, ich werde sie fertig machen!","Was hast du gerade gesagt, kannst du es nochmal wiederholen?",Was! Wie konnte ich nur verlieren?,填充,填充,填充,填充
653013,Diva,Ich akzeptiere nur beleidigende Befehle. Ich habe kein Verteidigungssystem. Also komm mir nicht zu nahe.,Was ist der Wert eines Menschen? Jeder muss dem Tod in die Augen schauen,Ist das Leben wirklich so wichtig? Ich führe nur Aufträge aus.,Blut oder Wasser. Was ist der Unterschied?,Gib mir einfach Befehle.,Nichts ist wichtig... Einschließlich mir selbst,Ausführen... Zuweisen...,Angriffsprogramm... Starten...,Kayano Ai,Willst du meine Klinge sehen?,"Ich verstehe nicht, aber trotzdem danke~","Oh... Dies ist das beste Geschenk, das ich je in meinem Leben erhalten habe... Ich mag es sehr~","Ein goldener Ring? Es ist kein Befehl, sondern eine Bitte. Okay, ich nehme deinen Antrag an~",Senpai~Du bist zurück~,Meine Energie ist gestiegen!,"Maschinen brauchen kein Essen, mir reicht etwas zu trinken~",Abschluss machen? Erledigt!,"Ein Befehl ist nicht die Priorität? Sorry, das versteh ich einfach nicht, aber ich werde mir Mühe geben es einmal zu versuchen.",Eine neue Waffe? Was ist ihr Befehl?,"Verstanden, bessere Ausrüstung ist für noch wichtigere Missionen.",Bereit machen zum Schießen.,"Befehl erhalten, sofort ausruhen.","Senpai, gibt es einen neuen Befehl... oder bist du nur gekommen, um mit mir zu reden?","Keine neuen Befehle, echt langweilig...","Steh auf und geh zur Arbeit, das ist ein BEFEHL!","Natürlich ist das kein Befehl, aber ich will dich doch daran erinnern deine Belohnungen einzusammeln.","Unfall, warte auf Befehle!","Ziel erreicht, warte auf Anweisungen.",Mission…kann nicht fortgesetzt werden…,填充,填充,填充,填充
653014,Iron Fist,Master... Wenn... du mich wählst... wirst du es nicht bereuen...? Ich werde mein Bestes geben!,Nein... Mach dich nicht über mich lustig! Ich bin... ich... ich bin sehr stark!!!,Nein... Fass mich nicht an... Ich verdiene es nicht... diese Wärme...,Ihr seid alles... schlechte Leute...,Wird berechnet... Wird berechnet...,"Bitte, sieh mich nicht an...",Äh... kann ich gehen?,Geh.. geh weg..,Noto Mamiko,Bist du dir da Sicher? Ich verdiene es nicht.,Vielen Dank für dein Geschenk.,Für mich? Danke!,Bist du dir sicher? Okay...,"Willkommen zurück, Senpai~",Ich werde mich anstrengen.,"Senpai, hast du das extra für mich vorbereitet?",Ein neues Schuljahr... bitte pass gut auf mich auf.,"Meine Arm Prothese, sie antwortet mir!","Meine Prothese ist verbessert worden? Danke, Danke, Danke!!","Senpai, bitte gib mir diese Aufgaben!",Ich werde mein Bestes geben!,"Senpai, ruh dich auch gut aus~","Senpai, bist das wirklich du?",Senpai~Senpai~schläfst du,"Senpai... Zeit für die Arbeit, du kommst gleich zu spät oder?","Ähm, Senpai, kann es sein, dass du deine Belohnungen vergessen hast?","Was ist außerhalb des Wohnheims passiert, Senpai geh schnell nachschauen!",Das ist das Ergebnis harten Trainings!,Senpai…tut mir leid…,填充,填充,填充,填充
653015,Puppe,"Ein neuer Master? Für mich ändert sich nichts, weil ich nur ein Spielzeug bin...",Spielzeuge müssen nicht reflektieren oder fühlen.,"Verzweiflung... Traurigkeit... Diese Puppen fühlen es nicht. Aber ich werde mich erinnern, was ich getan habe...",Glück? Was ist das? Bedeutet Lächeln und Lachen Glück?,Deine Gerechtigkeit wird nicht alle retten.,Mein Herz schlägt... ich lebe...,Ich zeige dir den Schmerz von Spielzeug!,Werde ein Spielzeug!,Toyosaki Aki,Ich brauche es nicht...,Ist es für mich... Wirklich...?,Ich habe... meinen eigenen Willen... mein eigenes Hobby? Das ist der... Der Anfang? Vielen Dank.,"Ich werde die Schnüre, die meine Aktionen kontrollieren, durchschneiden, aber die Schnüre, die uns verbinden werden bis in alle Ewigkeit bleiben~",Du schon wieder... Was machst du heute hier?,Ist ein Schluck genug?,Alles essen? Wie du wünscht.,"Neues Wohnheimszimmer, neue Freunde? Also eigentlich... brauch ich das nicht...","Ich verstehe, das ist dafür da, um ein besseres Werkzeug herzustellen...",Ausrüstung gewechselt.,Ist das... für mich?,Bitte... gib es mir. Du wirst es nicht bereuen.,Die Zimmerdekoration ist mir egal.,"Senpai, was machst du schon wieder hier?","Willst du schauen, wer es schafft sich länger nicht zu bewegen? Ich sage dir, ich verliere nicht!","Senpai, du hast die Arbeit noch nicht beendet!",Vergiss nicht deine Aufgabenbelohnungen einzusammeln!,Wie kann die Schule dich noch weniger als mich interessieren?!,Kommt dieses Gefühl vom Sieg?,Natürlich gefällt es mir nicht zu verlieren.,填充,填充,填充,填充
653016,Priesterin,Guten Morgen Senpai. Ich habe dir letztes Mal ein Buch gegeben. Hast du es gelesen?,Ich akzeptiere keine Schüler. Ein einfaches und sorgloses Leben ist das beste~,Das Leben ist kurz~Genieße den Moment,"Der erste Schritt zum Wissen besteht darin, zuzugeben, dass wir nichts wissen.",Dämonen zu töten ist einfach~Du musst mir nicht danken~,Nichts steht über dem Kreislauf des Lebens~Das Leben wird immer Vorrang vor dem Tod haben.,Ein bisschen mühsam.,Der Kreislauf der Wiedergeburt.,Suyama Emiri,Kannst du mich auch nicht verstehen?,Ich bin dir so dankbar~,Dieses Geschenk... Danke... Endlich kennst du mein inneres Dao...,"Ich habe beschlossen, an deiner Seite zu bleiben. Akzeptierst du?","Nachdem ich dich gesehen habe, fürchte ich, dass mein Tag ruiniert ist...",Power Booster!,Stärken in Schwächen verwandeln.,Lass der Natur ihren Lauf.,Die natürliche Balance behalten.,"Lass mich ausprobieren, wie es funktioniert.",Ich werde es mit großer Vorsicht verwenden.,Das Böse soll niemals siegen!,Das ist genug für mich.,"Senpai, lange nicht gesehen~",Es ist nicht leicht inneren Frieden zu finden~,"Es ist Zeit für die Arbeit, ich lasse dich dann mal in Ruhe.",Du solltest deine verdienten Belohnungen einsammeln.,"Ich will auch alles für den Campus geben, lass mich diesmal für Senpai die Krise lösen.","Das Böse zu besiegen ist mein Job, dafür musst du dich nicht bedanken.","Es ist meine Schuld, dass ich die Anweisungen nicht erfüllen konnte.",填充,填充,填充,填充
653017,Maska,"Oh! Also bist du derjenige, der sich um uns kümmern wird? Ich bin Maska und das ist Bruno. Schön dich kennenzulernen!","Haha, möchtest du Bruno streicheln? Er ist sehr wählerisch mit seinem Essen~","Hast du Bruno gesehen? Es ist der Diener, der mir immer und überall folgt. Nein, er ist kein Hund! Er ist ein DIENER!","Unterschätze Bruno nicht, er ist kein normaler Hund. Er ist ein Diener, der bereits viele Herausforderungen des Lebens gemeistert hat!","Die Diener, die aus dem Nichts kamen? Sie sind alle sehr nett, ich hoffe, ihr werdet Freunde~","Komm her! Es ist Essenszeit! Äh... Senpai. Diese Kekse sind nicht für Menschen, sie sind für Diener!","Bruno, lass uns gehen~","Bruno, beiße sie!",Kanno Mai,"Hey! Wenn du das nochmal machst, werde ich Bruno bitten, dich zu beißen!",Bruno braucht das nicht. Aber trotzdem danke~,Hast du das für uns gewählt? Dankeschön du bist wirklich ein guter Mensch!,Bruno ist der zweit wichtigste in meinem Leben. Ab heute wirst du der dritt wichtigste sein~,"Komm, Bruno! Sag Hallo zu Senpai!",Bruno sagt Danke~,"Ich bin stärker geworden, Bruno auch!","Ich werde mich nächstes Semester noch mehr anstrengen, da ich so viel Unterstützung bekomme!","Wenn die Diener sich entwickeln, verändert sich auch ihr Aussehen. Schon mal gesehen?","Bruno, brauchst du auch eine Rüstung?","Diesen Monat sind die Forschungskosten erneut gestiegen, zum Glück ist Senpai hier~","Bruno, konzentrier dich, die Feinde sind jeden Moment da.","Bruno, lauf nicht wild durch die Gegend. Dein Platz ist dort!","Senpai, schmeckt der blaue Keks gut?","Ah~schläfst du schon? Aber natürlich so lange wie du mit Bruno gespielt hast, bin ich nicht weiter überrascht~","Bruno, ich habe eine Aufgaben für dich, beobachte Senpai während seiner Arbeit!","Schnell hol deine Belohnungen, Bruno wartet noch darauf, dass ich ihm etwas zu Essen kaufe~","Senpai! Bruno ist in die Menge gerannt. Es scheint etwas passiert zu sein, lass uns schnell nachschauen~",Bruno ist der beste Diener!,"Bruno, spare deine Kräfte, wir ziehen uns erstmal zurück!",填充,填充,填充,填充
654011,Nani,"Hallo, Master~Wirst du mich gut behandeln...? Du wirst mir doch wohl nicht immer anordnen dies und jenes zu tun, oder? Wunderbar, dann lass uns zusammen spielen!",Eine Dame zu sein ist so nervig~Lass uns draußen spielen!,Ernsthaft! Ich bin kein Kind mehr! Ich kann das alles alleine machen!,"Ich hatte viel Spaß! Aber ich darf nicht zu spät kommen, sonst wird mein Vater nicht glücklich sein... schade, schade!","Ratet mal, was dieses Instrument noch kann~Es ist nicht nur zum Abspielen von Musik da!",Die Einhaltung der Hausordnung ist zu langweilig! Tu was du liebst!,Los gehts!,Geh mir aus dem Weg! Geh weg!,Tsuji Ayumi,Am Ende bist du doch genauso wie die anderen auch...,Danke für dein Geschenk.,"Ich weiß nur, dass du mich am besten behandelst~",Von nun an bist du mein spezieller Spielpartner~ich werde dich nicht weglaufen lassen!,"Senpai, ich werde ein weiteres Gedicht rezitieren! Lobe mich!",Schon wieder bin ich größer geworden!,"Das Training ist für heute beendet, nun kann ich spielen gehen~",Ist es möglich im nächsten Semester weniger Klausuren zu schreiben und uns stattdessen mehr Freizeit zu geben?,Die quantitative Veränderung des Wachstums wird eines Tages zu einer qualitativen Veränderung führen!,Nur eine Flöte wie diese ist passend für mich~,"Willst du, dass ich meine Flötenübung ändere? Warum nicht~",So eine kleine Sache sollte meine Spielzeit nicht beeinflussen!,Ich will ein paar Spielzeuge mitbringen? Obwohl sie vielleicht etwas zu groß für diesen Raum sind~,"Sei nicht so langweilig, komm und spiel mit mir!","Pff, du hast mich einfach allein gelassen. Wie kannst du nur!","Du solltest zur Arbeit gehen, danach kannst du wieder mit mir zusammen spielen.","Bevor wir spielen, solltest du daran denken, deine Belohungen einzusammeln.","Auf dem Campus scheint etwas aufregendes passiert zu sein, lass uns schnell schauen gehen~","Haha und hab dich nicht enttäuscht, oder?","Ah, wieso bist du nur so stark?",填充,填充,填充,填充
654012,Zwerga,"Hey Puku-Chan, wo bist du? Huh, bist du etwa mein Master? Das muss ich Puku-Chan erzählen!","Oh, hast du diesen Fisch gesehen? Dreh ihn um!","Puku-Chan, du bist wirklich fett! Wie kann man mit all dem Fett noch schwimmen?",Äh... wo bin ich... ich hab mich wieder verlaufen...,Die meisten meiner Freunde sind Fische. Zum Beispiel ist dies Haku-Chan und dies ist Hana-Chan,"Ah, Puku. Ertrinkst du grade... Hmm? Was?! Fische können nicht ertrinken?",Wow~Wow~Wow~Wow,Fische~Tötet ihn!,Yuuki Aoi,Ärgere meinen Fisch nicht~,Danke~,Mach dir keine Sorgen! Ich werde mich darum kümmern!,"Schon nach einer kurzen Zeit getrennt, habe ich gemerkt, dass ich nur mit dir zusammen glücklich bin~","Willkommen zurück, Master!","Ähm, was bitte ist passiert?","Meine Fische, wann seid ihr nur so stark geworden?",Wir sollen zu einem anderen Raum gehen für den Unterricht?,"Ich habe mir den Weg zum Wohnheim ordentlich eingeprägt! Haha, oder vielleicht doch nicht?","Objekte um noch stärker zu werden, Perfekt.","Die Fische werden mich erinnern, wann ich es benutzen soll, mach dir keine Gedanken.",Was ist das nur wieder für ein Ort? Fische wisst ihr das?,"Senpai, du solltest dich auch gut ausruhen.","Wacht auf und schaut, Senpai ist gekommen~","Senpai schläft, wir sollten ihn nicht stören! Ja ich meine vor allem dich kleinen Frechdachs!",Wenn bei der Arbeit etwas transportiert werden soll können meine Fische dir helfen~,"Nur Jemand mit einem Gedächtnis wie ein Fisch würde seine Belohnungen vergessen. Denk daran sie einzusammeln, Senpai.","Senpai, ich will auch den Campus beschützen. Führ mich zu diesen Unruhestiftern!",Lass dir von meinen Fischen gutes Benehmen beibringen.,"Das ist nicht die Schuld der Fische, ich habe es selber nicht gut genug gemacht.",填充,填充,填充,填充
654013,Aquaris,Aquaris hier! Du bist hier~Ich habe lange nach dir gesucht~Die Sonne scheint heute seht stark~Willst du unter meinen Regenschirm kommen?,"Obwohl ich klein bin, sind meine Möglichkeiten endlos! Überlass es einfach mir!",Unser schlimmster Feind sind wir selbst! Überwinde dich selbst um zu wachsen!,Eh~Was ist die Aura eines Protagonisten? Klingt sehr cool~Willst du sowas?,Das Bettlaken riecht nach Sonne~,Bist du eine Couchpotato? Du kannst doch nicht die ganze Zeit daheim bleiben!,Der Sommer ist hier~!!,Wasserstrahl!,Tomatsu Haruka,"Kannst du die Romantik, eines Teenagers etwa nicht verstehen?","Nun, wenn du nichts dagegen hast, nehme ich es mir~","Danke~Hast du Lust, ein bisschen Zeit mit mir unter dem Sonnenschirm zu verbringen? Ich möchte noch ein bisschen bei dir bleiben~",Ab heute ist der Platz an Senpais Seite meiner~,"Senpai, was für ein Zufall. Möchtest du mein Essen probieren?",Fleißig bleiben!,Stelle dich deinen Schwächen mutig entgegen und überkomme sie!,Ich werde langsam aufholen und euch alle übertreffen!,Nach einer Weile hat vielleicht eine Veränderung zum Besseren stattgefunden!,"Ich muss schnell meine Schutzausrüstung anlegen, das Training beginnt gleich.","Wenn du schon da bist, dann trainier mit mir~",Wartest du auf mich?,Genug zu schlafen ist sehr wichtig!,Selbst im Wohnheim werde ich noch weiter üben!,"Senpai, kann ich trainieren gehen? Senpai?","Wenn ich fleißig trainiere, solltest du fleißig arbeiten!","Denk dran, deine Aufgabenbelohnungen einzusammeln!","Senpai, du solltest dich mehr darum kümmern, was auf dem Campus passiert ist!",Ich hab es geschafft!,Wieder verloren…aber ich werde nicht aufgeben!,填充,填充,填充,填充
654014,Zoe,"Bist du in Ordnung? Wenn ich irgendetwas tun kann, um zu helfen, zöger bitte nicht, zu mir zu kommen!",Du wurdest wieder gekratzt? Du solltest echt vorsichtiger sein!,Was? Du schon wieder? Wo ist diesmal die Wunde?,Keine Angst! Nach der Untersuchung bekommst du etwas Süßes!,Du hättest früher kommen sollen. Es ist unsere Pflicht. Kranken und Verwundeten zu helfen?,"Es ist unsere Pflicht, Leben zu retten und den Verletzten zu helfen.",Bist du bereit? Beginnen wir mit der Operation!,Jetzt bin auch ich sauer!,Kouyama Yuki,"Kleiner Bruder... Ich hätte nie gedacht, dass du so bist!","Danke, du Hübscher.",Ich werde es gebrauchen können!,"Es ist die Aufgabe eines Arztes sich um die Kranken zu kümmern, aber lass mich die Wunde an deinem Herzen heilen~",Willkommen zurück~Senpai~,Meine medizinischen Kenntnisse erweitern sich jeden Tag~,"Natürlich kann ich nicht alle Probleme beseitigen, aber bitte lass mich die leicht Verwundeten heilen!","Das ist nur eine kleine Verletzung, ruh ein paar Tage aus und es wird wieder gut. Es wird dein Training nicht verzögern.","Du solltest dich nicht nur darauf verlassen, dass ein Arzt in der Nähe ist. Sondern stattdessen selber auf deinen Körper achten! Wenn du nochmal so handelst, werde ich wirklich sauer!",Eine dünnere Nadel muss noch vorsichtiger benutzt werden.,"Bitte mache einen Termin aus, um mich zu sehen. Ich glaube diesmal lässt sich deine Verletzung nicht so schnell heilen!","Lass alle Studierenden, die durch die Chaos Kreaturen verletzt werden zu mir kommen!","Wenn du verletzt bist, solltest du dich gut ausruhen.","Guten morgen, Senpai!","Sicherlich ist schlafen sehr wichtig, aber hier zu schlafen ist überhaupt nicht gut für deine Gesundheit.","Überanstrenge dich heute nicht bei der Arbeit, dein Körper hat sich noch nicht komplett erholt.","Senpai, beende die Aufgaben am Campus und denk dran deine Aufgabenbelohnungen einzusammeln.","Ein Arzt ist sehr wichtig auf dem Schlachtfeld, ich darf nicht fehlen! Senpai, lass uns schnell gehen und die anderen unterstützen!",Unterschätze nicht die Kraft eines Arztes!,"Ich habe nicht genug Medizin dabei, lasst uns uns zuerst zurück ziehen und die Verletzen retten!",填充,填充,填充,填充
654015,Medusa,"Hast du keine Angst vor mir? Du bist die erste Person, die mich trifft, ohne Angst zu haben! Kann ich dir folgen?","Ich bin kein Mensch, aber auch kein Monster. Ich bin eher ein Hybrid!",Die Menschen akzeptieren mich nicht so wie ich bin. Die Dämonen respektieren mich auch nicht... Was soll ich tun?,Ich wurde als Mensch geboren... und von Dämonen erzogen... Es ist nicht meine Schuld...,Bitte hab keine Angst. Früher habe ich den ganzen Tag Menschen angestarrt... Eigentlich sind es nicht nur Menschen... Ich habe immer alles so angestarrt.,Hab keine Angst! Ich möchte nur mit dir befreundet sein...,Belästige mich nicht,Dämonische Macht!,Kanno Mai,"Diese... natürlich bin ich dir sehr dankbar, aber so etwas ist ein bisschen zu romantisch für mich...",Danke... Mein Freund,Danke dir! Ich mag diese Sache sehr gern~mich mit dir anzufreunden ist wirklich toll~,"Ähm, vielleicht sind das nur meine Erwartungen, aber wenn unsere Beziehung noch enger sein könnte, wäre ich noch glücklicher.","Willkommen zurück, kannst du ein bisschen bleiben und mit mir ein wenig plaudern?",Ich werde mich anstrengen stärker zu werden!,"Schau mich an, das ist meine wirkliche Macht!",Kann ich mich mit den neuen Mitschülern anfreunden?,Selbst ich werde die anderen nicht die ganze Zeit fertig machen!,"Danke für deine Beratung, ich werde daran denken.",Kann ich mit diesem mächtigen Objekt wirklich umgehen?,Sie sind nicht wie Menschen? Heißt das sie haben weniger Angst vor mir?,Genauso gefällt es mir.,Bist das du Senpai? Es ist wirklich Senpai!,"Senpai, du sollst hier nicht schlafen! Wenn du dich nicht warm hälst wirst du krank werden!","Ich verstehe, es ist Zeit für die Arbeit, dann geh schnell, du musst dich nicht um mich sorgen.",Kein Problem?! Die Belohnungen einzusammeln solltest du nicht vergessen~,"Senpai, du kümmerst dich immer so gut um mich, wenn ich dich nerve tut es mir wirklich leid. Bitte lass mich gehen und diese Feinde fertig machen!","Ich werde alle, die mich geärgert haben, dafür bezahlen lassen!",Ich dachte Mobbing wäre nur etwas unter Menschen?,填充,填充,填充,填充
654016,KongMing,Wir folgen nur unserem Schicksal.,Ein Sieg wird weit vom Schlachtfeld entfernt geplant.,"Ich weiß alles. Natürlich weiß ich, was du weißt und was du nicht weißt.",Ich bin kein Hellseher.. nur ein sehr guter Beobachter. Ich kann dir anhand deiner Persönlichkeit deine Zukunft verraten...,"Das Schicksal kann nicht geändert werden. Wenn wir dem Schicksal widerstehen wollen, müssen wir den Preis bezahlen.","Ich helfe dir nur, um mir die Zeit zu vertreiben.",Ich weiß schon wie es enden wird.,Ich kann deine Zukunft sehen!,Kugimiya Rie,Ich... ich will kein so kindisches Geschenk!,"Okay, ich werde mich zwingen, dieses Geschenk anzunehmen.",Du bist doch nicht langweilig. Ich werde dieses Geschenk mit meiner vollen Dankbarkeit annehmen. Ich erwarte dich wieder zu sehen~,"Obwohl ich wusste, dass dieser Tag kommen würde, habe ich nicht so viel erwartet! Wir werden eine glänzende Zukunft haben~Lernen wir uns näher kennen~",Guten Morgen. Ich wollte eh gerade mit dir reden~,"Ich wusste, was passieren würde~","Bitte laufe nicht weg, das ist unser Schicksal.",Mit intelligenten Menschen zu reden macht wirklich Spaß.,"Es ist nicht unmöglich seinem Schicksal zu widerstehen, ich habe eine neue Möglichkeit erkannt!",Wollen wir die neue Idee ausprobieren?,Ich mag den Fächer mit den Kirschblüten immer noch ein bisschen lieber.,Welche Überraschung wird es wohl heute geben?,Das Schicksal wird sich nicht wegen einer kurzzeitigen Änderung verändern.,"Senpai, nur du allein?","Gut, dass ich daran gedacht habe, ein extra Kleidungsstück für Senpai mitzubringen. Ansonsten würde er sicher, wenn er einfach so auf dem Schreibtisch einschläft, krank werden.","Ich wusste, dass es so kommen würde! Ich habe auf dem Weg hierher schon bereits mit der Chefin gesprochen und ihr gesagt, dass du ein bisschen später kommen würdest. Jetzt mach dich aber endlich auf den Weg!","Die Akademie hat dir eine große Belohnung bereit gestellt, aber du musst sie schon einsammeln gehen.","Ich weiß ungefähr, was passiert ist, aber wir sollten dennoch nachschauen gehen. Hier entlang, folge mir Senpai.",Dieser Kampf ist schon entschieden bevor er überhaupt angefangen hat.,"Ein Misserfolg ist auch ein Neubeginn. Wir können das Ergebnis nicht mehr ändern, aber wir können versuchen, dass es nie wieder passiert.",填充,填充,填充,填充
654017,Leila,"Du siehst für recht schwach aus. Hast du eine geeignete Position für mich? Wenn du ein Mann bist, bestimmt! Haha, ganz ruhig. Ich bin sehr freundlich zu meinen Freunden.","Honigbienen mögen schön sein, aber Hornissen sind schöner.","Haha, was für ein schlechter Charakter...","Egal wie schwer es ist, ich werde es brechen... Ah! Wenn ich nur darüber nachdenke, bin ich schon aufgeregt!","Eisen und Stahl... Egal, aus welchen Material Bohrer hergestellt werden, irgendwann werden sie stumpf. Wo finde ich unzerbrechliches Material?",Verwende diesen Bohrer... Er kann sogar Eisenwände durchbohren!,Ich werde dich zerstören!,Ich werde ein Loch in dich hineinboren.,Kobayashi Yū,Willst du ein Loch in deinem Kopf?,"Nicht schlecht, danke~",Was für ein wunderbares Geschenk! Du kennst mich gut!,"Ab heute werde ich nicht nur zerstören, weil ich es kann, sondern um die Menschen an meiner Seite zu schützen~",Geh mir aus dem Weg! Wenn ich dich ausversehen treffe dann heule nicht!,Ein bisschen mehr! Das bisschen reicht doch nicht!,"Ich fühle neue Energie, ich kann es nicht erwarten, sie auszuprobieren!","Die Schulregeln interessieren mich nicht, ich gehe in die Klasse, in die ich will~","Ah~selbst wenn du meine große Kraft siehst, hast du keine Angst","Ich brauche definitiv keine Rüstung! Jemand der ohne Pause angreift und den Feind ununterbrochen zerstört, braucht keinen Schutz, oder?","Eine stärkere Rüstung und ein stärkerer Bohrer, niemand kann mich stoppen!","Ha? Du willst mich so etwas machen lassen, schaust du etwa auf mich herab~","Ah, ein neues Zimmer, hast du keine Angst, dass ich es zerstöre?","Ah, du bist gekommen!","Er schläft... obwohl er echt anstrengend ist, ist er schlafend sehr süß...","Okay, geh zur Arbeit, mach dich brauchbar~",Hey! Hast du die täglichen Aufgabenbelohnungen eingesammelt?,Was streiten die da draußen?,Hey! Kannst du etwa schon nicht mehr?!,"Pff, das war doch nur Glück~",填充,填充,填充,填充
655011,Sensina,"Wieder dieser böser Mann? Willkommen~Lass uns in die Nacht gehen und sehen, was wir tagsüber nicht sehen können~",Angst~Dein ängstlicher Blick... Ich mag es~,Die Nacht... Hier fühle ich mich zu Hause. Ha~Ich rieche etwas böses in der Luft!,Du solltest gut Acht auf dich geben! Ich kann jederzeit zuschlagen..!,"Die dunklen Nächte werden alles verschlingen. Ja, schlechte Dinge und Dinge, die die Leute nicht sehen wollen, werden alle in Dunkelheit gehüllt ~","Ich bin nicht der Tod~Ich sammle nur gerne Seelen. Nichts ist wichtiger als glücklich zu sein, oder?","Oh, deine Seele, ich akzeptiere sie~",Gib mir dein Leben!,Sakura Ayane,Du willst getötet werden?,Dem Tod persönlich ein Geschenk zu geben ist wirklich mutig von dir~,"Dieses Geschenk ist spezieller als der letzte~Ich möchte dir den Zauber der Dunkelheit zeigen, kommst du?","Senpai, ab heute gehört deine Seele mir! Mach dir keine Sorgen, ich werde sie nicht mit der Sichel zerstückeln~","Heute werde ich dein Leben verschonen, aber was gibst du mir dafür, Senpai~",Yay~diese Exp Getränke nehme ich mir erstmal mit!,Ich brauche noch mehr Seelen!,"Das neue Schuljahr beginnt~ich habe gehört, dass ist eine gute Möglichkeit, um Seelen zu sammeln~","Und schon wieder eine Seele gesammelt, ich komme meinem Ziel immer näher!","Solange ich meine Seelen bekomme, ist mir egal, was ich anziehe~","Die Ausrüstung zu finden, war sicher nicht einfach... aber wie wäre es wenn du mir zwei lebende Seelen findest?","Wo gehen wir heute hin, zum Seelen sammeln~Senpai halte dich lieber ein bisschen von mir fern, um nicht verletzt zu werden~",Mhm... kein schlechtes Zimmer~,"Senpai, du hast deine Entscheidung getroffen, es wird in einem Aufgenblick schon vorbei sein, Haha","Senpai~Wenn du weiter schläfst, werde ich deine Seele holen~","Es ist Zeit zu arbeiten, du wirst doch wohl nicht faul herumliegen?","Senpai, wenn du deine Belohnungen nicht endlich einsammelst, werden sie verschwinden~",Es ist etwas neues am Campus passiert! Eine super Möglichkeit Seelen zu holen!,"Yay, was für ein Sieg!!",Auch nicht so schlimm…,填充,填充,填充,填充
