id,name,charge,currency,show_name,charge_ios,charge_ios_new
366,Monatspaket mit Rabatt 5,21.99,€,Monatspaket mit Rabatt 5,23.99,23.99
367,Monatspaket mit Rabatt 6,21.99,€,Monatspaket mit Rabatt 6,23.99,23.99
368,Monatspaket mit Rabatt 7,32.99,€,Monatspaket mit Rabatt 7,35.99,35.99
369,Wochenpaket mit Rabatt 1,2.29,€,Wochenpaket mit Rabatt 1,2.49,2.49
370,Wochenpaket mit Rabatt 2,5.49,€,Wochenpaket mit Rabatt 2,5.99,5.99
371,Wochenpaket mit Rabatt 3,10.99,€,Wochenpaket mit Rabatt 3,11.99,11.99
372,Wochenpaket mit Rabatt 4,21.99,€,Wochenpaket mit Rabatt 4,23.99,23.99
373,Wochenpaket mit Rabatt 6,32.99,€,Wochenpaket mit Rabatt 6,35.99,35.99
374,Monatspaket mit Rabatt 6,21.99,€,Monatspaket mit Rabatt 6,23.99,23.99
375,Wochenpaket mit Rabatt 5,21.99,€,Wochenpaket mit Rabatt 5,23.99,23.99
376,Tagespaket mit Rabatt 1,1.09,€,Tagespaket mit Rabatt 1,1.19,1.19
377,Tagespaket mit Rabatt 2,1.09,€,Tagespaket mit Rabatt 2,1.19,1.19
378,Tagespaket mit Rabatt 3,1.09,€,Tagespaket mit Rabatt 3,1.19,1.19
379,Tagespaket mit Rabatt 4,1.09,€,Tagespaket mit Rabatt 4,1.19,1.19
380,Tagespaket mit Rabatt 5,1.09,€,Tagespaket mit Rabatt 5,1.19,1.19
381,Tagespaket mit Rabatt 6,1.09,€,Tagespaket mit Rabatt 6,1.19,1.19
382,Tagespaket mit Rabatt 1,1.09,€,Tagespaket mit Rabatt 1,1.19,1.19
383,Tagespaket mit Rabatt 2,1.09,€,Tagespaket mit Rabatt 2,1.19,1.19
384,Tagespaket mit Rabatt 3,1.09,€,Tagespaket mit Rabatt 3,1.19,1.19
385,Tagespaket mit Rabatt 4,1.09,€,Tagespaket mit Rabatt 4,1.19,1.19
386,Tagespaket mit Rabatt 5,1.09,€,Tagespaket mit Rabatt 5,1.19,1.19
387,Tagespaket mit Rabatt 6,1.09,€,Tagespaket mit Rabatt 6,1.19,1.19
388,Buchheiliftum-Vorteilskarte mit Rabatt,1.09,€,Buchheiliftum-Vorteilskarte mit Rabatt,1.19,1.19
389,Patrouillen-Vorteilskarte mit Rabatt,1.09,€,Patrouillen-Vorteilskarte mit Rabatt,1.19,1.19
390,Tagespaket mit Rabatt 7,1.09,€,Tagespaket mit Rabatt 7,1.19,1.19
391,Tagespaket mit Rabatt 7,1.09,€,Tagespaket mit Rabatt 7,1.19,1.19
392,Paket zur Glückslotterie 1,2.29,€,Paket zur Glückslotterie 1,2.49,2.49
393,Paket zur Glückslotterie 2,5.49,€,Paket zur Glückslotterie 2,5.99,5.99
394,Paket zur Glückslotterie (Exklusiv),10.99,€,Paket zur Glückslotterie (Exklusiv),11.99,11.99
395,Paket zur Glückslotterie 4,21.99,€,Paket zur Glückslotterie 4,23.99,23.99
396,Paket zur Glückslotterie 5,32.99,€,Paket zur Glückslotterie 5,35.99,35.99
397,Paket zur Glückslotterie 6,54.99,€,Paket zur Glückslotterie 6,59.99,59.99
398,Kapselpaket für Anfänger,5.49,€,Kapselpaket für Anfänger,5.99,5.99
399,Kapselpaket für Anfänger,21.99,€,Kapselpaket für Anfänger,23.99,23.99
400,Kapselpaket für Anfänger,32.99,€,Kapselpaket für Anfänger,35.99,35.99
401,Kostümpaket 1,2.29,€,Kostümpaket,2.49,2.49
402,Kostümpaket 2,32.99,€,Kostümpaket,35.99,35.99
403,Ehrengeschenk,16.99,€,Ehrengeschenk,17.99,17.99
404,Premiumzüge für Anfänger,21.99,€,Premiumzüge für Anfänger,23.99,23.99
405,Wochenpaket 7,21.99,€,Wochenpaket,23.99,23.99
406,Monatspaket 8,54.99,€,Monatspakete,59.99,59.99
407,Superpaket 1,54.99,€,Superpaket,59.99,59.99
408,Superpaket 2,54.99,€,Superpaket,59.99,59.99
409,Superpaket 3,32.99,€,Superpaket,35.99,35.99
410,Superpaket 4,16.99,€,Superpaket,17.99,17.99
411,Superpaket 5,5.49,€,Superpaket,5.99,5.99
412,Superpaket 6,2.29,€,Superpaket,2.49,2.49
413,Paket zum 1. April 1,5.49,€,Paket zum 1. April,5.99,5.99
414,Paket zum 1. April 2,32.99,€,Paket zum 1. April,35.99,35.99
415,Paket zum 1. April 3,54.99,€,Paket zum 1. April,59.99,59.99
416,Paket zum Kapselsimulator 1,2.29,€,Paket zum Kapselsimulator 1,2.49,2.49
417,Paket zum Kapselsimulator 2,5.49,€,Paket zum Kapselsimulator 2,5.99,5.99
418,Paket zum Kapselsimulator 3,10.99,€,Paket zum Kapselsimulator 3,11.99,11.99
419,Paket zum Kapselsimulator 4,32.99,€,Paket zum Kapselsimulator 4,35.99,35.99
420,Pass zum Buchheiligtum,10.99,€,Pass zum Buchheiligtum,11.99,11.99
421,Paket 1 zum Staffellauf,2.29,€,Paket 1 zum Staffellauf,2.49,2.49
422,Paket 3 zum Staffellauf,1.09,€,Paket 3 zum Staffellauf,1.19,1.19
423,Paket 4 zum Staffellauf,10.99,€,Paket 4 zum Staffellauf,11.99,11.99
424,Paket 6 zum Staffellauf,1.09,€,Paket 6 zum Staffellauf,1.19,1.19
425,Paket 7 zum Staffellauf,10.99,€,Paket 7 zum Staffellauf,11.99,11.99
426,Paket 9 zum Staffellauf,32.99,€,Paket 9 zum Staffellauf,35.99,35.99
427,Raumstation-Versorgung,21.99,€,Raumstation-Versorgung,23.99,23.99
428,Testfonds 5,54.99,€,Testfonds 5,59.99,59.99
429,Paket zum Laternenfest 1,54.99,€,Paket zum Laternenfest 1,59.99,59.99
430,Paket zum Laternenfest 2,32.99,€,Paket zum Laternenfest 2,35.99,35.99
431,Paket zum Laternenfest 4,5.49,€,Paket zum Laternenfest 4,5.99,5.99
432,Geschenk der Sterne 1,54.99,€,Geschenk der Sterne,59.99,59.99
433,Geschenk der Sterne 2,32.99,€,Geschenk der Sterne,35.99,35.99
434,Paket unter Sternen 1,54.99,€,Paket unter Sternen,59.99,59.99
435,Paket unter Sternen 2,32.99,€,Paket unter Sternen,35.99,35.99
436,Paket unter Sternen 3,10.99,€,Paket unter Sternen,11.99,11.99
437,Paket unter Sternen 4,5.49,€,Paket unter Sternen,5.99,5.99
438,Exklusives Paket,10.99,€,Exklusives Paket,11.99,11.99
439,Sondernachschub 1,5.49,€,Sondernachschub,5.99,5.99
440,Sondernachschub 2,21.99,€,Sondernachschub,23.99,23.99
441,Sondernachschub 3,32.99,€,Sondernachschub,35.99,35.99
442,Sondernachschub 4,54.99,€,Sondernachschub,59.99,59.99
443,Rotkäppchens Geschenk,32.99,€,Rotkäppchens Geschenk,35.99,35.99
444,Login-Paket 1,1.09,€,Login-Paket 1,1.19,1.19
445,Login-Paket 2,5.49,€,Login-Paket 2,5.99,5.99
446,Login-Paket 3,2.29,€,Login-Paket 3,2.49,2.49
447,Login-Paket 4,10.99,€,Login-Paket 4,11.99,11.99
448,Glücksbringer (Exklusiv),21.99,€,Glücksbringer (Exklusiv),23.99,23.99
449,Glücksbringer 1,54.99,€,Glücksbringer,59.99,59.99
450,Glücksbringer 2,32.99,€,Glücksbringer,35.99,35.99
451,Glücksbringer 3,10.99,€,Glücksbringer,11.99,11.99
452,Glücksbringer 4,5.49,€,Glücksbringer,5.99,5.99
453,Segen von Cupid 1,5.49,€,Segen von Cupid,5.99,5.99
454,Segen von Cupid 2,5.49,€,Segen von Cupid,5.99,5.99
455,Segen von Cupid 3,10.99,€,Segen von Cupid,11.99,11.99
456,Sommerliche Einladung,16.99,€,Sommerliche Einladung,17.99,17.99
457,Strandversorgung 1,54.99,€,Strandversorgung,59.99,59.99
458,Strandversorgung 2,32.99,€,Strandversorgung,35.99,35.99
459,Strandversorgung 3,10.99,€,Strandversorgung,11.99,11.99
460,Strandversorgung 4,5.49,€,Strandversorgung,5.99,5.99
461,Strandversorgung 5,2.29,€,Strandversorgung,2.49,2.49
462,Strandversorgung 6,1.09,€,Strandversorgung,1.19,1.19
463,Paket zum Fischschöpfen,32.99,€,Paket zum Fischschöpfen,35.99,35.99
464,Pass zur Galaxisreise,10.99,€,Pass zur Galaxisreise,11.99,11.99
465,Pakete zur Modemesse 1,5.49,€,Pakete zur Modemesse 1,5.99,5.99
466,Pakete zur Modemesse 2,10.99,€,Pakete zur Modemesse 2,11.99,11.99
467,Pakete zur Modemesse 3,32.99,€,Pakete zur Modemesse 3,35.99,35.99
468,Pass zur Galaxisreise,10.99,€,Pass zur Galaxisreise,11.99,11.99
469,Pakete zur Modemesse 4,54.99,€,Pakete zur Modemesse 4,59.99,59.99
470,Paket zum Laternenfest 3,21.99,€,Paket zum Laternenfest 3,23.99,23.99
471,Batterieversorgung 1,2.29,€,Batterieversorgung,2.49,2.49
472,Batterieversorgung 2,5.49,€,Batterieversorgung,5.99,5.99
473,Batterieversorgung 3,21.99,€,Batterieversorgung,23.99,23.99
474,Batterieversorgung 4,32.99,€,Batterieversorgung,35.99,35.99
475,Paket zur Schatzsuche in der Tiefsee,32.99,€,Paket zur Schatzsuche in der Tiefsee,35.99,35.99
476,Batterieversorgung 5,54.99,€,Batterieversorgung,59.99,59.99
477,Pass für Seelensammler,10.99,€,Pass für\nSeelensammler,11.99,11.99
478,Wachstums-Booster 1,2.29,€,Wachstums-Booster 1,2.49,2.49
479,Beitragspaket zu Halloween,1.09,€,Beitragspaket zu Halloween 1,1.19,1.19
480,Premium-Paket (Bonus der Mystery Boxen),16.99,€,Premium-Paket (Bonus der Mystery Boxen),17.99,17.99
481,Luxuspaket (Bonus der Mystery Boxen),32.99,€,Luxuspaket (Bonus der Mystery Boxen),35.99,35.99
482,Wachstums-Booster 3,1.09,€,Wachstums-Booster 3,1.19,1.19
483,Wachstums-Booster 4,10.99,€,Wachstums-Booster 4,11.99,11.99
484,Wachstums-Booster 6,1.09,€,Wachstums-Booster 6,1.19,1.19
485,Wachstums-Booster 7,21.99,€,Wachstums-Booster 7,23.99,23.99
486,Wachstums-Booster 9,54.99,€,Wachstums-Booster 9,59.99,59.99
487,Beitragspaket zu Halloween 2,2.29,€,Beitragspaket zu Halloween 2,2.49,2.49
488,Beitragspaket zu Halloween 3,5.49,€,Beitragspaket zu Halloween 3,5.99,5.99
489,Beitragspaket zu Halloween 4,10.99,€,Beitragspaket zu Halloween 4,11.99,11.99
490,Beitragspaket zu Halloween 5,21.99,€,Beitragspaket zu Halloween 5,23.99,23.99
491,Extra zum Sternenwunsch,21.99,€,Extra zum Sternenwunsch,23.99,23.99
492,Tägliches Glückspaket 1,1.09,€,Tägliches Glückspaket 1,1.19,1.19
493,Tägliches Glückspaket 2,1.09,€,Tägliches Glückspaket 2,1.19,1.19
494,Tägliches Glückspaket 3,4.49,€,Tägliches Glückspaket 3,4.99,4.99
495,Tägliches Glückspaket 4,2.29,€,Tägliches Glückspaket 4,2.49,2.49
496,Tägliches Glückspaket 5,5.49,€,Tägliches Glückspaket 5,5.99,5.99
497,Tägliches Glückspaket 6,5.49,€,Tägliches Glückspaket 6,5.99,5.99
498,Neulings-Ausbildungsplan,21.99,€,Neulings-Ausbildungsplan,23.99,23.99
499,Überraschungspaket 1,16.99,€,Überraschungspaket,17.99,17.99
500,Überraschungspaket 2,54.99,€,Überraschungspaket,59.99,59.99
501,Überraschungspaket 3,109.99,€,Überraschungspaket,119.99,119.99
502,Überraschungspaket 1,16.99,€,Überraschungspaket,17.99,17.99
503,Überraschungspaket 2,32.99,€,Überraschungspaket,35.99,35.99
504,Überraschungspaket 3,74.99,€,Überraschungspaket,84.99,84.99
10116,Geschenke des Grafen 1,5.49,€,Geschenke des Grafen 1,5.99,5.99
10117,Geschenke des Grafen 2,21.99,€,Geschenke des Grafen 2,23.99,23.99
10118,Geschenke des Grafen 3,32.99,€,Geschenke des Grafen 3,35.99,35.99
10119,Geschenke des Grafen 4,54.99,€,Geschenke des Grafen 4,59.99,59.99
10148,Geschenke des Grafen 5,74.99,€,Geschenke des Grafen 5,84.99,84.99
1010101,Lv.24 Paket,1.09,€,Lv.24 Paket,1.19,1.19
1010201,Lv.32 Paket,2.29,€,Lv.32 Paket,2.49,2.49
1010301,Lv.48 Paket,5.49,€,Lv.48 Paket,5.99,5.99
1010401,Lv.58 Paket,5.49,€,Lv.58 Paket,5.99,5.99
1010402,Lv.58 Paket,21.99,€,Lv.58 Paket,23.99,23.99
1010403,Lv.58 Paket,32.99,€,Lv.58 Paket,35.99,35.99
1010404,Lv.58 Paket,54.99,€,Lv.58 Paket,59.99,59.99
1010501,Lv.78 Paket,5.49,€,Lv.78 Paket,5.99,5.99
1010502,Lv.78 Paket,21.99,€,Lv.78 Paket,23.99,23.99
1010503,Lv.78 Paket,32.99,€,Lv.78 Paket,35.99,35.99
1010504,Lv.78 Paket,54.99,€,Lv.78 Paket,59.99,59.99
1010601,Lv.100 Paket,5.49,€,Lv.100 Paket,5.99,5.99
1010602,Lv.100 Paket,21.99,€,Lv.100 Paket,23.99,23.99
1010603,Lv.100 Paket,32.99,€,Lv.100 Paket,35.99,35.99
1010604,Lv.100 Paket,54.99,€,Lv.100 Paket,59.99,59.99
1010701,Lv.125 Paket,5.49,€,Lv.125 Paket,5.99,5.99
1010702,Lv.125 Paket,21.99,€,Lv.125 Paket,23.99,23.99
1010703,Lv.125 Paket,32.99,€,Lv.125 Paket,35.99,35.99
1010704,Lv.125 Paket,54.99,€,Lv.125 Paket,59.99,59.99
1010801,Lv.150 Paket,5.49,€,Lv.150 Paket,5.99,5.99
1010802,Lv.150 Paket,21.99,€,Lv.150 Paket,23.99,23.99
1010803,Lv.150 Paket,32.99,€,Lv.150 Paket,35.99,35.99
1010804,Lv.150 Paket,54.99,€,Lv.150 Paket,59.99,59.99
1010901,Lv.175 Paket,5.49,€,Lv.175 Paket,5.99,5.99
1010902,Lv.175 Paket,21.99,€,Lv.175 Paket,23.99,23.99
1010903,Lv.175 Paket,32.99,€,Lv.175 Paket,35.99,35.99
1010904,Lv.175 Paket,54.99,€,Lv.175 Paket,59.99,59.99
1011001,Lv.200 Paket,5.49,€,Lv.200 Paket,5.99,5.99
1011002,Lv.200 Paket,21.99,€,Lv.200 Paket,23.99,23.99
1011003,Lv.200 Paket,32.99,€,Lv.200 Paket,35.99,35.99
1011004,Lv.200 Paket,54.99,€,Lv.200 Paket,59.99,59.99
1030101,Ausbildungspaket,2.29,€,Ausbildungspaket,2.49,2.49
1030102,Ausbildungspaket,5.49,€,Ausbildungspaket,5.99,5.99
1030103,Ausbildungspaket,10.99,€,Ausbildungspaket,11.99,11.99
1040101,Ausbildungspaket,5.49,€,Ausbildungspaket,5.99,5.99
1040102,Ausbildungspaket,10.99,€,Ausbildungspaket,11.99,11.99
1040103,Ausbildungspaket,21.99,€,Ausbildungspaket,23.99,23.99
1050101,EXP Booster,2.29,€,EXP Booster,2.49,2.49
1050102,EXP Booster,5.49,€,EXP Booster,5.99,5.99
1050103,EXP Booster,10.99,€,EXP Booster,11.99,11.99
1050104,EXP Booster,21.99,€,EXP Booster,23.99,23.99
1050105,EXP Booster,32.99,€,EXP Booster,35.99,35.99
1050106,EXP Booster,54.99,€,EXP Booster,59.99,59.99
1050107,EXP Booster,54.99,€,EXP Booster,59.99,59.99
1060101,Münzen Booster,2.29,€,Münzen Booster,2.49,2.49
1060102,Münzen Booster,5.49,€,Münzen Booster,5.99,5.99
1060103,Münzen Booster,10.99,€,Münzen Booster,11.99,11.99
1060104,Münzen Booster,21.99,€,Münzen Booster,23.99,23.99
1060105,Münzen Booster,32.99,€,Münzen Booster,35.99,35.99
1060106,Münzen Booster,54.99,€,Münzen Booster,59.99,59.99
1060107,Münzen Booster,54.99,€,Münzen Booster,59.99,59.99
1070101,Rundenpaket-3-10,1.09,€,Stufen Paket,1.19,1.19
1070102,Rundenpaket-3-10,1.09,€,Stufen Paket,1.19,1.19
1070103,Rundenpaket-3-10,2.29,€,Stufen Paket,2.49,2.49
1070201,Rundenpaket-7-10,5.49,€,Stufen Paket,5.99,5.99
1070202,Rundenpaket-7-10,10.99,€,Stufen Paket,11.99,11.99
1070203,Rundenpaket-7-10,21.99,€,Stufen Paket,23.99,23.99
1070301,Rundenpaket-10-10,5.49,€,Stufen Paket,5.99,5.99
1070302,Rundenpaket-10-10,10.99,€,Stufen Paket,11.99,11.99
1070303,Rundenpaket-10-10,32.99,€,Stufen Paket,35.99,35.99
1070401,Rundenpaket-15-10,5.49,€,Stufen Paket,5.99,5.99
1070402,Rundenpaket-15-10,10.99,€,Stufen Paket,11.99,11.99
1070403,Rundenpaket-15-10,21.99,€,Stufen Paket,23.99,23.99
1070501,Rundenpaket-20-10,5.49,€,Stufen Paket,5.99,5.99
1070502,Rundenpaket-20-10,10.99,€,Stufen Paket,11.99,11.99
1070503,Rundenpaket-20-10,21.99,€,Stufen Paket,23.99,23.99
1070601,Rundenpaket-25-10,5.49,€,Stufen Paket,5.99,5.99
1070602,Rundenpaket-25-10,10.99,€,Stufen Paket,11.99,11.99
1070603,Rundenpaket-25-10,32.99,€,Stufen Paket,35.99,35.99
1070701,Rundenpaket-28-10,5.49,€,Stufen Paket,5.99,5.99
1070702,Rundenpaket-28-10,10.99,€,Stufen Paket,11.99,11.99
1070703,Rundenpaket-28-10,21.99,€,Stufen Paket,23.99,23.99
1070801,Rundenpaket-30-10,5.49,€,Stufen Paket,5.99,5.99
1070802,Rundenpaket-30-10,10.99,€,Stufen Paket,11.99,11.99
1070803,Rundenpaket-30-10,21.99,€,Stufen Paket,23.99,23.99
1071001,Rundenpaket-1-12,1.09,€,Rundenpaket,1.19,1.19
1071002,Rundenpaket-1-12,2.29,€,Rundenpaket,2.49,2.49
1071101,Rundenpaket-2-10,1.09,€,Rundenpaket,1.19,1.19
1071102,Rundenpaket-2-10,2.29,€,Rundenpaket,2.49,2.49
1080101,Test Paket-15,5.49,€,Test Paket,5.99,5.99
1080102,Test Paket-15,10.99,€,Test Paket,11.99,11.99
1080103,Test Paket-15,21.99,€,Test Paket,23.99,23.99
1080201,Test Paket-30,5.49,€,Test Paket,5.99,5.99
1080202,Test Paket-30,10.99,€,Test Paket,11.99,11.99
1080203,Test Paket-30,21.99,€,Test Paket,23.99,23.99
1080301,Test Paket-100,5.49,€,Test Paket,5.99,5.99
1080302,Test Paket-100,10.99,€,Test Paket,11.99,11.99
1080303,Test Paket-100,21.99,€,Test Paket,23.99,23.99
1080401,Test Paket-150,5.49,€,Test Paket,5.99,5.99
1080402,Test Paket-150,10.99,€,Test Paket,11.99,11.99
1080403,Test Paket-150,21.99,€,Test Paket,23.99,23.99
1080501,Test Paket-200,5.49,€,Test Paket,5.99,5.99
1080502,Test Paket-200,10.99,€,Test Paket,11.99,11.99
1080503,Test Paket-200,32.99,€,Test Paket,35.99,35.99
1080601,Test Paket-250,5.49,€,Test Paket,5.99,5.99
1080602,Test Paket-250,10.99,€,Test Paket,11.99,11.99
1080603,Test Paket-250,32.99,€,Test Paket,35.99,35.99
1080701,Test Paket-300,5.49,€,Test Paket,5.99,5.99
1080702,Test Paket-300,10.99,€,Test Paket,11.99,11.99
1080703,Test Paket-300,21.99,€,Test Paket,23.99,23.99
1080801,Test Paket-350,5.49,€,Test Paket,5.99,5.99
1080802,Test Paket-350,10.99,€,Test Paket,11.99,11.99
1080803,Test Paket-350,32.99,€,Test Paket,35.99,35.99
1080901,Test Paket-400,5.49,€,Test Paket,5.99,5.99
1080902,Test Paket-400,10.99,€,Test Paket,11.99,11.99
1080903,Test Paket-400,32.99,€,Test Paket,35.99,35.99
1081001,Test Paket-450,5.49,€,Test Paket,5.99,5.99
1081002,Test Paket-450,10.99,€,Test Paket,11.99,11.99
1081003,Test Paket-450,32.99,€,Test Paket,35.99,35.99
1081101,Test Paket-500,5.49,€,Test Paket,5.99,5.99
1081102,Test Paket-500,10.99,€,Test Paket,11.99,11.99
1081103,Test Paket-500,32.99,€,Test Paket,35.99,35.99
1081201,Test Paket-550,5.49,€,Test Paket,5.99,5.99
1081202,Test Paket-550,10.99,€,Test Paket,11.99,11.99
1081203,Test Paket-550,32.99,€,Test Paket,35.99,35.99
1081301,Test Paket-600,5.49,€,Test Paket,5.99,5.99
1081302,Test Paket-600,10.99,€,Test Paket,11.99,11.99
1081303,Test Paket-600,32.99,€,Test Paket,35.99,35.99
1090101,Kapsel Paket 1,21.99,€,Kapsel Paket,23.99,23.99
1090102,Kapsel Paket 1,32.99,€,Kapsel Paket,35.99,35.99
1090103,Kapsel Paket 1,54.99,€,Kapsel Paket,59.99,59.99
1090201,Kapsel Paket 2,21.99,€,Kapsel Paket,23.99,23.99
1090202,Kapsel Paket 2,32.99,€,Kapsel Paket,35.99,35.99
1090203,Kapsel Paket 2,54.99,€,Kapsel Paket,59.99,59.99
1090301,Kapsel Paket 3,21.99,€,Kapsel Paket,23.99,23.99
1090302,Kapsel Paket 3,32.99,€,Kapsel Paket,35.99,35.99
1090303,Kapsel Paket 3,54.99,€,Kapsel Paket,59.99,59.99
1100101,7-Sterne Ausbildungspaket,32.99,€,Ausbildungspaket,35.99,35.99
1100102,7-Sterne Ausbildungspaket,32.99,€,Ausbildungspaket,35.99,35.99
1100103,7-Sterne Ausbildungspaket,32.99,€,Ausbildungspaket,35.99,35.99
1100104,7-Sterne Ausbildungspaket,32.99,€,Ausbildungspaket,35.99,35.99
1100201,7-Sterne Ausbildungspaket,54.99,€,Ausbildungspaket,59.99,59.99
1100202,7-Sterne Ausbildungspaket,54.99,€,Ausbildungspaket,59.99,59.99
1100203,7-Sterne Ausbildungspaket,54.99,€,Ausbildungspaket,59.99,59.99
1100204,7-Sterne Ausbildungspaket,54.99,€,Ausbildungspaket,59.99,59.99
1100301,9-Sterne Ausbildungspaket 2,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100302,9-Sterne Ausbildungspaket 2,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100303,9-Sterne Ausbildungspaket 2,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100304,9-Sterne Ausbildungspaket 2,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100305,9-Sterne Ausbildungspaket 2,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100306,9-Sterne Ausbildungspaket 2,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100401,9-Sterne Ausbildungspaket 1,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100402,9-Sterne Ausbildungspaket 1,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100403,9-Sterne Ausbildungspaket 1,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100404,9-Sterne Ausbildungspaket 1,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100405,9-Sterne Ausbildungspaket 1,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1100406,9-Sterne Ausbildungspaket 1,54.99,€,9-Sterne Ausbildungspaket,59.99,59.99
1200101,Versorgungskristallmeißel,2.29,€,Versorgungskristallmeißel,2.49,2.49
1200102,Versorgungskristallmeißel,5.49,€,Versorgungskristallmeißel,5.99,5.99
1200103,Versorgungskristallmeißel,10.99,€,Versorgungskristallmeißel,11.99,11.99
1200104,Versorgungskristallmeißel,21.99,€,Versorgungskristallmeißel,23.99,23.99
1200105,Versorgungskristallmeißel,32.99,€,Versorgungskristallmeißel,35.99,35.99
1300101,Versorgungsbrotdosen,2.29,€,Versorgungsbrotdosen,2.49,2.49
1300102,Versorgungsbrotdosen,5.49,€,Versorgungsbrotdosen,5.99,5.99
1300103,Versorgungsbrotdosen,10.99,€,Versorgungsbrotdosen,11.99,11.99
1300104,Versorgungsbrotdosen,21.99,€,Versorgungsbrotdosen,23.99,23.99
1300105,Versorgungsbrotdosen,32.99,€,Versorgungsbrotdosen,35.99,35.99
1400101,Versorgungskekse,2.29,€,Versorgungskekse,2.49,2.49
1400102,Versorgungskekse,5.49,€,Versorgungskekse,5.99,5.99
1400103,Versorgungskekse,21.99,€,Versorgungskekse,23.99,23.99
1400104,Versorgungskekse,32.99,€,Versorgungskekse,35.99,35.99
1400201,Versorgungskekse,2.29,€,Versorgungskekse,2.49,2.49
1400202,Versorgungskekse,5.49,€,Versorgungskekse,5.99,5.99
1400203,Versorgungskekse,21.99,€,Versorgungskekse,23.99,23.99
1400204,Versorgungskekse,32.99,€,Versorgungskekse,35.99,35.99
1400301,Versorgungskekse,2.29,€,Versorgungskekse,2.49,2.49
1400302,Versorgungskekse,5.49,€,Versorgungskekse,5.99,5.99
1400303,Versorgungskekse,21.99,€,Versorgungskekse,23.99,23.99
1400304,Versorgungskekse,32.99,€,Versorgungskekse,35.99,35.99
1500101,Geisterhausversorgung,10.99,€,Geisterhausversorgung,11.99,11.99
1500102,Geisterhausversorgung,21.99,€,Geisterhausversorgung,23.99,23.99
1500103,Geisterhausversorgung,32.99,€,Geisterhausversorgung,35.99,35.99
1500104,Geisterhausversorgung,54.99,€,Geisterhausversorgung,59.99,59.99
1500201,Menschenhausversorgung,10.99,€,Menschenhausversorgung,11.99,11.99
1500202,Menschenhausversorgung,21.99,€,Menschenhausversorgung,23.99,23.99
1500203,Menschenhausversorgung,32.99,€,Menschenhausversorgung,35.99,35.99
1500204,Menschenhausversorgung,54.99,€,Menschenhausversorgung,59.99,59.99
1500301,Monsterhausversorgung,10.99,€,Monsterhausversorgung,11.99,11.99
1500302,Monsterhausversorgung,21.99,€,Monsterhausversorgung,23.99,23.99
1500303,Monsterhausversorgung,32.99,€,Monsterhausversorgung,35.99,35.99
1500304,Monsterhausversorgung,54.99,€,Monsterhausversorgung,59.99,59.99
1500401,Feenhausversorgung,10.99,€,Feenhausversorgung,11.99,11.99
1500402,Feenhausversorgung,21.99,€,Feenhausversorgung,23.99,23.99
1500403,Feenhausversorgung,32.99,€,Feenhausversorgung,35.99,35.99
1500404,Feenhausversorgung,54.99,€,Feenhausversorgung,59.99,59.99
1500501,Dämonenhausversorgung,10.99,€,Dämonenhausversorgung,11.99,11.99
1500502,Dämonenhausversorgung,21.99,€,Dämonenhausversorgung,23.99,23.99
1500503,Dämonenhausversorgung,32.99,€,Dämonenhausversorgung,35.99,35.99
1500504,Dämonenhausversorgung,54.99,€,Dämonenhausversorgung,59.99,59.99
1500601,Engelhausversorgung,10.99,€,Engelhausversorgung,11.99,11.99
1500602,Engelhausversorgung,21.99,€,Engelhausversorgung,23.99,23.99
1500603,Engelhausversorgung,32.99,€,Engelhausversorgung,35.99,35.99
1500604,Engelhausversorgung,54.99,€,Engelhausversorgung,59.99,59.99
1600101,Mädchen-Wachstumspaket 1,2.29,€,Pippis Absolvierungsplan 1,2.49,2.49
1600102,Mädchen-Wachstumspaket 2,10.99,€,Pippis Absolvierungsplan 2,11.99,11.99
1600103,Mädchen-Wachstumspaket 3,32.99,€,Pippis Absolvierungsplan 3,35.99,35.99
1600104,Mädchen-Wachstumspaket 4,32.99,€,Pippis Absolvierungsplan 4,35.99,35.99
1600105,Mädchen-Wachstumspaket 5,32.99,€,Pippis Absolvierungsplan 5,35.99,35.99
1600106,Mädchen-Wachstumspaket 6,32.99,€,Pippis Absolvierungsplan 6,35.99,35.99
1600107,Mädchen-Wachstumspaket 7,54.99,€,Pippis Absolvierungsplan 7,59.99,59.99
1700101,Personalisierter Nachschub Lv.25,1.09,€,Personalisierter Nachschub Lv.25,1.19,1.19
1700201,Personalisierter Nachschub Lv.40,2.29,€,Personalisierter Nachschub Lv.40,2.49,2.49
1700301,Personalisierter Nachschub Lv.53,5.49,€,Personalisierter Nachschub Lv.53,5.99,5.99
1700401,Personalisierter Nachschub Lv.68,10.99,€,Personalisierter Nachschub Lv.68,11.99,11.99
