id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,failed_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
546001,정욱,어머나~ 나를 소환하다니? 재미있네! 나는 마음씨 좋은 사람이니까~ 어려운 일이 있으면 알려줘.,어머나~ 저기서 모여서 뭐하는지 몰라~ 가보자~,"아아~ 정말 어설프네, 난 그런게 좋아! 귀여우니까~",왜 때렸냐고? 음~ 글쎄~ 맘에 안들어서 그랬나봐~,꼭 해야만 해? 그놈들을 때리면 내 아름다운 손이 더러워지잖아~,내가 아름다운거 다 알아~ 하지만 계속 쳐다본다면 눈알을 뽑을거야~ 정말로~,당신의 인생도 여기까지야~,안녕~,카와스미 아야코,하아~ 정말 선물 못고르는구나!,선물? 고마워~,아~ 이거 귀엽다! 고마워 너무 좋아~,처음 봤을 때부터 지켜주고 싶다고 생각했었어~ 언니같은 미인이 옆에 있으면 외롭지 않겠죠?,"어서오세요, 기다리고 있었어요!",너 정말 귀엽게 생겼어!,어라~? 이걸로 괜찮아?,"졸업했다고, 널 버리거나 하지 않을거야~",填充,이 옷이면 오히려 내 매력이 없어져.,"응, 이건 사용하기 편해~",네가 부탁하는 거라면 나도 거절할 수 없지~,"어떤 방이든지 네가 선택한 것이라면, 그것을 따를거야~","어떤 방이든지 네가 선택한 것이라면, 그것을 따를거야~",정말 사람이 많다고 해서 지각은 안돼! 나를 혼자두다니......,아쉽다. 아르바이트가 없었다면 놀이공원에 갈 수 있었을텐데...,"전에 당신의 미션 보상을 노린 발칙한 무리가 있었지만, 내가 퇴치해 놨어요. 빨리 받으러 다녀오세요~","어머나 어머나, 그래서 싸우는거야? 어디 빨리 가서 보자.",나와 적대했던 사람들은 모두 비참한 최후를 맞았답니다~,"이번에는 이기게 놔뒀지만, 다음엔 그렇게 안 될 거야!",填充,填充,填充,填充
546002,장소,"어때? 용감하지~? 같이 여러명이 있는 곳으로 가자! 깜짝 놀랄만한게 기다리고 있어! 아, 그래도 조심해? 너 한명만 도와줄거니까~",아 잠깐만…… 내 폭탄은 시한폭탄이니까~,무섭지~ 무섭지~ 떨리지~? 아하하! 귀엽다~ 작은 동물같아~,저기 올라오는 연기 보여? 저건 사람들한테 공포를 주는 무서운 연기야~,칼리스타와 어울리지 않으면 나와 함께 놀지 않을거야. 아~~ 귀찮아~,오! 여기 사람이 엄청 많네. 날려버리면 얼마나 기분이 좋을까!,다~ 망가뜨리자! 하하하~,Boom！,무라세 미치요,내가 싫어하는거 몰랐어? 아니면 나한테 날려버려지고 싶은거야?,"아, 선물이라고?",나 정말 좋은 사람이구나. 정말 내 취향이야. 고마워~,"그래요, 나에게 있어서 당신도 겨우 ""소중한 것""이 됐어요. 걱정마요, 당신정도는 지켜줄테니. 다른 사람들은 모두 폭탄의 먹이가 되겠지만!","안녕, 오늘은 무엇을 폭파하지?","음~ 할 생각도 나고, 몰래 기폭 단추라도 눌러버릴까 봐. 미리 말해두었으니까 말야?","전쟁터에서 나를 만나면, 어딘가에 폭탄이 있다고 생각하는 편이 좋아~",파티에서 폭탄을 터뜨려도 될까? 분명히 재밌을거라고 생각해!,填充,이번 화약은 소리가 멋져!,폭탄을 들고 있는 것처럼 보이지 않는다고? 당연하지! 완벽하게 숨기고 있어!,캬핫! 마침 잘 왔어. 공연을 하기로 했는데 관객이 아무도 없었거든!,"네, 여기는 쉬기 위한 장소예요. 폭파하지 않을게요.",문 주위에 폭약을 많이 놓아두었으니까 들어갈 때 조심해.,이런 조용한 학원도 드물죠. 지금 여기서 폭발이 일어나면 다들 깜짝 놀랄까?,저 가게가 아르바이트하는 곳이야? 어쩔 수 없지 폭파시키지 않을게.,"미션 보상, 필요없다면 폭파시켜도 되지?",폭파로 날려버리기에 딱 좋은 적이지. 폭탄을 사용할수 있는 모처럼의 기회인걸! 놓칠수 없어요!,"그렇게 대단한 폭발이었는데, 박수조차 없다니, 이제 폭발의 흔적 밖에 남지 않았지. 하하하!",이번에는 그냥 걔네들 운이 좋았을 뿐이라구!,填充,填充,填充,填充
546003,법정,"안녕, 나는 신이 보낸 사자입니다. 제 도움이 필요하다고 들었습니다. 그럼, 소원을 말씀해 주세요~","공평한 마음과, 정의로 평화를 이끈다. 저는 이 세상을 지키는 수호자입니다!",찬송합시다! 거룩한 빛이 모두 정화해 줄겁니다!,"빛은 반드시 찾아옵니다. 사람이여, 제발, 신을 믿어주세요.",빛이 닿지 않는 장소라는 곳도 있는 법입니다. 제 임무는 그런 곳도 남김없이 빛으로 비추는 것입니다.,"천사이기 전에, 선한 사람이고 싶습니다.","성스러운 빛이여, 남김없이 세상을 비춰라~",성스러운 빛이여!,쿠스미 아이코,괴롭히지마요. 미카엘에게 이를거에요!,저에게요? 감사합니다.,선물 고마워~ 좋은 사람이구나!,저는 앞으로도 저의 의지를 밀고 나갈 것이에요  그때 옆에 선배가 있었으면 좋겠다고 생각해요~,"어서오세요, 선배님!",신의 뜻대로.,놀랄 것 없어요. 모든 일은 필연적으로 이루어졌습니다.,정해진 규칙은 지켜야 합니다.,성스러운 빛도 만능일 수는 없어요. 자신의 의지로 결단해야 할 때도 있어요.,이 고리 말입니까? 진짜라구요!,지팡이? 지금 있는 것으로 충분합니다.,오늘도 사람들의 고민을 해결할거에요~,조명은 필요 없습니다. 성스러운 빛으로 이 방을 비출거니까요.,"선배, 무엇을 도와드릴까요?","선배가 없다면, 오늘은 푹 쉴 수 있겠네요. 언제나 여러가지 일을 저지르기 때문에 안심할 수 없어요……","선배님, 들려요? 슬슬 가지 않으면, 아르바이트에 지각한다구요!",미션 보상 잊지 마세요!,어둠속 적......? 걱정하지 마세요. 저한테 맡겨 주세요~,거룩한 불빛 아래 어둠으로 도망칠 곳은 없다구요!,성스러운 빛의 힘이 약해져 버렸다……,填充,填充,填充,填充
651001,주유,내가 보는건 힘이 아니야. 힘이 약해도 흔들리지 않는 마음이 있으면 강할 수 있어. 난 네 그런 마음을 좋아해. 내가 강하게 만들어줄게.,"아, 또 나를 쫓는거야? 미안해. 약한 사람은 싫어~",난 정면 싸움밖에 모르는 근육질 여자애는 싫어. 손책같은 애들 말이야.,"아무리 힘이 좋아도, 머리가 딸리면 안된다고~","강한 자가 약한 자를 잡아먹는건, 세상의 이치잖아?",남에게 의지해야해. 남에게 기대기만 하면 오래가지 못하지만..,내 힘을 써!,"너의 마음, 부술거야!",사쿠라 아야네,인생에 대해 생각하고 싶어. 방해하지마.,선물 감사하게 생각하고 있어요.,"마음은 확실히 받았어요, 고마워요. 소중히 간직할게요.",나 따위한테 힘이 되어줘서 고마워. 전력으로 보답하겠어. 이럴 때 이런 말밖에 할 수 없다니.. 내가 정말 뭘 모르나봐~,"오랜만이에요, 선배님. 요즘 어떠신가요?","고마워요. 여기까지 다해 주다니, 뭔가 부탁하고 싶은 것이라도 있는 걸까? 후훗, 농담이야.",앞으로 나아가지 않으면 강해질 수 없어요~,이정도 공부는 당신에게는 쉬운 일이겠죠?,"고난과 좌절 속에서도 조금씩 앞으로 나아가면 나중에는 반드시 개선된 본질에 다다를 수 있어. 이것만은 잊지 말아 둬, 선배.",고마워요. 당신이라면 사양할 필요 없어.,이건...... 구할 때 까지 상당히 고생했겠네요.,좋은 기회야. 최근 문제에 대해 의논해 봅시다~,앉을 수 있는 자리가 있으면 좋겠어. 조용히 책 읽고 싶어~,"어머, 선배...... 졸고 있던 모습을 보게 되었군요. 후훗......",응? 자버렸네. 밖에 아무도 없으니까 조금 어깨를 빌려도 괜찮겠지...?,"오늘은 아르바이트가 있을까요? 잊지 말길, 선배.",일일 임무의 진도는 어때요? 뭔가 받을 수 있는 것 같은데~,학원에서 무슨 사건이 일어난 것 같아. 같이 보러 가지 않을래?,"이 정도 적, 별거 아니야.",이 정도의 실패로 좌절하거나 하지는 않아.,填充,填充,填充,填充
651002,동탁,아~ 주인님~ 역시 주인님이 세상에서 제일 맛있어요. 참을 수 없다구요! 흐흐흥~,"주인님의 피, 역시 맛있어요~ 으흐흐","주인님은 나만의 것, 주인님께 접근하는 자는 내가 가만두지 않을거야!","계속 주인님이랑만 같이 있고 싶어. 주인님은 나만의 것, 그렇죠?",주인님도 날 많이 좋아하죠?! 괜찮아요~ 주인님을 믿고 있으니까.,주인님을 내 눈이 닿지 않는 곳에 계시게 할 수는 없어요~ 차라리 사슬로 연결시켜 놓을까! 으흐흐.,주인님한테 손가락 하나도 대지 못하게 할거야!,나는 죽지 않는다구요~,하야미 사오리,왜 이런 물건을.. 주인님까지 저를 싫어하게 된건가요?,"다른 사람한테도 선물 줬기만 해봐요, 흥흥~",아~ 주인님의 선물이다~ 이건 사랑의 증표?,"아! 애정욕 식욕 독점욕! 내 본능이 요동쳐요! 오늘만큼은 뭔가 해도 되죠, 주인님?",드디어 돌아왔네요 선배님~ 더 이상 다시 사라지게 두지 않을거에요!,"아, 주인님이 주신 음료수...... 벌컥벌컥~",주인님의 사랑이 이루어낸 기적이에요!,주인님과 함께 있을 수 있다면 어디든지 갈거에요.,주인님이 없으면 살아갈 수 없게 되어버렸어요... 이런 몸을 만든 이상 끝까지 책임을 져야 하는 거야~,주인님이 주신 옷이라면 뭐든지 입을거야!,아~ 이 옷 주인님 냄새나~,주인님을 위해서라면 지금 당장이라도 다녀올게요~,여기가 주인님 방이야?,"어서 오세요, 주인님.","주인님, 말없이 그렇게 빤히 쳐다보지 말아줄래요? 먹고 싶어지잖아요~","이제 슬슬 아르바이트 시간이야. 아, 주인님 곁을 떠나고 싶지 않은데......","아직 미션 보상을 받지 않았어요, 주인님~",학원에서 또 무슨일이 있었나 보구나. 주인님과의 시간을 방해하는 녀석은 절대로 용서 못해!,주인님을 거스르는 녀석은 모두 죽어버렸으면 좋겠어!,으윽.. 쓸모 없는 저를 벌주세요 주인님..,填充,填充,填充,填充
651003,드라큘라,당신의 피…… 나쁘지 않네요. 우리 성에 머무는 거 특별히 허락해 주겠어요. 다만! 언제든지 나에게 그 피를 줘야만해.,"인간, 당신의 피는 나만의 것이야!",내 사냥감을 훔치려다 좋은 결말을 맞은 인간 따위는 없어.,햇빛과 십자가? 나를 그런 저급한 악마라고 생각하는건가?,"오늘 밤, 내 방으로 오세요. 나에게 당신의 피를 바치는 거야.",나 몇 살로 보여?,목숨이 아깝지 않니?,뱀파이어가 되고 싶어?,호리에 유이,"재미없어! 쓸모없어! 그러니까 말했잖아, 인간은 재미없다고!",호오~ 그렇게까지 지루한 놈은 아닌 것 같아~,제물은 너의 피가 베스트지만 이것도 나쁘지 않은 것 같아~ 열심히 하는 건 칭찬해~,"에휴, 금방 올 거라고 생각했는데... 그렇게까지 둔하지는 않은 것 같네~ 안심해, 나는 계속 당신 곁에 붙어 있을거야.","인간, 나에 대한 인사는?","흥, 하등 생물들이 마시는 음료도 가끔씩이면 좋지~",힘이 솟는구나~ 꽤 좋은 피를 가지고 있네~,"전학? 지금은 이제 아무 의미 없는 일이지만, 그걸로 네가 기뻐한다면 나쁘지 않아.","변함없이 나에게 충성을 맹세한다면, 힘을 빌려줘도 좋아!","그런 잡동사니, 나한테는 필요 없어. 하지만 뭐, 당신이 준 선물이니 특별히 입을게~","에휴, 또 신기한 걸 가져왔네. 당신의 노력 인정해~",그 근처를 산책하고 올게. 당신은 여기서 기다려!,내 성과 비교해서 여긴 너무 좁아! 돌아눕지도 못하잖아!,이봐! 고귀한 나를 이런 좁은 방에 가두는 것은 무슨 생각?!,"아, 심심해.... 뭐 재미있는 이야기 없어?",아르바이트가 끝나면 바로 돌아와요! 나를 기다리게 하면 용서 못해!,미션은 정확하게 확인해요!,시끄럽네! 학원 애들이 뭐로 이렇게 난리인지 보러 가야겠어~,"승리, 승리~","칫, 이럴 수가……",填充,填充,填充,填充
651004,오공,나는 원숭이 따위가 아니야! 제천대성 손오공님이다! 기억하라고!,"제천대성 손오공님이다! 거봐, 무릎을 꿇어라!",왕모님의 복숭아? 아니 그냥 일반 복숭아잖아~,다들 봐봐 누가 왔어!,"제천대성 손오공님이, 놀러와 주셨다구~!",무섭다구? 세계를 멸망시킬 수 있는 싸움의 신이거든? 복숭아! 그걸로 그렇게 간단히 넘어가지는 않을걸? 누가 나랑 싸울래?,사탄아 물러가라!,이거라도 먹어!,니시카와 마이,에에~ 이거 이쁘다!,이거 주는 거야? 그래도 복숭아가 더 좋을 것 같은데......,"그러니까, 복숭아가 아니라면 필요없어... 라고 했지만 기다렸어! 이건 처음 보지 만 받을게요. 선배란 역시 좋은 사람!","설마 제천대성한 내가, 인간의 말 하나에 당황할 날이 올 줄이야...... 게다가 그 상대가 선배라니......헷헤.",선배 돌아온 걸 환영해요! 복숭아 가져왔어요?,"경험치 드링크가 있구나, 그럼 경험치 복숭아가 있어도 될텐데.",선배 빨리 와서 봐줘요! 여의봉이 조금 커진거 같지 않아!?,"학년이 올랐으면 좀 더 복숭아를 많이 줘도 되지 않을까? 매일 1개, 아니 반이라도 좋으니까!","봐요 선배, 이걸로 제천대성에 한 걸음 다가갔잖아?",오! 땡큐 선배님! 다음에는 복숭아도 몇 개 줘요 .그럼 더 열심히 할테니까!,이 녀석이야 말로 여의봉과 어울린다는 거야!,놀러가려고? 아자 간다~,오~ 좋은 곳이네! 고향을 떠오르게 해!,"왔구나, 선배!",응? 일어나 일어나! 햇님도 떳잖아요! 빨리 놀러가자!,"선배, 확실히 오늘은 아르바이트라고 하지 않았나요?",선배님 일일 미션은 끝났나요?,학원에서 정말 재미있는 일이 있었나봐! 빨리 보러 가자구!,히히힛! 제천대성을 앞에 두고 너희들은 도망갈 길이 없다!,"으아, 인정해... 네가 한 수 위야~",填充,填充,填充,填充
651005,맹획,"저기, 고기 좀 줘! 내가 먹는게 아니라 코끼리가!... 응? 코끼리는 초식 동물이라고?",밟아서 납작하게 만들게!,야채? 그런거 필요없다고! 고기를 안먹으면 강해질 수가 없잖아!,뼈는 으깨서 국물로♪,"오~ 너도 고기 많이 먹어! 세상에서 제일 맛있는 건, 고기니까! 고기야말로 정의!","고기보다 가치가 있는 물건이라니, 모르겠네~",고기를 위해 싸우자!,집에 가자!,타케우치 준코,맛없어! 재미도 없어!,먹을 수 있는거야?,고기가 정의! 잘 아네~,누군가와 밥을 먹는다는 건 즐거워! 나중에 밥을 해 준다면...... 평생 함께할게!,"주인님, 드디어 왔어요... 고기 먹고 싶어요!",고기를 더 주면 더 강해질 수 있는데!,"후훗! 조금만 더 빨리 움직이면, 다음에 유선보다 밥을 더 많이 먹을 수 있을 거야!",뭐? 졸업? 새로운 식당 있어?!,강해지려면 많이 먹어야지!,내 귀여미의 장비도 잊지말아주세요~,"새 장비 받아서 밥 먹고, 몸도 마음도 후끈후끈해. 얼마나 좋은 날인가!",끝나면 불고기 사줘 !,"아잉, 장비랑 같이 안 있으면, 다 괜찮아.","고기, 갖다줬어!?",왜 그래? 그냥 쉬는게 좋지 않아?,아르바이트하러 간다~!,미션 보상 안 받은 것 같아~,"학원에서 무슨 일이 있는 것 같아... 뭐 어때, 밥 먹자!",고기를 위해서라면 지지 않아!,으~  배고파~ 힘이 전혀 없어……,填充,填充,填充,填充
651006,손인,"주인님, 당신만의 댄서로서 춤을 바칩니다!","이 춤으로, 신의 축복을 가져다 드릴게요.",언젠가 무대에서 모두에게 박수를 받고 싶어요.,춤을 춰요! 조화의 아름다움을 모두에게 전해야죠.,"무대가 있는 곳에, 바로 내가 있어.",삶의 이유...? 내 춤으로 조화의 아름다움을 알릴 수 있을까?,전투의 춤을 추자!,저와 함께 춤을 춰요!,치하라 미노리,이런 선물을 강요하는 것은 그만해 주세요. 춤에 집중할 수 없게 돼요!,제 춤 보러 와 주신거에요? 어 선물? 고마워요~,주인님 감사합니다 ! 답례로 춤을 가르쳐 드릴게요~,누구를 위해 춤추는가는 중요하지 않아요...... 하지만 당신이 내 곁에 있어주길 바래요~,"주인님, 오셨군요. 제 춤 한 번 보실래요?",마음 감사히 받을게요~,내 춤의 아름다움이 한층 더 갈고 닦였다고 생각하지 않습니까?,별일 없이 무사히 졸업했습니다. 축하합시다!,"만인의 주목을 받든, 무명인 채 혼자 외로워지든, 나는 결코 춤을 멈추지 않을 겁니다.","어머, 주인님도 무용 의상에 대해 잘 알고 있나요?","어머나, 멋진 의상! 곧 옷을 갈아입고 올 테니 주인님을 위해 한 곡 추게 해 주시겠습니까?",원하신다면 기꺼이.,저를 위해 준비해 주신 겁니까? 조용하고 춤에 집중할 수 있을 것 같은 좋은 방이네요~,새로운 춤 좀 봐주실래요?,조금 피곤하신가 보군요. 제 꼬리에서 좀 주무시겠어요?,이제 슬슬 아르바이트 시간입니다. 전 여기서 기다리고 있을테니까...... 다녀오세요.,"어머, 못 받은 미션 보상이 있는 것 같은데요.",학원에서 뭔가 새로운 일이라도 시작되었을까요?,여러분께 도움이 되었다니 다행입니다.,걱정마세요. 다음엔 꼭 이길 거예요.,填充,填充,填充,填充
651007,하후돈,날 이긴다면 당신을 평생 주인님으로 모실게. 해볼래?,눈이 하나밖에 없지만 지지 않을거야~ 덤벼라!,말만 잘하지.. 우리 초원의 남자는 입보다 주먹으로 직접 나선다고~,도발하는거야~? 아하하~ 스스로 죽으러 오는 녀석은 오랜만이구나~,"우와, 통이 크구나, 너 같은 놈 싫지 않아~","저 늑대 보여? 난 3초 이내에 숨통을 막을 수 있어, 보고 싶어?",베이고 싶어?,베겠다!,요시다 세이코,엄청 까부네!,"오, 고마워~","뭐야, 나에 대해 제대로 알고 있잖아!","해가 지는 저 멀리까지, 주인님과 함께 달려가고 싶어요…… 이런 모습으로 이야기 할 일은 아니었는데. 뭐, 주인님이라면 이걸 더 좋아하실지도 모르겠네.","딱 좋은 타이밍! 나랑 같이 연습해줘요~ 선배, 도망가지 마요!","소중한 음료수 감사해요, 주인님!",너랑 오래 있었던 덕분에 나도 많이 강해진 것 같아!,"책상 앞에 앉는 것은 질색이야. 앞으로도 잘 부탁해요, 주인님!",얼마나 강한지는 중요하지 않아. 어디든 갈 수 있다면 자유롭게 할 수 있을거니까.,다 장비빨이지~,요즘은 이것저것 주인님한테 신세만 지고 있네요. 그나마 이 멧돼지 가죽 사례를 받아주세요~,어디로 가는건데?,좀 좁은 방이군. 이래서야 말이 들어갈지 어떨지.......,"오, 돌아왔구나!","주인님 얼굴은 부드럽구나...... 앗! 입술이 다가와버렸다...... 뭐, 잠들었으니 눈치채지 못했겠지......","주인님, 아르바이트에 늦을 것 같은데요? 타, 바래다 줄게요!",미션 보상 빨리 받아 둬!,학원에서 사건이? 지금 바로 간다!,뭔가를 이긴다는 것이 이토록 기분 좋았다니!,"아, 아야 아야…… 다음에는 좀 비켜 가는 게 낫겠어",填充,填充,填充,填充
651008,조운,조운입니다. 반드시 모든 사악한 것을 없애 버릴 거에요!,나쁜 놈은 바로 응징!,장애물은 모두 때려눕힌다!,"가야할 길이 있다면, 몇 천 몇 만의 장애물이 있더라도 계속 나아갈거야!",천군만마가 오더라도 나를 막을 수 있다고 생각하지 마!,말 따위는 필요 없어. 창과 검만 있으면 충분해!,나는 조운!,베겠다!,박로미,"사악한 것이여, 다시는 우리 앞에 나타나지 마!",나는 나의 길을 간다. 신경 쓸 필요없어.,나를 안심시키는 물건이네~ 고마워~,"나도 여기서 맹세할게. 오늘부터 내 천명이 다할 때까지, 나는 주님의 검이 되고 방패가 되리라!","오늘도 얼굴봐서 좋았어요, 주인님.",감사해요~,"고마워요, 꼭 주인님의 기대에 부응해 보일게요!","강해지는 길에 끝은 없다. 그 어느 쪽도 힘과 지혜, 그 어느 쪽도 빠질 수 없다. 나의 길은, 아직 멀다.","강해지는 길에 끝은 없다. 그 어느 쪽도 힘과 지혜, 그 어느 쪽도 빠질 수 없다. 나의 길은, 아직 멀다.",언제 어느 때건 우아함은 필수다.,이런 장비를 받을 수 있다니...... 진심으로 감사합니다~,"오늘은 어디로 향할까요, 주인님?","음, 역시 주인님의 방이구나.",수고하셨어요~,"여기서 자면... 자, 내 어깨를 빌려줄 테니까 돌아가자...",아르바이트 시간이에요. 저도 동행할 수 있도록 허락해 주세요!,아직 받지 못한 미션 보상이 있나 보구나.,학원에서 무슨 일이 있는 것 같은데 혹시 모르니까 내 곁에 있어요. 반드시 주인님을 지켜낼거에요.,승리는 기쁘지만 별로 과시할 일은 아니야.,아직…… 수행이… 계속 필요해…,填充,填充,填充,填充
651009,대교,어라? 이제 내 차례? 그렇게 서두르지 않아도 되는데...... 지금 준비할게요.,"원하는 것을 구하지 못했을 때, 그 상처는 더 깊이 새겨지는 법이죠.","백마탄 왕자의 매력은 왕자님도, 백마도 아닌 그의 왕자 신분입니다.",정말 소중한 물건은 눈에 보이지 않죠. 사람의 내면을 올바르게 평가할 줄 아는 사람이 얼마나 있을까요?,결국 남자는 여자를 얼굴로 선택하는 생물이에요.,"사랑이란, 내가 어떻게 할 수 없는 법.",부디 조심하세요.,치유의 음색......,하나자와 카나,이걸로 절 놀리시려는 거에요??,"주인님, 감사합니다.",맙소사...... 이젠 현혹되지 않겠다고 다짐했는데... 제대로 책임지세요.,"내 사랑을 얻을 수 있다니, 운에 감사해야 합니다!",오늘 선배는 좋은 남자일까? 아니면 나쁜 남자일까? 후후후후~,"우후후, 아주 조금 경험치 드링크를 먹을 정도면 괜찮겠지요?","미모가 더욱 빛이 난다구요? 에? 그런 일은 없다구?...... 흥, 주인님 같이 평범한 사람은 모르는거라구요!","하아, 배운다는 것은 정말 힘드네요. 좀 도와 주시겠어요?","다시 태어난 나를 보고, 조금 두근거리는 것 아닌가요? 우후후후.","주인님, 뒤에 지퍼 좀 올려 주실래요?...... 후우, 이제야 겨우 입었네요. 혹시 저 뚱뚱한가요......치, 아니에요! 분명 이 옷이 너무 작은 거예요!",이것이야말로 내 미모에 맞는 것. 그렇게 생각하지 않나요?,나와 같은 길을 걷는 것은 최고의 명예라는 것을 알아라!,어라? 제가 오자마자 모두 밖으로 나가버렸어요...... 왜 그럴까요?,어서오세요! 아무도 없어서 정말 재미없었거든요.,자면 안돼요. 제가 최근 참가한 비파 대회에 대해 듣고 싶지 않은거에요?,아르바이트 시간입니다!,미션 보상 같은 건 뒤로 하고 일단 저랑 얘기하시죠?,학원이 소란스럽네요?,"허허허허, 쓸데없는 저항은 그만둬요. 제 미모 앞에서 당신들에게 승산은 없습니다!",이 미모를 앞에 두고 어떻게 그럴 수 있을까요…… 으으………,填充,填充,填充,填充
651010,하후연,주인님~ 절 기르는건 쉬워요. 잘 곳과 먹을 곳이랑 인터넷 환경만 있으면 된답니다! 아 최신 게임도!,아...... 일어나기싫어......이불에서 나오면 죽는 병에 걸렸어~,"밖은 태양이 쨍쨍 비치고 있고, 나는 역시 집에서 게임! 게임 최고!","일을 하든, 운동을 하든, 게임보다 재밌는 건 없어!",어떤거 사고 싶어? BS Vita보다 3CS일까나.,위위 아래아래 왼쪽 오른쪽 왼쪽 오른쪽 BABA~ 내가 짱이야,이 게임은 쓰레기야……,MVP는 내꺼야!,타나카 리에,윽...... 이런거 나한테 주지마요!,안녕~ 고마워~ 주인님!,이거...... 계속 갖고 싶었던건데...... 주인님 너무 좋아요~,"아아아...... 이런 장면은, 갸루계로 몇번이나 연습했는데.... 막상 본인이 하는 입장이 되니까 역시 긴장되는군요...!",뭐야 주인님이시구나~ 게임 방해는 하지 말아줘요!,"에~ 이 음료 차갑지 않아? 뭐 어때, 일단 마셔둘래~","레벨업!!! 아하핫, 지금의 나는 최강!",에? 공부라니...... 게임이 재미있다구!,휴우~ 이 게임은 클리어~ 다음에는 어디서 놀까?,"저기, 신작 게임기가 갖고 싶은데 어떻게 해서든 구할 수 없을까, 네? 주인님, 안돼요? 그럼 됐어요. 방해되니까 다른 데로 가세요.",오! 이건! 최신작 <시원한 여름> 코스프레 의상 아니야! 주인님 이거 어디서 구했어요?,뭐 어디로 갈지는 대충 정해도 돼. 게임기가 있으면 어디든 똑같아……,콘센트 어딨어?,우두커니 서 있지 말고 빨리 클리어 하는 거 도와줘!,게임하다가 잠자는 사람이 있다니 난생 처음이야...,"자자, 빨리 아르바이트하러 갔다 와요. 그리고 돌아오면 게임하자.",미션 보상 주의해야 해. 만약 한정품을 놓친다면 큰 일이니까~,학원에서 사건이 났다구? 그런것 보다는~ 지금은 일단 이 스테이지의 공략을 도와줘!,"흥, 이지 모드는 재미없네.",아...... 그래서 오고싶지 않다고 말했는데 ......,填充,填充,填充,填充
651011,사마의,응? 뭔가 사람에게 말할 수 없는 어둠을 안고 있는 것 같네. 알려줄 수 있니? 들어줄 수 있어!,햇빛따위 다 사라졌으면 좋겠다. 전 세계가 어둠에 덮였으면 좋겠어.,"저 사람, 너무… 너무  눈이 부셔. 내가 제일 싫어하는 타입이야.",오늘은 누굴 먹을까? 얘? 쟤도 맛있겠다......,"슬픔, 분노, 우울.. 하 오늘은 벌써 배불러. 이제 못 먹겠는걸.","아가씨, 같이 놀지 않을래? 내가 즐겁게 해줄께.",저기 알려줘. 뭘 무서워하는지. 응?,어둠이여...... 모든걸 삼켜라!,타나카 타카코,나한테 잡아 먹히길 원하는거야?,"선물도 줬으니, 오늘은 안먹을게~",어둠의 냄새다~ 좋아!,너랑 함께 있는게 즐겁다고 생각해.. 한 발 가까워진건가?.. 너라면 문제 없어~,또 만났네. 설마 도망가진 않겠지?,응? 의외로 맛있네.,어둠의 힘이 다시 강해졌어. 나쁘지 않지.,"후훗, 모두 더 맛있어졌어~",너희들 인간의 감정이 탁해질수록 내 어둠의 힘도 강해져~,"에너지가 어둠인지 빛인지, 그렇게 큰 차이는 없다고 생각해.",에? 내가 좋아하는 장비를 알고 있다니.,오늘은 어린 애라도 잡아먹을까?,더 어둡게 할 수 없니? 너무 밝으면 불안해지잖아......,돌아오신걸 환영합니다~,감정의 파동을 느끼지 못할거라고 생각했는데... 자고 있었어.,"인간씨, 아르바이트 시간이에요~","미션 보상, 필요없다면 내가 대신 받아도 되는거지?",학원에 대해서는 관심없어. 보러갈거니?,"이봐, 더 떨고 있는 것처럼 보여!","칫, 빛때문에 눈부셨을 뿐이야……",填充,填充,填充,填充
