id,name,brief,desc
1070011,수납장,가구,선반 위에는 여러 가지 도구의 파츠가 놓여 있어요.
1070012,타임 머신,가구,"시간 여행은 인류의 꿈. 어느 박사 학생에 따르면 이것은 시간 여행 뿐 아니라 시간을 멈추는 것도 가능하다고 하지만, 정작 이것을 어떻게 움직여야 하는지 아는 사람은 없어요."
1070013,기계 팔,가구,"기계 팔로, 위연의 의수에 사용된 기술과는 비교가 되지 않습니다."
1070014,스팀 난로,가구,이 난로를 사용하기 전에 반드시 기압값을 확인할 것! 안전한지 확인하지 않으면 큰일난다구요!
1070015,원형 기계,가구,의미 불명의 기계 마니아의 장난감 정도의 물건일까. 정말 이걸 가져갈거에요?
1070016,공구,가구,다양한 도구들이 가지런히 벽에 놓여 있어요.
1070017,저장고 문,가구,"두꺼운 기계의 문, 들어갈 때 꽤 고생해요."
1070018,기계 제도,가구,봐도 뭔지 모르겠지만 일단 이걸 그린 사람이 대단하다는 것만큼은 알겠네요--아마도 어떤 괴력녀
1070019,증기관,가구,파이프는 메카와 그 동력원을 연결할 수 있지만 사람의 마음은 연결할 수 없어요.
1070020,컨트롤러,가구,컨트롤러에는 여러가지 버튼이 있는데 시험 삼아 눌러보지 않을래요?
52013,용의 후손·조조,,
652020,용의 후손·조조,,
752013,용의 후손·조조,,
930186,5성 용의 후손·조조 조각,소녀 소환,"조각 50개를 모으면, 소녀를 소환 할 수 있습니다."
7097,꽃다운 소녀,스킨,육손의 꽃다운 소녀 스킨
27097,꽃다운 소녀,스킨,육손의 꽃다운 소녀 스킨
121,명혼 에너지,화폐,명혼 강화 시 사용
122,명혼 티켓,명혼 티켓,명혼 퀘스트 시 사용
25010001,하급 명혼 정수,명혼 아이템,분해 시 소량의 명혼 에너지를 획득합니다.
25010002,중급 명혼 정수,명혼 아이템,분해 시 중량의 명혼 에너지를 획득합니다.
25010003,고급 명혼 정수,명혼 아이템,분해 시 대량의 명혼 에너지를 획득합니다.
25050500,【최고급 루비Ⅰ】합성석,명혼 합성 아이템,[최고급 루비Ⅰ] 명혼 세트 합성에 사용하는 아이템
25060600,[소환자] 합성석,명혼 합성 아이템,[소환자] 명혼 세트 합성에 사용하는 아이템
25060700,[결단자] 합성석,명혼 합성 아이템,[결단자] 명혼 세트 합성에 사용하는 아이템
25060800,[파괴자] 합성석,명혼 합성 아이템,[파괴자] 명혼 세트 합성에 사용하는 아이템
25060900,[지배자] 합성석,명혼 합성 아이템,[지배자] 명혼 세트 합성에 사용하는 아이템
25010101,비늘 명혼,명혼,
25010102,흉터 명혼,명혼,
25010103,날개 명혼,명혼,
25010104,껍데기 명혼,명혼,
25020101,[일반 토파즈Ⅰ] 비늘 명혼,명혼,
25020102,[일반 토파즈Ⅰ] 흉터 명혼,명혼,
25020103,[일반 토파즈Ⅰ] 날개 명혼,명혼,
25020104,[일반 토파즈Ⅰ] 껍데기 명혼,명혼,
25030101,[일반 자수정Ⅰ] 비늘 명혼,명혼,
25030102,[일반 자수정Ⅰ] 흉터 명혼,명혼,
25030103,[일반 자수정Ⅱ] 날개 명혼,명혼,
25030104,[일반 자수정Ⅱ] 껍데기 명혼,명혼,
25030201,[초급 자수정Ⅰ] 비늘 명혼,명혼,
25030202,[초급 자수정Ⅰ] 흉터 명혼,명혼,
25030203,[초급 자수정Ⅰ] 날개 명혼,명혼,
25030204,[초급 자수정Ⅰ] 껍데기 명혼,명혼,
25030205,[초급 자수정Ⅱ] 별의 명혼,명혼,
25030206,[초급 자수정Ⅱ] 달의 명혼,명혼,
25030301,[중급 자수정Ⅰ] 비늘 명혼,명혼,
25030302,[중급 자수정Ⅰ] 흉터 명혼,명혼,
25030303,[중급 자수정Ⅰ] 날개 명혼,명혼,
25030304,[중급 자수정Ⅰ] 껍데기 명혼,명혼,
25030305,[중급 자수정Ⅱ] 별의 명혼,명혼,
25030306,[중급 자수정Ⅱ] 달의 명혼,명혼,
25030401,[고급 자수정Ⅰ] 비늘 명혼,명혼,
25030402,[고급 자수정Ⅰ] 흉터 명혼,명혼,
25030403,[고급 자수정Ⅰ] 날개 명혼,명혼,
25030404,[고급 자수정Ⅰ] 껍데기 명혼,명혼,
25030405,[고급 자수정Ⅱ] 별의 명혼,명혼,
25030406,[고급 자수정Ⅱ] 달의 명혼,명혼,
25040101,[일반 에메랄드Ⅰ] 비늘 명혼,명혼,
25040102,[일반 에메랄드Ⅰ] 흉터 명혼,명혼,
25040103,[일반 에메랄드Ⅱ] 날개 명혼,명혼,
25040104,[일반 에메랄드Ⅱ] 껍데기 명혼,명혼,
25040105,[일반 에메랄드Ⅲ] 별의 명혼,명혼,
25040106,[일반 에메랄드Ⅲ] 달의 명혼,명혼,
25040201,[초급 에메랄드Ⅰ] 비늘 명혼,명혼,
25040202,[초급 에메랄드Ⅰ] 흉터 명혼,명혼,
25040203,[초급 에메랄드Ⅰ] 날개 명혼,명혼,
25040204,[초급 에메랄드Ⅰ] 껍데기 명혼,명혼,
25040205,[초급 에메랄드Ⅱ] 별의 명혼,명혼,
25040206,[초급 에메랄드Ⅱ] 달의 명혼,명혼,
25040207,[초급 에메랄드Ⅱ] 태양의 명혼,명혼,
25040301,[중급 에메랄드Ⅰ] 비늘 명혼,명혼,
25040302,[중급 에메랄드Ⅰ] 흉터 명혼,명혼,
25040303,[중급 에메랄드Ⅰ] 날개 명혼,명혼,
25040304,[중급 에메랄드Ⅰ] 껍데기 명혼,명혼,
25040305,[중급 에메랄드Ⅱ] 별의 명혼,명혼,
25040306,[중급 에메랄드Ⅱ] 달의 명혼,명혼,
25040307,[중급 에메랄드Ⅱ] 달의 명혼,명혼,
25040401,[고급 에메랄드Ⅰ] 비늘 명혼,명혼,
25040402,[고급 에메랄드Ⅰ] 흉터 명혼,명혼,
25040403,[고급 에메랄드Ⅰ] 날개 명혼,명혼,
25040404,[고급 에메랄드Ⅰ] 껍데기 명혼,명혼,
25040405,[고급 에메랄드Ⅱ] 별의 명혼,명혼,
25040406,[고급 에메랄드Ⅱ] 달의 명혼,명혼,
25040407,[고급 에메랄드Ⅱ] 달의 명혼,명혼,
25050101,[일반 루비Ⅰ] 비늘 명혼,명혼,
25050102,[일반 루비Ⅰ] 흉터 명혼,명혼,
25050103,[일반 루비Ⅱ] 날개 명혼,명혼,
25050104,[일반 루비Ⅱ] 껍데기 명혼,명혼,
25050105,[일반 루비Ⅲ] 별의 명혼,명혼,
25050106,[일반 루비Ⅲ] 달의 명혼,명혼,
25050107,[일반 루비Ⅲ] 태양의 명혼,명혼,
25050201,[초급 루비Ⅰ] 비늘 명혼,명혼,
25050202,[초급 루비Ⅰ] 흉터 명혼,명혼,
25050203,[초급 루비Ⅰ] 날개 명혼,명혼,
25050204,[초급 루비Ⅰ] 껍데기 명혼,명혼,
25050205,[초급 루비Ⅱ] 별의 명혼,명혼,
25050206,[초급 루비Ⅱ] 달의 명혼,명혼,
25050207,[초급 루비Ⅱ] 태양의 명혼,명혼,
25050301,[중급 루비Ⅰ] 비늘 명혼,명혼,
25050302,[중급 루비Ⅰ] 흉터 명혼,명혼,
25050303,[중급 루비Ⅰ] 날개 명혼,명혼,
25050304,[중급 루비Ⅰ] 껍데기 명혼,명혼,
25050305,[중급 루비Ⅱ] 별의 명혼,명혼,
25050306,[중급 루비Ⅱ] 달의 명혼,명혼,
25050307,[중급 루비Ⅱ] 태양의 명혼,명혼,
25050401,[중급 루비Ⅰ] 비늘 명혼,명혼,
25050402,[중급 루비Ⅰ] 흉터 명혼,명혼,
25050403,[고급 루비Ⅰ] 날개 명혼,명혼,
25050404,[고급 루비Ⅰ] 껍데기 명혼,명혼,
25050405,[고급 루비Ⅰ] 별의 명혼,명혼,
25050406,[고급 루비Ⅰ] 달의 명혼,명혼,
25050407,[고급 루비Ⅰ] 태양의 명혼,명혼,
25050501,[최고급 루비Ⅰ] 비늘 명혼,명혼,
25050502,[최고급 루비Ⅰ] 흉터 명혼,명혼,
25050503,[최고급 루비Ⅰ] 날개 명혼,명혼,
25050504,[최고급 루비Ⅰ] 껍데기 명혼,명혼,
25050505,[최고급 루비Ⅰ] 별의 명혼,명혼,
25050506,[최고급 루비Ⅰ] 달의 명혼,명혼,
25050507,[최고급 루비Ⅰ] 태양의 명혼,命魂,
25060601,[소환자] 비늘 명혼,명혼,
25060602,[소환자] 흉터 명혼,명혼,
25060603,[소환자] 날개 명혼,명혼,
25060604,[소환자] 껍데기 명혼,명혼,
25060605,[소환자] 별의 명혼,명혼,
25060606,[소환자] 달의 명혼,명혼,
25060607,[소환자] 태양의 명혼,명혼,
25060701,[결단자] 비늘 명혼,명혼,
25060702,[결단자] 흉터 명혼,명혼,
25060703,[결단자] 날개 명혼,명혼,
25060704,[결단자] 껍데기 명혼,명혼,
25060705,[결단자] 별의 명혼,명혼,
25060706,[결단자] 달의 명혼,명혼,
25060707,[결단자] 태양의 명혼,명혼,
25060801,[파괴자] 비늘 명혼,명혼,
25060802,[파괴자] 흉터 명혼,명혼,
25060803,[파괴자] 날개 명혼,명혼,
25060804,[파괴자] 껍데기 명혼,명혼,
25060805,[파괴자] 별의 명혼,명혼,
25060806,[파괴자] 달의 명혼,명혼,
25060807,[파괴자] 태양의 명혼,명혼,
25060901,[지배자] 비늘 명혼,명혼,
25060902,[지배자] 흉터 명혼,명혼,
25060903,[지배자] 날개 명혼,명혼,
25060904,[지배자] 껍데기 명혼,명혼,
25060905,[지배자] 별의 명혼,명혼,
25060906,[지배자] 달의 명혼,명혼,
25060907,[지배자] 태양의 명혼,명혼,
9201,기본 이모티콘1,채팅 이모티콘,
9202,기본 이모티콘2,채팅 이모티콘,
9203,기본 이모티콘3,채팅 이모티콘,
9204,기본 이모티콘4,채팅 이모티콘,
9205,기본 이모티콘5,채팅 이모티콘,
9206,기본 이모티콘6,채팅 이모티콘,
9207,기본 이모티콘7,채팅 이모티콘,
9208,기본 이모티콘8,채팅 이모티콘,
9209,기본 이모티콘9,채팅 이모티콘,
9210,기본 이모티콘10,채팅 이모티콘,
9211,기본 이모티콘11,채팅 이모티콘,
9212,기본 이모티콘12,채팅 이모티콘,
9213,기본 이모티콘13,채팅 이모티콘,
9214,기본 이모티콘14,채팅 이모티콘,
9215,기본 이모티콘15,채팅 이모티콘,
9216,기본 이모티콘16,채팅 이모티콘,
9217,기본 이모티콘17,채팅 이모티콘,
9218,기본 이모티콘18,채팅 이모티콘,
9219,기본 이모티콘19,채팅 이모티콘,
9220,기본 이모티콘20,채팅 이모티콘,
9221,기본 이모티콘21,채팅 이모티콘,
9222,기본 이모티콘22,채팅 이모티콘,
9223,기본 이모티콘23,채팅 이모티콘,
9224,기본 이모티콘24,채팅 이모티콘,
9301,할로윈 이모티콘1,채팅 이모티콘,
9302,할로윈 이모티콘2,채팅 이모티콘,
9303,할로윈 이모티콘3,채팅 이모티콘,
9304,할로윈 이모티콘4,채팅 이모티콘,
9305,움직이는 이모티콘1,채팅 이모티콘,
9306,움직이는 이모티콘2,채팅 이모티콘,
9307,움직이는 이모티콘3,채팅 이모티콘,
9308,움직이는 이모티콘4,채팅 이모티콘,
9309,움직이는 이모티콘5,채팅 이모티콘,
9310,움직이는 이모티콘6,채팅 이모티콘,
9311,움직이는 이모티콘7,채팅 이모티콘,
9312,움직이는 이모티콘8,채팅 이모티콘,
124,하트 우표,이벤트 아이템,"특수 재료, 아이템 교환 시 사용"
6491,적주벽영,,
6492,적주벽영,,
6493,적주벽영,,
6494,적주벽영,,
6495,적주벽영,,
6496,적주벽영,,
940041,9성 은신 인형 조각,인형 소환,"조각 50개를 모으면, 은신 학부 9성 인형을 소환할 수 있습니다.\n소녀 각성, 돌파 시 재료로 사용 가능"
940042,9성 신위 인형 조각,인형 소환,"조각 50개를 모으면, 신위 학부 9성 인형을 소환할 수 있습니다.\n소녀 각성, 돌파 시 재료로 사용 가능"
940043,9성 풍견 인형 조각,인형 소환,"조각 50개를 모으면, 풍견 학부 9성 인형을 소환할 수 있습니다.\n소녀 각성, 돌파 시 재료로 사용 가능"
940044,9성 담화 인형 조각,인형 소환,"조각 50개를 모으면, 담화 학부 9성 인형을 소환할 수 있습니다.\n소녀 각성, 돌파 시 재료로 사용 가능"
940045,9성 수라 인형 조각,인형 소환,"조각 50개를 모으면, 수라 학부 9성 인형을 소환할 수 있습니다.\n소녀 각성, 돌파 시 재료로 사용 가능"
940046,9성 진성 인형 조각,인형 소환,"조각 50개를 모으면, 진성 학부 9성 인형을 소환할 수 있습니다.\n소녀 각성, 돌파 시 재료로 사용 가능"
125,소녀 보물 상자,소녀 보물 상자,"귀중한 보물 상자, 오픈 후 원하는 보상을 선택할 수 있습니다."
123,컬렉션 포인트,컬렉션 포인트,지정된 트로피 수를 달성하면 컬렉션 상점을 해제할 수 있다.
7098,파풍 검객,스킨,용의 후손·조조의 파풍 검객 스킨
27098,파풍 검객,스킨,용의 후손·조조의 파풍 검객 스킨
126,꼬치구이,이벤트 재료,"특수 재료, 아이템 교환 시 사용"
127,아이스크림,이벤트 재료,"특수 아이템, 아이템 교환 시 사용"
128,쥬스,이벤트 아이템,"특수 아이템, 아이템 교환 시 사용"
8027,인피니트 리그 우승,섬네일 프레임,도전 - 인피니트 리그 우승 6회
8028,인피니트 리그 우승,섬네일 프레임,도전 - 인피니트 리그 우승 7회
8029,인피니트 리그 우승,섬네일 프레임,도전 - 인피니트 리그 우승 8회
8030,인피니트 리그 우승,섬네일 프레임,도전 - 인피니트 리그 우승 9회
8031,인피니트 리그 우승,섬네일 프레임,도전 - 인피니트 리그 우승 10회
8032,입문 수집가,섬네일 프레임,컬렉션 상점에서 구매
8033,보통 수집가,섬네일 프레임,컬렉션 상점에서 구매
8034,고급 수집가,섬네일 프레임,컬렉션 상점에서 구매
20001035,입문 수집가 섬네일,특별 섬네일,컬렉션 상점 한정 섬네일
20001036,보통 수집가 섬네일,특별 섬네일,컬렉션 상점 한정 섬네일
20001037,고급 수집가 섬네일,특별 섬네일,컬렉션 상점 한정 섬네일
930187,5성 여포 조각,소녀 소환,"조각 50개를 모으면, 소녀를 소환 할 수 있습니다."
55007,여포,,
655016,여포,,
755006,여포,,
930188,5성 루시퍼엘 조각,소녀 소환,"조각 50개를 모으면, 소녀를 소환 할 수 있습니다."
56006,루시퍼엘,,
656016,루시퍼엘,,
756006,루시퍼엘,,
129,심쿵 펀드,이벤트 아이템,"이벤트 아이템, 심쿵 대작전에서 사용할 수 있습니다."
130,러브 로즈,특수 아이템,"특수 아이템, 심쿵 대작전 상점에서 아이템을 교환할 수 있습니다."
131,두근두근 크리스탈,이벤트 아이템,"이벤트 아이템, 사용 후 심쿵 대작전의 맵을 매 번 랜덤으로 1-3단계씩 전진할 수 있습니다."
132,사랑의 다이아,이벤트 아이템,"이벤트 아이템, 사용 후 심쿵 대작전의 맵을 매 번 1-3단계씩 전진할 수 있습니다."
133,NEW 소녀 선택 팩,소녀 팩,"소중한 보물 상자, 사용 후 5성 여포 조각*50 또는 5성 루시퍼엘 조각*50개를 선택할 수 있습니다. 루시퍼엘은 실제 장착 후 활성화할 수 있습니다."
134,입학 퀴즈 참가권,이벤트 아이템,"이벤트 아이템, 입학 퀴즈에서 사용합니다."
1080001,밀실 벽지,가구,"독특한 스타일의 벽지, 비밀스러운 방을 꾸밀 때 특히 도움이 된다."
1080002,밀실 타일,가구,"아무도 없는 밀실, 타일 위에는 먼지 하나 없었다……."
1080003,밀실 카페트,가구,"두껍고 폭신폭신한 카페트, 그냥 뒹굴면서 낮잠 자면 기분이 좋아질 거야!"
1080004,밀실 쇼파,가구,"수수께끼의 재료로 만들어져, 매우 견고하지만, 안정감이 있다. 고양이를 길러도 훼손되지 않는 추천 상품이다."
1080005,밀실 파티션,가구,"생활공간과 업무공간을 구분할 수 있는 파티션, 과거와 미래의 경계선!"
1080006,수납 선반,가구,화려한 무늬로 장식된 선반. 어딘가에 숨겨진 서랍이 있을지도 모른다.
1080007,화장대 의자,가구,차분하게 메이크업에 집중할 수 있는 고품질 의자.
1080008,화장대,가구,도대체 어떤 사람이 이 밀실 안에서 메이크업을 하고 있었을까? 이 화장대는 어쩌면 그냥 화장대가 아닐지도 몰라!
1080009,거울,가구,"거울은 사람의 겉모습은 담을 수 있지만, 마음은 담을 수 없지."
1080010,가죽 커튼,가구,정교하게 만들어져 있는 고급진 커튼. 이 밀실에서 바라보는 경치는 어떨까?
135,두근두근 선물,재료 상자,"귀중한 보물 상자. 오픈 시 아래의 아이템 중 랜덤 1개를 획득할 수 있습니다：「주황색 혼기 조각*10, 5성 엘리트 소녀 조각*10, 진성 학부 5성 엘리트 소녀 조각*10, 수라 학부 5성 엘리트 조각*10, 5성 소녀 조각*50, 4성 소녀 조각*30」"
7099,한여름의 해수욕,스킨,방통의 한여름의 해수욕
27099,한여름의 해수욕,스킨,방통의 한여름의 해수욕
7100,5월의 차,스킨,제갈량의 5월의 차 스킨
27100,5월의 차,스킨,제갈량의 5월의 차 스킨
7101,과거의 아이돌,스킨,손인의 과거의 아이돌 스킨
27101,과거의 아이돌,스킨,손인의 과거의 아이돌 스킨
7102,달콤한 젤라또,스킨,등애의 달콤한 젤라또 스킨
27102,달콤한 젤라또,스킨,등애의 달콤한 젤라또 스킨
7103,꼭두각시 천사,스킨,방통의 꼭두각시 천사 스킨
27103,꼭두각시 천사,스킨,방통의 꼭두각시 천사 스킨
8035,스팀 라이트,섬네일 프레임,제 2회 스팀 축제에서 흑금 기어를 구입해서 획득
136,한정 에너지,한정 에너지,"특수 재료, 한정 에너지 소환에 사용할 수 있습니다."
137,축제 캔들,이벤트 아이템,"학원의 미래를 밝혀줄 길, 축제의 필수품으로 학원 곳곳에 있다."
138,축제 무늬 공,이벤트 아이템,모든 사람의 이목을 끌 수 있는 축제의 필수품으로 학원 곳곳에 있다.
139,폭죽,이벤트 아이템,축제의 분위기를 띄우는 축제의 필수품으로 학원 곳곳에 있다.
140,축제 풍선,이벤트 아이템,무대를 장식할 수 있는 축제의 필수품으로 학원 곳곳에 있다.
141,생일 모자,이벤트 아이템,생일 축하를 위한 축제에서 빼놓을 수 없는 필수품으로 학원 곳곳에 있다.
142,삼각기,이벤트 아이템,"축제 시 바람에 날리게 걸어두는 것, 축제에서 빼놓을 수 없는 필수품으로 학원 곳곳에 있다."
143,축하 카드,이벤트 아이템,"간직할 만한 축하 카드, 축제에서 빼놓을 수 없는 필수품으로 학원 곳곳에 있다."
144,생일 현수막,이벤트 아이템,"모두에게 축복을 받고 축하할 때, 축제의 필수품으로 학원 곳곳에 있다."
145,케이크,이벤트 아이템,"축제가 끝날 때까지 먹어야하는 디저트, 축제에서 빼놓을 수 없는 필수품으로 학원 곳곳에 있다."
146,선택권,이벤트 아이템,"이벤트 아이템, 럭키카드 이벤트에서 사용할 수 있습니다."
7104,폭렬 악당,스킨,펜리르의 폭렬 악당 스킨
27104,폭렬 악당,스킨,펜리르의 폭렬 악당 스킨
147,만능 물감,이벤트 아이템,"이벤트 아이템, 카니발 퍼즐 이벤트에서 사용할 수 있습니다. 한정 이벤트-학원 탐색으로 획득."
8036,2주년 한정 섬네일 프레임,섬네일 프레임,"2020 2주년 한정 섬네일 프레임, 한정 이벤트로 획득."
7105,2주년 뱀파이어,스킨,드라큘라의 2주년 뱀파이어 스킨
27105,2주년 뱀파이어,스킨,드라큘라의 2주년 뱀파이어 스킨
148,2주년 카드,이벤트 아이템,"이벤트 아이템, 기념일 케이크 이벤트에서 사용할 수 있습니다."
20001038,2주년 한정 섬네일,특별 섬네일,2주년 축제 이벤트 한정 섬네일 프레임
4101001,5성 소녀 선택 팩(2주년 한정),선택 팩,"오픈 후 은신, 신위, 풍견 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다. (오른쪽 상단의 '보기'를 클릭하여 자세한 보상 내용을 확인할 수 있으며, 팩 구입 후 팩의 보상은 업데이트 되지 않음)"
4101002,6성 인형 선택 팩(2주년 한정),선택 팩,"오픈 후 은신, 신위, 풍견과 담화 6성 인형 조각 중 1가지를 선택할 수 있습니다."
4501001,직업 세트 선택 팩(2주년 한정),선택 팩,"오픈 후 전사, 법사, 레인저, 어쌔신, 목사 직업 세트 상자 중 1개를 선택할 수 있습니다."
4102001,5성 소녀 선택 팩(2주년 한정),선택 팩,"오픈 후 5개의 진성과 5개의 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(오른쪽 상단의 '보기'를 클릭하여 자세한 보상 내용을 확인할 수 있으며, 팩 구입 후 팩의 보상은 업데이트 되지 않음)"
4102002,6성 인형 선택 팩(2주년 한정),선택 팩,"오픈 후 진성, 수라 6성 인형 조각 중 1가지를 선택할 수 있습니다."
9107,왓?,채팅 이모티콘,2주년 기념·드라큘라 채팅 이모티콘1
9108,알겠어.,채팅 이모티콘,2주년 기념·드라큘라 채팅 이모티콘2
9109,화남!,채팅 이모티콘,2주년 기념·드라큘라 채팅 이모티콘3
9110,축하축하,채팅 이모티콘,2주년 기념·드라큘라 채팅 이모티콘4
9111,한 입 먹을래?,채팅 이모티콘,2주년 기념·순욱 채팅 이모티콘1
9112,벌컥벌컥,채팅 이모티콘,2주년 기념·순욱 채팅 이모티콘2
9113,내 꿈 꿔~,채팅 이모티콘,2주년 기념·순욱 채팅 이모티콘3
9114,서~프라이즈!,채팅 이모티콘,2주년 기념·순욱 채팅 이모티콘4
4102003,여포&루시퍼엘 선택 상자,선택 팩,오픈 후 5성 여포 조각*50  또는 5성 루시퍼엘 조각*50 중 하나를 선택할 수 있습니다.
149,전사 장비 상자,직업 장비 상자,"직업 장비 상자, 4개의 전사 장비를 획득 할 수 있습니다."
150,법사 장비 상자,직업 장비 상자,"직업 장비 상자, 4개의 법사 장비를 획득 할 수 있습니다."
151,레인저 장비 상자,직업 장비 상자,"직업 장비 상자, 4개의 레인저 장비를 획득 할 수 있습니다."
152,어쌔신 장비 상자,직업 장비 상자,"직업 장비 상자, 4개의 어쌔신 장비를 획득 할 수 있습니다."
153,목사 장비 상자,직업 장비 상자,"직업 장비 상자, 4개의 목사 장비를 획득 할 수 있습니다."
6497,축제 지팡이,,
6498,축제 지팡이,,
6499,축제 지팡이,,
6500,축제 지팡이,,
6501,축제 지팡이,,
6502,축제 지팡이,,
2000042,2주년 케이크,배경 이미지,전투 시 로딩 화면으로 세팅 가능
7106,보라색 유혹,스킨,순욱의 보라색 유혹 스킨
27106,보라색 유혹,스킨,순욱의 보라색 유혹 스킨
7107,무기 여왕,스킨,여포의 무기 여왕 스킨
27107,무기 여왕,스킨,여포의 무기 여왕 스킨
2000043,심쿵 대작전의 추억,배경 이미지,전투 시 로딩 화면으로 세팅 가능
8037,센스쟁이,섬네일 프레임,이벤트를 통해 획득 가능
154,사이다,이벤트 아이템,"이벤트 아이템, 시원한 여름 이벤트에서 사용할 수 있습니다."
8038,시원한 여름,섬네일 프레임,"시원한 여름 이벤트 한정 섬네일 프레임, 한정 이벤트로 획득."
7108,따스한 해풍,스킨,하후돈의 따스한 해풍 스킨
27108,따스한 해풍,스킨,하후돈의 따스한 해풍 스킨
4102004,5성 소녀 선택 팩(썸머 극장),선택 팩,"오픈 후 5개의 진성과 5개의 수라 5성 소녀 조각 중 하나를 선택할 수 있습니다.(오른쪽 상단의 '보기'를 클릭하여 자세한 보상 내용을 확인할 수 있으며, 팩 구입 후 팩의 보상은 업데이트 되지 않음)"
156,사랑의 증표,이벤트 아이템,사랑과 맹세의 총선거 이벤트 기간입니다. 당신의 소녀에게 투표하세요!
157,사랑의 증표,이벤트 아이템,사랑과 맹세의 총선거 이벤트 기간입니다. 당신의 소녀에게 투표하세요!
158,사랑의 증표,이벤트 아이템,사랑과 맹세의 총선거 이벤트 기간입니다. 당신의 소녀에게 투표하세요!
155,썸머 극장 티켓,이벤트 아이템,"특수 아이템, 아이템 교환 시 사용"
159,뿅망치,이벤트 아이템,"이벤트 아이템, 아이스의 비밀에서 사용할 수 있습니다."
160,도라야키,이벤트 아이템,"특수 아이템, 아이템 교환 시 사용"
161,타코야키,이벤트 아이템,"특수 아이템, 아이템 교환 시 사용"
162,찹쌀 경단,이벤트 아이템,"특수 아이템, 아이템 교환 시 사용"
930189,5성 크리스 조각,소녀 소환,"조각 50개를 모으면, 소녀를 소환 할 수 있습니다."
54012,크리스,,
654019,크리스,,
754012,크리스,,
1090001,비치 체어,가구,햇볕 좋은 백사장에서 노는 것은 즐거운 일이지만 썬크림을 꼭 발라야 해!
1090002,비치 테이블,가구,해변에 있을 때 소지품을 놓을 수 있는 가장 좋은 곳이야.
1090003,아이스박스,가구,더우면 시원한 음료를 마시고 다이어트를 한다면 무설탕으로~
1090004,비치 돗자리,가구,"괜찮다면, 그냥 모래사장에 누워 있어도 돼."
1090005,모래 거북이,가구,"모래사장에 누우면 얼마나 더울까, 차라리 모래 속에 들어가 자자."
1090006,안전요원 의자,가구,구조 요원이 일할 때 휴대폰을 가지고 있어도 되나? 핸드폰을 못하면 의자에 앉아 있을 때 너무 심심하지!
1090007,샌드 아트,가구,다른 사람의 예술 작품이 어디까지 정교해질 수 있는지는 모르지. 물론 어떻게든 흩어진 모래로 돌아가기 마련이야.
1090008,샌드 아트 도구,가구,"더 세밀하게 해야할 때 도구가 손을 따라 올 수는 없지만, 분명 없어서는 안 될 것들이지!"
1090009,네트,가구,친구들을 불러 수영복을 입고 해변의 모래사장에서 스포츠를 즐겨보자~
1090010,소지품,가구,소지품을 잘 보관해. 도둑 조심.
1090011,야자수,가구,"이 넓은 땅에서 그늘을 찾기는 어려울 것 같고, 색채의 포인트로 눈의 피로를 겨우 풀 수 있을 뿐이야."
1090012,서핑 보드,가구,"조용한 모래사장, 살이 탈 걱정도 안하며 햇빛을 쬐고 있다."
1090013,수박,가구,수박은 충분하니 줄 서서 받아가요. 낭비하면 안돼요.
1090014,아이스 음료,가구,"모래사장 특별 음료, 한 잔 더 할래요?"
1090015,불가사리,가구,"조용히 모래사장을 꾸몄으니, 별 다섯 개 주세요~"
1090016,소라,가구,미소녀는 소라 속에 살지 않는답니다. 그런 환상은 버리세요.
1090017,구명 튜브,가구,구명 튜브는 사람들 속에 가만히 서서 자신이 나서야 하는 순간을 기다린다.
1090018,경기장 경계선1,가구,공식적인 경기에는 일정한 규칙과 장소를 정해 선을 긋는 것이 필요하다.
1090019,경기장 경계선2,가구,공식적인 경기에는 일정한 규칙과 장소를 정해 선을 긋는 것이 필요하다.
1090020,경기장 경계선3,가구,공식적인 경기에는 일정한 규칙과 장소를 정해 선을 긋는 것이 필요하다.
1100001,투명 벽지,가구,"투명한 벽지, 주변 경치를 한눈에 볼 수 있어요!"
1100002,투명 바닥,가구,"투명 바닥, 자연을 더 가까이서!"
8039,사랑의 맹세,섬네일 프레임,"투표 이벤트의 섬네일 프레임, 한정 이벤트로 획득."
7109,여름 향기,스킨,바닐라의 여름 향기 스킨
27109,여름 향기,스킨,바닐라의 여름 향기 스킨
7110,썸머 게임,스킨,육손의 썸머 게임 스킨
27110,썸머 게임,스킨,육손의 썸머 게임 스킨
7111,해변의 물곰,스킨,튜린의 해변의 물곰 스킨
27111,해변의 물곰,스킨,튜린의 해변의 물곰 스킨
7112,은빛 서퍼,스킨,루시퍼의 은빛 서퍼 스킨
27112,은빛 서퍼,스킨,루시퍼의 은빛 서퍼 스킨
7113,천사의 장난,스킨,미카엘의 천사의 장난 스킨
27113,천사의 장난,스킨,미카엘의 천사의 장난 스킨
1090021,경기장 경계선4,가구,공식적인 경기에는 일정한 규칙과 장소를 정해 선을 긋는 것이 필요하다.
163,종이학,이벤트 아이템,"이벤트 아이템, 복귀 상점에서 아이템으로 교환할 수 있으며, 이벤트 종료 후에는 판매가 가능합니다."
1090022,해변,가구,모래 위의 공터에서 마음껏 놀아보자~
