id,text,option1,option2,option3
11030001,학원 입학식에서 풍견 학부의 시험관은 누구인가요?,튜린,노부나가,황월영
11030002,황월영이 데리고 다니는 애완동물의 이름은?,브루노,아묘,강아지
11030003,"풍견 학부에 타이트한 전투 슈트를 입고 마법의 저격 총을 안고 자고 싶어 하는 소녀가 있는데, 그녀는 누구입니까?",위연,스카이,왕이
11030004,풍견 학부에서 위연은 동료의 배신으로 팔을 잃었다. 위연이 의수를 얻는 데 도움을 준 두 학생은 누구입니까?,펜리르와 용마,제갈량와 화타,유비와 조조
11030005,위연은 풍견 학부에 소속되어 있다. 입학식 후 위연과 함께 학부 테스트에 참가한 사람은?,여몽와 선배님,노부나가와 조조,제갈량와 허저
11030006,소녀 비밀: 튜린은 감정이 없는 AI였다. 메인 스토리에서 튜린이 감정을 찾는 데 도움을 준 소녀는 누구입니까?,제갈량,여포,용마
11030007,소녀 비밀: 옛날의 스카이가 바람을 통제할 수 있는 능력이 없었다. 그녀가 죽기 직전에 신비한 사람을 만나 그의 도움으로 스카이는 바람을 통제할 수 있는 능력을 가졌다. 이 신비한 사람은 누구입니까?,노반,여포,크리스
11030008,소녀 비밀: 왕이 몸에 지니고 있는 장비는 신비로운 인물이 만든 것이다. 이 장비는 엄청난 마력을 소모하기 때문에 왕이는 늘 피곤해 보인다. 이 장비를 제작한 사람은 누구입니까?,용마,노반,제갈량
11030009,황월영의 애완동물 브루노는 몰래 선배님의 사역마 비스킷을 훔쳐 먹었다. 만약 피피로라면 브루노를 어떻게 가르쳤을까?,"그녀는 아마 매우 분노할 것이다, 한 달 동안 뼈다귀를 먹지 못하게 할 것이다.",두 번 다시 같은 잘못을 범하지 않도록 엄하게 꾸짖을 것이다.,화난 척 브루노를 어루만지고 몰래 간식을 주며 위로할 것이다.
11030010,황월영의 애완동물 브루노는 몰래 선배님의 사역마 비스킷을 훔쳐 먹었다. 만약 튜린이라면 브루노를 어떻게 가르쳤을까?,'멋대로 남의 것을 먹으면 안 된다!'라고 브루노를 열심히 가르칠 것이다.,다시는 훔치지 않도록 곰 망치로 가르친다.,화가 풀릴 때까지 브루노에게 소리를 친다.
11030011,황월영의 애완동물 브루노는 몰래 선배님의 사역마 비스킷을 훔쳐 먹었다. 만약 위연이라면 브루노를 어떻게 가르쳤을까?,화가 나서 브루노를 들어 올려 입에 숨긴 사역마 비스킷을 내놓으라고 한다.,그녀는 선배가 걱정되는 동시에 음식을 먹고 싶은 브루노의 마음을 이해하여 결국 제갈량 선배에게 사역마 비스킷을 구하는 방법을 물어볼 수밖에 없었다.,다음을 대비해 남은 비스킷에 고추를 듬뿍 섞어 놓는다.
11030012,황월영의 애완동물 브루노는 몰래 선배님의 사역마 비스킷을 훔쳐 먹었다. 만약 황월영이라면 브루노를 어떻게 가르쳤을까?,브루노를 학원에서 쫓아낸다.,브루노에게 야단을 친 뒤 매달리는 듯한 눈빛으로 선배를 바라보며 용서를 구한다.,브루노가 좋아하는 간식을 모두 몰수하다.
12030001,풍견 학부에서 액티브 스킬로 적에게 음양 표식을 쌓아 적에게 입히는 대미지를 증가시킬 수 있는 소녀가 있다. 해당 소녀를 여러 명 소유 시 음양 표식이 겹쳐 강력한 대미지를 입힐 수 있다. 해당 소녀는 누구일까요?,좌자,스카이,튜린
12030002,풍견 학부의 푸른 깃털 위연은 임의의 소녀가 기절당했을 때 HP 비율에 따라 적에게 대미지를 준다. 다음 중 푸른 깃털 위연과 가장 궁합이 잘 맞는 소녀는?,황월영(HP가 낮을 때 높은 확률로 적을 기절시킨다),"바닐라(적에게 동결, 석화, 독 효과를 부여한다)",화타(자신이 쓰러질 때 아군 소녀의 HP를 회복한다)
12030003,풍견 학부의 왕이는 적의 가드를 감소시키는 동시에 출혈 상태의 적에게 큰 대미지를 준다. 다음 중 왕이와 가장 궁합이 잘 맞는 소녀는?,방통(HP가 자신보다 높은 적을 기절시킨다),유협(HP가 자신보다 낮은 적에게 HP 비율에 따라 적에게 대미지를 준다),펜리르(액티브 스킬을 사용해 적을 출혈 상태로 만든다)
12030004,풍견 학부의 피피로는 특별한 능력을 가지고 있어 적에게 부여된 디버프가 많을수록 입히는 대미지가 더 커진다. 다음 중 피피로의 능력을 최대한 발휘할 수 있는 조합은?,"유비, 베라, 여몽, 화타, 은월","루시퍼엘, 스카이, 황월영, 용의 후손·조조, 비비안","아파테, 용마, 미카엘, 제갈량, 곽가"
12030005,풍견 학부의 푸른 깃털 위연은 임의의 소녀가 기절당했을 때 HP 비율에 따라 적에게 대미지를 준다. 다음 중 푸른 깃털 위연과 가장 잘 맞는 혼기는?,"이매진 블레이드(공격력, 속도, 구속 강화율 증가)","트윈 지팡이(공격력, 속도, 가드 증가)","이카루스의 날개(정밀, 공격력, 스킬 대미지 증가)"
12030006,풍견 학부에서 스카이는 아군 소녀의 속도를 높일 수 있는 능력을 가지고 있다. 다음 중 어떤 소녀를 보조하는 것이 가장 적합하다고 생각합니까?,"여포, 반헬싱, 왕이와 같은 전투가 길어질수록 강력해지는 소녀.","펜리르, 장비, 튜린과 같은 반격 또는 가드로 대미지를 입히는 소녀.","비비안, 이자나미, 아파테 등 선제공격이 더 효과적인 소녀."
12030007,풍견 학부의 유굉은 쓰러지면 전체 적을 독 상태로 만든다. 다음 중 유굉와 가장 궁합이 잘 맞는 소녀는?,손상향 (독 상태의 적에게 추가 대미지를 줌),언월 (전사 적에 추가 대미지를 줌),사마소(적을 석화 상태로 만들고 에너지를 흡수한다)
11040001,학원 입학식에서 담화 학부 시험관을 맡은 학생은 누구일까요?,전풍,제갈량,여몽
11040002,"제갈량 학생의 분원 고사에 따르면, 담화 학부은 다음과 같은 특성을 가진 학생들의 가입을 가장 환영한다.",정직,독립,총명
11040003,담화 학부에서 귀여운 버섯처럼 생긴 학생은 누구일까요?,전풍,유비,축융
11040004,집 도착했는데 방이 깨끗이 청소되어 있다. 누가 청소를 했을까요?,적련,여몽,베라
11040005,지각을 앞둔 신입생은 먹은 빵을 반쯤 집어 던지며 빠른 걸음으로 숲속을 지나갔다. 이를 발견한 허저 학생은 화가 나서 신입생에게 다가갔다. 다음 중 허저학생이 말할 가능성이 가장 큰 말은?,왜 절반 먹고 버리니?! 식량을 아껴야 해!,신입생으로서 왜 이렇게 늦게 와? 규율을 지키자!,"이 자식, 감히 내가 애써 키운 화초를 짓밟다니! 내가 너를 어떻게 혼내는지 봐라!"
11040006,크리스 학생 꼬리에 달린 크리스탈 이름은?,기적의 크리스탈,팔란티르,불의 신의 눈
11040007,"학원에 식당을 하나 열었는데 좋은 홍보 채널이 없어 장사가 안되고 있다. 어느 날, 가게 주인이 찾아와 담화 학원에서 마케팅 잘하는 학생을 찾아 식당을 홍보해 달라고 부탁했다. 다음 중 어떤 학생을 초대하는 것이 가장 좋을까요?",적련,크리스,유비
11040008,담화 학부에서 회계를 맡은 학생은 누구일까요?,제갈량,베라,원술
11040009,화산 사건 후 유몽학원에 정착한 적련 학생은 어느 사역마 부족의 마녀일까요?,야생 고양이,플로라,에르데
11040010,여몽 학생에게는 매우 존경스러운 선배 한 명이 있다. 여몽이 카오스의 공격을 당했을 때 이 학생은 나서서 여몽을 위기에서 구해줬다. 이 학생은 누구일까요?,관우,위연,장비
11040011,제갈량 학생은 다음 어떤 소속에 해당할까요?,선도위원회,학생회,DEF
11040012,"유몽 군대는 '이'가 카오스에 대항하기 위해 만든 군대이며 맴버 은월, 바닐라, 방통 등이 속해있다. 이중 여령기 학생은 어느 부대의 소속일까요?",'풍','화','기'
11040013,루시퍼는 샤이닝 밴드의 보컬로써 밴드를 이끌고 '뮤직 페스티벌'에 참가했다. 다음 담화 학부 학생 중 밴드 소속인 맴버는?,채문희&황충,허저&제갈량,캐시&여령기
11040014,"담화 학부 중 장비, 관우 학생은 함께 밴드를 창단하였다. 이 밴드의 이름은?",도원 밴드,피치 밴드,애플 밴드
11040015,소녀 비밀: 미슬토 학생은 평상시 소심하고 부끄러움이 많지만 어떤 관심 있는 주제가 나타날 때 대담하고 열정적으로 변하게 된다. 다음 중 어떤 주제의 내용일까요?,자유,생명,사랑
11040016,소녀 비밀: 베라 학생의 요리는 영양가가 풍부하지만 외관과 맛은 정말 받아들이기 어려울 정도의 '살인 무기'라고 할 수 있다. 건강의 도움이 되는 요리를 만들기 위해 베라는 약초 지식이 풍부한 학생을 찾아가서 도움을 요청한 바가 있다. 이 학생은 누구일까요?,우길,화타,좌자
11040017,"소녀 비밀: 캐시의 킬러 재능은 타고났지만, 암살 기술은 지형에 크게 의존하기 때문에 지형의 제한을 받았을 때 캐시는 자신의 암살 기술이 누군가에게 진 것을 매우 불쾌하게 느낀다. 캐시를 불쾌하게 만드는 이 학생은 누구일까요?",암월,은월,곽가
11040018,"소녀 비밀: 제갈량 학생은 평상시 논리정연한 말솜씨가 노련해 보이지만, 사실은 친구가 필요하고 외로움을 잘 타는 소녀이다. 어느 날, 제갈량은 우연히 듣게 된 거문고 음색의 이끌려 음악 동아리의 가입해 거문고를 잘 다루는 친구를 사귀었다. 이 친구는 누구일까요?",아파테,미카엘,주유
11040019,적련 학생은 야생 고양이 부족의 마녀이며 화산 사건 이후 야생 고양이 일족을 데리고 유몽 학원에 정착했다. 다음 중 적련 학생이 말할 가능성이 가장 큰 말은?,괜찮아 더 먹을 수 있어~,멸치 너무 맛있다용!,또 지각하면 선생님이 너를 먹~는~다~
11040020,노반은 풍견 학부에서 기술 교류회를 열었다. 다음 중 어떤 학생을 보내는 것이 가장 적합할까요?,크리스,황충,제갈량
12040001,전투에서 담화 학부의 소녀는 어떤 학부의 소녀에게 추가적인 구속 효과를 제공하나요?,은신 학부,풍견 학부,신위 학부
12040002,담화 학부의 공격을 사용 시 신위 학부에게 어떤 영향을 줄까요?,"대미지 30%, 정밀 15% 증가","치명타 15%, 치명타 대미지 25% 증가",아무 효과 없음
12040003,담화 학부 학생 6명이 한 팀이 되면 어떤 학부 후광을 발동할 수 있을까요?,"HP 20%, 정밀 18% 증가","HP 20%, 공격 15% 증가","HP 20%, 가드 30% 증가"
12040004,담화 학부의 여령기 학생은 적에게 '광기의 벌' 표식을 부여할 수 있다. '광기의 벌' 표식은 어떤 효과가 있을까요?,"'광기의 벌' 표식을 가진 적을 공격 시, 추가 대미지를 입힌다.","'광기의 벌' 표식을 가진 적이 대미지를 받을때, 주변 적들도 영향을 받는다.","'광기의 벌' 표식을 가진 적이 쓰러질 때, 적군 소녀 전체에게 대미지를 입힌다."
12040005,담화 학부의 한 학생은 라운드가 종료 후 랜덤으로 자신의 한 가지 구속 효과를 제거할 수 있다. 이 학생은?,캐시,제갈량,미슬토
12040006,적을 침묵시켜 액티브 스킬을 발동할 수 없게 만들고 싶다면 다음 중 담화 학부의 어떤 학생을 선택하는 게 좋을까요?,황충,적련,여몽
12040007,"담화 학부에서 적련의 일반 공격, 액티브 스킬, 구속을 당할 경우 적에게 연소 대미지를 줄 수 있습니다. 다음 중 적련과 협력할 수 있는 학생은?",용의 후손·조조,주유,가브리엘
12040008,담화 학부 어쌔신 중에는 공격력이 높을 뿐만 아니라 자신과 아군 소녀들의 HP를 회복할 수 있다. 이 학생은?,여령기,캐시,유표
12040009,"담화 학부에서 베라는 적을 축소하여 적에게 더 많은 대미지를 입힌 후 자신이 받은 대미지를 감소할 수 있다. 또한, 조건이 충족되면 적은 자신 최대 HP에 따라 대미지를 받는다. 다음 중 적은 어떤 행동을 취한 후 해당 대미지를 촉발 가능할까요?",일반 공격 진행,연소 대미지 받은 후,구속 요과 받은 후
12040010,"담화 학부의 크리스 학생이 적에게 결정 효과를 가했을 때, 다음 중 어떤 행동을 취할 수 있을까요?","액티브 스킬 발동 후, 일반 공격 진행",추격 또는 반격을 진행,이상 모두 불가
11060001,학원 입학식에서 진성 학부의 시험관은 누구인가요?,미카엘,화타,가브리엘
11060002,"연습실에는 커다란 하프가 놓여있는데, 어느 소녀의 전용 연습실인가요?",방통,가브리엘,우리엘
11060003,미카엘 학생의 말에 따르면 진성 학부는 다음 어떤 특성을 가진 소녀들의 가입을 가장 원할까요?,자유,신비,정의
11060004,위연과 여몽이 입학하는 연도에 진성 학부에서 학생 대표를 담당한 소녀는 누구인가요?,미카엘,방통,수경
11060005,다음 3명의 진성 학부 소녀 중 날개가 없는 소녀는?,수경,후예,방통
11060006,다음 진성 학부의 소녀 중 기자로 위장하였지만 실제로는 야간 순찰이 소녀는 누구일까요?,화타,우리엘,가브리엘
11060007,항아가 곤경에 처했어요! 다음 중 그녀를 도울 가능성이 가장 큰 소녀는?,후예,드라큘라,우길
11060008,미카엘과 루시퍼이 융합되었을 때 루시퍼엘이외에 다른 닉네임도 맘에 들었다고 하는데요. 다음 중 미카엘이 맘에 들었던 닉네임은?,희다,미파,루미
11060009,학원의 소녀가 카오스의 공격을 받아 부상을 입었다면 선배님은 상처 입은 소녀를 데리고 의사 화타가 계신 어디로 가야 하나요?,도서관,교실,보건실
11060010,사람들이 다투는 소리가 들렸지만 주위를 둘러보니 주변에 사람이 한 명뿐이었다. 그 소녀는 누구일까요?,화타,후예,루시퍼엘
11060011,유몽 군단은 '이'에 의해 카오스에 맞서 싸우기 위해 설립되었으며 결국 오늘날 우리가 알고 있는 유몽학원으로 되었다. 방통이 속한 유몽 군단은 과연 어느 것일까요?,'풍','화','려'
11060012,화타는 효과가 좋은 마취제를 만들었었다. 이 마취제의 이름은?,회혼단,마비산,학정홍
11060013,선배님은 우로보로스 대도서관에서 처음으로 누군가를 공격하는 방통을 만났는데요. 그녀가 공격한 사람이 누구인가요?,튜린,은월,여포
11060014,소녀 비밀: 수경은 청결에 집착하고 더러움과 악을 싫어한다. 그녀는 하루에 세 번 씻고 특정 유형의 짙은 색 디저트를 싫어합니다. 다음 중 수경이 싫어하는 디저트는?,초콜릿 케이크,망고 크레이프,딸기 케이크
11060015,선배님이 도서관에서 책을 읽고 있는데 방통이 왔다 갔다 하며 세 번 지나갔다. 지나가던 방통을 붙잡고 이유를 묻자 방통은 이렇게 대답했다.,선배님의 관심을 끌기 위해서이죠.,"선배, 저 또 길을 잃었어요...",도서관에서 숨바꼭질하고 있어요. 선배도 같이 놀아요~
11060016,학원에서 산책하다 나무 아래에 앉아 무언가를 보고 있던 화타를 만났다. 화타가 읽고 있던 책의 이름은?,'100가지 베이킹 레시피 책','말을 위한 10가지 팁','희귀 약재 찾는 방법'
11060017,학원에서 산책하다 나무 아래에 앉아 무언가를 보고 있던 항아를 만났다. 항아가 읽고 있던 책의 이름은?,'100가지 베이킹 레시피 책','말을 위한 10가지 팁','희귀 약재 찾는 방법'
11060018,학원에서 산책하다 나무 아래에 앉아 무언가를 보고 있던 우리엘를 만났다. 우리엘이 읽고 있던 책의 이름은?,'100가지 베이킹 레시피 책','말을 위한 10가지 팁','희귀 약재 찾는 방법'
12060001,전투에서 진성 학부가 아래 어느 학부와 서로 제약하는 관계인가요?,수라,담화,풍견
12060002,전투 라인업에 진성 소녀 6명이 있을 시 다음 후광의 효과 중 어느 것을 촉발할 수 있을까요?,"공격력 20%, 정밀 18% 증가","HP 20%, 대미지 감소 25% 증가","돌파력 35%, 가드 30% 증가"
12060003,소녀는 액티브 스킬을 발동한 후 다음 라운드에 적에게 대미지를 입힌다. 이 소녀는 누구일까요?,가브리엘,우리엘,후예
12060004,항아는 액티브 스킬 발동 시 목표에게 기절 효과를 입히는데요. 다음 진성 학부의 소녀는 해당 스킬을 면역할 수 있다. 해당 소녀는 누구일까요?,방통,루시퍼엘,수경
12060005,선배가 만약 HP가 높은 적을 만났다면 다음 중 적의 최대 HP에 따라 대미지를 줄 수 있고 도움이 될 가능성이 가장 높은 소녀는?,화타,루시퍼엘,법정
12060006,다음 진성 학부의 소녀 중 부활 능력을 가지고 있는 소녀는?,수경,항아,미카엘
11010001,"신입생 입학 시, 은신 학부 입학 심사를 담당하는 학생은 누구일까요?",드라큘라,반헬싱,펜리르
11010002,은신 학부의 소녀들은 대체로 어떤 특징을 가지고 있을까요?,정의로움,신비로움,용감함
11010003,우로보로스 대도서관의 관리자는 은신 학부의 어느 소녀일까요?,손인,주유,바닐라
11010004,"제갈량의 친구이자, 음악에 뛰어난 재능을 가진 은신 학부의 여우 귀 소녀는 누구일까요?",주유,반헬싱,맹획
11010005,타로사인 은신 학부의 한 소녀는 별과 소통하고 미래를 예언할 수 있어요. 그녀는 누구일까요?,장합,비비안,사마의
11010006,"생각지도 못한 사고로 인해 동생과 헤어지게 된 다이애나는 동생을 찾는 여정 끝에 유몽 학원에 오게 되었는데요, 다이애나의 동생은 과연 누구일까요?",후예,헤르메스,아폴로
11010007,냉혹하고 무정한 킬러이자 지옥에서 온 나방인 암월이 유일하게 신경 쓰는 사람은 누구일까요?,나,모니카,미카
11010008,뱀파이어 헌터였던 반헬싱은 한 전투 중 자신이 가장 싫어했던 뱀파이어가 되어버렸는데요. 반헬싱을 이렇게 만들어버린 혈족의 여왕이 지금 학원에 있다고 해요. 그녀는 누구일까요?,동탁,원초·드라큘라,천본앵
11010009,"봄 하면 가장 먼저 떠오르는 것, 바로 벚꽃이죠! 벚꽃을 너무 사랑한 나머지 액세서리, 옷, 심지어 무기에도 벚꽃 문양을 포기하지 않는 은신 학부의 소녀는 누구일까요?",등애,바닐라,천본앵
11010010,"오공이 무기력해 보이는 게, 요즘 뭔가 걱정거리가 있는 것 같아요. 그녀를 기쁘게 해주려면 어떤 선물이 가장 적합할까요?",복숭아,생선 통조림,흡혈귀 가면
11010011,"학원에서 발생한 카오스 사건의 배후로 선배님을 의심하던 드라큘라는 루시퍼의 초청을 받아들여 학원 내 어느 진영에 가입했는데요, 과연 그 진영은 무엇일까요?",학생회,DEF,다도부
11010012,"소녀들이 다채로운 공연을 펼치는 학원 축제 중, 은신 학부의 어느 신비로운 소녀는 무대에서 무용 공연을 선보이려 해요. 무용 실력이 뛰어난 이 소녀는 누구일까요?",맹획,펜리르,손인
11010013,"반헬싱은 뱀파이어 중에서도 특히 자신을 뱀파이어로 만들어버린 드라큘라를 매우 싫어했지만, 기억을 잃은 채 어린아이의 모습으로 학원에 다니는 드라큘라와 재회한 반헬싱은 그녀에게 복수하지 않았어요. 그 이유는 무엇일까요?","반헬싱의 신조는 약자를 괴롭히지 않는 것, 비록 그 대상이 적일지라도 그녀는 자신의 굳은 신념대로 행동하기 때문이에요.",반헬싱이 드라큘라를 알아보지 못했기 때문이에요.,반헬싱이 너무나 빠른 속도로 도망치는 드라큘라를 따라잡을 수 없었기 때문이에요.
11010014,정체불명의 푸른 공을 주운 사마의는 공을 팡팡 치며 놀고 있었어요. 그러다 갑자기 푸른 공이 눈을 번쩍 떴지 뭐예요? 사마의는 이 공을 누구에게 돌려주어야 할까요?,등애,다이애나,손오공
11010015,"지금 교실 안에서는 충격과 공포의 기말고사가 한창 진행 중인데요. 만약 비비안이 정말 어려운 문제를 맞닥뜨린다면, 그녀는 어떤 생각을 할까요?","선배♡...... 아아, 선배♡......",이 세상에 내가 답하지 못하는 문제는 존재하지 않아... 문제 자체가 틀린 거겠지.,"정답정답정답... 정답이 뭘까... 별들아, 빨리 답 좀 알려줘 봐 봐!"
11010016,"지금 교실 안에서는 충격과 공포의 기말고사가 한창 진행 중인데요. 만약 암월이 정말 어려운 문제를 맞닥뜨린다면, 그녀는 어떤 생각을 할까요?","선배♡...... 아아, 선배♡......",이 세상에 내가 답하지 못하는 문제는 존재하지 않아... 문제 자체가 틀린 거겠지.,"정답정답정답... 정답이 뭘까... 별들아, 빨리 답 좀 알려줘 봐 봐!"
11010017,"지금 교실 안에서는 충격과 공포의 기말고사가 한창 진행 중인데요. 만약 원초▪드라큘라가 정말 어려운 문제를 맞닥뜨린다면, 그녀는 어떤 생각을 할까요?","선배♡...... 아아, 선배♡......",이 세상에 내가 답하지 못하는 문제는 존재하지 않아... 문제 자체가 틀린 거겠지.,"정답정답정답... 정답이 뭘까... 별들아, 빨리 답 좀 알려줘 봐 봐!"
12010001,은신 학부 소녀는 어느 학부 소녀와 전투 시 유리할까요?,진성,풍견,신위
12010002,한 팀에 은신 학부 소녀가 6명 있을 경우 어떤 학부 후광이 활성화될까요?,"HP+20%, 돌파력+35%",정밀+10%,공격력+20%
12010003,원초▪드라큘라가 가하는 ‘혈흔’은 지속 대미지 외에 또 무슨 효과가 있을까요?,적을 무릎 꿇게 만들어요.,원초▪드라큘라가 자신의 HP를 회복해요.,적을 뱀파이어로 변하게 해요.
12010004,주로 지속 대미지를 통해 딜을 넣는 원초▪드라큘라에게 가장 적합한 혼기는 무엇일까요?,"영원한 여명(공격력, HP, 받은 모든 대미지 감소 효과 증가)","꼭두각시 우산(공격력, 대미지 감소 효과, 면역력 증가)","까마귀 지팡이(공격력, 가드, 지속 대미지 증가)"
12010005,다이애나는 패시브 스킬인 달빛 낙하를 통해 라운드 종료 시 공격력이 가장 높은 적의 공격력이 다이애나의 공격력보다 높을 경우 서로의 공격력을 1라운드 동안 교환할 수 있는데요. 공격력 교환 시 어떤 제한이 존재할까요?,양측 공격력의 차이는 다이애나 공격력의 300%를 초과할 수 없어요.,력 교환 대상은 무조건 여자아이여야 해요.,은신 학부 소녀와는 공격력을 교환할 수 없어요.
