id,name,brief,desc
27056,Grimoire,Skin,Skin de Valeera - Grimoire
7057,Plume Radieuse,Skin,Skin de Phénix - Plume Radieuse
27057,Plume Radieuse,Skin,Skin de Phénix - Plume Radieuse
8011,Chercheur,Cadre d'Avatar,Cadre d'Avatar Exclusif de l'événement - Recherche des Classiques
8012,Arène Ultime Top 64,Cadre d'Avatar,Défi-Atteindre le Top 64 dans l'Arène Ultime
8013,Arène Ultime Top 8,Cadre d'Avatar,Défi-Atteindre le Top 8 dans l'Arène Ultime
8014,Arène Ultime Top 4,Cadre d'Avatar,Défi-Atteindre le Top 4 dans l'Arène Ultime
8015,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 1 fois
8016,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 2 fois
8017,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 3 fois
8018,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 4 fois
8019,Champion de l'Arène Ultime,Cadre d'Avatar,Défi-Devenir le Champion de l'Arène Ultime 5 fois
51011,Valeera,,
651018,Valeera,,
751011,Valeera,,
61,Bonbon,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
62,Feuille d'Érable,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
7058,Nouveau Départ,Skin,Skin d'Iron Fist - Nouveau Départ
27058,Nouveau Départ,Skin,Skin d'Iron Fist - Nouveau Départ
7059,Automne,Skin,Skin de Pandaria - Automne
27059,Automne,Skin,Skin de Pandaria - Automne
7060,Yokai Rusé,Skin,Skin de Gambler - Yokai Rusé
27060,Yokai Rusé,Skin,Skin de Gambler - Yokai Rusé
67,Citrouille,Matériel d'Événement,À utiliser pour obtenir des récompenses durant l'événement d'Halloween. Inutilisable après l'événement. Utilisez-le dans le temps imparti.
999999999,Halloween,,Skin d'Ennmaya - Halloween
99999999,Boîte de Tenue (Halloween),Boîte de Tenue,À utiliser pour obtenir aléatoirement 1 élement de Tenue - Halloween
7062,Charmante,Skin,Skin de Lavia - Charmante
27062,Charmante,Skin,Skin de Lavia - Charmante
68,Livre des Esprits,Matériel d'Evènement,"Matériel Spécial, à utiliser pour obtenir des objets"
20001032,Chat Noir d'Halloween,Avatar Spécial,Avatar Exclusif de Halloween 2019
1010001,Papier Peint Uni,Meuble,"Du papier peint, pratique pour les fainéants ne voulant pas peindre."
1010002,Parquet,Meuble,"Du parquet, il craque quand vous marchez dessus pour vous dire bonjour."
1010003,Carpette,Meuble,C'est important de nettoyer l'intérieur du dortoir.
1010004,Carton,Meuble,Préparez beaucoup de boîtes vides pour les déménagements rapides.
1010005,Petite Table,Meuble,"Une table sans plats dessus, sans avoir fait les courses Sonya ne peut rien faire."
1010006,Tabouret en Papier,Meuble,Remplacement temporaire avant d'acheter un siège.
1010007,Tapis Normal,Meuble,"Propre et sec, il vous mènera dans le pays des rêves."
1010008,Plante,Meuble,Les plantes rendront votre chambre plus vivante... N'oubliez pas de choisir des plantes n'ayant pas trop besoin de vous.
1010009,Service à Thé,Meuble,C'est un moyen très facile d'accueillir les invités venant de très loin.
1010010,Seau,Meuble,Cet objet n'est pas là pour boucher la fuite d'eau dans la toiture du dortoir.
1010011,Balai,Meuble,Vous pouvez le mettre sur le sol après l'avoir nettoyé~
1010012,Conte,Meuble,"Livre emprûnté à Valeera, il ne vaut mieux pas l'abîmer."
1010013,Boîte à Gants,Meuble,"Si vous avez trop de choses, vous aurez besoin d'une montagne de boîtes."
1010014,Post-it,Meuble,"La facture reçue hier, la poésie écrite aujourd'hui, le plan de la journée de demain avec les amis, c'est ça la vie !"
1010015,Emploi du Temps,Meuble,Ne sois pas en retard.
1010016,Poster,Meuble,Michael est aussi brillante qu'une vraie ange.
1010017,Porte,Meuble,N'oublie pas de fermer la porte en sortant.
1010018,Fenêtre,Meuble,"Il est nécessaire de faire aérer une pièce, sauf si tu utilises la clim'."
69,Pièce de Meuble,Devise pour la Boutique de Meuble,À utiliser pour acheter des meubles dans la Boutique de Meuble
930179,Turin 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour invoquer cette Fille
7063,Comète,Skin,Javelin Skin Comète
27063,Comète,Skin,Javelin Skin Comète
7064,Etoile Filante,Skin,Skin de Libraria - Etoile Filante
27064,Etoile Filante,Skin,Skin de Libraria - Etoile Filante
70,Pièce Mystérieuse,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
1020001,Mur Normal,Meuble,"La partie basse est peinte d'une couleur foncé, comme ça si un des élèves saigne contre le mur personne ne verra la trace."
1020002,Parquet,Meuble,Le modèle vise à rappeler les étudiants à l'ordre.
1020003,Bureau 1,Meuble,Ne cachez rien d'illicite à l'intérieur.
1020004,Bureau 2,Meuble,Il y a toujours des bureaux attendant un nouveau propriétaire dans la salle de classe.
1020005,Podium,Meuble,C'est le territoire du prof.
1020006,Chaise Simple 1,Meuble,Ne quittez pas votre siège durant le cours.
1020007,Chaise Simple 2,Meuble,Ne quittez pas votre siège durant le cours.
1020008,Armoire,Meuble,"Une armoire public, vous pouvez partager vos livres avec les autres en les mettant dessus."
1020009,Manuel,Meuble,N'écrivez pas à l'intérieur du manuel !
1020010,Porte-Stylo,Meuble,Il est important de garder un certain ordre sur le bureau.
1020011,Casier,Meuble,Meilleur endroit pour cacher les produits illicites.
1020012,Armoire en Fer,Meuble,C'est assez large pour pouvoir s'y cacher pendant une certaine période.
1020013,Plante en Pot,Meuble,C'est aussi une partie de l'éducation afin d'apprendre la patience en s'en occupant.
1020014,Climatiseur,Meuble,"Climatiseur avec une consommation d'énergie supérieure, n'oubliez pas de l'éteindre avant de quitter la pièce."
1020015,Poubelle,Meuble,"Ne mettez pas vos déchets par terre, je suis là pour les manger !"
1020016,Tableau,Meuble,"Vous pouvez écrire des deux côtés, n'effacez donc pas ce que le prof écrit !"
1020017,Tableau 1,Meuble,"Un tableau fixé au mur, quelqu'un a dessiné dessus."
1020018,Tableau 2,Meuble,N'oubliez pas d'effacer ce que vous marquez dessus avant le début du cours.
1020019,Porte de Classe,Meuble,"Si vous êtes bloqués dans la salle de classe, veuillez patienter ! Passer par la fenêtre au-dessus de la porte pourrait être dangereux."
1020020,Horloge,Meuble,Fonctionne lentement durant le cours.
1020021,Sonnerie,Meuble,Pourquoi la sonnerie n'a t-elle pas encore sonnée ?! Le cours devrait déjà être terminé depuis longtemps !
1020022,Fenêtre Normale,Meuble,"Une fenêtre pour la salle de classe, elle est facilement cassable si poser près du terrain de sport."
63,Certificat,Ticket de raid pour l'Examen des Maisons,À utiliser pour faire un raid dans les étapes déjà réussies dans l'Examen des Maisons
64,Ticket d'Admission,Ticket de défi pour l'Examen des Maisons,À utiliser pour défier une nouvelle étape de l'Examen des Maisons
65,Badge Lunaire,Devise de la Boutique de l'Examen des Maisons,"Matériel Spécial, à utiliser pour obtenir des objets"
66,Badge Solaire,Devise de la Boutique de l'Examen des Maisons,"Matériel Spécial, à utiliser pour obtenir des objets"
8020,Souvenir de Turin,Cadre d'Avatar,Obtenable dans le Défi de Personnage - Turin
1030001,Papier Peint,Meuble,"Il est très facilement abîmable, mettez votre doigt dessus pour voir."
1030002,Tatami,Meuble,Il est plus large que la taille normale.
1030003,Table Noire,Meuble,"Plus d'espace, plus de fun !"
1030004,Coussin 1,Meuble,"Vous pouvez vous asseoir dessus, ou bien l'utiliser pour dormir."
1030005,Table Ronde,Meuble,"Vous pouvez faire une sieste dessus, mais n'oubliez pas de bien vous couvrir, car après tout ce n'est pas une chaudière"
1030006,Coussin 2,Meuble,"Vous pouvez vous asseoir dessus, ou bien l'utiliser pour dormir."
1030007,Set à Thé,Meuble,Vous pouvez faire de votre thé de l'après-midi une séance agréable.
1030008,Bentō,Meuble,Un repas très luxueux.
1030009,Art Floral 1,Meuble,Art naturel qui décore assez bien la pièce.
1030010,Art Floral 2,Meuble,Art naturel qui décore assez bien la pièce.
1030011,Lampe de Sol,Meuble,"C'est super pour éclairer votre pièce, mais vous aurez besoin de beaucoup d'éclairage."
1030012,Lit Wafuu,Meuble,C'est toujours mieux de dormir sur un lit.
1030013,Paravent,Meuble,C'est la meilleure cache que vous pouvez avoir lorsque vous essayer de fuir quelqu'un.
1030014,Fixe,Meuble,Coupez toutes communications vers l'extérieur quand vous essayez d'envahir un dortoir.
1030015,Peinture,Meuble,Le chat sur la peinture est le dieu de la chance.
1030016,Porte Wafuu,Meuble,Cette porte ne s'ouvre pas en poussant.
1030017,Télévision,Meuble,Vous pouvez enregistrer ce que vous désirez voir quand vous n'êtes pas là !
1030018,Clim. Mural,Meuble,"Il peut sauver votre vie durant l'été, il ne faut juste pas avoir de panne d'électricité !"
1030019,Fenêtre Eventail,Meuble,"Il peut donner un meilleur style à votre chance, sinon il ne sert strictement à rien."
7065,Cyber Attaque,Skin,Turin Skin Cyber Attaque
27065,Cyber Attaque,Skin,Turin Skin Cyber Attaque
7066,Pétale Tombante,Skin,Sakura Skin Pétale Tombante
27066,Pétale Tombante,Skin,Sakura Skin Pétale Tombante
7067,Brise Légère,Skin,Psychic Skin Brise Légère
27067,Brise Légère,Skin,Psychic Skin Brise Légère
7068,Source Chaude,Skin,Skin de Elfe Bourgeon - Source Chaude
27068,Source Chaude,Skin,Skin de Elfe Bourgeon - Source Chaude
71,Verre,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
653018,Turin,,
753011,Turin,,
7069,Chaleur Tentante,Skin,Scythe Skin Chaleur Tentante
27069,Chaleur Tentante,Skin,Scythe Skin Chaleur Tentante
72,Marque d'Ange,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
73,Gravure de Rune,Matériaux,À utiliser pour échanger des Filles dans le Café
940004,Fragment d'Élite 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour obtenir une Fille Élite 5 étoiles autre que Ange/Démon
940005,Fragment d'Élite Démon 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour obtenir une Fille Démon Élite 5 étoiles
940006,Fragment d'Élite Ange 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour obtenir une Fille Ange Élite 5 étoiles
9105,Hexa · Choquée,Émoji,「Choquée」 Émoji d'Hexa
9106,Valeera · Désagréable,Émoji,「Désagréable」 Émoji de Valeera
7070,Bain Chaud,Skin,Succuba Skin Bain Chaud
27070,Bain Chaud,Skin,Succuba Skin Bain Chaud
7071,Sylphe,Skin,Skin de Priestess Sylphe
27071,Sylphe,Skin,Skin de Priestess Sylphe
7072,Atlante,Skin,Skin d'Aquaris Atlante
27072,Atlante,Skin,Skin d'Aquaris Atlante
661001,Poupée Fantôme,,
662001,Poupée Humain,,
663001,Poupée Monstre,,
664001,Poupée Fée,,
665001,Poupée Démon,,
666001,Poupée Ange,,
761001,Poupée Fantôme,,
762001,Poupée Humain,,
763001,Poupée Monstre,,
764001,Poupée Fée,,
765001,Poupée Démon,,
766001,Poupée Ange,,
74,Ticket de Costume,Matériaux,À utiliser pour échanger des skins dans la boutique de Skin
75,Élémentium,Matériaux,À utiliser pour échanger des Matériaux dans l'événement spécial d'échange
2000038,Jumelles de la Destinée,Image de fond,Peut être défini comme image de chargement pour les batailles.
1040001,Papier Noël,Meuble,Papier Noël ! Utilisez le pour passer un bon Noël !
7073,Cadeau des Mages,Skin,Skin d'Ésaü & Jacob - Cadeau des Mages
27073,Cadeau des Mages,Skin,Skin d'Ésaü & Jacob - Cadeau des Mages
7074,Noël Enneigé,Skin,Blowie Skin Noël Enneigé
27074,Noël Enneigé,Skin,Blowie Skin Noël Enneigé
6455,Bâton des Jumelles,,
6456,Bâton des Jumelles,,
6457,Bâton des Jumelles,,
6458,Bâton des Jumelles,,
6459,Bâton des Jumelles,,
6460,Bâton des Jumelles,,
76,Ruban de Noël,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
1040002,Sol de Noël,Meuble,"Bois peint en rouge foncé, ne sautez pas dessus, il risque de se fissurer."
1040003,Tapis de Noël\n(blanc),Meuble,"Un tapis simple à fabriquer, mais très facile à salir."
1040004,Tapis de Noël\n(rouge),Meuble,"Un autre tapis simple, mais pour une raison évidente, il nécessite moins de lavage."
1040005,Lit de Noël,Meuble,"C'est Noël, même les lits sont décorés."
1040006,Sofa de Noël,Meuble,Tu peux passer ta nuit entière à parler avec tes amis sur ce sofa !
1040007,Table de Noël,Meuble,Dinons sur cette table.
1040008,Tabouret de Noël,Meuble,Il n'y a malheureusement pas la place pour un renne.
1040009,Steak,Meuble,Rien n'est mieux que la viande !
1040010,Dinde,Meuble,Il n'est pas possible de célébrer Noël sans une bonne dinde !
1040011,Pain,Meuble,Il est assez solide pour être utilisé comme une arme.
1040012,Vin,Meuble,Ce n'est pas pour les enfants !
1040013,Sapin de Nöel,Meuble,Mettez vos cadeaux au pied de cet arbre.
1040014,Cadeaux de\nNoël,Meuble,Pourquoi est-il marqué de l'ouvrir quand il n'y a personne qui regarde ?
1040015,Poupée du \nPère Noël,Meuble,Son sac est le meilleur endroit pour y cacher des bonbons.
1040016,Boule de Cristal,Meuble,Vous pouvez y voir un paysage avec de la neige.
1040017,Cheminée,Meuble,La plupart du temps il ne sert que de décoration.
1040018,Bénédiction de Noël,Meuble,Joyeux Noël !
1040019,Fenêtre de\nNoël,Meuble,Il n'y a rien de l'autre côté !
1040020,Décoration de Noël,Meuble,C'est ça ce qu'on appelle Noël !
77,Débloquer le 4ème Cadeau,,Vous pouvez débloquer la 4e récompense de l'événement d'été en obtenant ce pack.
930180,Ésaü & Jacob 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour invoquer cette Fille
930181,Fragment de Isabelle 5 Étoiles,Invoquer une Fille,Collectez 50 Fragments pour invoquer cette Fille
55006,Ésaü & Jacob,,
655015,Ésaü & Jacob,,
755005,Ésaü & Jacob,,
56005,Isabelle,,
656015,Isabelle,,
756005,Isabelle,,
8021,Bulle d'Amour,Cadre d'Avatar,Cadre d'Avatar Exclusif de l'événement - Gagner les Cœurs
78,Billet de Soutien,Matériel d'Événement,"Matériel d'Événement, à utiliser pour voter dans l'événement - Gagnez leurs Cœurs"
79,Billet de Soutien,Matériel d'Événement,"Matériel d'Événement, à utiliser pour voter dans l'événement - Gagnez leurs Cœurs"
80,Billet de Soutien,Matériel d'Événement,"Matériel d'Événement, à utiliser pour voter dans l'événement - Gagnez leurs Cœurs"
81,Cadeau du Nouvel An,Boîte de Ressources,"Ouvrez pour gagner : Pièce*100K, Jus d'EXP*70K"
82,Cadeau Supérieur du Nouvel An,Boîte de Ressources,"Utilisez ceci pour obtenir de façon aléatoire une des récompenses suivantes：「Pièce de Capsule Avancée*1, Sceau *1, Ticket Avancé du Distributeur *1, Fragment de Fille 5 étoiles *10, Fragment d'Antiquité Orange *10」"
7075,Conte des Neiges,Skin,Skin d'Annie - Conte des Neiges
27075,Conte des Neiges,Skin,Skin d'Annie - Conte des Neiges
20001033,Avatar Exclusif de 2020,Avatar Spécial,Avatar Exclusif de 2020
20001034,Avatar de Noël 2019,Avatar Spécial,Avatar de l'événement de Noël 2019 sur Facebook
8022,Splendide,Cadre d'Avatar,Cadre d'Avatar Exclusif de l'événement de Noël 2019 sur Facebook
83,Bonhomme de Neige,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
84,Gants d'Hiver,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
7076,Lame de Glace,Skin,Skin de Fencer - Lame de Glace
27076,Lame de Glace,Skin,Skin de Fencer - Lame de Glace
1050001,Fête du Printemps,Meuble,"Mur rouge, tuile noir et de la neige pour accueillir la fête du printemps."
1050002,Champ Enneigé,Meuble,Tu peux sûrement t'amuser même si ce n'est pas de la vraie neige.
1050003,Bonhomme de Neige Endormi,Meuble,"Un bonhomme de neige sur le sol, tu as peut-être besoin de plus de repos que lui."
1050004,Table en Pierre,Meuble,"Si la table est à l'extérieur, il ne faut pas mettre les aliments dessus."
1050005,Tabouret en Pierre,Meuble,"Vous pouvez l'utiliser pour applatir la neige, mais n'applatissez pas vos pieds !"
1050006,Théière,Meuble,Vous pouvez l'utiliser pour vous réchauffer.
1050007,Sol en Pierre 1,Meuble,"Très solide, même après qu'il ait neigé."
1050008,Sol en Pierre 2,Meuble,"Très solide, même après qu'il ait neigé."
1050009,Étang,Meuble,Fondra un jour ou l'autre.
1050010,Rose Enneigée,Meuble,Ce n'est plus la seule fleur visible en hiver depuis qu'il y a des jardineries.
1050011,Chaise Féline,Meuble,Vous ne voulez pas vous asseoir ?
1050012,Boutique de Fruits Confis,Meuble,Personnes ne peut refuser de manger des fruits confis !
1050013,Boutique de Petit-Déjeuner,Meuble,"Ceux qui aiment vivre la nuit, et dorment le jour ne viendront jamais ici !"
1050014,Boutique de Feux d'Artifice,Meuble,"Il n'y a rien de mieux que les feux d'artifice à l'ancienne, tu n'es pas d'accord ?"
1050015,Petit Feu d'Artifice,Meuble,Il ne faut pas me faire exploser au milieu de la foule !
1050016,Canon à Neige,Meuble,"Tu veux savoir ce que ça fait de se faire expulser par un canon, viens vite m'essayer et tu verras !"
1050017,Lanterne Rouge,Meuble,"Même si je ressemble à un fruit confis, je suis bien meilleur !"
1050018,Porte Chinoise,Meuble,"Même s'il y a plein de choses amusantes à l'extérieur, ce n'est pas une raison pour oublier de rentrer à la maison !"
1050019,Fenêtre Chinoise,Meuble,Joyeuse Fête du Printemps !
1050020,Lanterne en Pierre,Meuble,"Ici il n'y a pas de lampadaire, le soir tu dois te diriger avec les lanternes en pierre."
1050021,占位,Meuble,描述占位
930182,Kira 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour invoquer cette Fille
54011,Kira,,
654018,Kira,,
754011,Kira,,
7077,Pause Café,Skin,Skin d'Isabelle -- Pause Café
27077,Pause Café,Skin,Skin d'Isabelle -- Pause Café
85,Coupon de la Fête du Printemps,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
86,Carte à gratter,Matériel d'Événement,"Matériel d'Événement, à utiliser dans l'événement - Concours de Chance"
7078,Danse Féline,Skin,Skin de Kira - Danse Féline
27078,Danse Féline,Skin,Skin de Kira - Danse Féline
6461,Lame Enflammée,,
6462,Lame Enflammée,,
6463,Lame Enflammée,,
6464,Lame Enflammée,,
6465,Lame Enflammée,,
6466,Lame Enflammée,,
7079,Destinée,Skin,Skin d'Ésaü & Jacob - Destinée
27079,Destinée,Skin,Skin d'Ésaü & Jacob - Destinée
7080,Lanterne Volante,Skin,Skin de Muppy - Lanterne Volante
27080,Lanterne Volante,Skin,Skin de Muppy - Lanterne Volante
87,Bisou au Sang,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
7081,Amoureuse,Skin,Skin de Saint - Amoureuse
27081,Amoureuse,Skin,Skin de Saint - Amoureuse
52012,Ithil,,
652019,Ithil,,
752012,Ithil,,
930183,Ithil 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour invoquer cette Fille
6467,Mirage d'Argent,,
6468,Mirage d'Argent,,
6469,Mirage d'Argent,,
6470,Mirage d'Argent,,
6471,Mirage d'Argent,,
6472,Mirage d'Argent,,
7082,Rose Piquante,Skin,Skin d'Ithil - Rose Piquante
27082,Rose Piquante,Skin,Skin d'Ithil - Rose Piquante
88,Coupon de Café,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets dans l'événement La Ménagère"
89,Gâteau à la Fraise,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets dans l'événement Boutique de Desserts. Vous pouvez échanger des matériaux avec Élémentium"
90,Encyclopédie du Café,Matériel d'Événement,"Matériel Spécial, à utiliser pour accélérer vos commandes dans l'événement Faire du Café"
91,Table fabrication du Café,Matériel d'Événement,"Matériel Spécial, à utiliser pour passer vos commandes dans l'événement Faire du Café"
1060001,Mur du Café,Meuble,Des planches de bois foncé et des carreaux de mur clairs... voilà c'est le Café récemment ouvert dans l'académie.
1060002,Carrelage du Café,Meuble,"Ce carrelage est blanc cassé, sa surface a été spécialement traitée pour empêcher les gens de glisser même en marchant sur l'endroit qui vient d'être nettoyé."
1060003,Comptoir,Meuble,"C'est l'endroit parfait pour mettre votre équipement pour faire du café, ce n'est pas un lit !"
1060004,Chaise de Bar,Meuble,C'est aussi une bonne idée de discuter avec l'assistante en s'asseyant sur cette chaise.
1060005,Armoire à\n Dessert,Meuble,Vente de dessert 24/7 !
1060006,Machine à Café,Meuble,Faire du café à l'ancienne et bien meilleur ! Vous pourrez le voir après avoir goûté au café de cette machine~
1060007,Siphon,Meuble,C'est long de faire du café avec de l'eau et des graines de café.
1060008,Caisse,Meuble,Note pour la serveuse : N'oubliez pas d'encaisser l'argent du client.
1060009,Table à Café,Meuble,"Prends un café et repose toi, tu remarqueras assez rapidement que tu as aussi besoin d'un canapé."
1060010,Café,Meuble,Ajoutez du sucre si vous n'aimez pas le café noir.
1060011,Chaise à Café 1,Meuble,"Prends un café avec tes amis, et commence une conversation, c'est ça la vie !"
1060012,Chaise à Café 2,Meuble,"Prends un café avec tes amis, et commence une conversation, c'est ça la vie !"
1060013,Banc,Meuble,"Un banc c'est un peu comme un long canapé, mais c'est moins confortable."
1060014,Pancarte,Meuble,Café à vendre~
1060015,Plante\n Décorative,Meuble,Vous aurez besoin de plante pour décorer la pièce !
1060016,Arbre à Chat,Meuble,"Non, ce n'est pas un café à chat ici !"
1060017,Pâtisseries,Meuble,Attention devant !
1060018,Marches,Meuble,"Des escaliers pour le deuxième étage, s'il existe."
1060019,Étagère à Livre,Meuble,"Rempli de livres différents, vous pouvez en saisir un à lire pendant votre temps libre."
1060020,Étagère,Meuble,"Il n'est généralement pas utilisé pour contenir des choses, tout comme vous n'êtes pas toujours au café pour une tasse de café."
1060021,Liste des Prix,Meuble,Nous ne changeons en général pas les prix.
1060022,Étagère à Café,Meuble,Vous pouvez trouver toutes les sortes de grains de café et de poudre de café ici.
1060023,Graine de Café,Meuble,"Ce n'est pas la façon la plus professionnelle de contenir des grains de café, mais ça y ressemble assez."
1060024,Peinture,Meuble,Elle sera vide oubliée des mémoires.
7083,Sommelière,Skin,Skin d'Isabelle - Sommelière
27083,Sommelière,Skin,Skin d'Isabelle - Sommelière
930184,Papillon·Iron Fist 5 étoiles,Invoquer une Fille,Collectez 50 Fragments pour invoquer cette Fille
53012,Papillon·Iron Fist,,
653019,Papillon·Iron Fist,,
753012,Papillon·Iron Fist,,
92,Particule fantôme,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger contre les nouveaux objets d'événements dans l'événement Priez aux étoiles."
7084,Gouvernante,Skin,Skin de Linky - Gouvernante
27084,Gouvernante,Skin,Skin de Linky - Gouvernante
7085,Aristocrate,Skin,Skin de Gambler - Aristocrate
27085,Aristocrate,Skin,Skin de Gambler - Aristocrate
6473,Lame d'Imagination,,
6474,Lame d'Imagination,,
6475,Lame d'Imagination,,
6476,Lame d'Imagination,,
6477,Lame d'Imagination,,
6478,Lame d'Imagination,,
93,Badge d'Élite,Matériel d'Événement,"Matériel Spécial, à utiliser pour recruter les Filles dans l'événement Réunion d'Élite"
94,L'oeil de dieu,Objet de l'Histoire,"
Un cristal rouge feu, une des ""Antiquités"". C\'est la relique de la tribu des chasseurs, c\'est de la que provient leur pouvoir de feu.

Selon la légende de la tribu des chasseurs, ce cristal était l\'oeil droit d\'Azachil, le dieu du feu et de la chasse. Il est dit qu\'Azachil a laissé cette oeil derrière elle afin de protéger les croyants de l\'hiver afin qu\'ils puissent toujours chasser.

Il n\'y a cependant aucune preuve que cette déesse existe réellement, mais quand vous regardez à l\'intérieur de ce cristal, vous avez l\'impression qu\'une créature sauvage vous fixe."
95,Jeu de Turin,Objet de l'Histoire,"
C\'est un appareil fabriqué et conçu par Ruben et Turin, il est nommé le Contrôleur de Serviteurs. Après sa dernière modification, cet appareil était capable de contrôler les serviteurs des environs. Cet appareil a possède quelques fonctionnalités secrètes, mais Ruben n\'a jamais expliqué à personne comment les utiliser.

Durant la guerre contre le chaos, Turin avait causé beaucoup de dégâts à la tribu des chasseurs avec cette machine. Elle n\'était pas capable de comprendre ce qu\'elle était en train de leur voler, ainsi que les pertes qu\'elle leur a causé avant qu\'elle n\'obtienne sa propre conscience. C\'est une tragédie, mais elle a désormais une chance de se racheter.

Les Serviteurs ne sont pas une sorte de créature, mais ce sont toutes les créatures non-humaines qui peuvent être dressées."
96,Chapeau de Clown,Événement,"Matériel Spécial, à utiliser pour obtenir des objets dans l'événement Poisson d'Avril"
97,Cristal du Chaos,Événement,"Matériel Spécial, à utiliser pour faire tourner le Plateau de l'événement Expédition du Chaos"
98,Farine magique,Événement,"
Matériel Spécial, farine brillante à faible teneur en gluten, parfaite pour faire des desserts. Il faut toutefois noter que les gâteaux faits avec cette farine ne vous rassasieront jamais, peu importe combien vous en mangerez ... Peut-être que c\'est un avantage? 

 À utiliser pour faire des desserts dans l\'Événement Desserts Incroyables. 

※ Cet objet sera automatiquement échangé contre des Pièces d\'Or par le système après la fin d\'événement"
7086,Danseuse Sakura,Skin,Skin de Psychic - Danseuse Sakura
27086,Danseuse Sakura,Skin,Skin de Psychic - Danseuse Sakura
3000001,Eau minérale,Objet d'arbitre,Eau minérale la plus courante n'ayant aucune particularité. On ne sait pas si c'est vrai mais il paraît qu'elle a un goût très doux.
3000002,Combo de sushi,Objet d'arbitre,Ensemble de 3 différents types de sushis faits à la main. Il coûte très cher à cause des ingrédients très frais utilisés pour leur préparation.
3000003,Barre au chocolat énergétique,Objet d'arbitre,Il est bien connu qu'après avoir mangé une barre au chocolat énergétique on se sent vigoureux et plein d'énergie.
3000004,Pastèque,Objet d'arbitre,"Un fruit qu'on ne voit qu'en été, avec juste une bouchée de sa pulpe rouge vous sentirez son jus sucré."
3000005,Boulette de riz d'Ithil,Objet d'arbitre,Ithil a passé la nuit à faire ses boulettes de riz aux prunes salées. Par contre on ne sait toujours pas pour qui elle les a préparées.
3000006,Bonbon pétillant,Objet d'arbitre,"Ça pétille dans la bouche, ça pétille au bout de la langue, cette sentation fait même pleurer certaines personnes."
3000007,Panier repas étanche,Objet d'arbitre,"Panier repas extrêmement riche, qui est imperméable grâce à sa housse étanche qui l'enveloppe."
3000008,Wagashi,Objet d'arbitre,"Avec sa belle forme, son goût aigre-doux frais sous sa pâte rose, ce wagashi est aussi captivant que le printemps."
3000009,Hamburger,Objet d'arbitre,"Avec ses deux couches de fromage, le Big Mac se manger par bouchée entière, ne vous inquiétez par pour les calories en plus."
3000010,Pistolet de départ,Objet d'arbitre,Le pistolet de départ permet à l'arbitre de donner le signal de départ. Mal utilisé il peut blesser les gens.
3000011,Cartons jaune et rouge,Objet d'arbitre,Ce n'est que que dans les matchs de football que vous verrez ces cartons jaune et rouge.
3000012,Casque antibruit,Objet d'arbitre,Ce casque antibruit peut considérablement réduire le niveau de bruit aux alentours.
3000013,Pointeuse,Objet d'arbitre,"Un petit appareil bizarre, qui, si accroché au doigt d'une personne, enregistrera l'itinéraire parcouru."
3000014,Chronomètre,Objet d'arbitre,"Un chronomètre unique. Si mal utilisé, il perdra toutes ses données."
3000015,Bandeau,Objet d'arbitre,Bandeau spécial porté par la cavalière lors de l'épreuve de combat à cheval. Il doit être bien attaché au front.
3000016,Serviette absorbante,Objet d'arbitre,Un serviette grande et douce très absorbante. Elle peut être utilisée comme une cape lorsqu'elle est portée sur les épaules.
3000017,Sifflet,Objet d'arbitre,Un petit sifflet très utilisé qui peut produire un son très fort.
3000018,Casquette de baseball,Objet d'arbitre,On ne sait pas depuis quand c'est devenue surtout un accessoire de mode.
3000019,Carte de la course,Objet d'arbitre,Certificat d'arbitre pour l'épreuve de la chasse au trésor.
