id,text,option1,option2,option3
12030001,"Dans la Maison Monstre, une des compétences actives de cette Fille est de marquer l'ennemi avec YinYang. Qui est-ce ?",Prêtresse,Shina,Turin
12030002,"Dans la Maison Monstre, Papillon peut infliger des dégâts explosifs aux ennemis étourdis. Laquelle des Filles suivantes, est la plus appropriée pour faire une équipe avec Papillon ?",Psychic (A des chances d'étourdir ses ennemis après avoir perdu des PV),"Valeera (Gèle, pétrifie et empoisonne les ennemis)",Isabelle (Soigne les alliées après sa mort)
12030003,"Dans la Maison Monstre, Sino peut réduire le Blocage de l'ennemi et infliger des dégâts explosifs à l'ennemi qui subit des dégâts de Saignement. Laquelle des Filles suivantes, est la plus appropriée pour faire équipe avec Sino ?",Phénix (Étourdit les ennemis ayant plus de PV qu'elle),Muppy (Inflige des dégâts supplémentaires à l'énnemi ayant moins de PV qu'elle),Fenrir (Inflige Saignement à l'ennemi grâce à sa Compétence Active)
12030004,"Dans la Maison Monstre, Estelle infligera plus de dégâts aux cibles qui ont cumulé plusieurs Malus. Laquelle des Filles suivantes, est la plus appropriée pour faire équipe avec Estelle ?","Joan, Vera, Aquaris, Isabelle, Ithil","Lucifael, Shina, Psychic, Saint Majesté, Viviane","Azumi, Rina, Michael, Kong Ming, Wraith"
12030005,"Dans la Maison Monstre, Papillon peut infliger des dégâts explosifs aux ennemis étourdis. Laquelle des Antiquités suivantes, est la plus appropriée pour Papillon ?","Lame d'Imagination (Augmente l'Attaque, la Vitesse, la Chance de Contrôle)","Bâton des Jumelles (Augmente l'Attaque, la Vitesse, le Blocage)","Ailes d'Icare (Augmente la Précision, l'Attaque, les Dégâts des Compétences)"
12030006,"Dans la Maison Monstre, Shina peut augmenter la Vitesse de ses alliées. Parmi les Filles suivantes, quel genre de Fille peut bénéficier beaucoup de ce boost de Vitesse ?","Les Filles sur la durée (Kratos, Vanessa, Sino)","Les Filles infligent des dégâts par Contre-Attaque ou Blocage (Fenrir, Sonya, Turin)","Les Filles dont leur attaque aura plus d'effets en attaquant en premier (Viviane, Izanami, Azumi)"
12030007,"Dans la Maison Monstre, après la mort de Nia, elle empoisonnera tous les ennemis. Laquelle des Filles suivantes, est la plus appropriée pour faire équipe avec Nia ?",Pandaria(Inflige des dégâts supplémentaires à la cible empoisonnée),Alice (Augmente les dégâts contre les Guerriers),Amelia (Pétrifie les ennemis pour voler de l'Énergie)
11040001,Laquelle des Filles suivantes est l'examinatrice de l'Examen de la Maison Fée：,Yuri,Kong Ming,Aquaris
11040002,"Quel est selon Kong Ming, le critère d'admission prioritaire pour entrer dans la Maison Fée ?",Honnête,Indépendant,Intelligent
11040003,Qui est la Fille qui ressemble à un champignon dans la maison Fée ?,Yuri,Joan,Lavia
11040004,"En rentrant au dortoir, vous vous apercevez que votre chambre a été rangée et nettoyée de fond en comble. Qui est à l'origine de cela ?",Kira,Aquaris,Vera
11040005,"Une Fille marche sur la pelouse et laisse tomber par terre la moitié de la brioche qu'elle est en train de manger. Elfe Bourgeon l'arrête, que lui dirait-elle ?",Quel gâchis ! Ne laisse pas tomber de la nourriture par terre !,Tu es en retard ! Laisse moi vérifier dans le règlement de l'école quelle sera ta punition !,Comment oses-tu marcher sur ma splendide pelouse ! Tu veux te battre !
11040006,Quel est le nom du cristal sur la queue de Chris ?,Miracle Cristallin,Pierre Philosophale,L'oeil de dieu
11040007,Un nouveau restaurant a ouvert à l'Académie. Le propriétaire est à la recherche d'une Fille pour le promouvoir et y attirer une grande clientèle. Laquelle de ces Filles serait la plus adéquate pour ce travail ?,Kira,Chris,Joan
11040008,Qui est la Fille responsable de la comptabilité et des confirmations de paiement dans la Maison Fée ?,Kong Ming,Vera,Beary
11040009,"Avant d'entrer à l'Académie Yume, Kira était la sorcière d'une tribu principalement composée de quelle genre de Serviteur ?",Chasseur,Flora,Damakichi
11040010,"Aquaris admire une Fille à l'Académie, qui lui avait sauvé la vie lors d'une bataille contre les créatures du Chaos. Qui est-elle ?",Guan Yin,Iron Fist,Sonya
11040011,À quelle organisation appartient Kong Ming ?,Comité de Discipline,Union Étudiante,DEF
11040012,"Une armée appelée les Forces Unies de Yume a été fondée par ""Li"" dans le but de combattre le Chaos. Ithil, Valeera, Phénix et d'autres Filles étaient toutes membres de cette armée. À quel régiment appartenait Linky ?",Bêta,Delta,Alpha
11040013,Lucifer est la chanteuse principale du Groupe Shining Band. Quelles autres Filles sont également membres de ce groupe ?,Nani et Amazon,Elfe Bourgeon et Kong Ming,Cassie et Linky
11040014,"Dans la Maison des Fée, Joan a fondé un groupe avec Sonya et Guan Yin. Quel est le nom de ce groupe ?",La Pomme,Les Pêchers,Les Bananes
11040015,"Lys est de nature timide et n'a souvent pas le courage de faire certaine chose, mais elle devient audacieuse et romantique quand il s'agit de quelque chose. Qu'est-ce que c'est ?",La liberté,La vie,L'amour
11040016,"Les talents culinaires de Vera sont aussi mortels qu'une lame tranchante, malgré cela elle n'a jamais baissé les bras et a demandé de l'aide à une Fille. Qui est-elle ?",Scythe,Isabelle,Prêtresse
11040017,"Cassie est une assassin hors pair. Cependant, depuis son arrivée à l'Académie, Cassie n'est plus dans son domaine et son mode de chasse n'est pas optimal. Il y a désormais une autre Fille qui chasse mieux qu'elle, qui est-ce ?",Éléanor,Ithil,Wraith
11040018,"Kong Ming est très effrayée de se retrouver seule, et a donc besoin d'amis. Elle a rejoint le Club de Musique uniquement parce qu'elle voulait savoir qui jouait cette mélodie. Au final, elle se lie d'amitié avec cette Fille. Qui est cette Fille ?",Azumi,Michael,Sapphire
11040019,Laquelle de ces phrases serait celle qui sortirait de la bouche de Kira ?,"Mhhh, donne-moi plus à manger, j'ai toujours faim~","Miaoummm~, ce poisson est délicieux !","Si tu es encore une fois en retard, je te punirai !"
11040020,"Une conférence d'innovation technologique est tenue à la Maison Monstre, dans le but d'analyser les inventions de Ruben. Quelle Fille de la Maison Fée serait la plus adéquate pour y participer ?",Chris,Amazon,Kong Ming
12040001,"En combat, face à quelle Maison les Filles de la Maison Fée obtiennent-elles un bonus de Rivalité de Maison ?",Maison Fantôme,Maison Monstre,Maison Humain
12040002,Qu'est-ce qu'il se passerait si une Fille de la Maison Fée attaque une Fille de la Maison Humain ?,Inflige 30% de dégâts supplémentaires et augmente la Précision de 15%.,Augmente les Critiques de 15% et les Dégâts Critiques de 25%.,Aucun effet
12040003,Quel effet d'aura obtiendriez-vous avec 6 Filles de la Maison Fée dans votre équipe ?,"PV +20%, Précision +18%","PV +20%, Attaque +15%","PV +20%, Blocage +30%"
12040004,Quels sont les effets de la Marque Frelon de Linky ?,L'ennemi marqué avec Frelon subira plus de dégâts.,"Lorsque l'ennemi marqué avec Frelon est attaqué, les autres ennemis subissent des dégâts supplémentaires.","Lorsque l'ennemi marqué avec Frelon meurt, les autres ennemis subissent des dégâts."
12040005,Quelle Fille de la Maison Fée peut s'enlever aléatoirement un Effet de Contrôle de soi-même ?,Cassie,Kong Ming,Lys
12040006,Quelle est la Fille capable de rendre au Silence ses ennemis afin qu'ils soient dans l'impossibilité de lancer leur Compétence Active ?,Amazon,Kira,Aquaris
12040007,"Kira brûle ses ennemis lorsqu'elle lance son Attaque Basique, déclenche sa Compétence Active ou lorsqu'elle reçoit un Effet de Contôle. Laquelle des Filles suivantes est la plus adéquate pour faire équipe avec elle ?",Saint Majesté,Sapphire,Gabriel
12040008,"Quelle est l'assassine de la Maison Fée, capable d'infliger des dégâts explosifs tout en se soignant, et en soignant ses alliées également ?",Linky,Cassie,Himoto
12040009,Vera est capable de rapetisser ses ennemies. Les ennemies rapetissées subiront plus de dégâts et en infligeront moins. Mais quand est-ce que les ennemies rappetissées subissent des dégâts supplémentaires ?,Lorsqu'elles utilisent leur Attaque Basique.,Lorsqu'elles sont brûlées.,Lorsqu'elles sont sous un effet de Contrôle.
12040010,Que peut faire un ennemi qui est sous l'effet de Cristallisation ?,Déclencher sa Compétence Active/ Lancer son Attaque Basique,Chasser ou Contre-attaquer,Rien
11060001,Laquelle des Filles suivantes est l'examinatrice de l'Examen de la Maison Ange：,Michael,Isabelle,Gabriel
11060002,Dans la salle de classe se trouve une géante harpe. À qui appartient-elle ?,Phénix,Gabriel,Uriel
11060003,"Parmi les choix suivants, quel est, selon Michael, l'aspect le plus valorisé dans la Maison Ange ?",Liberté,Mystérieux,Justice
11060004,Qui était la Senpai en charge lorsque Iron Fist et Aquaris ont rejoint l'Académie Yume ?,Michael,Phénix,Angel
11060005,"Parmi les Filles suivantes de la Maison Ange, laquelle ne possède pas d'ailes ?",Angel,Angélina,Phénix
11060006,"Quelle est la Fille de la Maison Ange qui est membre du Club de Journalisme mais qui en réalité, est juste une fausse couverture pour garder son équipe de patrouille secrète ?",Isabelle,Uriel,Gabriel
11060007,"Si Luna a des ennuis, qui est la première personne qui courrait à son secours ?",Angélina,Dracula,Scythe
11060008,"Hormis ""Lucifael"", Michael avait l'idée d'un autre nom pour leur fusion. Lequel des noms suivants était-ce ?",Cifer,Mifer,Lumi
11060009,"Si une Fille s'est blessée lors d'une Attaque contre le Chaos, où est-ce que Senpai devrait l'emmener pour avoir recours à des soins médicaux ?",Bibliothèque,Salle de Classe,Infirmerie
11060010,"Vous entendez des personnes se disputer, en regardant aux alentours, vous ne voyez qu'une seule personne. Qui est-ce ?",Isabelle,Angélina,Lucifael
11060011,"Les Forces Unies de Yume ont été fondées par Li dans le but de combattre le Chaos, et ainsi devenir l'Académie Yume d'aujourd'hui. À quel régiment appartenait Phénix ?",Oméga,Sigma,Bêta
11060012,"Isabelle est une experte en potion et remède, et a concocté une potion extrêmement puissante. Quelle est-elle ?",Résurrection,Anesthésiant,Neurotoxine
11060013,"Senpai rencontra Phénix pour la première fois à la Grande Bibliothèque d'Ulbricht. À ce moment-là, elle se battait pour venger ses partenaires. Qui est celle qu'elle attaquait ?",Turin,Ithil,Kratos
11060014,Angel est obsédée par la propreté et déteste la saleté et la méchanceté. Elle prend une douche 3 fois par jour et déteste les desserts de couleurs sombre. Qu'est-ce que cela pourrait-être ?,Fondant au chocolat,Gâteau-mousse à la mangue,Fraisier
11060015,"Vous êtes à la Librairie en train de lire et vous voyez Phénix passer à côté pour la troisième fois. Lorsque vous lui demandé pourquoi est-ce qu'elle fait des aller-retour au lieu de lire, elle vous répond :","Oh, tu as remarqué que j'étais là, Senpai !",Je me suis encore perdue...,"Je joue à cache-cache, tu veux jouer avec moi ?"
11060016,"Vous êtes en train de vous promener sur le Campus, lorsque vous apercevez au loin, une Fille sublime assise sur un banc un livre à la main. En vous approchant, vous voyez que c'est Isabelle. Quel pourrait être le titre du livre ?",« 100 Recettes de snacks »,« Le grand guide du cheval »,« Les plantes rares : Où les trouver ? »
11060017,"Vous êtes en train de vous promener sur le Campus, lorsque vous apercevez au loin, une Fille sublime assise sur un banc un livre à la main. En vous approchant, vous voyez que c'est Luna. Quel pourrait être le titre du livre ?",« 100 Recettes de snacks »,« Le grand guide du cheval »,« Les plantes rares : Où les trouver ? »
11060018,"Vous êtes en train de vous promener sur le Campus, lorsque vous apercevez au loin, une Fille sublime assise sur un banc un livre à la main. En vous approchant, vous voyez que c'est Uriel. Quel pourrait être le titre du livre ?",« 100 Recettes de snacks »,« Le grand guide du cheval »,« Les plantes rares : Où les trouver ? »
12060001,"Lors d'une bataille, contre quelle Maison les Filles de la Maison Ange obtiennent un bonus de Rivalité de Maison ?",Démon,Fée,Monstre
12060002,Quelle Aura déclencherez-vous si les 6 Filles de votre équipe appartiennent à la Maison Ange ?,"Attaque +20%, Précision +18%","PV +20%, Résistance aux Dégâts +25%","Pénétration d'Armure +35%, Blocage +30%"
12060003,Quelle est la Fille qui inflige des dégâts un tour après qu'elle ait lancé sa Compétence Active ?,Gabriel,Uriel,Angélina
12060004,"La Compétence Active ""Lumière Sacrée"" de Luna étourdit son ennemi. Quelle est la Fille de la Maison Ange qui est immunisée par cet Effet de Contrôle ?",Phénix,Lucifael,Angel
12060005,"L'Attribut PV de l'ennemi que vous rencontré est très élevé. Parmi les Filles suivantes, laquelle peut infliger des dégâts en fonction des PV Max de l'ennemi et pourrait être utile ?",Isabelle,Lucifael,Selene
12060006,"Dans la Maison Ange, quelle est la Fille pouvant se ressusciter ?",Angel,Luna,Michael
