id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,false_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
544006,Chainsaw,Hé ! T'es pas mal en vrai ! Est-ce que je peux te transformer en jouet ?,Je veux tout couper !,C'est très difficile à faire car la scie est rouillée. Maître ? Est-ce que tu crois que je peux le polir avec tes os ?,Oh ! Je veux couper à travers ça ! Mes os tremblent ! Coupe ! Coupe !,"Ce n'est pas un problème de découper Zombia, si ?",Si tu n'aimes pas quelque chose je le découperai avec ma tronçonneuse ! Mais je veux aussi découper ce que tu aimes !,Oh ! Mes os tremblent !,Couper en pièce !,Matsuura Chie,Enlève tes mains d'ici ! Autrement je vais les couper !,Un cadeau ? Merci !,Merci ton cadeau me va très bien !,"J'ai fait un rêve incroyable, j'ai rêvé que j'utilisais une tronçonneuse et que je te coupais en morçeau. C'est génial non ?","Tu es de retour, qu'est-ce que je vais couper aujourd'hui ?!",Est-ce que tu veux que je coupe ça en plus petit morçeau ?,"Peu importe ce que c'est, j'aime ce que ma tronçonneuse peut couper !",C'est vraiment dommage que je ne puisse pas faire un massacre à la tronçonneuse.,填充,"L'arme la plus romantique ? D'après moi c'est la tronçonneuse, bien sûr !","Je t'en prie, donne-moi une arme un peu plus tranchante...","J'aime ce genre d'ennemi, je peux les donner à manger à ma tronçonneuse ! Tu as vu les dents qu'elle a ?",Il faut que je trouve un endroit pour recharger ma tronçonneuse !,"Et moi qui pensais que c'était Zombia... Bonjour, Senpai...",Je pense que les règles du campus sont vraiment ennuyeuses ! Je devrais couper la main de Senpai pendant son sommeil !,"Ah ? Tu vas aller travailler ? Ok, je vais te couper un pied.","Je n'ai pas besoin de ta récompense, je veux juste ta permission pour pouvoir te couper en morceaux !",J'ai vraiment le droit de tous les tronçonner ? Super ! Allons tuer les nouveaux ennemis !,"Haha, c'était amusant !",Non ! Ma tronçonneuse !,填充,填充,填充,填充
544007,Medusa,Tu n'as pas peur de moi ? Tu es la première personne qui n'a pas peur de moi ! Puis-je te suivre ?,"Je ne suis pas humaine, mais je ne suis pas complètement une monstre non plus. Je suis plutot une hybride !",Les humains ne m'acceptent pas comme je suis. Les démons ne me respectent pas non plus... Que devrais-je faire ?,Je suis né de parents humains... Mais j'ai été élevée par des démons... Ce n'est pas de ma faute...,Je t'en prie n'aie pas peur. J'ai l'habitude de fixer les gens toute la journée... En fait c'est pas juste les gens... Je fixe toujours tout de cette manière.,N'aie pas peur ! Je veux juste que l'on soit amis...,Ne m'embête pas !,Pouvoir démoniaque !,Kanno Mai,"C'est très gentil de ta part, mais m'offrir ce truc, c'est vraiment du gaspillage...",Merci... Mon ami,Merci ! Je l'aime beaucoup~ C'est vraiment super de pouvoir être ton ami~,"Peut-être que ce n'est que mon désir, mais j'aimerais bien que nous avancions dans notre relation.",Tu es de retour~ Est-ce que je peux te parler en privé ?,Je fais de mon mieux pour devenir plus puissante !,Regarde ! C'est ma vraie puissance !,Est-ce que j'ai le droit de devenir amie avec les nouvelles ?,"Même si je suis différente, ce n'est pas une raison pour me faire ça !","Merci, Senpai de m'avoir prévenu. Je ferai attention !",Est-ce que je suis vraiment capable de pouvoir utiliser la puissance de cet objet ?,"Ils ne sont pas humains, penses-tu qu'ils auraient peur de moi également ?","C'est bien ça, il me va à ravir !",C'est toi Senpai ? Super !,"Senpai, je t'en prie, ne dors pas ici ! Si tu ne te couvres pas, tu vas tomber malade !","Hmmm, je vois ! Tu n'as pas d'autre choix que d'aller travailler ? Ce n'est rien, tu n'as pas besoin de t'occuper de moi.","Ce n'est rien ? Tu as juste oublié de récupérer ta récompense, c'est tout~","Senpai, tu t'occupes déjà très bien de moi en temps normal, je suis vraiment désolée de devoir te déranger dans cette situation... Mais nous devons nous occuper des ennemis !",Je punirai tous ceux qui m'ont harcelé !,"Vous n'êtes pas humains, pourquoi m'harcelez vous également ?",填充,填充,填充,填充
544008,Zoe,"Tu vas bien ? S'il y a quelque chose que je peux faire pour toi, n'hésite pas à me le demander !",Tu t'es encore fait griffer ? Tu devrais faire plus attention !,Cela fait plusieurs jours que je suis ici.. Où est-ce que tu t'es blessé cette fois-ci ?,"N'aie pas peur. Bon garçon, tiens un bonbon !",Tu aurais du venir plus tôt ! C'est notre devoir de soigner les blessures...,Il est de mon devoir d'aider les blessés et de sauver des vies !,Tu es prêt ? Commençons l'opération !,Maintenant je suis encore plus en colère !,Kouyama Yuki,Petit frère... Je ne savais pas que tu étais comme ça !,"Merci, beau gars",Je m'en servirai bien !,Sauver les blessés est le travail d'un médecin. Laisse moi soigner la blessure dans ton cœur~,Bonjour~ Jeune homme~,Ma capacité de soin augmente chaque jour~,"Même si je ne peux pas soigner toutes les blessures, tu peux compter sur moi si tu n'es pas trop blessé !","Ce n'est qu'une égratignure, tu n'auras plus mal d'ici la fin de la journée.",Les docteurs ne pourront pas toujours te sauver la vie ! Tu devrais donc faire plus attention !,Je dois faire très attention quand j'utilise une aiguille plus fine.,"N'oublie pas de revenir assez fréquemment, ce n'est pas le genre de blessure qui guérit en peu de temps.","Je m'occupe des blessés, occupez-vous du reste !",Une bonne journée de repos t'aidera à guérir plus rapidement.,"Bonjour, Senpai.",C'est une bonne habitude de dormir 8 heures par jour. Mais ce n'est pas très bon pour ton corps de juste dormir comme ça !,"Ne laisse pas tes muscles trop travailler pendant ton travail, tes blessures pourraient se réouvrir à cause de ça.","Tu as fait du bon travail, Senpai ! Maintenant n'oublie pas ta récompense.",Les médecins sont également importants pendant les combats ! Je n'ai pas prévu de m'enfuir !,Ne sous-estimez pas la puissance d'un docteur !,"Je n'ai pas apporté assez de médicaments pour tout le monde, battons en retraite pour le moment !",填充,填充,填充,填充
545001,Toy Girl,Oh ! Serais-tu mon nouveau jouet ? Tu as l'air pas mal ! Reste avoir moi !,"Hahaha, tu n'as pas encore remarqué ? Tu ne peux déjà plus t'enfuir !",C'est dommage... Tu es devenu mon jouet sans même t'en rendre compte !,Mauvais jouet... Pourquoi... Pourquoi refuses-tu de jouer avec moi ?,Ce que je veux c'est un jouet qui m'obéis ! Alors obéis-moi et joue avec moi !,Les jouets ne peuvent rien refuser à leurs maîtres ! Bon garçon ! Tu as intérêt à me faire plaisir ! Sinon je te jetterai à la poubelle !,Encore plus de jouets !,Soit gentil~ Disparais !,Tsuji Ayumi,Haha ! Tu cherches à mourir ?,Ce n'est pas suffisant pour moi !,C'est ça ! C'est clairement un jouet ! Bien joué !,"Je ne pensais vraiment pas que toi humain puisse m'accompagner jusqu'à aujourd'hui. Tu n'es désormais plus mon jouet, mais tu es devenu quelqu'un d'important pour moi, je ferai de mon mieux pour te servir !",A quoi veux-tu jouer aujourd'hui ?,Ah ? Tu m'as à peine donné une gorgée ! J'en veux plus !,"Ta Maîtresse est devenue plus puissante, c'est le moment pour toi de la complimenter !","Souviens-toi ! Peu importe où tu te situes, je serais toujours ta Maîtresse~",J'ai besoin de plus de jouets ! Va vite me chercher des jouets !,C'est tout ce que tu me ramènes ? C'est pas terrible~,Ah ! Enfin un équipement digne de ma personne !,"Où allons-nous chercher des jouets, aujourd'hui ?",M'as-tu préparé un nouveau jouet ?,"J'étais en train de m'ennuyer, c'est bien que tu sois venu !",Je m'ennuie~ Humain ! Trouve vite une solution !,"Va vite travailler, puis quand tu reviens, donne-moi ton salaire !","Il y a une récompense pour toi, tu as été un bon jouet !","Cette fois-ci, ce n'est pas moi qui ait causé des problèmes sur le campus, tu ferais mieux d'aller voir ce qu'il se passe~",Comment espériez-vous me battre ?,Je n'oublierai pas ce que vous m'avez fait subir aujourd'hui...,填充,填充,填充,填充
545002,Lisa,Comme nous recherchons tout deux un bénéfice. Nous devrions travailler ensemble. Tiens ! Lis le contrat avant de le signer !,Pourquoi devrions-nous résoudre les problèmes par la violence quand nous pouvons les résoudre avec le dialogue ? Je ne comprend vraiment pas !,La négociation est une science et aussi un art ! J'espère que tu comprendras ça un jour !,Tous les conflits sur terre peuvent être résolu par la parole ! Si tu ne me crois pas je vais te le prouver !,"Le but d'un dialogue est de partager, il ne devrait pas y avoir un gagnant, mais les deux devraient en bénéficier !",Il y a beaucoup de façons de résoudre un problème. La violence est la manière la plus stupide !,Discutons !,Je suis contre !,Kouyama Yuki,Pourquoi tu me donnes ça ? Explique-toi !,Un bonus pour le contrat ? merci !,"Je l'aime beaucoup, maintenant il faut juste le modifier un peu, qu'en penses-tu ?","Viens et signe ce papier... Ne me demande pas ce que c'est ! Ok, maintenant nous sommes ensemble, c'est écrit noir sur blanc !","Reviens, Senpai !",C'est gratuit ? Tu es vraiment généreux.,"Tu m'as offert du pouvoir, je vais t'aider en retour.",Tu as encore beaucoup à apprendre sur les négociations.,"Si possible, j'aimerais résoudre tous les problèmes par la parole. Mais dans certain cas, il semblerait que la force soit incontournable.",Les paroles peuvent être parfois plus tranchantes qu'une épée.,"Cet équipement semble meilleur que celui de la dernière fois, je te remercie, Senpai.",Laisse moi te montrer le pouvoir des paroles.,"Cette chambre n'est pas mal, merci.",Tu es venu~,"Si tu n'as rien à faire, choisis un sujet, et viens débattre avec moi.","Travailler est un bon moyen de socialiser, n'oublie pas d'y aller !",N'oublie pas tes récompenses.,Tu ne vas pas voir ce qu'il se passe sur le campus ? On dirait que quelque chose est en train de se passer.,Cela aurait pu être réglé plus facilement~,Ils n'ont même pas essayé de négocier...,填充,填充,填充,填充
545003,Annie,"Y'a encore des gens qui veulent devenir ami avec moi ? Ne t'inquiète pas, dans un instant tu auras peur de moi !",Ceux-là je vais les écraser !,Derrière ce visage magnifique ce cache quelque chose de plus sombre que les ténèbres... Le vrai visage du mal !,Quoi ? Est-ce que je suis charmante et puissante ? Bien entendu ! Haha !,Garde en tête qu'il n'y a que dans le noir que nous pouvons voir la nature humaine !,"La lumière ? Bien sûr, je les déteste le plus ! Après tout, les humains finissent toujours par échapper les ténèbres en grimpant vers la lumière, n'est-ce pas ?",Je ressens les ténèbres !,Je n'ai aucune pitié !,Horie Yui,Je ne me préoccupe pas de ce que pense les fourmis !,"Haha, merci pour le cadeau","Tu as du goût, mais une Fille mignonne comme moi, on mérite bien des cadeaux Non? Tu commences aussi à aimer les ténèbres ?","D'accord, je l'avoue, les ténèbres sans la lumière serait vraiment ennuyeux~ Sans toi, il n'y a aucun sens à la vie.",Tu es finalement revenu~,"Bois la moitié, et renverse l'autre, hahaha ! C'est marrant de voir l'expression de ton visage !","C'est tout ce que tu as pu préparé en très longtemps, et je vais tout manger en un rien de temps~ Hahaha !",Est-ce que toi aussi tu fais partie de ces gens super heureux d'être ici ?,Je suis la mage noire la plus puissante du monde ! Personne ne peut me contrôler !,"Apporte moi ça ! Cela ne sert à rien que tu le gardes, donne-le moi !",Il est à moi maintenant !,"Si tu vois une fourmi, écrase-la avec tes pieds ! C'est si amusant !",Ne peux-tu pas trouver un endroit un peu plus sombre ?,Non ! N'allume pas la lumière !,"J'adore me reposer dans les ténèbres... Tes rêves, même s'ils sont noirs, cela ne veut pas dire qu'ils ne sont pas bons~",Va vite travailler ! J'ai besoin de ton salaire !,"Ta récompense est prête, va vite me la chercher~",Ah ! Il se passe enfin quelque chose d'amusant !,N'est-ce pas un résultat évident ?,J'ai été... trop négligente...,填充,填充,填充,填充
546001,Androi,"Tu m'as appelée ? Tu es vraiment intéressant, je suis très douce. Si tu as besoin de moi tu sais où me trouver !",Il y a beaucoup de monde là-bas ! Qu'est-ce qu'ils font ? Allons-voir !,Tu es un peu benêt ! Je trouve cela très mignon !,Pourquoi je le tape ? Simplement parce que je n'aime pas sa tronche !,Devrions-nous vraiment faire ça ? Afin de les mettre KO. Je devrais me salir les mains...,"Je sais que je suis belle, mais si tu continues de me fixer, je t'arracherai les yeux !",Ta vie s'achève ici.,Adieu !,Kawasumi Ayako,Tu ne sais vraiment pas choisir tes cadeaux !,Un cadeau pour moi ? Merci,Il n'y a rien de plus mignon !,"La première fois que je t'ai vu, j'ai eu envie de te protéger~ Je suis certaine que tu ne connaîtras pas la solitude tant que je suis à tes côtés, n'est-ce pas ?","Je t'attends depuis si longtemps, Senpai~",T'es trop mignon ~,Alors... C'est tout ?,Je ne t'abandonnerai pas~ Même après avoir gradué~,填充,Ces habits ne me vont pas du tout.,"Oui, cela devrait bien marcher~",Si c'est ce que tu veux~,"Peu importe la chambre, si c'est ce que tu aimes~",Où allons-nous aujourd'hui ?,Il ne devrait pas être en retard ! C'est ridicule...,C'est vraiment dommage ! Nous serions déjà au parc d'attraction si tu ne devais pas travailler !,"Récupére ta récompense, avant que les voleurs ne viennent~",Ils veulent se battre ? Je les attends !,C'est ce tu obtiens pour t'être opposé à moi~,La prochaine fois tu ne gagneras pas aussi facilement !,填充,填充,填充,填充
546002,Calista,"Je suis plutôt courageuse non ? Allons chercher les autres maintenant ! On va s'éclater, mais fais attention ! Je ne sauverai que toi !",Ah ! Attends un instant.... Ma bombe va bientôt exploser !,"Tu es comme un petit animal, tu as peur, tu trembles et tu pleures pour rien. C'est si mignon !",Tu as vu la fumée qui monte de cet endroit ? C'est la fumée qui fait peur au gens !,"Si je n'écoute pas ce qu'elle dit, elle refusera de s'amuser avec moi ! C'est vraiment chiant !",Il y a plein de personnes là-bas ! Cela devrait être très amusant de les faire exploser !,Détruisons tout !,Boom！,Murase Michiyo,Ne sais-tu donc pas ce que je déteste ? Où toi aussi tu veux être transformé en ballon ?,Ah ? Un cadeau ?,"Tu es vraiment sympa, tout à fait à mon goût !","Tu es très important pour moi, ne t'inquiète pas, je te protègerai. Les autres, je les explose~","Senpai, tu es de retour ! Que devrions-nous faire péter aujourd'hui ?",Profite que tu as encore de l'énergie pour faire exploser cette bombe~,"Si tu me vois sur le champ de bataille, fais très attention, il y a certainement des explosifs~","Est-ce que je peux faire exploser des bombes durant la soirée ? Ce doit être amusant, n'est-ce pas ?",填充,Je préfère le son des bombes à celui des feux d'artifice !,Bien sûr que tu ne les vois pas ! Mes bombes sont toujours bien cachées !,"Ahah ! Tu es arrivé au bon moment, je suis certaine qu'il y aura du monde durant cette fête !","Ta chambre est un lieu de repos, je ne l'exploserai pas !","Fais attention lorsque tu ouvres la porte, j'ai mis beaucoup d'explosifs !","C'est rare de voir un endroit aussi calme, tu crois que si je fais exploser une bombe maintenant, les gens auront peur ?","C'est ici que tu travailles ? Ok, je n'exploserai pas ce bâtiment !","Si tu n'as pas besoin de ta récompense, je peux la faire exploser pour toi~","Cela fait longtemps que je n'ai rien fait sauté, il y a beaucoup d'ennemis qui approche, est-ce que j'ai le droit de les faire péter ?",Pourquoi il n'y a personne pour assister à ce spectable ? Je suppose qu'ils ont été emporté par l'explosion~,Tu as juste eu de la chance~,填充,填充,填充,填充
546003,Selene,"Salut ! Je suis la messagère de Dieu, j'ai été envoyée ici pour t'aider. Dis-moi donc ce que tu as besoin !",La justice sert à préserver la paix ! Je suis la gardienne de ce monde !,Prions la lumière divine !,"La lumière arrive, mortel ! Crois en Dieu tout puissant !",Il y a toujours un endroit que la lumière n'éclaire pas. Mon travail est d'y apporter la lumière.,"Avant de devenir une ange, je voulais être quelqu'un de bien.",Lumière Divine ! Recouvre le monde !,Lumière Divine !,Kusumi Aiko,"Hmmm, tu n'as pas le droit de me faire ça, si tu continues je devrais le signaler à Michael !",C'est pour moi ? Merci~,"Un cadeau ! Merci, tu es vraiment quelqu'un de bon !","Je continuerai à en faire qu'à ma tête, mais j'accepte de rester à tes côtés~","Reviens, Senpai !",Au nom de la lumière.,Tu n'as pas besoin de t'inquiéter. Tout est déjà décidé par dieu.,Les règles sont ici pour être respectées !,"La lumière ne peut rien pour nous, il faut parfois que nous prenions des décisions.",Mon aura n'est pas un jouet !,Un sceptre ? J'en ai déjà un.,"Aujourd'hui, je dois également éliminer les problèmes des gens.","Avec ma lumière magique, je n'ai pas besoin de toutes ces lampes.","Senpai, as-tu besoin de mon aide ?","Senpai n'est pas là, je peux enfin me reposer aujourd'hui~","Senpai ! Tu m'entends ?! Si tu ne pars pas maintenant, tu seras en retard !",N'oublie pas de récolter ce que tu as semé !,Des ennemis ? Dans la pénombre ? Ne t'inquiètes pas ! Nous allons les vaincre~,Les ténèbres ne peuvent pas se cacher dans la lumière !,La puissance de la lumière est en train de s'affaiblir...,填充,填充,填充,填充
651001,Sapphire,"Ce que je respecte ce n'est pas la puissance, mais la croyance ! Il suffit de croire fortement en quelque chose que l'on est capable de devenir plus fort !",Encore des fans ? Désolée ! Je n'aime pas les faibles !,Je déteste les gens comme elle !,"Peu importe ta force, si tu n'utilise pas ta tête tu seras toujours perdant !","La loi de la jungle est la loi la plus basique, non ?","Il faut être indépendant, si tu dépends toujours des autres, tu ne survivras pas longtemps !",Utilise ma force !,Attaque de l'âme !,Sakura Ayane,"Ne m'interromps pas, je suis en train d'essayer de réfléchir...","Je suis très contente, merci !",Tu as rempli mon cœur !,"Merci de t'offrir à moi, je ne te laisserai pas tomber... Dire ce genre de choses à ce moment-là, je suis vraiment maladroite~","Cela me fait plaisir de te voir de retour, Senpai, comment vas-tu en ce moment ?","Merci, qu'est-ce que tu veux en retour ? Haha~ Je rigole~","Si tu t'arrêtes maintenant, tu ne deviendras jamais personne~","Ce ne doit sûrement pas être difficile pour toi, n'est-ce pas ?","N'oublie pas, tout le travail difficile que tu fais paiera un jour.",Merci beaucoup~,Tu as dû mettre beaucoup d'effort pour m'avoir préparé ça.,C'est une occasion parfaite pour discuter des problèmes récents que nous avons eu~,Assieds toi et ne me dérange pas pendant que je lis~,"Oh, Senpai... Tu dois t'ennuyer à me regarder lire.",Ah ? Senpai s'est endormi ? C'est le moment parfait pour me mettre contre lui...,"Senpai, tu dois aller travailler aujourd'hui, n'oublie pas~",Tu as encore une récompense à collecter~,"Il s'est encore une fois passé quelque chose, nous devrions aller voir !",Ce sont des ennemis comme les autres...,Je dois m'entraîner encore plus pour ne pas perdre la prochaine fois~,填充,填充,填充,填充
651002,Succuba,Oh~ Maître~ Tu es vraiment la chose la plus délicieuse sur terre. Je n'en peux plus~,Ton sang est vraiment délicieux~ J'adore te sucer~ (Ris),"Maître m'appartient, je tuerai tous ceux qui s'approche du maître !","Je voudrais toujours être avec le Maître. Le Maître m'appartient, pas vrai ?",Maître m'aime le plus ! Je fais confiance au Maître.,Je ne vais pas laisser Maître hors de ma vue. Je vais t'attacher à une chaise !,Je ne te laisserai pas t'approcher du Maître !,Je ne meurs pas~,Hayami Saori,Pourquoi m'as-tu donné cela ? Ne suis-je donc pas importante pour toi ?,Si je viens à apprendre que tu donnes aussi des cadeaux à d'autres... Tu ne veux même pas savoir ce qu'il se passera....,Un cadeau de Maître~ Serait-ce un symbole de notre amour ?,"Ah ! L'envie d'aimer, l'envie de manger, l'envie de posséder ! J'ai enfin tout ce que je veux ! Aujourd'hui, j'ai le droit de faire ce que je veux, n'est-ce pas, Maître ?","Tu es enfin de retour, Maître ! Cette fois je ne te laisserai pas partir comme la dernière fois !",Je vais tout boire~ Juste parce que c'est toi qui me l'a offert~,C'est un miracle !,"Je peux tout faire, tant que tu me l'ordonnes.",Je ne peux plus vivre sans toi désormais ! Tu dois en prendre la responsabilité maintenant~,"Tant que ce sont des cadeaux que tu m'offres, je les mettrai !",Ohhh ! Je peux sentir l'odeur de mon Maître sur mes habits~,Attends moi un instant~,"Maître, tu veux que je vienne vivre avec toi ?",Maître ! Tu es de retour ! C'est super !,"Maître, si tu me fixes sans rien dire~ Je vais te croquer tout entier !","Ce serait bien que tu puisses toujours être avec moi, mais c'est l'heure de travailler maintenant.","Maître, n'oublie pas de récupérer ta récompense~","Le campus est encore une fois très bruyant, je ne laisserai personne me déranger quand je suis avec mon Maître !",Mort à tous ceux qui s'opposent à Senpai !,"C'est de ma faute, Senpai n'hésite pas à me punir si cela peut te soulager~",填充,填充,填充,填充
651003,Dracula,Ton sang... Il est vraiment délicieux. Je t'enfermerai dans mon château. Tu ne devras que me donner ton sang.,"Humain, ton sang m'appartient !",Hors de mon chemin. Si je perd ma proie ça va barder.,Les rayons de soleil et une croix ? Quel genre de créature inférieure penses-tu que je suis ?,Viens dans ma chambre ce soir me donner ton sang.,Quel âge penses-tu que j'ai ?,Tu veux mourir ?,Tu veux aussi devenir un vampire ?,Horie Yui,"Les humains sont ennuyeux, inutiles et inintéressant !","Hé ! Tu n'es pas si ennuyeux que ça, humain !","Même si je préfère le sang, ce que tu me donnes ici n'est pas mal non plus~ Je te félicite.",Je me demandais justement quand est-ce que tu aurais discuté de ce sujet.... Tu n'es pas heureux ? Ne t'inquiète pas je resterai à tes côtés pour toujours~,"Ha ! Humain, donne-moi un accueil approprié !",Le goût n'est pas si mal~,Je suis devenue plus puissante~ Humain ! Ton sang n'est pas mauvais du tout~,"Pour moi, monter de classe n'est pas important, mais si ça te fait plaisir.","Si tu continues à m'être fidèle, je continuerais à te prêter ma puissance !","Nous autres vampires, n'avons pas besoin de ce genre d'équipement, mais si c'est toi qui me les donne, alors je l'utiliserai tout de même~","Cet équipement n'est pas des plus communs~ Humain, tu fais vraiment preuve de fidélité~","Je vais faire un tour, ne bouge pas d'ici avant mon retour !","Par rapport à mon château, ici il n'y a même pas la place pour se retourner !",Hé ! Pourquoi me laisses-tu dans un endroit aussi petit que ça ?,Je m'ennuie... Raconte-moi quelques blagues !,Reviens vite après le travail ! Ne me fais pas attendre trop longtemps !,Va vite confirmer ta récompense~,C'est trop bruyant ! Va vite voir ce qu'il se passe~,C'était facile~,Ce n'est pas acceptable~,填充,填充,填充,填充
651004,Wu Kong,Je ne suis pas un simple singe ! Je suis la reine des singes Wu Kong ! Tu devrais t'en souvenir !,Wu Kong est ici ! C'est le moment pour vous de vous agenouiller !,La déesse des pêches ? C'est juste une pêche ordinaire~,Viens voir ! Quelqu'un arrive !,La Reine des Singes est ici !,Je suis invincible ! Je suis assez puissante pour me mesurer à Bouddha et détruire le monde ! Ouah ! Une pêche ! Hé ! Je ne suis pas si facile à amadouer ! Tu veux que je tue quelqu'un ?,Vade retro satanas !,Prends ça !,Kawanishi Mai,Je n'aime pas ça !,Tu veux me donner ça ? Mais je préfère les pêches moi...,"Je te l'ai déjà dit, si ce n'est pas une pêche, je n'en veux pas... Attends ! C'est la première fois que je vois un truc comme ça ! Je te remercie !","C'est vraiment étrange pour moi de donner ma main à une simple humain~ Mais comme c'est Senpai, cela ne me dérange pas !",Senpai ! Senpai ! Tu es de retour ! M'as-tu ammené des pêches ?,Du Jus d'EXP ? Pourquoi ne font-ils pas des Pêches d'EXP ?,Senpai ! Regarde ! Il semblerait que mon bâton soit un peu plus long !,Est-ce que je peux aussi obtenir des pêches améliorées ?,"Senpai, je deviendrai la vraie reine des singes un jour !",Oh ! Merci Senpai ! Je serai encore plus heureuse si tu pouvais me rajouter des pêches la prochaine fois~,C'est un équipement digne de mon bâton doré !,Tu veux sortir t'amuser ? Allons-y alors~,Excellent ! Cette chambre me rappelle la maison !,"Senpai, tu es là !",Arrête de dormir ! C'est l'heure de s'amuser !,Ne devrais-tu pas aller travailler ?,Senpai ! Tu as terminé ta quête ?,Il doit se passer quelque chose d'intéressant ! Allons y jeter un oeil !,HoHo ! Personne ne peut rivaliser avec la Reine des Singes !,"Mince~Je l'admets, tu es la plus forte pour le moment~",填充,填充,填充,填充
651005,Wildtress,"Donne moi de la viande ! Ce n'est pas pour moi ça, c'est pour les éléphants... ! Ah ? Les éléphants sont herbivores ?","Regarde-moi, je les écrase ! Tiens regarde on dirait de la bolognaise maintenant !",Des légumes ? C'est inutile ! Tu ne peux pas devenir fort si tu ne manges pas de viande !,Brisez les os pour faire de la soupe♪,Hé ! Tu devrais aussi manger de la viande ! C'est la chose la plus délicieuse sur terre. La viande c'est la justice !,Je ne suis pas certaine qu'il y ait quelque chose sur terre éyant meileur goût que la viande !,Battons-nous pour la viande !,Rentre chez toi !,Takeuchi Junko,Ce n'est pas ni mangeable ni amusant !,Qu'est-ce que c'est ? C'est comestible ?,La viande est la justice ! Tu commences enfin à comprendre !,"Pouvoir rencontrer une personne qui accepte de manger avec moi, c'est la meilleure chose qui me soit arrivée ! Pouvoir rencontrer une personne qui accepte de cuisiner pour moi—— C'est le rêve !",Maître ! Tu es de retour ! Je veux manger de la viande !,Ce serait meilleur avec de la viande !,Je dois me dépêcher ! Autrement Quinie mangera toute ma nourriture !,Quoi ? Graduer ? Est-ce que ça veut dire que j'aurais plus de viande à la cafétéria ?,"Si tu veux devenir plus fort, il faut bien manger !",J'ai besoin d'un autre équipement pour mon animal de compagnie~,"J'ai de quoi manger et m'habiller, c'est vraiment le paradis !",J'espère pouvoir manger du barbecue à mon retour~,"C'est pas si mal, c'est toujours mieux que de vivre avec Sonya.",Senpai ! Est-ce que tu m'as apporté de la nourriture aujourd'hui ?,"Senpai, tu as l'air pâle ! Tu veux retourner dans ta chambre pour te reposer ?",Senpai ! C'est l'heure d'aller travailler~,N'oublie pas ta récompense~,"Qu'est-ce qu'il s'est passé ? Si ce n'est pas la cafétéria, cela ne m'intéresse pas~",Ta plus grosse erreur a été de t'interposer entre moi et ma viande !,"Ahhh~J'ai faim, je n'ai plus d'énergie...",填充,填充,填充,填充
651006,Giana,"Maître, je serais ta danseuse personelle !",Cette danse t'apportera la bénédiction de Dieu.,Un jour je serais au-dessus de tout et les gens me serviront.,Dansez ! Montrez à tous la beauté de l'harmonie.,"Peu importe où se situe la scène, vous m'y trouverez.",Le sens de la vie... ? C'est de montrer l'harmonie de la danse.,Dansons ensemble sur ce chant de guerre.,Danse avec moi.,Chihara Minori,Ne refais plus jamais ça ! Tu me déranges dans mes pas de danse !,Es-tu là pour me regarder danser ? Oh ! Un cadeau ? Merci,"Merci de ton cadeau, Maître. En retour je vais t'apprendre à danser.","Quand je danse, je me moque des gens présents, mais si toi, tu pouvais être ici chaque fois que je danse~",Maître ! Tu es venu. Tu veux danser avec moi ?,Merci~,Est-ce que j'ai l'air encore plus charmante qu'avant ?,Peut-être que je devrais célébrer ça ?,"Je continuerai à dancer, avec ou sans audience.",Cet habit peut être utilisé lors de mon spectacle.,C'est vraiment joli ! Est-ce que je peux l'essayer ?,Je suis heureuse de te servir~,C'est ma chambre ? J'espère qu'elle est bien insonorisée pour mes entraînements de danse~,"J'ai inventé une nouvelle danse, tu veux voir ?","Tu as l'air fatigué. Si tu veux te reposer, tu peux dormir sur ma queue.",C'est l'heure d'aller au travail~,N'oublie pas ta récompense.,Des nouvelles sur le campus ?,C'est un honneur pour moi d'avoir pu contribué à la victoire.,"Ce n'est pas la peine de s'inquiéter, la prochaine fois ils ne gagneront pas~",填充,填充,填充,填充
